"Sideroxylon_cinereum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Toddalia_asiatica"	"Aphloia_theiformis"	"Erythroxylum_macrocarpum"	"Psiadia_terebinthina"	"Antirhea_borbonica"	"Doratoxylon_apetalum"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_073"	"Fannia_pusio"	"Apis_mellifera"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Musca_domestica"	"Stomoxys_calcitrans"	"Dysauxes_florida"	"Nacoleia_sp2_M_PL_073"	"Pachycerina_crinicornis"	"Episyrphus_sp1_M_PL_073"	"Gelechioidea_sp1_M_PL_073"	"Mauritiborium_undulatus"	"Technomyrmex_albipes"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_073"	"Stomoxys_niger"	"Cotesia_sp1_M_PL_073"	"Orthellia_albigena"	"Cheloninae_sp1_M_PL_073"	"Henotesia_narcissus"	"Hydrotaea_fuliginosa"	"Lygistorrhina_sp1_M_PL_073"	"Melanostoma_bituberculatum"	"Panara_naso"	"Sapromyza_sp1_M_PL_073"	"Scopariinae_sp1_M_PL_073"	"Zosterops_mauritianus"	"Brachymyrmex_sp1_M_PL_073"	"Cixiidae_sp1_M_PL_073"	"Lecithoceridae_sp1_M_PL_073"	"Melanagromyza_sojae"	"Polistes_hebraeus"	"Psyllidae_sp1_M_PL_073"	"Scirtidae_sp1_M_PL_073"	"Thelairodrino_sp1_M_PL_073"
"Trochetia_blackburniana"	0.00636088745207842	9.80405537060255e-06	0.000272154366243451	6.40551590724351e-06	0.00212133421839256	3.44685169413227e-06	0.000267876384489406	1.79663529218078e-07	1.08974755527753e-06	1.59258268525358e-06	1.00105623926306	5.1171156067999e-05	8.8942990427267e-05	0.100342729991131	7.8199007424725e-05	8.07467862969072e-05	0.000105069136685858	5.75884567496827e-05	7.24011793147924e-06	1.80021564560016e-06	1.98251608730396e-05	9.90126351004904e-07	1.08012473770568e-05	9.67892448461089e-07	1.59565857148919e-05	3.05628450258461e-05	1.53678769801e-05	5.91717723888171e-07	2.73596944501588e-06	3.77079052715482e-08	2.41552688053611e-05	4.55023624358166e-08	1.61035125369074e-05	2.51386035143655e-08	1.86316307790934e-08	1.86316307790933e-08	5.8476442784683e-06	5.31895875551126e-06	8.59606500094059e-06	1.61035125369074e-05	1.56232095298622e-08	2.27511812179083e-08	8.0517562684537e-06	8.0517562684537e-06	5.3033355459814e-06	9.31581538954667e-09	5.44308732486902e-07	5.44308732486902e-07
"Chaetocnema_sp1_M_PL_073"	0.000116046132929758	0.0368656263375918	0.0282322544500783	0.012311757478633	0.00863192949374489	0.0135434117624078	0.00127693781124739	7.80929988975651e-06	1.61647673057909e-05	5.66732231798374e-06	2.49615395453654e-06	1.00357483637459	0.00132055607381519	0.000237134625680971	0.000653868635733914	0.000556221292882288	0.00012298173582871	0.000466554198639895	0.000257402690000516	9.13766273282979e-06	0.000306378942993958	0.000219861139822141	0.00039228088506216	0.000292462592196324	0.000247758549073462	0.000164978199829284	0.000198969548298959	0.000163941671961992	0.000143981402453415	0.000141790870529199	4.40681517454777e-07	1.61923494799535e-07	2.93787678303185e-07	9.45272470194661e-05	7.32076311481503e-05	7.32076311481502e-05	7.80443326345189e-05	5.16085005115159e-05	5.66114027393082e-05	2.93787678303184e-07	3.00286767771537e-05	8.09617473997677e-08	1.46893839151592e-07	1.46893839151592e-07	2.15798237343622e-05	3.66038155740751e-05	5.64645089001566e-05	5.64645089001566e-05
"Fannia_pusio"	0.0277231280751923	0.0653527181684432	0.000106026619491044	0.00759584238220101	7.35176848904449e-05	6.66227309119984e-05	4.94879421197784e-05	5.25670824574897e-06	1.96732228808538e-05	8.93317668183565e-06	8.8942990427267e-06	0.00270713995132114	1.00262002151247	0.000844958409059037	0.000832690548891371	0.000503406455422949	0.000387036908516807	0.000142722786259911	9.4312025499505e-05	7.50456273791774e-07	0.000128516486259387	0.000252619436875059	3.66930176833901e-05	0.000252241813886821	1.4516898111648e-06	0.00012441204707619	7.29183173503172e-05	0.000121155613186559	0.000168373629892613	0.000251356608340166	0.000105277701551363	2.55233619481019e-07	7.01851343675756e-05	0.000167571072226777	3.60122869794586e-07	3.60122869794586e-07	3.958474512082e-07	1.87102390468627e-05	3.53046204227699e-05	7.01851343675756e-05	1.85264448346366e-05	1.27616809740509e-07	3.50925671837878e-05	3.50925671837878e-05	1.83794212226112e-07	1.80061434897293e-07	2.12053238982087e-07	2.12053238982087e-07
"Apis_mellifera"	0.0636088745207842	9.80405537060255e-05	0.00272154366243451	6.40551590724351e-05	0.0212133421839256	3.44685169413227e-05	0.00267876384489406	1.79663529218078e-06	1.08974755527753e-05	1.59258268525358e-05	0.0105623926306454	0.00051171156067999	0.00088942990427267	1.00342729991131	0.00078199007424725	0.000807467862969072	0.00105069136685858	0.000575884567496827	7.24011793147924e-05	1.80021564560016e-05	0.000198251608730396	9.90126351004903e-06	0.000108012473770568	9.67892448461089e-06	0.000159565857148919	0.000305628450258461	0.000153678769801	5.91717723888171e-06	2.73596944501588e-05	3.77079052715482e-07	0.000241552688053611	4.55023624358166e-07	0.000161035125369074	2.51386035143655e-07	1.86316307790934e-07	1.86316307790933e-07	5.8476442784683e-05	5.31895875551126e-05	8.59606500094059e-05	0.000161035125369074	1.56232095298622e-07	2.27511812179083e-07	8.0517562684537e-05	8.0517562684537e-05	5.3033355459814e-05	9.31581538954667e-08	5.44308732486902e-06	5.44308732486902e-06
"Stomorhina_lunata"	0.021825083162322	0.0137065406204309	0.00550413234889286	0.0190551256193286	0.00278652669989933	0.00278259916705289	0.0217500739842986	1.77742688490967e-05	0.0135635003640802	1.02908281978727e-05	8.45394674861891e-06	0.00144911427378867	0.000900205998801482	0.000803124941118797	1.00209843148337	0.000669215876438838	0.000336094801629501	0.000284442390278341	0.000827422630216813	0.000146422434736585	0.000295955431165831	0.000648890050770736	0.000105229625904168	0.000155299863696391	5.85016416959057e-05	0.000158338824931753	0.000222061612596299	0.000121888070339087	0.000260313265913539	5.27174639247341e-05	8.28800626417292e-05	2.94023662796364e-07	5.52533750944862e-05	3.51449759498228e-05	1.50410765786643e-05	1.50410765786643e-05	1.79745814475341e-05	5.34422328944523e-05	3.86349522450288e-05	5.52533750944861e-05	4.6475916144704e-05	1.47011831398182e-07	2.76266875472431e-05	2.76266875472431e-05	6.96631674974833e-06	7.52053828933214e-06	1.10082646977857e-05	1.10082646977857e-05
"Melanostoma_annulipes"	0.0194573574723787	0.0117033460373273	0.00396357521109632	0.0155027429723628	0.0270557853229733	0.00778482278628039	0.0116251886866818	1.09512133236372e-05	1.70856805693748e-05	0.00387682304460009	1.24225825072165e-05	0.00175423638524414	0.000774471469881461	0.00118014533818557	0.000952345670316807	1.00101452556434	0.00059253714367541	0.000476429711985967	0.000541142995940307	7.83773549771031e-05	0.00036482063500636	0.000126484334520377	0.000127385503285321	0.000167923744668108	0.000308118697845008	0.000195194031639291	0.000222497095978708	9.87736009306611e-05	0.00022268371438568	4.50128693743358e-05	7.38886992621974e-05	0.00011076637270286	4.9259132841465e-05	3.00085795828906e-05	4.20801231690832e-05	4.20801231690832e-05	7.5566613729626e-05	0.000105451031532709	3.25567168429251e-05	4.9259132841465e-05	3.78115682252752e-05	5.53831863514299e-05	2.46295664207325e-05	2.46295664207325e-05	6.76394633074333e-05	2.10400615845416e-05	7.92715042219265e-06	7.92715042219265e-06
"Musca_domestica"	0.0651150930205736	0.000106412865163055	0.00597781762816877	6.31579268996949e-05	0.0177920852220817	3.6227771600316e-05	4.63907974059757e-05	5.62281604675387e-07	9.92286954580983e-06	0.0118377084772489	2.47221498084371e-05	0.000593206019879661	0.000910675078863075	0.00234860423180152	0.000731500450605384	0.000906233278562391	1.00139028236881	0.000579603886168305	2.20313234398814e-06	3.54254511080536e-07	0.000196066083624285	1.1318496423824e-06	0.000142496083350812	9.55567826848667e-07	0.000133930203646698	0.000315818032433444	0.000151278375387997	1.24113950869313e-05	0.00016994479547425	4.09280250627134e-07	0.000247272505141419	0.000338220242207111	0.000164848336760946	2.72853500418089e-07	1.95825792434141e-07	1.95825792434141e-07	5.64358483115418e-05	4.46342567793499e-05	9.43798036368106e-05	0.000164848336760946	1.54043724145597e-07	0.000169110121103555	8.2424168380473e-05	8.2424168380473e-05	4.44802130552043e-05	9.79128962170703e-08	1.19556352563375e-05	1.19556352563375e-05
"Stomoxys_calcitrans"	0.0252463252436423	0.000137231349919676	0.0376901255853496	9.58684319987655e-05	0.0251455122587284	0.00634593635377265	0.00630560118415378	6.91470726210699e-06	1.07639076530042e-05	1.14248734333e-05	1.43971141874207e-05	0.00239109026802946	0.000356806965649778	0.00136772584780496	0.000657773027518663	0.000774198281977196	0.000615829129053824	1.00086973597446	0.000203620850799306	4.25905178086604e-05	0.000309614564580667	5.62524887041814e-05	0.000460312167583188	9.01512008362351e-05	0.000274347238613067	0.000309730229610507	0.000267067978215994	7.61621338318423e-05	8.07222789098814e-05	5.27812884306444e-07	9.58721211783884e-05	3.26424955237143e-07	6.3914747452259e-05	3.51875256204296e-07	3.43023586690414e-05	3.43023586690413e-05	0.00013824403181752	6.30976060907206e-05	0.000107337624896829	6.39147474522589e-05	2.33825443899428e-07	1.63212477618571e-07	3.19573737261295e-05	3.19573737261295e-05	6.28637806468211e-05	1.71511793345207e-05	7.53802511706992e-05	7.53802511706992e-05
"Dysauxes_florida"	0.000100147492862274	0.000145630999250532	9.16369314775073e-05	0.0335174875991795	7.73611943586431e-05	0.0134550297467808	0.0535350893669439	3.79069008640813e-05	3.60171193277481e-05	1.18629609408903e-05	1.93069811506113e-06	0.00140713470533615	0.000251498734665347	0.000183416320930807	0.00204097582120147	0.0009379811929632	2.49688332318656e-06	0.000217195574185926	1.00190908212241	0.000359933147848753	0.000409629971446491	0.00025309094961563	0.000110137974077791	0.000324470198163979	0.000182404935265539	8.2690227400823e-05	0.000342636957088119	0.000164628057797725	0.000572258722620185	5.60119227886661e-07	3.80306934920027e-07	3.38941741168293e-07	2.53537956613352e-07	3.73412818591107e-07	7.27298905231397e-05	7.27298905231396e-05	3.76676848851622e-07	8.19433727399929e-05	3.1004284126169e-07	2.53537956613352e-07	8.17499697540964e-05	1.69470870584147e-07	1.26768978306676e-07	1.26768978306676e-07	1.93402985896608e-07	3.63649452615698e-05	1.83273862955015e-07	1.83273862955015e-07
"Nacoleia_sp2_M_PL_073"	1.63060951428428e-05	4.1282647723816e-05	3.22674660479633e-05	7.39401694890473e-05	8.42264352086614e-06	1.39417640849524e-05	0.0144249595551907	0.0863889783014351	6.84851126886886e-06	2.63950886954747e-06	5.1434732731433e-07	5.35205960065744e-05	2.14416078226221e-06	4.88629960948614e-05	0.000386973577518117	0.000145557944957477	4.30166192026364e-07	4.86748774956119e-05	0.000385642658409378	1.00700728466115	1.09353309257205e-06	4.85741579911531e-05	4.56356617661259e-07	4.83926997055162e-05	2.51572043770718e-07	3.9239023008585e-07	4.86146493706647e-05	0.00172825771118584	0.000144430836207827	1.58779414322369e-07	6.19218802892765e-08	7.54145391299278e-08	4.12812535261844e-08	1.05852942881579e-07	7.53608869456889e-08	7.53608869456888e-08	8.55915408980921e-08	2.0139848560472e-07	8.51755588590188e-08	4.12812535261844e-08	1.80341876802555e-07	3.77072695649639e-08	2.06406267630922e-08	2.06406267630922e-08	2.10566088021654e-08	3.76804434728444e-08	6.45349320959267e-08	6.45349320959267e-08
"Pachycerina_crinicornis"	0.0101803701258267	0.000155414763494662	0.0201694289312699	0.0501749067230604	0.0201338228314148	7.21591950059637e-05	8.12175408081373e-05	1.23687007193327e-05	1.48582952249603e-05	7.62383892706095e-06	7.93006434921584e-06	0.00251230733255045	0.000514065945037549	0.000753356113175505	0.00109503509531357	0.000948533651016537	0.000333312342161284	0.000495383303329068	0.000614444957169737	1.53094632960087e-06	1.00080612248072	1.81571000006216e-06	0.000215165908329873	1.64857363186109e-06	0.000151978795492448	0.000292049727468589	0.000388925184954229	0.000285541124125228	1.5146116376972e-06	5.97749090364086e-07	3.86596333892151e-05	2.17823969344599e-07	2.57730889261434e-05	3.98499393576058e-07	3.90049702734939e-07	3.90049702734939e-07	9.06734149410767e-05	0.000172712378354294	5.32254023256115e-05	2.57730889261434e-05	0.000122377821275757	1.08911984672299e-07	1.28865444630717e-05	1.28865444630717e-05	5.03345570785369e-05	1.95024851367469e-07	4.03388578625398e-05	4.03388578625398e-05
"Episyrphus_sp1_M_PL_073"	0.000103640691417766	0.0336161355846579	8.78892623222643e-05	0.000105520568560867	4.95743111487368e-05	0.022378991429122	0.0112336459469597	8.36035424800512e-06	0.0334207489113009	5.15389420692979e-06	4.40056156002179e-07	0.00200317927393506	0.00112275305277804	4.1805334820207e-05	0.00266765909761303	0.000365399188614422	2.13793821338897e-06	0.000100004424362989	0.000421818249359383	7.55598013195715e-05	2.01745555562462e-06	1.00154098392107	0.000182461365229599	0.000408673358138621	0.000302790610429859	1.12643231344351e-06	3.85669045464412e-05	4.39553298143098e-05	0.000259089066596785	0.000129292829171761	3.93572245890251e-07	1.47254120197994e-07	2.62381497260168e-07	8.61952194478408e-05	0.000120967521238497	0.000120967521238497	2.9971430251637e-07	3.81303018264202e-07	3.06969273274612e-07	2.62381497260167e-07	2.5736724039236e-07	7.3627060098997e-08	1.31190748630084e-07	1.31190748630084e-07	1.23935777871842e-07	6.04837606192487e-05	1.75778524644528e-07	1.75778524644528e-07
"Gelechioidea_sp1_M_PL_073"	0.011244393968157	0.000175489372513337	0.0557949242507999	9.05993254285072e-05	0.000111050913172724	0.0335181516769987	4.79708269989886e-05	4.87603198238654e-06	1.19281358356626e-05	5.91595382411377e-06	4.80055438980305e-06	0.00357411473056635	0.000163080078592845	0.000456052667031289	0.000432610684272691	0.000368002565046481	0.000269159268551534	0.000818332742370111	0.000183563290129652	7.09888071917514e-07	0.000239073231477637	0.000182461365229599	1.00084395144998	0.000363193258389808	0.000453780877483913	0.000266378528509415	0.000238292585057989	0.000112354303445184	9.16037937731063e-05	6.74959125051294e-07	4.27002302588239e-05	1.69027252117536e-07	2.84668201725493e-05	4.49972750034196e-07	0.000181179198254047	0.000181179198254047	0.000111867475784532	4.98601247391585e-07	0.000125823258587874	2.84668201725493e-05	2.20973964459774e-07	8.45136260587681e-08	1.42334100862746e-05	1.42334100862746e-05	2.77627282931811e-07	9.05895991270234e-05	0.0001115898485016	0.0001115898485016
"Mauritiborium_undulatus"	7.35793996390225e-05	0.037785541825162	0.000121758292439934	9.10863255989467e-05	7.39473081486517e-05	0.0502314089616414	0.0125906131194865	9.37254610095703e-06	2.50314924112228e-05	7.2777932480992e-06	4.83946224230545e-07	0.00299774157001233	0.00126120906943411	4.59748913019017e-05	0.00071826186959581	0.000545752170171352	2.03058163205342e-06	0.00018030240167247	0.000608381621557461	8.46872244846533e-05	2.06071703982636e-06	0.000459757527905949	0.000408592415688534	1.00073033997646	0.000679357428617081	1.17347865155207e-06	4.31780738584825e-05	4.93182933863574e-05	0.000358656669110934	0.000145329007019854	2.79415441667174e-07	2.07936949945691e-07	1.86276961111449e-07	9.68860046799026e-05	0.000271521129522386	0.000271521129522386	4.28384855251498e-07	4.07030040125158e-07	3.36655065435593e-07	1.86276961111449e-07	2.22161769753529e-07	1.03968474972846e-07	9.31384805557247e-08	9.31384805557247e-08	1.84868270371629e-07	0.000135760564761193	2.43516584879868e-07	2.43516584879868e-07
