"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Syzygium_petrinese"	"Casearia_coriacea"	"Labourdonnaisia_callophylloides"	"Calophyllum_eputamen"	"Gaertnera_sp1_M_PL_070"	"Ocotea_laevigata"	"Stillingia_lineata"	"Syzygium_mauritianum"	"Cordemoya_integrifolia"	"Tristhema_mauritiana"	"Euodia_obtusifolia"	"Syzygium_commersonii"	"Technomyrmex_albipes"	"Apis_mellifera"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_070"	"Phelsuma_cepediana"	"Eristalinus_flaveolus"	"Brachymyrmex_sp1_M_PL_070"	"Chrysomya_megacephala"	"Episyrphus_sp1_M_PL_070"	"Panara_naso"	"Paragus_borbonicus"	"Anthomyia_faciata"	"Macroglossum_milvus"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_070"	"Ornidia_obesa"	"Phorinia_sp1_M_PL_070"	"Polistes_hebraeus"	"Syritta_sp1_M_PL_070"	"Thelairodrino_sp1_M_PL_070"
"Syzygium_coriaceum"	1.00481125499701	1.53880879492382e-06	0.00103439020155457	0.00133878168537763	0.000210348997520055	0.000642666231477779	0.000466154605219403	0.000828378245146542	0.000626383047690824	4.80293331836002e-07	1.51094367044695e-07	0.000139829746701251	3.22947855013959e-07	3.29198964791307e-07	0.027266800606744	2.19086832214807e-05	0.0310115113592118	0.0077868316432881	2.30439275353915e-05	3.76525880179119e-05	0.0116023434047299	0.00388758085636305	6.45895710027919e-06	9.32309210438807e-06	0.00387040528529628	4.66154605219403e-06	4.66154605219403e-06	0.00386465867306542	8.54893774957678e-09	0.00386465867306542	0.00386465867306542	5.74661223085873e-06	0.00386465867306542	1.25276609538165e-05
"Diospyros_revaughanii"	2.22272381488996e-06	1.00558671467517	0.000324462279083575	3.44529301678239e-06	0.00247453699537424	0.000310990667243456	7.96420065189445e-08	8.02623135850979e-08	2.19897005951503e-07	0.000698821087064735	0.000618462043167589	4.59215135922307e-07	1.56276717207767e-07	8.0359043897146e-05	8.95469515048499e-05	0.0896769962593004	8.77645804032318e-08	2.17908425226601e-05	0.00562513307280022	4.68246915514256e-09	4.71798946036203e-08	3.12039863472912e-06	3.12553434415534e-06	1.59284013037889e-09	1.81111715488055e-06	7.96420065189444e-10	7.96420065189445e-10	8.54893774957679e-09	0.00558659285930649	8.54893774957678e-09	8.54893774957678e-09	1.80256821713097e-06	8.54893774957678e-09	4.39794011903005e-09
"Syzygium_petrinese"	0.00149411918002327	0.000324462279083575	1.0041848699319	0.00258842121647192	0.000519946510509239	1.26090514764799e-06	6.93232756642389e-07	1.23184645815731e-06	9.31624178098268e-07	0.00032003065177953	6.07338640333149e-07	0.000345011437298604	6.33620677210044e-10	0.000319423313139197	0.0672772302732278	8.80641028483066e-05	4.6113051178869e-05	1.16001203056148e-05	0.0223596319197438	5.59925957894806e-08	3.34174692955257e-05	5.78375141644674e-06	1.26724135442009e-08	1.38646551328478e-08	0.00558455144518588	6.93232756642389e-09	6.93232756642389e-09	5.74661223085873e-06	1.80256821713097e-06	5.74661223085873e-06	5.74661223085873e-06	0.00557880483295502	5.74661223085873e-06	1.86324835619654e-08
"Casearia_coriacea"	0.00217552023873865	3.87595464388019e-06	0.00291197386853091	1.00378924727025	0.000727829087807657	1.57651643749755e-06	1.00931969201819e-06	1.79357120938482e-06	1.3563140918563e-06	1.29507393014603e-06	3.68389629371239e-07	0.000484237019526781	7.92219315325402e-10	9.2668430077479e-07	0.0944262188077224	5.34164962588297e-05	6.71431392916266e-05	1.68722534996823e-05	6.48679010542353e-05	8.15244824572549e-08	0.00629878495203991	8.4188663407537e-06	1.5844386306508e-08	2.01863938403639e-08	2.45450181365597e-05	1.00931969201819e-08	1.00931969201819e-08	8.36738553361019e-06	2.153308135489e-08	8.36738553361019e-06	8.36738553361018e-06	1.61776326029495e-05	8.36738553361019e-06	2.7126281837126e-08
"Labourdonnaisia_callophylloides"	0.000497188539592858	0.00404924235606694	0.000850821562651482	0.00105866049135659	1.00223474976882	0.000254640740305122	2.94943841458911e-07	4.7402697002091e-07	4.88634901453669e-07	0.000506603761108911	0.000505769859410189	0.000141113554117838	1.27960171007599e-07	8.33901698722487e-07	0.0275171430529783	0.0733366296144774	1.53604131368956e-05	2.1659151747025e-05	5.83731189105741e-05	2.23919429586505e-08	1.23534189124348e-05	4.46839226914194e-06	2.55920342015198e-06	5.89887682917822e-09	6.63905007299359e-06	2.94943841458911e-09	2.94943841458911e-09	1.91226361381869e-06	2.24957908670385e-05	1.91226361381868e-06	1.91226361381868e-06	4.7267864591749e-06	1.91226361381868e-06	9.77269802907338e-09
"Calophyllum_eputamen"	0.00167093220184223	0.000559783201038222	2.26962926576638e-06	2.52242629999608e-06	0.000280104814335634	1.00572202447717	0.000254998006049532	0.000255015142067725	0.000707694653294079	7.00027966576655e-05	6.99242019590447e-05	2.7200433297045e-07	0.000505387951998578	7.85946986208298e-08	5.30408449292377e-05	0.0101390092840615	0.000113547231669299	0.0704275489310974	5.50162890345809e-06	1.49360870977067e-05	1.92957521087084e-05	0.0100698399606051	0.0101077590399716	5.09996012099065e-06	6.43927136625428e-06	2.54998006049532e-06	2.54998006049532e-06	6.42666231477779e-06	3.10990667243457e-06	6.42666231477779e-06	6.42666231477779e-06	1.26090514764799e-08	6.42666231477779e-06	1.41538930658816e-05
"Gaertnera_sp1_M_PL_070"	0.00121200197357045	1.433556117341e-07	1.2478189619563e-06	1.61491150722911e-06	3.24438225604802e-07	0.000254998006049532	1.00633128300016	0.00193983085239906	0.000359232383983096	1.82742031062212e-08	1.78573952316228e-08	1.6867242978554e-07	1.28139701532428e-07	4.16807874598365e-10	3.28911238081804e-05	2.58932230858531e-06	0.0202963194487398	3.43576002075173e-05	2.91765512218856e-08	0.0302453622286449	1.39947313535023e-05	0.0100982362254343	2.56279403064857e-06	0.0201266256600033	4.66847837976046e-06	0.0100633128300016	0.0100633128300016	4.66154605219403e-06	7.96420065189445e-10	4.66154605219403e-06	4.66154605219403e-06	6.93232756642389e-09	4.66154605219403e-06	7.18464767966192e-06
"Ocotea_laevigata"	0.00307683348197287	2.06388806361681e-07	3.1676051781188e-06	4.09959133573673e-06	7.44899524318572e-07	0.000364307345811035	0.00277118693199866	1.00286205265779	0.00101774656073452	2.66909075329284e-08	2.56547483401105e-08	4.28187020638754e-07	1.83069017995495e-07	1.03615919281787e-09	8.3496469024557e-05	3.71993850931602e-06	0.0575175633407462	6.95243952827927e-05	7.2531143497251e-08	0.0287363371124684	3.5527547237843e-05	0.014369789669963	3.6613803599099e-06	5.54237386399732e-05	1.185157273721e-05	2.77118693199866e-05	2.77118693199866e-05	1.18339749306649e-05	1.14660447978711e-09	1.18339749306649e-05	1.18339749306649e-05	1.75978065451045e-08	1.18339749306649e-05	2.03549312146905e-05
"Stillingia_lineata"	0.00325719184799229	7.9162922142541e-07	3.35384704115376e-06	4.34020509394016e-06	1.07499678319807e-06	0.00141538930658816	0.000718464767966192	0.00142484518502833	1.00327419388064	9.99283846921803e-08	9.87515775316181e-08	4.53326982047733e-07	7.11250907833245e-07	1.1768071605622e-09	8.83987614993079e-05	1.43189787420846e-05	0.0603924619406868	0.0201896164509815	8.23765012393537e-08	6.22638054683667e-05	3.76101091432866e-05	5.42211329140505e-05	1.42250181566649e-05	1.43692953593238e-05	1.25462934373785e-05	7.18464767966192e-06	7.18464767966192e-06	1.25276609538165e-05	4.39794011903005e-09	1.25276609538165e-05	1.25276609538165e-05	1.86324835619654e-08	1.25276609538165e-05	0.0200654838776127
"Syzygium_mauritianum"	4.16254220924535e-06	0.00419292652238841	0.00192018391067718	6.90706096077882e-06	0.00185754712406601	0.000233342655525552	6.09140103540707e-08	6.22787842434995e-08	1.665473078203e-07	1.000942306325	0.000464041541966543	9.20637466556548e-07	1.17257615841986e-07	0.000478264783032514	0.000179524305978527	0.0672860235851487	1.4284812817029e-07	1.63693363884008e-05	0.033478534812276	3.60681414615068e-09	9.11984641884678e-08	2.35093517000469e-06	2.34515231683972e-06	1.21828020708141e-09	1.06836981703789e-05	6.09140103540707e-10	6.09140103540707e-10	1.60097777278667e-08	2.32940362354912e-05	1.60097777278667e-08	1.60097777278667e-08	1.0667688392651e-05	1.60097777278667e-08	3.33094615640601e-09
