"Microtus_arvalis"	"Lagurus_lagurus"	"Marmota_bobak"	"Arvicola_terrestris"	"Allocricetulus_eversmanni"	"Apodemus_uralensis"	"Microtus_gregalis"	"Spermophilus_major"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_oeconomus"	"Spermophilus_pygmaeus"	"Allactaga_major"	"Cricetus_cricetus"	"Spermophilus_fulvus"	"Micromys_minutus"	"Ctenophthalmus_breviatus"	"Ctenophthalmus_assimilis"	"Citellophilus_tesquorum"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Oropsylla_ilovaiskii"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Mesopsylla_hebes"	"Amphipsylla_prima"	"Frontopsylla_semura"	"Palaeopsylla_soricis"	"Leptopsylla_segnis"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Amphipsylla_kalabukhovi"	"Amphipsylla_kuznetzovi"
"Microtus_arvalis"	1.00378918873969	0.00102593498787413	0.000655204313849756	0.00101775161936387	0.000779090994186187	0.000797049693336434	0.000642717748456739	0.000219493373148455	0.000230281732274112	0.000342374471889736	0.000286843356961431	0.000183427191811275	4.80595934284692e-05	8.30314831903543e-05	3.60866164260169e-07	1.9993538116213e-07	0.0269733580686202	0.0244230938849646	0.00987949779349767	0.0264326941726519	0.00980884059600913	1.25054656012049e-05	1.89938612104024e-05	0.00256320476176862	1.00664190504823e-05	3.52437018475441e-06	1.04499762921818e-05	6.72833054616086e-06	4.13326186133022e-06	4.44732489048471e-06	1.75895450843986e-06	3.44844375710398e-06	2.68652066960754e-06	0.00085066880401669
"Lagurus_lagurus"	0.00247061895039077	1.00313374711048	0.0013192559558395	0.000443129210857444	0.000702256655368779	0.000536026221440745	0.000169652481504373	0.000471762456012544	8.30709278602418e-05	0.000179058272638447	8.39146641784375e-05	0.000403381237316385	4.07588696596766e-06	0.000100444876592409	5.3126815720158e-07	8.39254018446628e-08	0.0738805597640255	0.00218365249430585	0.0144894837224084	0.00215405285241119	3.57255500486007e-05	2.5547226722797e-05	7.97291317524297e-06	1.2571227488839e-05	3.46831979682837e-06	2.98898377504295e-07	0.00818993211683998	6.071645622787e-06	1.49101665390178e-06	3.95505526928019e-06	3.85943500825324e-06	6.94345239915526e-06	2.42157467368544e-06	2.09374487321252e-06
"Marmota_bobak"	0.00203458181669135	0.00170114583779304	1.00326055448719	0.000256136158381769	0.000738459504229899	0.000532560803841257	5.78366066126344e-05	0.000792398989677994	2.87975658149949e-05	1.46674116245746e-06	2.88358038048524e-05	0.000625130182076739	4.46288255437922e-07	4.18938149998641e-05	7.57815315803162e-07	7.68516373143212e-09	0.0319445234333918	0.000102665024962743	0.0634785279734677	9.25476541356268e-05	2.73302815466959e-05	4.28207564632109e-05	7.30090554486051e-07	7.14480773841102e-06	1.20021722554027e-06	3.27278053987809e-08	1.3895794138689e-05	6.39129071940521e-06	5.16879386422985e-07	1.20585548323179e-06	5.97888129221e-06	0.00528031870782731	2.54641208355138e-06	1.72422187855199e-06
"Arvicola_terrestris"	0.00324580246175504	0.000586846792757155	0.000263058757256952	1.0018321365735	0.000487543205631246	0.000884596111683067	0.00120318301805761	9.46366312433492e-05	0.000576798084466272	0.000151703904099445	0.000638697675363395	8.1057533123672e-05	1.7467098997103e-05	3.70861044752456e-05	1.93705065856285e-07	2.02443531437348e-07	0.0150900400176103	0.0666021857811676	0.00279026985493211	0.00960399336715358	0.00682920765392313	5.34972957596411e-06	1.92321354865481e-05	1.51464236928081e-05	2.45490834435707e-05	1.28092059312089e-06	5.71000366392641e-06	4.20941550476343e-06	1.03527861314459e-05	1.97902058560972e-06	7.78433341468276e-07	1.38451977503659e-06	1.68118346769395e-06	2.75068005233478e-06
"Allocricetulus_eversmanni"	0.0031700943901369	0.00118657159010587	0.000967636591749523	0.000622037883046762	1.0018562565862	0.000616216391272748	0.000303752377672182	0.000309237669300617	0.000115078824091699	0.000181009641127243	0.000119950994823853	0.000253524530947576	5.68028265441709e-05	9.50405962963588e-05	0.000247697972587062	1.01235111576607e-07	0.0296160183762075	0.010539662706489	0.0174119803483183	0.0312023127998625	4.63700906990648e-05	2.57128042490576e-05	9.61733559977771e-06	1.46884613983537e-05	4.83555242658875e-06	4.1655406132392e-06	1.07833268227857e-05	0.00864494846620862	2.06551735549204e-06	3.81247373651129e-06	1.06711184285933e-05	5.09282416710275e-06	0.00345467674684895	2.68652066960754e-06
"Apodemus_uralensis"	0.00342006777504361	0.000955101267294418	0.000735902201671555	0.0011901838593554	0.00064982819443308	1.00081969946829	0.000766442420925383	0.00023672631910033	0.000315707812142556	0.000350748161824082	0.000373963090786235	0.000194897186270198	3.00592712597737e-05	6.1125974953116e-05	3.38882956925991e-07	2.18214700232684e-07	0.0239036387376193	0.0348358808923594	0.012861015122773	0.0165133066007893	0.00915399293126789	1.31953076134457e-05	2.0730396522105e-05	0.00365654243500774	1.36399528279705e-05	2.20434655905007e-06	9.92249147443558e-06	5.61326329195282e-06	5.66655047435356e-06	3.87220286252935e-06	1.86745977732799e-06	3.87316948248187e-06	2.24078687735545e-06	2.8983625212234e-06
"Microtus_gregalis"	0.00297414487521158	0.000325998886028011	8.61878843639257e-05	0.00174579496737771	0.000345443880489932	0.000826555551978354	1.00156908556409	3.57280549678104e-05	0.000541338358925061	0.000836671063778569	0.000624996461472906	3.19236938191453e-05	1.09534123163242e-05	2.16155468270134e-05	1.13998965575582e-07	0.000124457900400189	0.00802811736607075	0.0631393184309917	6.27290795062685e-05	0.0060271187116945	0.011841740113632	2.07916043133194e-06	0.011823500538018	3.08499767080907e-05	2.32529158097763e-05	8.03250236530442e-07	7.73194911601714e-06	2.98176445250136e-06	9.71632951916777e-06	5.6883207720705e-06	3.07835144749142e-07	4.53620444020662e-07	1.19118579479287e-06	2.52046175865388e-06
"Spermophilus_major"	0.00103600872126071	0.000924654413784586	0.00120444646431055	0.000140062214240157	0.000358715696388716	0.000260398951010363	3.64426160671666e-05	1.00508544915741	1.81714969156624e-05	7.92003812682655e-07	1.81748541680641e-05	0.000286765290793451	0.000352945826638654	2.65675955772373e-05	0.00035141000266782	4.79596192521757e-09	0.02026804408527	5.33367368770896e-05	0.0262551309834512	5.15165576841538e-05	1.39953184690538e-05	0.054291033865611	4.55616382895669e-07	3.60002584661146e-06	7.57173681922613e-07	2.58826939535013e-05	7.55299931930787e-06	1.48060434486002e-05	3.26155072845222e-07	7.63874182456805e-07	1.44447647631507e-05	6.33919191742395e-06	1.23695067720247e-06	8.77973492593822e-07
"Sorex_araneus"	0.00139349971324847	0.000208742331546249	5.61183333830669e-05	0.00109443739103857	0.000171142866597912	0.000445228965842066	0.00070790400782508	2.32967909175158e-05	1.00508340807445	4.50940738309715e-05	0.000844018456358429	2.08336820803567e-05	1.26491468341329e-07	6.99495225567911e-06	6.03725005345127e-08	1.03597663217773e-07	0.00525463435460915	0.044043023381287	3.32800917560358e-05	6.51701527053943e-05	4.0658167832706e-05	1.26172567914156e-06	9.84177800568843e-06	6.25499997101367e-06	0.0335098137562848	9.27604101169744e-09	1.977316450188e-06	1.47738195632165e-06	0.0180399586064646	4.73153195891092e-07	2.00428436497404e-07	2.95359649384563e-07	5.90147815854867e-07	1.18093196038006e-06
"Clethrionomys_glareolus"	0.00244849622321145	0.00053174880965357	3.37794934384142e-06	0.000340184512222999	0.00031813815713273	0.000584580269706804	0.00129303709856688	1.2000057767919e-06	5.32929963456935e-05	1.00371730288509	8.46379321883586e-05	9.79457048497715e-07	3.33200415363754e-05	0.000337918504979804	8.234323586091e-08	0.000352712914970101	0.00015840349791601	0.00627917179864597	4.55947306542724e-05	0.0183551778653749	0.00613052805954379	5.11812306960465e-07	0.0335077269221596	0.0243408914128355	2.48174931309277e-06	2.44346971266753e-06	0.00608747597560996	2.74531509463844e-06	9.5654096005091e-07	0.00609278998342854	1.20729368953419e-08	1.77786807570601e-08	1.0970281280439e-06	2.07499679933173e-06
"Microtus_oeconomus"	0.00282062634345407	0.000342651545395286	9.1313378715366e-05	0.00196931783237047	0.000289881570824313	0.000856998749718456	0.00132811748062992	3.78642795168002e-05	0.00137152999158245	0.000116377156758993	1.00083053631565	3.38503858385128e-05	2.43318122028176e-07	1.13952119707036e-05	1.01017283258122e-07	2.05523183303011e-07	0.00852178181393872	0.0754379425897212	6.19754278430746e-05	0.00012670633793052	0.00840517095127236	2.05128257830952e-06	1.9524702413786e-05	1.31087074201997e-05	0.00838597213568314	1.78433289487329e-08	3.50247157418424e-06	2.50234630160555e-06	2.46172049771208e-05	1.0308935864469e-06	3.25751869808726e-07	4.80596730080874e-07	9.99591623532112e-07	2.39036130801192e-06
"Spermophilus_pygmaeus"	0.00206137225083147	0.00188244577414313	0.00226237589703963	0.000285631307197701	0.000700210609283781	0.000510445011660042	7.75289707036387e-05	0.00068277450188917	3.86911238635195e-05	1.53914679049641e-06	3.86861552440146e-05	1.00102372054538	5.11929341916609e-07	5.66224244409725e-05	0.000478444301351079	1.01518485848937e-08	0.0432198357257151	0.000106881532916779	0.0478947581256548	9.28903957373203e-05	2.79038136062741e-05	5.28247922049433e-05	9.64425615564903e-07	7.13425323712393e-06	1.61208875581744e-06	3.75414850738847e-08	1.53762324410861e-05	2.1984441734264e-05	6.94456069345223e-07	1.627111717823e-06	0.00954950738666772	1.19072415633665e-05	2.41451934235786e-06	1.74692563629785e-06
"Allactaga_major"	0.000756137603274582	2.66291281776554e-05	2.26119382755214e-06	8.61710217190416e-05	0.000219637595970794	0.000110217327952504	3.72416018755023e-05	0.00117648608879551	3.28877817687455e-07	7.3304091380026e-05	3.89308995245081e-07	7.16701078683253e-07	1.00749968748371	2.43931204133641e-05	8.73785913592571e-05	3.03646596977924e-08	5.74394509874848e-05	3.29270594784459e-05	4.39376486974357e-05	0.0134649319865122	9.83899795569285e-06	0.0134997720349564	2.88464267129028e-06	4.10024290254244e-06	1.42068355499575e-08	0.0738833104154723	6.61647858669948e-07	4.8060472634476e-06	5.90293518926201e-09	1.14121351800969e-06	2.91944543653413e-06	1.19010201450113e-08	7.57371020588946e-07	6.40794579046256e-07
