"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Apodemus_flavicollis"	1.00400154411368	0.0023669135820932	0.00195220856255842	0.000714754509928057	0.000462895704539704	8.55650594014032e-05	0.000220428864518266	1.90241302235698e-05	8.48255727862283e-05	7.68357665601673e-05	6.48846116521193e-05	1.87458133497937e-05	5.21262025580678e-06	1.00447581765243e-05	7.16755474308394e-06	6.41114437820715e-06	3.54773216068427e-06	0.0650407365293457	0.020202265011578	0.008825323711164	4.9514176802268e-05	0.000355420564341427	0.000157443445272724	3.73490199043193e-06	0.00363157089792464	0.0013794099773389	0.0004057844516678	0.000491393724436417	8.83007801938321e-05	2.13806178375766e-06	0.000372511876871849	9.05910328678631e-07	1.18781210208759e-06	9.18453602159444e-07	5.54312314307542e-07	4.6027489588361e-07	4.37245220547569e-07	8.8890925567242e-08
"Clethrionomys_glareolus"	0.00278185594308914	1.00449803000851	0.00143038060724095	0.000607710383505133	0.000340330111664879	4.66411882743688e-05	0.000236394914929839	1.30193354974455e-05	5.50101838769446e-06	6.03609712568864e-05	4.6671112510968e-05	1.2766579946415e-05	4.58414221957644e-06	6.81725911762129e-06	6.88143099301893e-06	2.09298242078811e-06	9.72111444303146e-07	0.0462828217547912	0.0193958047846091	0.00514200356010043	0.0198975660533431	1.07774224693427e-05	0.00514420879564347	2.33436008078573e-06	1.07343887296263e-05	8.98680625924652e-06	0.00232010749964233	1.84309103310914e-06	0.000908067437689143	0.000907375269663092	0.00010207170165183	4.4062612038705e-07	0.000504097372035051	9.84978812207663e-07	0.000235245440283024	0.000134547996073505	2.8355764885023e-08	5.33153061939421e-08
"Apodemus_agrarius"	0.00361905471254233	0.00225615178630248	1.00206787585067	0.00102673576185181	0.000492240177044947	0.000142016668114559	0.000246445030817022	2.47732153406396e-05	3.95073554196274e-05	7.48980914102409e-05	6.39863693265881e-05	2.10772167653995e-05	6.46797927422054e-06	1.00901655178257e-05	7.51850066582383e-06	2.15506174348227e-06	1.6158199837172e-08	0.0567238946150669	0.0211914311623863	0.0172596779941848	4.80656718660015e-05	0.00128408275762046	0.000490048371392575	5.58539388413151e-06	0.00043664945333245	0.00333726751998339	0.000112409653481625	0.000109994947411485	2.82099882456228e-06	2.03800930846996e-06	1.69661098290306e-06	9.03594733517995e-07	1.13222739359442e-06	1.02685429507093e-06	5.28372783677396e-07	5.08099144687792e-07	2.03646161956842e-07	1.3505586251538e-07
"Microtus_arvalis"	0.00252101666001733	0.00182374130150285	0.00195347818143493	1.0026001846559	0.000613229762533313	0.000102540385529077	0.000267826182855421	2.34286525857293e-05	1.60067867695505e-05	5.53126489625102e-05	6.21517241061824e-05	3.52398431579099e-05	1.06904862082511e-05	3.27471258038226e-06	5.12210271250973e-06	7.75094252331713e-06	1.50716335614282e-08	0.0193374506179014	0.0144370123596881	0.0625995140910974	0.00195025680321328	0.000316833512605623	0.00172223063820962	4.81549093935034e-06	1.01530489319059e-05	0.000412969525635671	5.42088866712356e-06	2.43274672053309e-06	2.37774552076379e-06	1.64740766612837e-06	1.58252152394996e-06	1.18574668683628e-06	9.15226481182429e-07	1.11594242856425e-06	4.27105691218467e-07	0.000201569398679299	8.25092101523222e-08	1.0768260291347e-07
"Apodemus_uralensis"	0.00350463924579306	0.00219234203397914	0.00201033434375037	0.00131632940405858	1.00053685660734	7.65653057447882e-05	0.000238341272125143	1.96263978716622e-05	1.28511251315044e-05	7.40517610883506e-05	6.89939429100285e-05	2.53142052823503e-05	6.83622987915941e-06	8.36224038132323e-06	6.33694552239477e-06	3.21274166449542e-06	1.62984898865223e-08	0.0567667846934913	0.0178611335938356	0.0258251808302916	4.73075439890283e-05	1.37599971245443e-05	1.52279909843334e-05	3.66597706284405e-06	1.36906962060183e-05	0.000443359282586145	6.66978403502638e-06	2.71629011921168e-06	2.73800380036369e-06	1.98036918425684e-06	1.71134143808484e-06	8.59621129076091e-07	1.10020510236491e-06	9.93088633854765e-07	5.13429047770291e-07	5.57711200803048e-07	6.62429130489917e-08	8.43179258038307e-08
"Sorex_araneus"	0.000948233607814289	0.000439780794170625	0.000848963993934035	0.000322177362734892	0.00011207035288827	1.00436119164828	0.00124812838203031	0.00143245536931819	2.79254776292796e-05	1.40779910380113e-05	1.54913335963622e-05	7.34567621248791e-05	0.000180263605354714	7.56333379694243e-05	4.75230813538923e-07	6.80696126545451e-07	4.15518983171683e-09	0.0138401394267432	0.00133947199301756	0.00546315306856279	1.65256147297484e-05	0.0539113738189744	4.93936448824901e-06	0.0245067361448984	4.16066146714705e-06	4.49725437959005e-06	1.48270856743855e-06	2.30460495458232e-06	2.87848261773503e-06	3.97259332305349e-07	4.36294932330267e-07	0.00126951786602977	2.20699629058527e-07	5.20053492512631e-06	1.02993160227313e-07	1.23547483960766e-07	1.43945760975668e-07	0.000636294725446335
"Microtus_subterraneus"	0.00248194423414317	0.00226469359206823	0.0014968376070457	0.000854983583730765	0.000354456250852778	0.00126813043943465	1.0010939041225	0.000121632007452138	7.12396253039759e-06	4.82934071995715e-05	4.80540393077265e-05	1.72110012974943e-05	3.92724090267217e-06	3.48589193385853e-05	3.01214983262825e-06	1.93551394344591e-06	1.20294303296792e-08	0.0427655540229875	0.00848995945682219	0.0155315053634063	0.00582202716708901	0.0209299668561769	0.00129756962602011	3.94341592875378e-05	9.699971312245e-06	8.91506699850133e-06	6.37504592790022e-06	1.80703406174878e-06	0.00192743826090758	2.04572522535438e-06	1.26309018461632e-06	2.11394036036603e-06	1.13651401408576e-06	0.00417122460051042	5.30373206573357e-07	4.74753854304551e-07	3.67214563422556e-08	1.0232602914983e-06
"Neomys_fodiens"	0.000613135499774318	0.00035701645689784	0.000430690303399193	0.000214081999774187	8.35472349766169e-05	0.00416594818416391	0.000348157672707038	1.00333046477139	1.64682481255501e-06	1.22934309714994e-05	1.04737704630311e-05	3.99882947008529e-06	0.000507352632033145	2.04080942415258e-05	1.32503760409741e-06	4.66586911699175e-07	2.77141605744107e-09	0.00844747697327928	0.00373471313269169	0.00374568127966541	9.48804325482116e-06	0.0140394633868062	2.93105783858598e-06	0.0691715151797123	2.4204655829744e-06	2.40347900302596e-06	1.11396183773853e-06	4.45725269019474e-07	1.04439127872896e-06	3.2249730131287e-07	2.90998686031313e-07	5.3760624948164e-06	1.79165167396039e-07	1.45065696961266e-06	8.36104114514847e-08	9.07657313405876e-08	8.48878769358254e-09	0.00184360168833158
"Crocidura_leucodon"	0.00307208491956722	0.000169510762482667	0.000771818953816432	0.000164358346623426	6.14734233094644e-05	9.12616124585736e-05	2.29141887575675e-05	1.85055571720099e-06	1.00556309543018	5.3816815419423e-06	6.67826620447711e-06	0.000168895653175408	4.25738502971487e-07	8.1119309732735e-07	3.01336443368431e-08	4.08009029662829e-07	1.12329034712532e-08	0.00544948801160956	8.49338289665592e-05	0.00316839336309319	3.80305480379767e-06	7.5004365714121e-06	1.98140319714329e-06	2.37247910129379e-06	0.0134880506671954	0.00726349689514821	1.69705463772925e-06	0.0632380101759681	4.59534010318372e-07	1.53121130379124e-07	1.17945486448159e-06	0.0031149297016382	8.5067294655069e-08	9.54757864898646e-08	3.96980708390322e-08	5.56882959689473e-08	0.00518331492489782	6.09738194677003e-08
"Apodemus_sylvaticus"	0.00380174715388546	0.00254111187446244	0.00199904060876629	0.000775935188262819	0.000483943903450629	6.28552557612619e-05	0.000212218916144596	1.88730137449779e-05	7.35243816293525e-06	1.00008844042157	6.26389236047257e-05	1.71268012360005e-05	7.97826558651318e-06	8.58327741032981e-06	1.20614639189459e-05	1.08613111021007e-06	1.64639302937443e-08	0.0582832793828863	0.0339960975886861	0.00859762523963258	5.30336854140235e-05	1.24019581885066e-05	1.6094336505574e-05	3.35725427777129e-06	1.46863224569978e-05	1.24136935810613e-05	7.59211821322251e-06	2.51307998366451e-06	3.02818868565333e-06	2.29541721681117e-06	1.72871268084315e-06	5.91389303210701e-07	1.27523178711732e-06	8.84245483935815e-07	5.95108167321414e-07	4.95872088665586e-07	3.7899165788326e-08	7.42856958014386e-08
