"Dracaena_reflexa"	"Stillingia_lineata"	"Myonima_violacea"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Olea_lancea"	"Psidium_cattleianum"	"Faujasiopsis_flexuosa"	"Claoxylon_linostachys"	"Aphloia_theiformis"	"Flagellaria_indica"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Chaetocnema_sp1_M_PL_075"	"Stomorhina_lunata"	"Apis_mellifera"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Allograpta_nasuta"	"Ophyra_capensis"	"Dioxyna_sororcula"	"Pachycerina_crinicornis"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_075"	"Brachymyrmex_sp1_M_PL_075"	"Lygistorrhina_sp1_M_PL_075"	"Musca_domestica"	"Polistes_hebraeus"	"Melanostoma_bituberculatum"	"Panara_naso"	"Paragus_borbonicus"	"Chrysomya_megacephala"	"Fannia_pusio"	"Melanostoma_annulipes"	"Cerambycidae_sp1_M_PL_075"	"Episyrphus_sp1_M_PL_075"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Stomoxys_calcitrans"	"Agathidinae_sp1_M_PL_075"	"Cerambycidae_sp2_M_PL_075"	"Eumolpinae_sp1_M_PL_075"	"Eumolpinae_sp2_M_PL_075"	"Gelechioidea_sp1_M_PL_075"	"Henotesia_narcissus"	"Leptotes_pirithous"	"Mauritiborium_undulatus"	"Nacoleia_sp2_M_PL_075"	"Phorinia_sp1_M_PL_075"	"Stomoxys_niger"	"Syritta_sp1_M_PL_075"	"Villa_unifasciata"
"Dracaena_reflexa"	1.00450578841867	0.000387027879442077	0.000741950660712261	0.000382205338788413	0.0015699708621666	0.00054676697886895	0.000250705382999911	0.000353655486557387	0.000523661912264348	0.000149426886073596	7.01874184749563e-05	0.000165445477970145	2.48769732919801e-07	4.99867278780323e-05	7.07147840243124e-07	0.000134557932587975	0.000268716819978847	9.86749236933832e-05	0.00810151515541517	0.032234184790178	8.57391250520256e-05	0.00606431205306278	0.012083803263484	2.15166177396978e-05	1.5301307164449e-05	0.00403695389585074	0.0120626670734079	0.00805499856044057	9.04817878917391e-06	1.820692190409e-06	6.94126181754896e-06	7.29792232245086e-06	2.26175791037112e-06	8.61330000480893e-06	1.10564325742134e-08	0.00602703473051203	2.61117861963861e-06	0.0020109400797835	1.9154788269622e-06	0.00201089698021276	0.00401802315367469	2.97741862909136e-06	3.61927151566957e-06	2.09464764905739e-06	1.41462194622955e-06	1.41462194622955e-06	1.88540337541017e-06	1.88540337541017e-06	0.00200901157683735	1.80963575783478e-06	1.88540337541017e-06	1.41462194622955e-06	1.88540337541017e-06	0.00200901157683735	8.23463573281015e-07	1.88540337541017e-06
"Stillingia_lineata"	0.000411731786640508	1.0031399229712	0.000409327586095136	0.000413751911525949	0.000482289873260799	0.000601970608416071	0.00098142876688588	0.000631812345155245	0.00104988181048859	0.000697616800443441	0.000376952140826837	0.000129235514058394	2.40423163816671e-07	0.000260076238650363	0.000294406186727814	0.000139673219745076	8.06919177300095e-05	0.0365147762340288	0.00436635993010592	5.7133460135345e-05	0.00857408849827191	2.87472582699251e-05	0.0107061476934914	0.021372315154698	2.37946471828923e-05	0.00642555573127837	1.26345690275542e-05	1.31898681181666e-05	4.99179983042849e-06	1.00904544003311e-06	0.00215028876817772	1.62540571280804e-05	0.00214597681398411	9.0594217059299e-06	1.06854739474076e-08	2.47039071984304e-06	0.00427245524930817	8.37291562624932e-06	0.00213552240995949	2.89922429195712e-06	1.64692714656203e-06	3.25790903732168e-06	1.9967199321714e-06	4.19952724195435e-06	2.52724938062098e-06	2.52724938062098e-06	2.07576071867611e-06	2.07576071867611e-06	8.23463573281015e-07	9.98359966085698e-07	2.07576071867611e-06	2.52724938062098e-06	2.07576071867611e-06	8.23463573281015e-07	0.00213434026164084	2.07576071867611e-06
"Myonima_violacea"	0.000904817878917391	0.000469229184060278	1.00497347261465	0.000828206460801667	0.0018590357975653	0.000152238091259675	1.25763756715509e-05	0.000222967140305719	0.000304460112902014	4.19877329698836e-05	6.06385182862615e-05	1.19950879338304e-06	0.000197863284183598	4.96662052549362e-05	3.96379023762446e-07	2.18413124829531e-05	4.13503879477405e-07	5.09300609661575e-05	5.60335429775914e-05	0.0123760867753572	0.0319367287233448	0.0294427353513949	0.00248223537106106	1.8000159588433e-05	2.81989514563882e-05	1.89532336640714e-05	1.80683662797752e-05	9.04709038655352e-06	0.0122557740562762	0.00245994873499674	3.53078222062144e-06	0.00245480533036211	2.42305695942334e-06	1.61702455952584e-06	8.79392374149325e-06	5.42890727350434e-06	2.04509060783121e-06	1.9063771091544e-06	3.36466413980475e-06	2.33459469321297e-06	3.61927151566957e-06	2.89126310909724e-06	0.0049023096225105	1.21784045160806e-06	8.91868561222876e-07	8.91868561222876e-07	5.24958935378189e-07	5.24958935378189e-07	1.80963575783478e-06	0.00245115481125525	5.24958935378189e-07	8.91868561222876e-07	5.24958935378189e-07	1.80963575783478e-06	9.98359966085698e-07	5.24958935378189e-07
"Psiadia_terebinthina"	0.00054600762684059	0.000555609709763417	0.000970184711224809	1.00354485895774	0.000169599713620369	0.000749460097653461	0.000546786382723138	0.000804061187369076	0.000415787321132943	0.000269542803494165	0.000358562423817476	0.000658833511412682	0.000192975629125828	0.000194577934417102	7.6955174870394e-05	2.12085163489806e-05	2.59983994602208e-05	0.0116418048614342	0.0316559756436057	4.3693022109169e-05	4.63558138123628e-05	0.0201088682876013	3.245960906733e-05	2.45800636710335e-05	0.0286863779638386	0.00289140614772759	1.12984086580599e-05	1.23604544812906e-05	1.18315208685952e-05	1.09429988015336e-05	8.71449598557941e-06	1.14603077186487e-05	7.84087751442553e-06	3.64477098177131e-06	8.57669462781459e-06	3.27604576104354e-06	4.46732118622629e-06	5.29806435155148e-06	0.00286845317391218	3.67636041800346e-06	2.18403050736236e-06	0.00286985537075785	4.7326083474381e-06	1.66314928453177e-06	3.2162447494763e-06	3.2162447494763e-06	2.58434516432228e-06	2.58434516432228e-06	1.09201525368118e-06	2.36630417371905e-06	2.58434516432228e-06	3.2162447494763e-06	2.58434516432228e-06	1.09201525368118e-06	1.18214831864557e-06	2.58434516432228e-06
"Bertiera_zaluzania"	0.00230878067965677	0.000666694824801692	0.00224177846176992	0.000174587940491557	1.00334507605791	0.000182269525267196	6.12295875595876e-05	0.00022530009099799	0.000558583511620242	0.000148560300444382	3.28262274434518e-05	6.13912153786081e-05	4.90041337105735e-07	1.88678448496779e-05	4.73363014860886e-07	7.32816178323752e-05	8.18810638092409e-07	6.43452558119382e-05	0.00300470480900807	0.0473249435152487	0.0354920694683995	0.00303550211658758	0.00595014902588319	2.78605411919719e-05	7.30512281196969e-06	0.00297069454964077	0.00298158314738881	2.03217748035236e-05	2.73387617289015e-05	5.48953196076278e-06	6.35816454758102e-06	1.0479512974814e-05	1.96434323744074e-06	4.2925964959884e-06	2.17796149824771e-08	1.38526840779406e-05	3.07249766816601e-06	5.08855818669498e-06	1.91732231435638e-06	5.24607696368318e-06	9.23512271862707e-06	1.12733829148838e-06	1.09355046915606e-05	2.23433404648097e-06	9.01200363991961e-07	9.0120036399196e-07	6.28515604369643e-07	6.28515604369643e-07	4.61756135931354e-06	5.46775234578029e-06	6.28515604369643e-07	9.01200363991961e-07	6.28515604369643e-07	4.61756135931354e-06	1.41849962723764e-06	6.28515604369643e-07
"Erythroxylum_macrocarpum"	0.000942701687705087	0.000975607537777771	0.000215233163505058	0.000904520807512798	0.000213695305485679	1.00294108049523	0.000707870868404549	0.000544824436035216	0.000410810802730596	0.000639100925003112	0.000363848489261362	0.000460252090100404	2.84001081522543e-07	0.000128542524316093	0.000206873366636943	0.000376342827315101	6.94207729071288e-05	0.0313427922663843	0.020864663600576	5.11409170650989e-05	2.64922372421199e-05	0.00349127146579861	0.0104220321150445	3.24533882282396e-05	3.59598537060161e-05	0.00348934062031953	0.00347200169801683	1.60654553643501e-05	2.62479467689094e-06	5.3758120566808e-07	1.08074076667097e-05	8.67983787701183e-06	8.70373807966366e-06	0.00347723466031483	1.26222702898908e-08	5.65621012623052e-06	6.87410170044664e-06	7.33056390159901e-06	4.66010588299839e-06	0.00346030292232448	3.77080675082035e-06	0.0034610018641134	1.04991787075638e-06	1.64324321092238e-06	2.17929774414086e-06	2.17929774414086e-06	0.00345841751894907	0.00345841751894907	1.88540337541017e-06	5.24958935378189e-07	0.00345841751894908	2.17929774414086e-06	0.00345841751894907	1.88540337541017e-06	2.07576071867611e-06	0.00345841751894907
"Homalanthus_populifolius"	0.000482125736538291	0.00177412123244755	1.98319770205226e-05	0.000736058592127302	8.00694606548453e-05	0.000789548276297382	1.00214378734066	0.000877613545833311	0.000560465977950274	0.00112283191390052	0.000603958975349954	0.000227586428048184	2.61314121272061e-05	4.89027510133386e-05	0.000408964214863276	6.21463179680432e-05	0.000136865948214398	0.0619844767250816	0.00781410930454893	3.20730849540872e-05	2.43060219489372e-05	2.46629072298119e-05	0.00390300147030008	5.18970544644101e-05	0.00388777367642035	0.00388779055503024	1.09854514270457e-05	1.90898711518367e-05	2.41853378299057e-07	1.20976677020231e-06	0.00771705681800898	1.02637006892736e-05	1.10142934106263e-05	5.82989616149658e-06	1.16139609454249e-06	2.89275441922974e-06	0.00386194863413241	0.00770976261563196	5.8777505754193e-06	3.686831736171e-06	1.92850294615316e-06	4.82560481202957e-06	9.67413513196227e-08	2.2418639118011e-06	3.51045418333324e-06	3.51045418333324e-06	2.72258026309442e-06	2.72258026309442e-06	9.64251473076582e-07	4.83706756598113e-08	2.72258026309442e-06	3.51045418333324e-06	2.72258026309442e-06	9.64251473076582e-07	3.77472602648415e-06	2.72258026309442e-06
"Croton_fothergillifolius"	0.000707310973114775	0.00118780720889186	0.000365666110101379	0.00112568566231671	0.000306408123757267	0.000631996345800851	0.000912718087666644	1.00245402103662	0.000203754048241717	0.000726513662725084	0.000425449760089221	0.000210070769444835	5.42349161125818e-05	5.04217780538043e-05	0.000266303907355292	0.000115720968021409	0.000356926742696884	0.0403599563073802	0.00812023928624564	4.77813044681649e-05	0.00404314879352573	0.00405035658407431	4.59081478661412e-05	3.08829020790654e-05	0.00805945309481749	0.0160614112084615	1.2383245978477e-05	0.00804670626063969	4.45934280611438e-06	3.30230927733762e-06	1.11781901332212e-05	6.78762672962114e-06	7.77221314437671e-06	7.9653461452113e-06	2.41044071611475e-06	4.24386583868864e-06	8.56495294457521e-06	8.43553031289604e-06	5.74349413009728e-06	3.59391969037041e-06	2.8292438924591e-06	5.39554249361717e-06	1.78373712244575e-06	8.15016192966868e-07	0.00400981608414648	0.00400981608414648	2.17929774414086e-06	2.17929774414086e-06	1.41462194622955e-06	8.91868561222876e-07	2.17929774414086e-06	0.00400981608414648	2.17929774414086e-06	1.41462194622955e-06	2.52724938062098e-06	2.17929774414086e-06
"Molinaea_alternifolia"	0.0010473238245287	0.00197377780371854	0.000499314585159304	0.00058210224958612	0.000759673575803529	0.000476540531167492	0.000582884617068284	0.000203754048241717	1.00237219423015	0.000240808217814863	0.000299878437944263	0.000502466640454909	2.52817678968683e-07	0.000451307515392004	5.45528679682587e-05	3.57723613072138e-05	1.84057770231464e-05	0.00820608183987775	0.0241789994370663	0.0121050866518212	0.00406974583651007	3.72326668085615e-05	0.00406087121181302	0.0241053751841631	2.30051852112433e-05	2.84267382713684e-05	0.00402593424007236	1.11129696035521e-05	6.08920225804029e-06	1.22907679289556e-06	0.00802766080890678	0.00802914163149559	1.78733543669867e-05	3.43186127628307e-06	1.1236341287497e-08	6.28394294717217e-06	1.06409183957098e-05	6.57837547265958e-06	5.86267652648612e-06	3.73789085997978e-06	4.18929529811478e-06	3.30639249545416e-06	2.43568090321612e-06	0.00400948877692061	8.15016192966867e-07	8.15016192966867e-07	1.64324321092238e-06	1.64324321092238e-06	2.09464764905739e-06	1.21784045160806e-06	1.64324321092238e-06	8.15016192966868e-07	1.64324321092238e-06	2.09464764905739e-06	4.19952724195435e-06	1.64324321092238e-06
"Olea_lancea"	0.000393228647562095	0.00172568366425483	9.06051079876437e-05	0.000496526216962935	0.000265844748163631	0.000975469832899486	0.00153650682954808	0.000955939029901427	0.000316852918177451	1.00153595579836	0.000778985574859493	0.000202685360209627	2.47915155391588e-07	3.39776261818293e-05	0.000558663037245521	4.69884991280196e-05	0.000186849294407794	0.0846826970861028	0.00537174511486618	0.00530124270579446	3.20334379802883e-05	2.29110945604796e-05	0.00532142968427515	4.48065384035488e-05	3.42379183031177e-05	4.01399562164496e-05	1.0131740840547e-05	2.20042990841758e-05	1.10494034131273e-06	2.32006519613283e-07	1.80257740203906e-05	9.73275253058502e-06	1.26233572223147e-05	5.71311403536472e-06	1.10184513507372e-08	2.35937188537257e-06	1.32529763936179e-05	1.26057405993402e-05	5.09031370493477e-06	4.15014637408793e-06	1.57291459024838e-06	4.78233541314356e-06	4.41976136525091e-07	1.2674116727098e-06	3.8237561196057e-06	3.8237561196057e-06	3.36368907896374e-06	3.36368907896375e-06	7.8645729512419e-07	2.20988068262545e-07	3.36368907896375e-06	3.82375611960571e-06	3.36368907896374e-06	7.8645729512419e-07	3.67166737075495e-06	3.36368907896374e-06
