"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Parasarcophaga_hirticeps"	0.000191503473408247	0.0559041854989883	0.0335926507776716	8.20938886449117e-05	0.0112006654746547	1.61994162558645e-05	2.28024804774189e-05	0.0014092195587518	0.00386350027555734	0.00122592572027429	1.00146425619667	0.000876330020287084	0.000194392995070374	0.000148376257604311	0.000292542079860493	0.000292110006762362	0.000208280922684818	8.64146196262229e-07	0.000124451838607274	7.6008268258063e-07
"Unidentified_sp1_M_PL_109"	0.000136850709580604	0.000126390278571149	0.100567423068537	7.72792151579185e-05	0.000102040407092275	3.66242476300054e-08	8.07069148759183e-08	0.00176912035642476	1.36744416104764e-05	0.00175170243709229	0.00131449503043063	1.00262349799309	4.39490971560064e-07	0.000438908461995141	0.00087490606374211	0.000874499331030752	0.000437816556665889	8.13465422714932e-07	1.13378230102528e-06	2.69023049586394e-09
"Xylocopa_caffra"	3.45576058240063e-05	0.0168978045138786	1.68471539098025e-05	1.04023372255476e-05	5.0921971097103e-06	0.0840385099404561	6.88726169729619e-06	3.25746295277059e-06	0.00116693170691188	0.000175335598281782	0.00029158949260556	4.39490971560064e-07	1.00846211928547	4.92128565854026e-07	2.01246133812377e-07	1.46496990520021e-07	1.01538479202846e-07	1.09498286584711e-07	5.657996788567e-08	2.29575389909873e-07
"Hemipyrellia_germana"	0.0803384176302317	0.000169833568076224	0.0201897892517765	0.000154267223635635	0.000144723874291861	4.92128565854026e-08	1.30202492325548e-05	0.00475422968233733	0.00220606422830253	0.000840587190889339	0.00026707726368776	0.00052669015439417	5.90554279024831e-07	1.00106158069398	0.000176375317554034	0.000175563384798057	8.85857139228719e-05	1.62386551195406e-06	1.60804304768735e-06	4.34008307751826e-07
"Pachycerina_seychellensis"	0.00019168941077158	0.000115750067964419	0.0670761315535618	0.0334928887070286	0.00013040730223112	3.35410223020628e-08	3.20042752121681e-06	0.00347803421053326	0.000542259103011502	0.00116962507183607	0.000877626239581478	0.00174981212748422	4.02492267624754e-07	0.000293958862590056	1.00075954907078	0.000583270709161407	0.000292359839593099	0.00035255672323188	1.44897002479022e-06	1.06680917373894e-07
"Dichaetomyia_fasciculifera"	0.000136850709580604	0.000126390278571148	0.100567423068537	7.72792151579185e-05	0.000102040407092275	3.66242476300054e-08	8.07069148759183e-08	0.00176912035642476	1.36744416104764e-05	0.00175170243709229	0.00131449503043063	0.00262349799309226	4.39490971560064e-07	0.000438908461995141	0.00087490606374211	1.00087449933103	0.000437816556665889	8.13465422714932e-07	1.13378230102528e-06	2.69023049586394e-09
"Hemipyrellia_sp1_M_PL_109"	0.000210870534124413	8.76023229322551e-05	0.0503489040165772	0.000137408517514164	0.0502252077968469	2.53846198007114e-08	8.24374862283511e-08	0.00452391289653587	1.39676580832903e-05	0.00115684627970049	0.000937264152081681	0.00131344966999767	3.04615437608537e-07	0.00022146428480718	0.000438539759389648	0.000437816556665889	1.00049793721054	1.44640544751752e-06	0.00055805786440941	2.7479162076117e-09
"Lygistorrhina_sp1_M_PL_109"	0.000301366813153533	9.44696467509595e-05	9.35485236122172e-05	0.10032410769077	0.00018714109250881	2.73745716461778e-08	9.4398687338986e-06	0.00689586191875025	0.00159942842581355	5.4703413236223e-06	3.88865788318003e-06	2.4403962681448e-06	3.28494859754133e-07	4.05966377988514e-06	0.00052883508484782	8.13465422714932e-07	1.44640544751752e-06	1.00105604323885	2.07934547232011e-06	3.14662291129953e-07
"Plagiostenopterina_cyanosoma"	0.000284890358668223	4.88143672933618e-05	0.000130384964617907	0.00019753781987041	0.100348375186602	1.41449919714175e-08	8.41680575807838e-08	0.00727870543664698	1.42608745561041e-05	0.000561990122308681	0.000560033273732735	3.40134690307584e-06	1.6973990365701e-07	4.02010761921837e-06	2.17345503718533e-06	1.13378230102528e-06	0.00055805786440941	2.07934547232011e-06	1.00111498194652	2.80560191935946e-09
"Simosyrphus_aegyptius"	0.00017880648293172	0.000396132335289486	6.18753014048707e-07	5.97858353146911e-05	5.05008345484703e-07	1.14787694954936e-07	0.100374137807511	1.38909244188092e-05	0.00672474918588363	5.19516288792568e-06	6.84074414322567e-06	1.61413829751837e-08	1.37745233945924e-06	2.17004153875913e-06	3.20042752121681e-07	5.38046099172789e-09	5.4958324152234e-09	6.29324582259907e-07	5.61120383871892e-09	1.00334580459358
