"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Canthium_bibracteatum"	1.00388809360394	0.00180694390452493	0.000953807975864816	0.00173514225755064	0.00155394741091758	5.23600088242519e-07	0.000162551348119745	0.0550050701381547	0.0275416167497555	0.006128083793386	5.2228220020431e-05	2.48819471964735e-05	6.28320105891023e-06	0.0121724875197321	1.74263100701437e-05	8.29398239882449e-06	1.27800323711766e-05	1.82646553426384e-05	1.72660823435286e-05	5.41837827065817e-06
"Psidium_cattleianum"	0.00205617754652837	1.00541936857578	0.00100240565763325	0.00061893906492008	0.000302985728027763	0.000291341457135838	0.000409792070989123	0.00019381904568985	0.0694324365612571	0.0104324680977661	0.0173495748100309	2.61497128078238e-05	0.00349609748563005	2.92816496683146e-05	1.19741449618364e-05	8.71657093594128e-06	6.04153951256932e-06	6.51514805179031e-06	3.36650808919736e-06	1.36597356996374e-05
"Premna_serratifolia"	0.00136850709580604	0.00126390278571148	1.00567423068537	0.000772792151579185	0.00102040407092275	3.66242476300054e-07	8.07069148759183e-07	0.0176912035642476	0.000136744416104764	0.0175170243709229	0.0131449503043063	0.0262349799309226	4.39490971560064e-06	0.00438908461995141	0.0087490606374211	0.00874499331030753	0.00437816556665889	8.13465422714932e-06	1.13378230102528e-05	2.69023049586394e-08
"Erythroxylum_sechellarum"	0.00301366813153533	0.000944696467509595	0.000935485236122172	1.0032410769077	0.0018714109250881	2.73745716461778e-07	9.4398687338986e-05	0.0689586191875025	0.0159942842581355	5.4703413236223e-05	3.88865788318003e-05	2.4403962681448e-05	3.28494859754133e-06	4.05966377988514e-05	0.0052883508484782	8.13465422714932e-06	1.44640544751752e-05	0.0105604323885021	2.07934547232011e-05	3.14662291129953e-06
"Cinnamomum_verum"	0.00284890358668223	0.000488143672933618	0.00130384964617907	0.0019753781987041	1.00348375186602	1.41449919714175e-07	8.41680575807838e-07	0.0727870543664698	0.000142608745561041	0.00561990122308681	0.00560033273732735	3.40134690307584e-05	1.6973990365701e-06	4.02010761921837e-05	2.17345503718533e-05	1.13378230102528e-05	0.0055805786440941	2.07934547232011e-05	0.011149819465178	2.80560191935946e-08
"Ochna_kirkii"	3.45576058240063e-06	0.00168978045138786	1.68471539098025e-06	1.04023372255476e-06	5.0921971097103e-07	1.00840385099405	6.88726169729619e-07	3.25746295277059e-07	0.000116693170691188	1.75335598281782e-05	2.9158949260556e-05	4.39490971560064e-08	0.100846211928547	4.92128565854026e-08	2.01246133812377e-08	1.46496990520021e-08	1.01538479202846e-08	1.09498286584711e-08	5.657996788567e-09	2.29575389909873e-08
"Memecylon_eleagni"	0.0017880648293172	0.00396132335289486	6.18753014048707e-06	0.000597858353146911	5.05008345484703e-06	1.14787694954936e-06	1.00374137807511	0.000138909244188092	0.0672474918588363	5.19516288792568e-05	6.84074414322567e-05	1.61413829751837e-07	1.37745233945924e-05	2.17004153875913e-05	3.20042752121681e-06	5.38046099172789e-08	5.4958324152234e-08	6.29324582259907e-06	5.61120383871892e-08	0.0334580459358369
"Lasioglossum_mahense"	0.0378159857199814	0.000117099006770951	0.00847703504120197	0.0272961200950531	0.0272951453874262	3.3931905758027e-08	8.68182776175577e-06	1.00604906215197	0.00147099101710015	0.000529465554243415	0.000264228667265962	0.000221140044553095	4.07182869096324e-07	0.000495232258576805	0.000217377138158328	7.3713348184365e-05	0.000188496370688994	0.000287327579947927	0.000303279393193624	2.89394258725192e-07
"Apis_mellifera"	0.0267315691982921	0.0592217841257781	9.25035756002817e-05	0.00893798237954632	7.54987476499631e-05	1.7160760395763e-05	0.0059336022228385	0.00207669320061198	1.0053500032896	0.00077667685174489	0.00102269124941224	2.41313675478996e-06	0.000205929124749156	0.00032442121004449	4.78463914421913e-05	8.04378918263319e-07	8.21626946075899e-07	9.4084025047856e-05	8.38874973888479e-07	0.000197786740761283
"Ornidia_obesa"	0.0202226765181738	0.0302541574835216	0.0402891560531227	0.000103936485148824	0.0101158222015563	8.76677991408912e-06	1.55854886637771e-05	0.00254143466036839	0.00264070129593262	1.00119241570587	0.00110333314824686	0.00105102146225538	0.00010520135896907	0.000420293595444669	0.000350887521550821	0.000350340487418458	0.000231369255940097	1.09406826472446e-06	0.000112398024461736	5.19516288792568e-07
