"Rhombomys_opimus"	"Spermophilus_pygmaeus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Stylodipus_telum"	"Allactaga_elater"	"Allactaga_major"	"Pygeretmus_pumilio"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Allocricetulus_eversmanni"	"Xenopsylla_skrjabini"	"Nosopsyllus_laeviceps"	"Coptopsylla_lamellifer"	"Neopsylla_setosa"	"Citellophilus_trispinus"	"Rhadinopsylla_cedestis"	"Echidnophaga_oschanini"	"Oropsylla_ilovaiskii"	"Citellophilus_tesquorum"	"Ctenophthalmus_dolichus"	"Mesopsylla_hebes"	"Mesopsylla_tuschkan"	"Mesopsylla_lenis"	"Ctenophthalmus_breviatus"	"Xenopsylla_conformis"	"Ophthalmopsylla_volgensis"	"Frontopsylla_semura"	"Amphipsylla_schelkovnikovi"	"Amphipsylla_kalabukhovi"	"Paradoxopsyllus_repandus"	"Leptopsylla_segnis"	"Stenoponia_conspecta"
"Rhombomys_opimus"	1.00990584313098	5.72013188210043e-05	1.9633087762908e-05	7.34017337586217e-05	1.11420991537909e-05	1.12315291146867e-05	3.79008667001148e-06	9.18281195683626e-06	9.45245929634476e-06	8.82408108886974e-08	4.36026795504413e-08	0.0888156113939329	0.00783851587228748	0.00162305946070715	5.4504344890364e-05	4.18761081719457e-06	0.000942751321001099	0.000733326773205343	0.000357247699463026	9.5600501731288e-06	0.000522207184321107	1.32736559731329e-05	1.15876063834581e-05	9.68473463545286e-06	1.0359267644326e-06	6.31269082222139e-05	1.07553823281087e-06	5.12468695360966e-06	5.51505068054359e-09	2.18013397752206e-09	2.52270439923476e-06	8.48941086757546e-07	8.40901466411585e-07
"Spermophilus_pygmaeus"	0.00221391040533837	1.00653088294109	0.0009087005745566	5.10900054054155e-05	0.000280180507922731	6.48962096301982e-05	1.80659804761098e-05	2.14977823516124e-05	4.61654800483926e-06	3.04089883312609e-06	4.12824740169904e-06	0.0111761439877677	0.00414313714492425	3.62457407844904e-06	0.0528124525872363	0.00289096302641782	0.000391405029637991	3.40937342557711e-05	0.0084423514630288	0.0146078176005212	0.00013089415245737	3.73248953273733e-05	0.000104424423098284	0.00159121469728473	0.00327644672747942	0.000194795914591299	3.69867682407026e-05	0.00113561300226849	1.90056177070381e-07	2.06412370084952e-07	5.53025963464431e-09	7.43925836730738e-09	1.84341987821477e-09
"Spermophilus_fulvus"	0.0011090755287628	0.00132629251309931	1.00755501778226	1.36703097554802e-05	8.15004759339015e-05	2.40756952867472e-06	2.22908922003457e-07	6.90478170917195e-07	1.10160038383739e-05	1.62265535071802e-07	9.54265208228498e-07	0.00409628694867331	0.0028589882575603	1.88236553022888e-06	0.00234510858168045	0.0763997270991579	1.56949525021673e-06	8.74176323814584e-07	0.0082104541170728	0.00708200410169815	7.4444730945401e-07	7.79936473605631e-07	1.74667833174613e-06	2.26626368652359e-06	4.39314176545425e-06	3.34698027716463e-07	1.29524043159126e-06	1.58149159852292e-06	1.01415959419876e-08	4.77132604114249e-08	2.77042630708955e-09	2.42077113728252e-09	9.23475435696518e-10
"Meriones_meridianus"	0.00965542324309194	0.000173638868316544	3.18325066157185e-05	1.00009025465148	4.0089471499698e-05	4.05943680709718e-05	3.40569440306885e-05	2.10969713652682e-05	1.36570853410798e-05	2.87869601795839e-07	7.81215963818736e-08	0.080271034874444	0.0151936402150557	0.000563325786169096	0.000995851724899927	2.94755056515244e-06	0.000775901770344032	0.000554758510426365	0.000662420411300018	3.48329147191756e-06	5.014987588798e-06	0.000222671044326861	0.000659770391487388	0.000330091527575341	6.03712697093177e-07	0.00065787001073091	8.16936767012889e-07	2.97257524103643e-07	1.79918501122399e-08	3.90607981909368e-09	2.41188610378823e-08	0.000109546950316017	8.03962034596075e-09
"Stylodipus_telum"	0.00324792190333004	0.00211019445651513	0.000420558281154065	8.88390472796705e-05	1.0021123680526	0.00073974435159691	0.00096349593842061	0.000388295759353801	6.54099005953182e-06	3.25914161279167e-06	1.97921790911414e-05	0.0227518154950055	0.00734296592582985	5.32309706135014e-06	0.00789561149789517	3.78235897878344e-05	4.62462009689057e-06	3.1891629110551e-06	0.00123905378381334	0.0165732954485552	1.95144796266871e-06	0.00810587954987658	0.0190094521218863	0.00124026258454083	0.000736894548670242	6.69242066278857e-07	0.0150844917472427	0.000975580589174672	2.0369635079948e-07	9.89608954557069e-07	8.11317899547881e-09	1.24348472459925e-08	2.70439299849293e-09
"Allactaga_elater"	0.00473292696005488	0.000706571713973703	1.79596239226753e-05	0.000130044414206306	0.00106938481704536	1.00127594565069	0.00160823930258292	0.000530564608081969	1.95598678710701e-05	6.21426553389376e-06	3.59887705197429e-06	0.034584023606494	0.00989039178864972	7.84149952588787e-06	0.000397188145022949	3.38749369431965e-06	0.000356738377075608	4.73721363849152e-06	0.000360505569352282	2.80620889098591e-05	2.53837348026008e-06	0.0180348189046658	0.016923604004573	0.017229633281368	3.14243102334183e-06	5.17651982388955e-07	0.00282918454990448	0.000353183747217129	3.8839159586836e-07	1.79943852598714e-07	1.1822662225986e-08	1.81845253283012e-08	3.940887408662e-09
"Allactaga_major"	0.00166124755071182	0.000204593932180177	1.72957798605602e-06	0.000113481714963572	0.0014487603161653	0.00167280365414647	1.00425384944831	0.000718873592982985	3.61724820128761e-06	2.15540244808289e-05	4.99040880187819e-07	0.0112816470957464	4.65958252588019e-05	2.76220434052421e-06	2.30431234660659e-05	7.14999023231133e-07	3.12830179995709e-06	0.000734313015603451	4.74290697364185e-06	2.69045727455947e-05	8.85367789774295e-07	0.0638242712389234	0.0202239528889818	0.00443607269475833	1.73055892830201e-06	2.17881039157537e-07	0.000395494329042578	2.2325813477917e-06	1.34712653005181e-06	2.4952044009391e-08	4.1497299306695e-09	1.38127849272628e-08	1.38324331022317e-09
"Pygeretmus_pumilio"	0.0063019277165264	0.000381186392211733	8.3883233792569e-06	0.000110065913465656	0.000914159159164378	0.000864062361733492	0.00112555065415622	1.00037502862069	1.21676334373849e-05	4.14080746797514e-06	4.33251877708759e-06	0.0555073446936051	0.00521279500336431	1.02898558396367e-05	2.79018091217423e-05	1.74096769665605e-06	0.00114971319989682	5.49024514781367e-06	7.04421643927282e-06	2.07273274636109e-05	3.30772420262958e-06	0.0120989281002013	0.0137740590609479	0.00973952954343986	1.98383499344542e-06	5.39588239465144e-07	0.00344653996856401	1.6521525140255e-06	2.58800466748446e-07	2.1662593885438e-07	1.57419633545764e-08	1.73027333269168e-08	5.24732111819215e-09
"Meriones_tamariscinus"	0.00953967610565053	0.000120379398815262	0.000196806925717504	0.000104780831230301	2.26461168447656e-05	4.68450617080251e-05	8.328789976074e-06	1.78935785843896e-05	1.00004308741996	5.64085098926746e-07	1.78742280541154e-09	0.0327866171102444	0.0547015814248345	0.00841911126560359	7.54729784612574e-06	0.00169602854628714	0.000849440493780971	0.00168773853430038	6.09088795606268e-06	3.57827150513193e-06	4.94827177735248e-06	1.91633260216551e-06	1.81404778398015e-06	0.000841727430086818	4.16287586988246e-07	6.87879199412917e-07	5.48527591040859e-07	2.21863667274487e-07	3.52553186829216e-08	8.93711402705769e-11	2.38297293185162e-08	1.94197854096005e-08	7.94324310617207e-09
"Cricetulus_migratorius"	0.00132469311326385	0.00117948863489878	4.31220659453313e-05	3.28531183049501e-05	0.000167845793058771	0.000221383209644965	0.00073822533846839	9.05801633619562e-05	8.39076584653535e-06	1.00629441813804	9.76017444075807e-09	0.000156718373500927	0.0125987262103206	2.21731205016791e-06	0.0126421408812135	6.59403917060292e-06	1.90604734731356e-06	1.57078066370701e-06	1.10046242846445e-05	2.01885759676395e-05	8.37014236179819e-07	0.0126320149352523	2.31168195219169e-05	1.00154890699693e-05	3.9626182670115e-06	3.32383392827299e-07	3.76652408453562e-06	1.57764670012257e-06	0.0628934011336276	4.88008722037903e-10	3.30903040832615e-09	4.70138015855671e-09	1.10301013610872e-09
