"Microtus_arvalis"	"Sorex_araneus"	"Neomys_fodiens"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_agrestis"	"Arvicola_terrestris"	"Sorex_minutus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sicista_betulina"	"Sorex_minutissimus"	"Apodemus_flavicollis"	"Micromys_minutus"	"Crocidura_suaveolens"	"Palaeopsylla_soricis"	"Ctenophthalmus_assimilis"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Ctenophthalmus_bisoctodentatus"	"Amphipsylla_vinogradovi"	"Paradoxopsyllus_scorodumovi"	"Leptopsylla_segnis"	"Peromyscopsylla_bidentata"	"Peromyscopsylla_silvatica"	"Nosopsyllus_fasciatus"	"Rhadinopsylla_integella"
"Microtus_arvalis"	1.00603338594112	0.000964095801480935	0.000677623471280105	0.000800631416424616	0.000390881708047304	0.000493895967997974	0.000425588560982336	6.52132938541511e-05	7.58052076857693e-05	0.000112608033883742	2.78527549893051e-05	6.50800214042971e-06	9.54472449853551e-06	1.0984366227475e-05	6.3908504018339e-06	0.00821586128965005	0.0415111060066981	0.0302233217406227	0.00530708694269717	0.000488645659120917	0.00740780870209541	0.002148827206692	0.00214001969111102	0.00163219392411009	0.00123442432746091	0.00011403455351054	0.000112146620185964	7.47644134573093e-05	0.000181086375438708	0.000144959766729656	7.31893213703813e-05	3.63251722205619e-07	2.61217427871e-07
"Sorex_araneus"	0.00134886513236742	1.00392468410675	0.00360503082070659	0.000335735816413857	0.000281692416682395	0.00020897220291184	0.000124008242282785	0.000138777516584414	3.47048769853004e-05	3.01738016720984e-05	2.42571003931398e-05	2.65470453257996e-05	3.78126137052644e-06	7.09514288849366e-06	6.68461767833795e-06	0.0723111240044083	0.00537950166445466	0.00220863068703277	0.00178956529925882	0.0106478839462016	0.00173483912316751	0.000920042631534889	0.0050380649453414	0.000157836355361048	0.000307463882192651	4.68451021384178e-06	0.000154284955970314	0.000102856637313542	0.000251940997359452	5.85018721054292e-07	5.89478122650687e-07	9.73348441035432e-08	1.09538602418877e-07
"Neomys_fodiens"	0.00107695106868977	0.00409513455571733	1.00394176273871	0.000236618744987142	0.000255347545909889	0.000137232392744955	0.000101189801543278	0.000148311926645019	2.5423772059321e-05	2.03404907254541e-05	2.44912740580246e-05	2.47641755638648e-05	1.97443201983751e-06	4.03743178975338e-06	7.42974984376924e-06	0.081014561284795	0.00534081173260279	0.00027416521557489	0.000486481024024434	0.0104395956373073	0.00184899048177591	0.000356870289445461	0.000826275712854408	5.74509372429054e-06	5.41726753243164e-06	0.000118043092313842	0.000174421207311972	0.000116280804874648	1.45014629830038e-06	4.24713572476769e-07	4.24491363552306e-07	6.56144862111421e-08	7.72002430626891e-08
"Clethrionomys_glareolus"	0.00364920746735788	0.00109374294515248	0.000678590136521037	1.00227681386985	0.000607806839438787	0.000893087085562392	0.000451742104074966	4.23113880368128e-05	0.000182079295288962	7.78559862197987e-05	4.9184107984013e-05	2.44754025453663e-05	5.28916700969861e-05	1.2785994277916e-05	8.43580859993066e-06	0.00901857492346221	0.0211450517241819	0.00551624838802392	0.0156056726373109	0.00149518309493219	0.00414704662011099	0.0178471082114033	0.00378568344151616	0.0112922432422944	0.00704606331120783	0.000172958102917576	0.000497085952367714	0.000331390634911809	0.000492194419167684	0.000818544796546666	0.00147179324431672	2.51148342644512e-07	0.000327007117086412
"Talpa_europaea"	0.00295968426093271	0.00152449798405079	0.00121653383661134	0.00100971705305143	1.00186908196271	0.000583193807099381	0.000534976004667785	6.26340721295935e-05	0.00012409997679904	9.71292689386658e-05	5.82939087734563e-05	2.3717898166037e-05	9.22504511043579e-06	1.53582221331863e-05	1.28667998340261e-05	0.0189893052373599	0.0232752086459088	0.00363351051520165	0.0234174671903951	0.00356223763217536	0.000869577683179612	0.00763620566816537	0.0040980648536347	1.96280256209257e-05	1.66146499131507e-05	0.014119464814734	0.000820201498647231	0.000546800999098154	1.89973099437675e-06	1.57679453863777e-06	1.69431571030994e-06	3.13320222382793e-07	3.29434601321836e-07
"Microtus_agrestis"	0.00389815066267328	0.00117886296388403	0.000681510018207996	0.00154650390805013	0.000607905409095118	1.00102275248747	0.000695677294087337	5.07365887678428e-05	0.000171300675465908	8.93662044615198e-05	5.03285147367198e-05	2.48164722590792e-05	4.38678061469749e-05	2.70114084484783e-05	1.22196872570849e-05	0.006711435926293	0.020609965826799	0.00381048061786275	0.0184697605920989	0.000874578821215588	0.0204148496805354	0.0102240274398713	0.0073781297008694	0.00426651936024915	0.00511126838616992	0.000292348466442389	0.000855570420419046	0.000570380280279364	0.000850073971630973	0.000567369074653882	2.54959765707838e-06	2.88278078908128e-07	5.04568974894007e-07
"Arvicola_terrestris"	0.00442042542522174	0.000920611374865134	0.000661307327557928	0.00102943460891433	0.000733851842834248	0.000915500974375156	1.00095444778381	5.46505093619858e-05	0.000148696608975218	0.000123856196321284	6.67450040968604e-05	1.50218661030321e-05	1.26156746667063e-05	2.73007796021939e-05	1.65441243041188e-05	0.00614527808940277	0.0330048051340043	0.00349773262888048	0.0313385769014329	2.39298762314739e-05	0.0216418607722138	4.58270509899484e-05	0.00151850597311204	0.0015111325894791	2.06317643187649e-05	0.000383419986881313	0.00112292763570986	0.000748618423806575	2.30120528282993e-06	1.98974697118173e-06	1.8278275310927e-06	3.99536117165431e-07	3.35867735371722e-07
"Sorex_minutus"	0.00216911836938688	0.00329927024546517	0.00310395675049934	0.000308772391268645	0.000275142531140715	0.000213818481235909	0.00017501175021874	1.00016574465515	6.54884675056291e-05	7.78057909182489e-05	6.02349659945126e-05	5.76131067722017e-05	3.98465493343854e-05	4.41433338913083e-05	4.50427122283057e-05	0.0648160126672645	0.0120609749266305	0.00841291778452889	4.33390296136778e-05	0.00483294113763762	0.00241924420542707	2.0138105620666e-05	0.00241117749342544	8.63103263892346e-06	1.03593590459915e-05	4.63920710923571e-06	0.00357992159260468	0.00238661439506978	1.54654521738904e-06	6.83194396590897e-07	6.08606047666211e-07	2.50986422316932e-07	1.00741400087649e-07
"Apodemus_uralensis"	0.00330937109803187	0.00108290061468195	0.000698359238754472	0.00174397825018959	0.000715513928731968	0.000947506861170802	0.000624990434598965	8.59536136011381e-05	1.00031302015067	0.000137780935811182	0.000103997809403264	6.50275887917423e-05	0.000157537106915871	5.95865991349908e-05	5.54858705179053e-05	0.00958968851964484	0.0236954253245143	0.000122284910696154	0.0251124621092314	2.72275170628187e-05	0.00475809271420021	0.0109966415450047	0.00315918525642486	3.00673701869428e-05	0.0156609893250789	1.13024039694627e-05	0.00470278305599414	0.00313518870399609	2.51982864940618e-06	2.43159165331203e-06	2.79738136401905e-06	4.44454631648975e-07	5.68997797778006e-07
"Apodemus_agrarius"	0.0050746265592125	0.000971888418373879	0.000576751333795939	0.000769769670205429	0.000578075810296253	0.000510252199667387	0.000537376077587505	0.000105414297373111	0.000142225482127672	1.00050445917804	9.21670831398027e-05	6.01378414210816e-05	5.40434276726162e-05	6.43372979397556e-05	5.94854241548895e-05	0.00503629835413737	0.0470816208667185	0.0163025074236233	0.0146092672502889	2.33702176808708e-05	6.75991559335757e-05	3.79112805733824e-05	0.00648322765119558	1.99449416631592e-05	2.00094984403191e-05	9.22629912083123e-06	0.00485180190324384	0.00323453460216256	1.96060604810187e-06	1.64265237993065e-06	1.49341926410592e-06	0.00322743373928401	2.51148342644512e-07
"Sicista_betulina"	0.00268346887724546	0.00167039412017587	0.00148467792393129	0.00103965028255862	0.000741739735772599	0.000614354972993062	0.000619117451795015	0.000174473694604795	0.000229512406958928	0.000197046867402337	1.0001674326694	0.000126301801301379	0.00011532602014476	0.000117940777320388	0.00011957249940194	0.0279040436971305	0.0243620900483347	0.000101685067408621	0.0242322090639111	4.11624880735628e-05	5.95584744619179e-05	0.00693966149730248	3.35139339401043e-05	1.97991602208044e-05	2.48671385261014e-05	1.14830403314527e-05	0.0103642961493824	0.0069095307662549	1.92788670715318e-06	1.57927099776112e-06	1.71849131667147e-06	6.3563505613657e-07	3.39200744717331e-07
"Sorex_minutissimus"	0.00101018655446448	0.00294524719531232	0.0024186344800708	0.000833523431128308	0.000486216912403759	0.000488057287761891	0.000224493443428646	0.000268861164936941	0.000231209204592861	0.000207141453783725	0.000203486235429999	1.00021608342227	0.000185656822191153	0.00019433289513916	0.00018787959809229	0.0393621693359426	0.000146562274069767	5.15516416841805e-05	6.54612935531541e-05	0.0111747710585093	4.06477452138911e-05	0.0111465315588425	0.0111475743986567	1.38535475345851e-05	2.54804187826578e-05	7.59276001716901e-06	0.0166936972732345	0.0111291315154896	1.73972700969157e-06	1.1002331433706e-06	1.29608126216198e-06	6.68198238012017e-07	2.71948917170737e-07
"Apodemus_flavicollis"	0.00205138155760832	0.000580859919764716	0.000267003960836488	0.00249404567457327	0.000261849357365447	0.00119455410584839	0.000261047421949538	0.000257470011083721	0.000775567295585828	0.000257745578130939	0.000257265737246003	0.000257063292264674	1.00067117086401	0.000257018322798213	0.000256967001946747	0.000163613594384634	0.000229796097837086	8.88234553453644e-05	0.000116039405322323	1.95348313287829e-05	6.57567197518667e-05	7.65423676941524e-05	3.9265916919841e-05	3.69143185700705e-05	0.0616181223731324	4.78200410914315e-06	0.023123824728219	0.015415883152146	2.7454489082861e-06	3.00286815979248e-06	3.80857292207651e-06	8.3143734880948e-07	8.13718001492095e-07
"Micromys_minutus"	0.00279002902177866	0.00128809094075653	0.000645255007853314	0.000712528590214774	0.000515198542467796	0.000869276235523757	0.000667628155726377	0.000337094549715445	0.000346685667694492	0.000362628406569532	0.000310934776571933	0.00031799928295499	0.000303748926943343	1.00032833600412	0.000305575992115858	0.00024653601087206	0.0184225365488174	0.00010643591343641	9.84257929916223e-05	3.03244425780555e-05	0.0182494539761283	4.21616600834886e-05	0.0182205473976011	1.73835432655819e-05	3.73095908074884e-05	8.24321541378372e-06	0.0273148295548324	0.0182098863698883	1.90717957962751e-06	1.47172957451306e-06	1.24584255414722e-06	1.1697690534501e-06	2.32472623234837e-07
