"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_xantophylla"	"Shorea_domatiosa"	"Shorea_laxa"	"Shorea_confusa"	"Shorea_falciferoides"	"Shorea_ochracea"	"Shorea_parvifolia"	"Shorea_pilosa"	"Shorea_quadrinervis"	"Shorea_scabrida"	"Shorea_agami"	"Shorea_kunsitleri"	"Ctenomerus_sp._1"	"Ctenomerus_sp._2"	"Nanophyes_shoreae"	"Endaenidius_spinipes"	"Sternuchopsis_toyi"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_sp._1"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Idotasia_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._3"	"Involvulus_sp._1"	"Coccotrypes_advena"	"Coccotrypes_cinnamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_myristicae"	"Coccotrypes_nitidus"	"Coccotripes_papuanus"	"Hypothenemus_areccae"	"Xyleborinus_exiguus"	"Xyleborinus_ferrugineus"	"Xyleborinus_subdentatus"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Assara_albicostalis"	"Lamoria_adaptella"	"Crambidae_Gn._Sp._A"	"Crambidae_Gn._Sp._B"
"Dipterocarpus_geniculatus"	1.00025076847847	4.32345486720306e-07	0.000752379008969582	0.000251476554886964	0.00503314344129927	0.00127801178703161	1.29089576696982e-05	6.44269971375833e-08	6.64297008059905e-07	3.49574663578604e-07	8.80594899811274e-08	2.41177526534796e-07	0.00126092778150709	1.86683564991344e-07	0.00125852338019623	1.38520071536186e-07	1.29893030203413e-07	3.76104098296145e-07	1.35202044428304e-07	6.44269971375833e-08	7.41449932510807e-06	1.44115162240102e-08	2.75268872852711e-05	1.55855389237035e-08	1.84015122955874e-05	1.1054204450025e-05	8.61253808518578e-06	2.23506748857621e-06	0.000174999622900061	3.80360650902265e-07	0.10030739138842	3.59252221267091e-06	6.2362114346368e-09	6.16416429867892e-05	8.50924403918674e-06	1.23328084137833e-05	1.24724228692736e-08	1.59851703231925e-05	3.99267544403926e-05	6.2362114346368e-09	7.60721301804531e-07	3.80360650902265e-07	6.2362114346368e-09	0.000223561680067414	3.1144813833438e-06	4.19369271676531e-05	2.41734943796089e-05	1.41796966961311e-05	1.92824702542221e-06
"Dipterocarpus_crinitus"	4.80383874133673e-08	1.00472993956858	1.93453660960299e-07	4.82465107507659e-05	4.96834931468323e-05	0.00148065250648941	0.00129263706522489	7.57154119983903e-08	3.2521320918215e-05	2.99446320157372e-07	1.60027472947222e-05	1.38183214050101e-07	0.00132808046621678	2.07996435250983e-07	0.0011215309588358	1.25602197486694e-07	1.52527397532994e-07	2.66510757533929e-07	1.32274361334478e-07	7.57154119983903e-08	0.0334979852520924	0.0334909979856192	1.76520989468007e-05	1.6448603043201e-08	1.47053268273829e-05	1.02450140611593e-05	0.0223413762885522	3.29570309888914e-06	2.1643834163793e-06	4.40670388836134e-07	1.92153549653469e-05	6.89235867868084e-07	6.24462350350187e-07	0.0112019231063055	1.08357049680772e-05	2.01658153835613e-05	1.24892470070037e-06	6.71605682365013e-06	1.27145343657411e-05	6.24462350350187e-07	8.81340777672267e-07	4.40670388836133e-07	6.24462350350187e-07	0.000262732479634414	5.21413609949465e-06	2.81229442705123e-05	3.81566321311268e-05	1.81804698480257e-05	2.11104491305818e-06
"Dipterocarpus_globosus"	0.000188094752242395	4.35270737160673e-07	1.00060829176224	0.000188806337343003	0.00386366736169592	0.00123060550802077	0.00172912140937074	7.09439723046147e-08	0.000132655251449221	0.000132164404481951	9.59290345136974e-08	8.81109865714072e-05	0.000948245570165842	2.36935402979894e-07	0.000945343269964282	4.41526825200972e-05	2.90354015299775e-07	3.93176713730419e-07	1.57251096543932e-07	7.09439723046147e-08	5.73520559099626e-06	1.45090245720224e-08	2.21680383762508e-05	2.22699106035818e-06	2.24398523022225e-05	8.46871983337657e-06	1.32045552440908e-05	4.99934805798318e-06	0.000134411853983844	3.66251639291895e-07	0.0752379008969582	2.69723339061433e-06	8.35324352353017e-07	6.71503241595881e-05	1.36799040338668e-05	2.57648130794852e-05	1.67064870470603e-06	1.63158429071245e-05	3.51143272196772e-05	8.35324352353017e-07	7.3250327858379e-07	3.66251639291895e-07	8.35324352353016e-07	0.000246175583897013	4.99448665076477e-06	0.025084278142095	3.80235190191622e-05	1.70847264617449e-05	1.61050843614476e-06
"Dipterocarpus_palembanicus"	3.59252221267091e-05	6.20312281081276e-05	0.000107889335624573	1.0017744545418	0.000906857382920523	0.00355088639174103	0.00245487521508448	8.89442474526326e-08	0.000210551601958396	5.18896228242619e-07	6.14462130698368e-05	3.31538206645422e-07	0.000538967521333154	2.45901309202887e-07	0.000351503635424338	2.03350995786241e-07	1.79363502680912e-07	4.37731882418406e-05	1.91684836730198e-07	8.89442474526326e-08	6.20865113282345e-06	2.06770760360425e-06	1.55142054703238e-05	2.21251166347062e-08	2.67125532121669e-05	5.16799135669796e-06	1.54160316152613e-05	6.5967714056074e-06	3.25192104253969e-05	1.0568114261134e-06	0.0143700888506836	0.0143110636363115	1.18593005559637e-06	0.0430123491488857	0.0143295149937237	0.0143470470672313	2.37186011119274e-06	1.77139520181549e-05	2.93076903647634e-05	1.18593005559637e-06	2.1136228522268e-06	1.0568114261134e-06	1.18593005559637e-06	0.000308636538660635	6.66950102148471e-06	6.47914693340972e-05	6.1747463453605e-05	2.81758882379634e-05	2.61266685346121e-06
"Dipterocarpus_tempehes"	0.00010271721308774	9.12553955758146e-06	0.0003154014172813	0.000129551054702932	1.00549283958828	0.00190682021839637	0.000666625958538806	6.47541939375183e-07	4.09138285415467e-05	2.30444179329864e-05	8.84775998162429e-06	2.66255931730664e-05	0.000707758683486959	1.42085366464765e-07	0.000616780325945007	7.9134587474971e-06	1.32736145883685e-06	3.46940092824573e-05	8.58650336512137e-06	6.47541939375183e-07	4.77618239208414e-06	3.04184651919382e-07	0.00206436671432708	4.84163701297312e-07	0.00206412997069401	6.26450297975709e-06	7.93395279261782e-06	2.53679222302791e-06	0.0348850129611211	5.67506017379871e-07	0.0410868852350961	1.85072935289903e-06	3.22041525864157e-07	0.006193431987137	9.86099422920633e-06	1.67327931393001e-05	6.44083051728315e-07	0.00206142631327453	0.00616886343898248	3.22041525864157e-07	1.13501203475974e-06	5.6750601737987e-07	3.22041525864157e-07	0.00224697052963189	3.41180084103177e-06	0.00413237347030484	3.10908217913996e-05	1.57228955894429e-05	1.79034414909952e-06
"Dryobalanops_aromatica"	3.80360650902265e-06	3.9660334995252e-05	1.46500655716758e-05	7.39767998279381e-05	0.000278077948516137	1.00490829092083	0.00227892398376874	1.36809089418322e-05	9.57652961551171e-05	3.70795560174879e-05	1.58579020856796e-05	3.28776753589479e-05	0.001321862864261	1.54228337673132e-05	0.000833185811219716	1.70097065440107e-05	2.75409209988057e-05	5.21177511827095e-05	2.75443055171775e-05	1.36809089418322e-05	0.000604328202245034	1.3220111665084e-06	0.00180960778401262	2.68654672712092e-06	0.00360448310958978	0.000605935316874305	0.000317336254627843	0.000304157669738176	0.0003087274507838	0.000299079848488342	0.00152144260360906	1.0568114261134e-06	1.10092946075785e-06	0.0111005314599757	0.00240371055068735	0.00301615327709746	2.2018589215157e-06	0.00448786115585448	0.00479511821825319	1.10092946075785e-06	0.000598159696976684	0.000299079848488342	1.10092946075785e-06	0.0474727540281576	0.000603910379552034	0.00184637024542647	0.00900652733673754	0.00539487291222845	0.000599383644073222
"Dryobalanops_lanceolata"	6.2362114346368e-08	5.62016115315168e-05	3.34129740941207e-05	8.30151038917458e-05	0.000157800347673437	0.00369912298814637	1.00381382180165	9.58755262754254e-06	0.000205140851809994	0.00011885276850833	1.25496944599397e-05	6.65638624365854e-05	0.00110218534838712	1.41318831449262e-05	0.000579395573306437	4.29281082054303e-05	1.94044409086974e-05	5.08026271873642e-05	2.64426482979823e-05	9.58755262754254e-06	7.61489915010244e-06	1.87338705105056e-06	0.000502433125994229	3.44003480418467e-06	0.00438232487431434	7.89198232940867e-06	0.00388896735553218	0.000491546805833204	6.57563540044852e-06	1.10092946075785e-06	2.49448457385472e-05	1.18593005559637e-06	0.000484934213430749	0.00878478612195776	0.00389030677691708	0.00777884248835223	0.000969868426861498	1.90547788517847e-05	0.00196144816107107	0.000484934213430749	2.20185892151569e-06	1.10092946075785e-06	0.000484934213430749	0.0332688076175726	0.00145904558319226	0.0189387560181165	0.010225176576163	0.00293278082579585	3.22240091076303e-06
"Shorea_smithiana"	6.44269971375832e-08	6.81438707985513e-07	2.83775889218459e-07	6.22609732168428e-07	3.1729555029384e-05	0.00459678540445561	0.00198462339390131	1.00002896126065	5.87750365746791e-05	5.81940060012606e-05	1.12846147052974e-07	3.02143848954463e-07	0.00211829171374275	2.80947160060625e-07	0.00107525930677622	2.92299810139335e-05	5.82789722322555e-05	4.85956649204174e-07	2.9086064843077e-05	2.89612606539218e-05	9.39531809263887e-06	2.27146235995171e-08	2.68428439272376e-05	5.34676386618038e-06	3.24490891803637e-05	1.24986620172043e-05	2.27829445936162e-05	4.97255981765352e-06	2.46891219112103e-06	1.36809089418322e-06	2.57707988550333e-05	8.89442474526326e-09	9.58755262754254e-07	7.89923029370819e-05	2.01820105016598e-05	3.51887483747642e-05	1.91751052550851e-06	2.05961890683176e-05	2.94506148938344e-05	9.58755262754254e-07	2.73618178836643e-06	1.36809089418322e-06	9.58755262754254e-07	0.100495574469109	9.53521000948614e-06	5.15820917492541e-05	7.48646140159255e-05	3.66115549574827e-05	4.69756300479491e-06
"Shorea_xantophylla"	6.0390637096355e-08	2.66083534785396e-05	4.82382732542622e-05	0.000133987383064434	0.000182252508957799	0.00292519450073812	0.00386037784769716	5.34318514315264e-06	1.00083863589875	0.000154857674315225	2.61075582661717e-05	9.62120727860041e-05	0.000578806666130971	0.000521275374122226	0.000572249208285187	5.3513727705021e-05	1.09132527240958e-05	5.55764548794214e-05	5.45658492840537e-06	5.34318514315264e-06	5.6521044530636e-06	8.86945115951318e-07	1.5676227595633e-05	3.40323656685744e-06	2.94839441657094e-05	2.37996984985349e-05	2.01327497103541e-05	0.0182353826559729	7.19363983055828e-06	8.70593601410156e-07	2.4156254838542e-05	1.91410547234905e-06	1.86491683463631e-06	0.0182752907863202	2.46275356393949e-05	0.0182411088549183	3.72983366927261e-06	1.66379170098514e-05	2.52596867975336e-05	1.86491683463631e-06	1.74118720282031e-06	8.70593601410155e-07	1.86491683463631e-06	0.0185408524467397	8.40780190326807e-06	0.0273925477654947	7.24250026298318e-05	3.01775725478974e-05	2.27711930108973e-06
"Shorea_domatiosa"	6.99149327157207e-08	5.39003376283269e-07	0.000105731523585561	7.26454719539667e-07	0.000225835295743267	0.00249174616437519	0.00492050461624485	1.16388012002521e-05	0.000340686883493494	1.00033984293876	1.16861059688034e-07	0.000211153105763196	0.000853436047182354	3.44993414191575e-07	0.000433585486271559	0.000117409094325042	2.37746310752555e-05	4.61019395701615e-07	1.17684648889653e-05	1.16388012002521e-05	4.17652187025206e-06	1.79667792094423e-08	1.43920325604088e-05	7.45543012126912e-06	3.37125590654221e-05	5.42682439694048e-06	2.530154186993e-05	9.96433778678385e-06	8.57669321756513e-06	7.41591120349757e-07	2.79659730862883e-05	1.03779245648524e-08	2.3770553701666e-06	8.18027417816238e-05	2.55879346114081e-05	5.37119955958602e-05	4.75411074033319e-06	1.86231920226793e-05	2.41864732920525e-05	2.3770553701666e-06	1.48318224069951e-06	7.41591120349757e-07	2.37705537016659e-06	0.0403866401648749	1.01947854756111e-05	0.0601474139088259	7.76900013690634e-05	3.01245114381448e-05	2.2734008029054e-06
