"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Diospyros_seychellarum"	"Phoenicophorium_borsigianum"	"Premna_serratifolia"	"Canthium_bibracteatum"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_089"	"Hemipyrellia_germana"	"Rhynchium_brunneum"	"Unidentified_sp4_M_PL_089"	"Nectarinia_dussumieri"	"Ceratina_tabescens"	"Lygistorrhina_sp1_M_PL_089"	"Unidentified_sp5_M_PL_089"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Mabuya_sechellensis"	"Phelsuma_sp1_M_PL_089"	"Chalcidoma_disjunctum"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Ornidia_obesa"	"Polistes_olivaceus"	"Unidentified_sp1_M_PL_089"	"Unidentified_sp3_M_PL_089"	"Unidentified_sp6_M_PL_089"
"Memecylon_eleagni"	0.0012345182303612	0.00089371076047053	0.00100419810012223	0.000448955835810977	0.000374524786493993	0.000336738548578684	0.000334892327954797	0.000112573649003855	0.000186356066483518	0.000112097578905406	1.00506244421683	0.0504995142074647	9.05231068398854e-05	3.35069692698004e-05	2.07833219194151e-05	1.58898386086095e-05	2.04343910451888e-05	1.58187627786817e-05	8.51156130937309e-06	8.61599424557703e-06	6.47574131882085e-06	4.88918111034139e-06	9.40748168916348e-06	3.82800803799853e-06	3.61498051296442e-06	1.73190229236701e-06	1.731902292367e-06	0.0502531222108413	1.21339415084048e-06	8.65951146183502e-07	2.07062296092798e-06	2.35187042229087e-06	1.40121973631757e-06	1.22229527758535e-06	2.57609483042151e-06
"Apis_mellifera"	0.0245669127841879	0.0177848441333635	0.0199835421924325	0.00893422113263845	0.00745304325123047	0.00670109711671581	0.00666435732630045	0.00224021561517672	0.00370848572302201	0.00223074182021757	0.000742639914815657	1.00494033272855	0.00180140982611372	0.000666788688469028	0.000413588106196361	0.000316207788311329	0.000406644381799256	0.000314793379295765	0.000169380070056525	0.000171458285486983	0.000128867252244535	9.72947040957937e-05	0.000187208885614353	7.61773599561708e-05	7.1938112207992e-05	3.44648556181034e-05	3.44648556181034e-05	3.71319957407828e-05	2.41465436017256e-05	1.72324278090517e-05	4.12053969224667e-05	4.68022214035883e-05	2.78842727527197e-05	2.43236760239484e-05	5.12642871253881e-05
"Lasioglossum_mahense"	0.051917130164999	0.00768236476620747	0.00465439018372472	0.0213633783270093	0.0107061192951381	0.00156689988818874	2.63653220945847e-05	1.03225789534691e-05	2.20704901486655e-05	0.00305831686918727	2.7431244496935e-06	0.00371199600532524	1.00301055916862	0.000368813275345476	0.000602847631354909	0.000668240289252462	0.000245572124095834	0.000325606395616415	0.000391500500062875	7.23238153869585e-07	3.01326901574758e-05	0.000205612396693065	8.0866997539026e-05	0.000153706681551378	0.000136262821143839	1.58808906976448e-07	1.58808906976448e-07	1.37156222484675e-07	5.77388603432684e-05	7.9404453488224e-08	2.45227668318505e-07	2.02167493847565e-05	3.82289608648409e-05	5.14030991732663e-05	2.02810169958344e-07
"Megachile_seychellensis"	0.0145277685347342	9.43139049891596e-05	0.0191913966421994	7.44607476359377e-05	0.00962849940885935	0.0478504945088888	0.00480734124349497	1.68565992459583e-05	2.21533902853045e-05	0.00479362488983748	3.19113993045719e-06	0.00431825055389466	0.00115912743680007	1.00224264810464	0.000231111353237928	0.000186991080150044	0.000276123532374859	0.000371808896622587	2.97740848040268e-05	7.44777606459521e-05	0.00092020181747863	5.75357169692444e-05	9.92777947254312e-07	6.03228016507304e-05	5.88569191373076e-05	2.59332296091665e-07	2.59332296091665e-07	1.59556996522859e-07	2.01245263880913e-07	1.29666148045833e-07	2.46148780947828e-07	2.48194486813578e-07	5.99203111229686e-05	1.43839292423111e-05	3.69795480268844e-05
"Rhiparida_seychellensis"	0.0647197792524758	9.92444405672016e-05	0.0143979912472564	0.014426890207771	7.86592776287914e-05	4.91670584306148e-05	2.82857634060272e-05	1.06249646186535e-05	0.00717472853691397	2.17612150440791e-05	2.96904598848788e-06	0.00401771303162179	0.00284199597638743	0.000346667029856891	1.00081019220181	0.00083302686166553	0.000200482950705043	7.79911934846593e-05	0.000323115954498463	7.62087579128219e-07	9.45520354434901e-07	0.000256315957435548	1.04467832176002e-06	7.82552055003267e-05	0.000128403788960364	1.63460994133131e-07	1.63460994133131e-07	1.48452299424394e-07	3.89915951561379e-05	8.17304970665654e-08	7.97192059657108e-05	2.61169580440004e-07	2.72015188050988e-07	6.40789893588869e-05	2.17582795430979e-07
"Unidentified_sp2_M_PL_089"	0.100515181279246	8.42733195361285e-05	9.97096086093453e-05	0.000128427551238001	7.00918722283193e-05	4.15164022025114e-05	2.33672343548875e-05	7.3856409316659e-06	1.8632470465455e-05	1.90710407332799e-05	2.44459055517069e-06	0.00330801993925698	0.00339260454543558	0.000302062514088533	0.000897105851024417	1.00129375975904	2.52184635783071e-06	2.49612132015488e-06	0.000200775470378363	5.86746403357221e-07	7.98392350048296e-07	0.000398079925858401	8.87087574064511e-07	9.32590988830872e-07	0.000199259000029914	1.13625245102552e-07	1.13625245102552e-07	1.22229527758535e-07	3.47101489832437e-07	5.68126225512761e-08	2.07027449616167e-07	2.21771893516127e-07	2.38388009165998e-07	9.95199814646002e-05	1.79747956576058e-07
"Hemipyrellia_germana"	0.000212255401784085	0.0335049713501343	0.000123047422318187	0.00842848307886863	0.0251403448861741	0.00841406715907946	4.1470053665537e-05	0.00840209063720032	0.0167218564543282	1.81088347073442e-05	3.40573184086479e-06	0.00460863632705824	0.00135064668252709	0.000483216181656003	0.00023389677582255	2.73200022098327e-06	1.00107974439956	0.000707719817935847	0.000114318727711016	0.000259163866585634	0.000161808983828451	8.40615452610237e-07	0.000352683908948782	4.57857284277263e-05	7.8983885495599e-05	0.000129262932880005	0.000129262932880005	1.7028659204324e-07	2.27796839969422e-05	6.46314664400025e-05	0.000185798405048092	8.81709772371955e-05	2.26360433841802e-07	2.10153863152559e-07	3.19000412811823e-07
"Rhynchium_brunneum"	0.000229189321214221	0.000109361645565003	0.0183266403361528	8.38148659466695e-05	0.0820989612794969	6.90833580064601e-05	2.91888508911141e-05	1.51383049736261e-05	2.79164521513971e-05	1.79304570157899e-05	2.87613868703303e-06	0.00389199087129309	0.00195363837369849	0.000709816984461303	9.92615189804755e-05	2.94996156018304e-06	0.000772057983202742	1.00240548928776	1.5864735636318e-06	9.14853243667175e-07	1.32852611550885e-06	9.07680480056319e-07	1.15117521647372e-06	6.77184042138831e-07	0.000257013094238456	2.32896999594248e-07	2.32896999594248e-07	1.43806934351651e-07	2.26526664720728e-07	1.16448499797124e-07	3.1018280168219e-07	2.87793804118429e-07	2.24130712697374e-07	2.2692012001408e-07	2.24529622239339e-07
"Unidentified_sp4_M_PL_089"	0.0289690321545923	9.2691950128203e-05	9.30894941007869e-05	0.0716652663893411	7.12208063969244e-05	3.33209459754445e-05	2.224049301717e-05	8.96796932745904e-06	2.0002993551292e-05	3.18359390104621e-05	2.43187465982088e-06	0.00329081278966962	0.00369129042916425	8.93222544120803e-05	0.000646231908996926	0.000372868730702674	0.000195974961790314	2.49302988570711e-06	1.00102581396591	6.18098948801355e-07	6.40787422604701e-07	0.000114728840216207	9.7570473819161e-07	0.000387777767558394	5.7586985128094e-05	1.37968758883985e-07	1.37968758883985e-07	1.21593732991044e-07	0.000193689909160382	6.89843794419926e-08	2.22255483903245e-07	2.43926184547902e-07	3.97949237630777e-07	2.86822100540518e-05	1.71080715516692e-07
"Nectarinia_dussumieri"	9.87689778984654e-05	8.60343782759684e-05	8.22134724473258e-05	3.88894646303722e-05	4.42499008056278e-05	4.25449719300762e-05	0.0334720366645222	0.067109664215542	2.29652043634924e-05	9.86176160366098e-06	2.87199808185901e-06	0.00388638780437161	7.95561969256543e-06	0.000260672162260832	1.77820435129918e-06	1.27128387394064e-06	0.000518327733171267	1.67723094672315e-06	7.21115440268248e-07	1.00257986715532	8.1817253711685e-07	3.91164268904814e-07	9.05625034483878e-07	3.33485342372099e-07	3.33863074469994e-07	0.0010324563725468	0.0010324563725468	1.43599904092951e-07	1.05106661163168e-07	0.000516228186273399	2.55168937372138e-07	2.26406258620969e-07	1.23272020045762e-07	9.77910672262034e-08	0.000257477205111709
"Ceratina_tabescens"	0.000161275254709756	7.79167908926803e-05	0.000145103384878585	4.27531634204175e-05	7.67664152335183e-05	0.100404160225891	4.16649185924524e-05	1.1076269651331e-05	1.93995500402805e-05	2.73947402636715e-05	2.59029652752834e-06	0.00350518926105135	0.00039775151007868	0.00386484763341024	2.64745699241772e-06	2.07582011012557e-06	0.000388341561188283	2.92275745411947e-06	8.97102391646582e-07	9.8180704454022e-07	1.00193084923511	6.38713880038637e-07	8.2017674623874e-07	5.735324339468e-07	5.59251987624063e-07	1.70404148482015e-07	1.70404148482015e-07	1.29514826376417e-07	1.15549090325453e-07	8.52020742410075e-08	2.15550556003117e-07	2.05044186559685e-07	3.42434253295894e-07	1.59678470009659e-07	3.20499373788095e-07
"Lygistorrhina_sp1_M_PL_089"	0.100515181279246	8.42733195361285e-05	9.97096086093453e-05	0.000128427551238001	7.00918722283194e-05	4.15164022025114e-05	2.33672343548875e-05	7.3856409316659e-06	1.8632470465455e-05	1.90710407332799e-05	2.44459055517069e-06	0.00330801993925698	0.00339260454543558	0.000302062514088533	0.000897105851024417	0.0012937597590398	2.52184635783071e-06	2.49612132015488e-06	0.000200775470378363	5.8674640335722e-07	7.98392350048296e-07	1.00039807992586	8.8708757406451e-07	9.32590988830872e-07	0.000199259000029914	1.13625245102552e-07	1.13625245102552e-07	1.22229527758535e-07	3.47101489832436e-07	5.68126225512762e-08	2.07027449616167e-07	2.21771893516127e-07	2.38388009165998e-07	9.95199814646003e-05	1.79747956576058e-07
"Unidentified_sp5_M_PL_089"	0.000223989612451289	0.10028966217877	0.000132640093076752	9.35315233554266e-05	8.77378166139441e-05	5.33114885055181e-05	4.22245804101043e-05	2.30369302260369e-05	4.11070976602331e-05	1.8155948187085e-05	4.70374084458174e-06	0.00636510211088801	0.00133430545939393	5.21208422308513e-06	3.65637412616006e-06	2.88303461570966e-06	0.00105805172684635	3.16573184530272e-06	1.70748329183532e-06	1.35843755172582e-06	1.02522093279842e-06	8.8708757406451e-07	1.00105568065451	7.32525154259787e-07	7.1772446395083e-07	3.54414311169798e-07	3.54414311169798e-07	2.35187042229087e-07	2.52787900960612e-07	1.77207155584899e-07	4.56745529558145e-07	0.000263920163628342	2.26949352338562e-07	2.21771893516128e-07	3.2480446469311e-07
"Dichaetomyia_fasciculifera"	0.00031397229957306	9.27865195395731e-05	9.72354916386199e-05	0.0669102867096337	7.00886189881821e-05	4.97061442753893e-05	2.49053583660076e-05	9.22386807118263e-06	1.83775348877631e-05	0.0334209664597689	2.55200535866569e-06	0.00345337365134641	0.00338154699413031	0.000422259611555113	0.000365190959001524	4.04122761826711e-06	0.000183142913710905	2.48300815450904e-06	0.000904814790969585	6.66970684744197e-07	9.55887389911333e-07	1.2434546517745e-06	9.76700205679716e-07	1.0007794393062	8.40754260225317e-07	1.41905662633579e-07	1.41905662633579e-07	1.27600267933284e-07	0.00018083861272874	7.09528313167894e-08	2.04194832086256e-07	2.44175051419929e-07	0.000417762080747112	3.10863662943624e-07	1.9157967973852e-07
"Neophyllomyza_approximatonervis"	0.0670838633434044	9.09117654337718e-05	0.000111912631199806	0.000113242097308476	0.0334859495712919	4.84685055940855e-05	2.35837298359155e-05	9.90923492259181e-06	2.15593588762466e-05	1.82907852251711e-05	2.40998700864295e-06	0.00326119442009564	0.00299778206516446	0.000411998433961154	0.000599217681815031	0.000863455666796294	0.000315935541982396	0.000942381345541006	0.000134369631965553	6.67726148939987e-07	9.32086646040105e-07	0.000265678666706552	9.56965951934441e-07	8.40754260225317e-07	1.00023748292576	1.52449768039874e-07	1.52449768039874e-07	1.20499350432147e-07	3.0605972245534e-07	7.6224884019937e-08	2.39548431958295e-07	2.3924148798361e-07	2.28634815314638e-07	6.6419666676638e-05	1.8141330643012e-07
"Mabuya_sechellensis"	5.73807487767889e-05	6.73387191222616e-05	4.66428786790771e-05	2.73256404133633e-05	3.68158102263228e-05	2.21525393026619e-05	0.000118859219066143	0.10060506671378	2.15746520778751e-05	5.2121863643048e-06	1.731902292367e-06	0.00234361018203103	5.24069393022279e-06	2.72298910896249e-06	1.14422695893191e-06	7.3856409316659e-07	0.00077557759728003	1.28093349776837e-06	4.82890656093948e-07	0.0030973691176404	4.26010371205037e-07	2.27250490205105e-07	7.08828622339596e-07	2.12858493950368e-07	2.28674652059811e-07	1.00154777025714	0.00154777025713507	8.65951146183502e-08	7.38530821982792e-08	0.000773885128567537	2.39718356420834e-07	1.77207155584899e-07	6.515232955381e-08	5.68126225512761e-08	9.1430168512418e-07
"Phelsuma_sp1_M_PL_089"	5.73807487767889e-05	6.73387191222616e-05	4.66428786790771e-05	2.73256404133633e-05	3.68158102263228e-05	2.21525393026619e-05	0.000118859219066143	0.10060506671378	2.15746520778751e-05	5.2121863643048e-06	1.731902292367e-06	0.00234361018203103	5.24069393022279e-06	2.72298910896249e-06	1.14422695893191e-06	7.3856409316659e-07	0.00077557759728003	1.28093349776837e-06	4.82890656093948e-07	0.0030973691176404	4.26010371205037e-07	2.27250490205105e-07	7.08828622339596e-07	2.12858493950368e-07	2.28674652059811e-07	0.00154777025713507	1.00154777025713	8.65951146183502e-08	7.38530821982792e-08	0.000773885128567537	2.39718356420834e-07	1.77207155584899e-07	6.515232955381e-08	5.68126225512761e-08	9.1430168512418e-07
"Chalcidoma_disjunctum"	0.00012345182303612	8.9371076047053e-05	0.000100419810012223	4.48955835810977e-05	3.74524786493994e-05	3.36738548578684e-05	3.34892327954797e-05	1.12573649003855e-05	1.86356066483518e-05	1.12097578905406e-05	0.100506244421682	0.00504995142074647	9.05231068398854e-06	3.35069692698004e-06	2.07833219194151e-06	1.58898386086095e-06	2.04343910451888e-06	1.58187627786816e-06	8.51156130937309e-07	8.61599424557703e-07	6.47574131882085e-07	4.88918111034139e-07	9.40748168916347e-07	3.82800803799853e-07	3.61498051296443e-07	1.731902292367e-07	1.731902292367e-07	1.00502531222108	1.21339415084048e-07	8.65951146183502e-08	2.07062296092798e-07	2.35187042229087e-07	1.40121973631757e-07	1.22229527758535e-07	2.57609483042151e-07
"Cratopus_aurostriatus"	0.000350572504730761	9.60594023650327e-05	9.04414482973636e-05	0.100280001924582	7.16723800643664e-05	3.00427634846177e-05	2.1789796482083e-05	9.60090068577629e-06	2.05512027856268e-05	3.69418983213351e-05	2.42678830168096e-06	0.00328392992983467	0.00381076478265571	4.22615054149917e-06	0.00054588233218593	4.51231936782168e-06	0.000273356207963307	2.49179331192801e-06	0.00135582936412267	6.30639966979009e-07	5.77745451627263e-07	1.38840595932975e-06	1.01115160384245e-06	0.000542515838186219	9.18179167366019e-07	1.47706164396558e-07	1.47706164396558e-07	1.21339415084048e-07	1.00027102703223	7.38530821982792e-08	2.28346697618076e-07	2.52787900960612e-07	4.61773729016688e-07	3.47101489832437e-07	1.67613819092946e-07
"Eagris_sabadius"	5.73807487767889e-05	6.73387191222616e-05	4.66428786790771e-05	2.73256404133633e-05	3.68158102263228e-05	2.21525393026619e-05	0.000118859219066143	0.10060506671378	2.15746520778751e-05	5.2121863643048e-06	1.731902292367e-06	0.00234361018203103	5.24069393022279e-06	2.72298910896249e-06	1.14422695893192e-06	7.3856409316659e-07	0.00077557759728003	1.28093349776837e-06	4.82890656093948e-07	0.0030973691176404	4.26010371205037e-07	2.27250490205105e-07	7.08828622339596e-07	2.12858493950368e-07	2.28674652059811e-07	0.00154777025713507	0.00154777025713507	8.65951146183502e-08	7.38530821982792e-08	1.00077388512857	2.39718356420834e-07	1.77207155584899e-07	6.515232955381e-08	5.68126225512761e-08	9.1430168512418e-07
"Ornidia_obesa"	0.000209097724112329	0.000173563301232095	0.000127432477257013	8.4488278118688e-05	9.74689269256166e-05	5.60431445608105e-05	3.71891129057168e-05	3.11633863347085e-05	0.10017704212465	1.24712880818094e-05	4.14124592185595e-06	0.00560393398145548	1.61850261090214e-05	5.16912439990439e-06	0.00111606888351995	2.69135684501017e-06	0.0022295808605771	3.41201081850409e-06	1.55578838732271e-06	1.53101362423283e-06	1.07775278001559e-06	8.28109798464668e-07	1.82698211823258e-06	6.12584496258769e-07	7.18645295874886e-07	4.79436712841669e-07	4.79436712841669e-07	2.07062296092798e-07	2.28346697618076e-07	2.39718356420834e-07	1.00111307824583	4.56745529558145e-07	1.55891101022617e-07	2.07027449616167e-07	2.86070099274744e-07
"Polistes_olivaceus"	0.000223989612451289	0.10028966217877	0.000132640093076752	9.35315233554266e-05	8.77378166139441e-05	5.33114885055181e-05	4.22245804101043e-05	2.30369302260369e-05	4.11070976602331e-05	1.8155948187085e-05	4.70374084458174e-06	0.00636510211088801	0.00133430545939393	5.21208422308513e-06	3.65637412616006e-06	2.88303461570966e-06	0.00105805172684635	3.16573184530272e-06	1.70748329183532e-06	1.35843755172582e-06	1.02522093279842e-06	8.8708757406451e-07	0.00105568065451337	7.32525154259787e-07	7.1772446395083e-07	3.54414311169798e-07	3.54414311169798e-07	2.35187042229087e-07	2.52787900960612e-07	1.77207155584899e-07	4.56745529558145e-07	1.00026392016363	2.26949352338562e-07	2.21771893516127e-07	3.2480446469311e-07
"Unidentified_sp1_M_PL_089"	0.000240771889257658	8.62407538886537e-05	0.000110823578321133	0.000170856279736175	6.69210968358137e-05	8.90329058569325e-05	3.11364821338567e-05	8.46980284199529e-06	1.40301990920356e-05	0.100189015582664	2.80243947263514e-06	0.00379226109436988	0.0025231114170795	0.00125832653358234	3.80821263271383e-06	3.09904411915798e-06	2.71632520610163e-06	2.46543783967111e-06	2.78564466341544e-06	7.39632120274574e-07	1.71217126647947e-06	9.53552036663994e-07	9.0779740935425e-07	0.00125328624224133	6.85904445943915e-07	1.3030465910762e-07	1.3030465910762e-07	1.40121973631757e-07	4.61773729016688e-07	6.515232955381e-08	1.55891101022617e-07	2.26949352338562e-07	1.00125236269478	2.38388009165998e-07	2.39511401029667e-07
"Unidentified_sp3_M_PL_089"	0.100515181279246	8.42733195361285e-05	9.97096086093453e-05	0.000128427551238002	7.00918722283194e-05	4.15164022025114e-05	2.33672343548875e-05	7.3856409316659e-06	1.8632470465455e-05	1.90710407332799e-05	2.44459055517069e-06	0.00330801993925698	0.00339260454543558	0.000302062514088533	0.000897105851024416	0.0012937597590398	2.52184635783071e-06	2.49612132015488e-06	0.000200775470378363	5.8674640335722e-07	7.98392350048296e-07	0.000398079925858401	8.8708757406451e-07	9.32590988830871e-07	0.000199259000029914	1.13625245102552e-07	1.13625245102552e-07	1.22229527758535e-07	3.47101489832437e-07	5.68126225512761e-08	2.07027449616167e-07	2.21771893516127e-07	2.38388009165998e-07	1.00009951998146	1.79747956576058e-07
