"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Frontopsylla_luculenta"	0.00371887992321817	0.0684829307293048	0.0287391097178927	1.07397223821979e-05	3.09776589430446e-05	4.29507397611154e-06	2.3153213554628e-05	1.49708293260174e-08	0.0049066745317472	0.000609863655332012	0.000311947341487957	0.000976616164912679	7.25263077613812e-05	1.00156388958768	0.000211246714044332	0.000409320579127545	2.8444575719433e-06	0.000205824523915926	0.000326760016619195	0.000428712913464794	9.29719980804543e-06	3.09906660268181e-06	5.82549521308636e-05	2.06604440178787e-06	2.06604440178787e-06
"Amalaraeus_penicilliger"	0.0735798499724336	2.28798975279888e-05	0.0189771896624241	1.83860985718443e-05	0.00839775528232251	1.22094461135354e-05	1.60838766040258e-06	2.22263046991515e-07	1.70332816587299e-06	0.00257450147835713	0.00212701411603664	0.00120722860410561	0.00143132977732522	0.000246454499718387	1.00091915890556	0.000667176700585265	4.22299789283879e-05	0.000144031370293832	0.000374501259166129	1.91250989362008e-07	0.000183949624931084	6.13165416436947e-05	3.84672763427516e-05	4.08776944291298e-05	4.08776944291298e-05
"Megabothris_calcarifer"	0.000340437543110926	4.46312542269146e-05	0.0503899541904772	0.00721802831300679	0.0430114828697538	1.76797185640121e-06	1.04823906633206e-06	2.75062860259461e-06	3.2390722933313e-06	0.00180028499189292	0.000640594938021033	0.00212333808578224	6.70801748664363e-06	0.000545760772170059	0.000762487657811732	1.00279845114506	0.000522619434492975	9.30555939504737e-05	0.000700505144753212	3.10392510908178e-07	8.51093857777316e-07	2.83697952592439e-07	0.000102141799034751	1.89131968394959e-07	1.89131968394959e-07
"Ceratophyllus_indages"	0.00541663449534123	2.93623434327753e-05	5.97701142118995e-05	0.0901386659014757	3.02043101605997e-05	2.22433433511727e-05	1.29378339361184e-05	0.00530028266819157	2.62087353604258e-06	0.000153652585742031	0.000527110964308227	3.84077121455234e-05	0.000106435615688083	4.19183221128486e-06	5.33431312779637e-05	0.000577632006544867	1.0070537069564	0.00116282371931562	0.00039631796745129	5.71649664538396e-07	1.35415862383531e-05	4.51386207945102e-06	1.21155636916013e-07	3.00924138630068e-06	3.00924138630068e-06
"Corrodopsylla_birulai"	0.0262780590069276	0.0225286594649731	6.6147536725178e-05	0.0224094126013252	1.63772060943553e-05	0.0185589339111747	0.0111438977738489	8.61350903196753e-06	0.00205958776685828	0.000738752378968069	0.00078938581482714	0.000177549471486265	0.00143890895402677	0.000426895308862661	0.000256055769411256	0.000144753146145181	0.00163656671607383	1.00166442397998	0.000176084283285339	0.000475121054871549	6.5695147517319e-05	2.1898382505773e-05	1.34082844713199e-07	1.45989216705153e-05	1.45989216705153e-05
"Megabothris_rectangulatus"	0.0300760581976224	0.00751782697959319	0.0484395343590674	0.00747546546785703	0.00748687010141524	7.16195566427135e-06	4.24826023367875e-06	2.93568864778733e-06	0.00053870657462059	0.00185238363237448	0.00122491239500879	0.0018830575538795	0.000585170340514761	0.000677724478913886	0.000665780016295341	0.00108967466961611	0.000557780843079593	0.000176084283285339	1.0005707618319	4.71138664294678e-05	7.51901454940561e-05	2.5063381831352e-05	9.81882453224339e-05	1.67089212209014e-05	1.67089212209014e-05
"Oropsylla_alaskensis"	2.89662721147912e-05	0.0821037255429245	4.69156111400618e-05	1.85354317166597e-05	6.49685840920356e-07	1.48562399318392e-05	0.0187964450808115	7.14562080672996e-09	0.00663332660414387	1.65053562188158e-06	1.19537842286777e-06	1.75323440467388e-06	1.30604506549068e-06	0.00150049519712678	5.73752968086023e-07	8.14780341133968e-07	1.35766795327869e-06	0.000801766780095739	7.95046495997269e-05	1.00107704163707	7.2415680286978e-08	2.41385600956593e-08	9.50992117703955e-08	1.60923733971062e-08	1.60923733971062e-08
"Ceratophyllus_paradoxus"	0.100774273986905	1.00652782272811e-05	0.000155367679470219	1.60323380298029e-05	3.51478016129217e-05	1.67186351091158e-05	2.19436660854475e-06	3.00924138630068e-07	8.08796998892219e-07	0.00283074762833545	0.00266072909002328	0.000677342400033519	0.00196033570372304	5.78492432500605e-05	0.000981064666299115	3.97177133629414e-06	5.7175586339713e-05	0.000197085442551957	0.000225570436482168	1.2873898717685e-07	1.00025193568497	8.39785616557538e-05	3.14934485412607e-07	5.59857077705025e-05	5.59857077705025e-05
"Amphipsylla_marikovskii"	0.100774273986905	1.00652782272812e-05	0.000155367679470219	1.60323380298029e-05	3.51478016129217e-05	1.67186351091158e-05	2.19436660854475e-06	3.00924138630068e-07	8.08796998892219e-07	0.00283074762833545	0.00266072909002328	0.000677342400033519	0.00196033570372304	5.78492432500604e-05	0.000981064666299115	3.97177133629414e-06	5.7175586339713e-05	0.000197085442551957	0.000225570436482168	1.2873898717685e-07	0.000251935684967261	1.00008397856166	3.14934485412607e-07	5.59857077705025e-05	5.59857077705025e-05
"Neopsylla_mana"	0.000377921382495128	8.09685146965188e-05	0.100430634048288	1.83006117259326e-05	0.000102158929141618	7.13607365396741e-08	3.80859751844538e-08	8.0770424610675e-09	5.80167184755608e-06	0.00177707545813689	0.000757032380599589	0.00332866312246871	7.35203936312114e-06	0.00108742577310945	0.000615476421484026	0.00142998518648652	1.53463806760282e-06	1.20674560241879e-06	0.000883694207901905	5.07195796108776e-07	9.44803456237821e-07	3.14934485412607e-07	1.00020357560956	2.09956323608405e-07	2.09956323608405e-07
"Rhadinopsylla_dahurica"	0.100774273986905	1.00652782272812e-05	0.000155367679470219	1.60323380298029e-05	3.51478016129217e-05	1.67186351091158e-05	2.19436660854475e-06	3.00924138630068e-07	8.08796998892219e-07	0.00283074762833545	0.00266072909002328	0.000677342400033519	0.00196033570372304	5.78492432500604e-05	0.000981064666299115	3.97177133629414e-06	5.7175586339713e-05	0.000197085442551957	0.000225570436482168	1.2873898717685e-07	0.000251935684967261	8.39785616557538e-05	3.14934485412607e-07	1.00005598570777	5.59857077705025e-05
"Rhadinopsylla_pseudodahurica"	0.100774273986905	1.00652782272812e-05	0.000155367679470219	1.60323380298029e-05	3.51478016129217e-05	1.67186351091158e-05	2.19436660854475e-06	3.00924138630068e-07	8.08796998892219e-07	0.00283074762833545	0.00266072909002328	0.000677342400033519	0.00196033570372304	5.78492432500604e-05	0.000981064666299115	3.97177133629414e-06	5.7175586339713e-05	0.000197085442551957	0.000225570436482168	1.2873898717685e-07	0.000251935684967261	8.39785616557538e-05	3.14934485412607e-07	5.59857077705025e-05	1.00005598570777
