"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rutilus"	1.00774273986904	0.000100652782272811	0.00155367679470219	0.000160323380298029	0.000351478016129217	0.000167186351091158	2.19436660854476e-05	3.00924138630068e-06	8.08796998892219e-06	0.0283074762833545	0.0266072909002328	0.00677342400033519	0.0196033570372304	0.000578492432500605	0.00981064666299115	3.97177133629414e-05	0.000571755863397129	0.00197085442551957	0.00225570436482168	1.2873898717685e-06	0.00251935684967261	0.000839785616557538	3.14934485412607e-06	0.000559857077705025	0.000559857077705025
"Spermophilus_undulatus"	0.000174206738549097	1.0088759194867	0.000576122123802153	7.27763130864613e-05	7.8711661365174e-06	5.41960791208895e-05	0.000339889960589244	2.82330225315147e-08	0.0722840340616538	1.517423992935e-05	9.23022465411479e-06	2.03185461956929e-05	6.09715720561025e-06	0.0184377121194282	5.2799763526128e-06	9.01208018043468e-06	5.36427428098779e-06	0.00292439329593401	0.000975871771389501	0.00631567119560957	4.35516846372742e-07	1.45172282124247e-07	1.16781511581517e-06	9.67815214161649e-08	9.67815214161649e-08
"Microtus_gregalis"	0.00377921382495128	0.000809685146965187	1.00430634048288	0.000183006117259326	0.00102158929141618	7.13607365396741e-07	3.80859751844538e-07	8.0770424610675e-08	5.80167184755608e-05	0.0177707545813689	0.0075703238059959	0.0332866312246871	7.35203936312114e-05	0.0108742577310945	0.00615476421484026	0.0142998518648652	1.53463806760282e-05	1.20674560241879e-05	0.00883694207901904	5.07195796108776e-06	9.44803456237821e-06	3.14934485412607e-06	0.0020357560955734	2.09956323608405e-06	2.09956323608405e-06
"Tamias_sibiricus"	0.00122800887036788	0.000322073896212424	0.000576274582008089	1.00689249007705	0.000316724734315804	0.000238636738311561	0.000143232411669613	0.000383568791070109	2.88009361473861e-05	5.12441028857106e-05	0.0043230047777588	3.06000315352765e-05	3.58097871727313e-05	1.2796264966023e-05	1.87772921584792e-05	0.00645015296055926	0.0728780703033207	0.0128734923454421	0.00429441633259872	6.30993420141606e-06	3.07002217591971e-06	1.02334072530657e-06	1.1681241527191e-06	6.82227150204379e-07	6.82227150204379e-07
"Microtus_oeconomus"	0.00332979173175047	4.30842777998847e-05	0.0039788214507788	0.000391738487180074	1.00235662533188	6.47345004471871e-07	1.42506558993923e-07	1.58970053476841e-07	3.09202593167842e-06	0.0212655621154235	0.00539466998386909	0.0107050522341948	6.47783175898161e-05	4.56512868634341e-05	0.0106076908829337	0.0475390073823595	3.02043101605997e-05	1.16364359091472e-05	0.00531961822995294	2.73551933019097e-07	8.32447932937618e-06	2.77482644312539e-06	8.06517861644352e-06	1.84988429541693e-06	1.84988429541693e-06
"Myopus_schisticolor"	0.00601870863928168	0.0011272784457145	1.05613890078718e-05	0.00112159267006434	2.45991101699311e-06	1.00126248105888	0.000557483120174235	4.44866867023454e-07	0.000103051482697095	0.00016909554011743	0.000163691212013114	4.05002856711012e-05	0.050180154498708	2.40524142662246e-05	5.86053413449698e-05	7.42548179688509e-06	8.45247047344563e-05	0.0501091215601717	1.93372802935327e-05	2.37699838909427e-05	1.50467715982042e-05	5.01559053273474e-06	2.14082209619022e-08	3.34372702182316e-06	3.34372702182316e-06
"Sorex_araneus"	0.000789971979076112	0.00706971118025627	5.63672432729915e-06	0.000673192334847183	5.41524924176906e-07	0.000557483120174235	1.00100421448073	2.58756678722367e-07	0.040546604620507	2.22735268065011e-05	2.37558757184502e-05	5.45880140127099e-06	4.3234722268525e-05	0.000129657995905917	7.72026076993241e-06	4.40260407859467e-06	4.91637689572498e-05	0.030088523989392	1.14703026309326e-05	0.0300743121292984	1.97492994769028e-06	6.58309982563426e-07	1.14257925553361e-08	4.38873321708951e-07	4.38873321708951e-07
"Sciurus_vulgaris"	0.000541663449534123	2.93623434327753e-06	5.97701142118995e-06	0.00901386659014757	3.02043101605997e-06	2.22433433511727e-06	1.29378339361184e-06	1.00053002826682	2.62087353604258e-07	1.53652585742031e-05	5.27110964308227e-05	3.84077121455234e-06	1.06435615688083e-05	4.19183221128486e-07	5.33431312779637e-06	5.77632006544867e-05	0.10070537069564	0.000116282371931562	3.9631796745129e-05	5.71649664538396e-08	1.35415862383531e-06	4.51386207945102e-07	1.21155636916013e-08	3.00924138630068e-07	3.00924138630068e-07
"Citellophilus_tesquorum"	1.90305176209934e-05	0.0982684907504835	5.6120747283549e-05	8.84734639821664e-06	7.67954152965883e-07	6.7353910259539e-06	0.00265010487715732	3.42597847848703e-09	1.00714542973442	1.5359842200648e-06	9.60998023749611e-07	1.9930056135708e-06	7.06807393928122e-07	0.00179590701815584	5.34377463803292e-07	8.89157100130161e-07	6.50935910912536e-07	0.000363456664739697	9.50658661095159e-05	0.000693681213505242	4.75762940524834e-08	1.58587646841611e-08	1.13758271520707e-07	1.05725097894408e-08	1.05725097894408e-08
"Megabothris_advenarius"	0.0754866034222787	2.33795696689244e-05	0.0194820124299451	1.78405395231733e-05	0.00598586192878589	1.25255955642541e-05	1.64989087455564e-06	2.27633460358564e-07	1.74078211607344e-06	1.0025860883116	0.00216838678500026	0.00121126566944391	0.00146842134632252	0.000252980479248834	0.000915378303415868	0.000560088664144464	4.32503574681271e-05	0.000147750475793614	0.000370476726474895	1.95619036667447e-07	0.000188716508555697	6.29055028518989e-05	3.94905657363753e-05	4.1937001901266e-05	4.1937001901266e-05
"Catallagia_ioffi"	0.08707840658258	1.74535157095989e-05	0.0101855265753399	0.00184710204140603	0.00186361326715478	1.48810192739195e-05	2.15962506531366e-06	9.58383571469504e-07	1.33666088757901e-06	0.00266120196340941	1.00239127413356	0.00093736320730442	0.00169393529006942	0.000158809555666597	0.000928151614270533	0.000244590794517122	0.000182092878579206	0.000193758336366662	0.000300660315138521	1.73873225144403e-07	0.00021769601645645	7.25653388188167e-05	2.06463376527161e-05	4.83768925458778e-05	4.83768925458778e-05
"Amphipsylla_primaris"	0.0316679563652035	5.48864624507028e-05	0.0639794989773207	1.86779413267272e-05	0.00528301279090134	5.25977735988327e-06	7.08935246918311e-07	9.97602912870738e-08	3.96012803735497e-06	0.00212364760227179	0.00133909029614917	1.0023849705389	0.000616028807080284	0.000710266301754676	0.000752558090871032	0.00115818441042668	1.8954455344544e-05	6.22576068847941e-05	0.000660292908503202	3.64308447724442e-07	7.91698909130087e-05	2.63899636376696e-05	0.000129688173602677	1.75933090917797e-05	1.75933090917797e-05
"Catallagia_dacenkoi"	0.0940961137787061	1.69094493168924e-05	0.000145080243432257	2.24407999615783e-05	3.28210142455068e-05	0.0066906872664944	5.76462963580334e-06	2.83828308501553e-07	1.44188708361337e-06	0.00264315842338054	0.00248443842543515	0.000632456241935759	1.00216418102013	5.41529764618313e-05	0.00091605105748814	3.75648979252043e-06	5.39273786152951e-05	0.000518007223449638	0.000210661322585314	2.78622947304678e-07	0.000235240284446765	7.84134281489217e-05	2.94081574524846e-07	5.22756187659478e-05	5.22756187659478e-05
