"Gastonia_crassa"	"Craterispermum_microdon"	"Roscheria_melanochaetes"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Glionnetia_sericea"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Aphloia_theiformis"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp2_M_PL_103"	"Phelsuma_sp1_M_PL_103"	"Agrius_convolvuli"	"Forcipomyia_sp1_M_PL_103"	"Lygistorrhina_sp1_M_PL_103"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Physiphoa_azurea"	"Unidentified_sp1_M_PL_103"	"Unidentified_sp3_M_PL_103"
"Gastonia_crassa"	1.00719174034284	0.000419383013622867	0.000353077047779295	0.000669373920913473	0.000889526138701892	7.84310923745577e-05	0	0.000175013885915835	0	0.000280711187386521	4.37534714789587e-05	0.00431371008060067	0.012688506728898	0.0503714473656579	1.45384666732651e-05	0.0209852381809529	0	8.30769524186576e-06	8.30769524186576e-06	0.00842133562159562	0	0	0.00419663225142849	2.07692381046644e-06	0
"Craterispermum_microdon"	0.000559177351497156	1.00314212677166	1.96022942349048e-07	0.00194612331114664	0.00264985300954203	0.00122259178303455	0	0.000464628803726457	0	1.55846530517602e-07	0.000116157200931614	0.0672425480669003	0.0336855882701681	6.32902410354182e-05	8.07153292025491e-09	1.16506812323222e-05	0	4.61230452585995e-09	4.61230452585994e-09	4.67539591552806e-06	0	0	2.32990563123815e-06	1.15307613146499e-09	0
"Roscheria_melanochaetes"	0.000498461714511945	2.07553703663698e-07	1.00960128332032	3.31274829710716e-07	4.40228713600857e-07	3.88157440238334e-08	0	8.66148104106872e-08	0	1.38924669596417e-07	2.16537026026718e-08	2.13486592131083e-06	6.27957375477483e-06	2.49289554417786e-05	0.041571817548484	0.00594921569740718	0	0.0237553243134194	0.0237553243134194	4.16774008789252e-06	0	0	2.07692381046644e-06	0.00593883107835485	0
"Nephrosperma_vanhoutteanum"	0.00100406088137021	0.00218938872503997	3.51979506567636e-07	1.00490536242009	0.00025543556841386	0.000117539874312018	0	0.00130287265094396	0	2.79838595699612e-07	0.000325718162735989	0.00646469308716102	0.0944582671934367	5.36088516473619e-05	1.44932737998438e-08	2.09200054962317e-05	0	8.2818707427679e-09	8.28187074276789e-09	8.39515787098837e-06	0	0	4.1835870057092e-06	2.07046768569197e-09	0
"Psychotria_pervillei"	0.00142324182192303	0.00317982361145044	4.98925875414305e-07	0.000272464606308117	1.00363364103423	0.0015883643632382	0	2.06325664935551e-06	0	3.96667174449004e-07	5.15814162338878e-07	0.0873600399781011	0.000149586107078275	0.0134529439715525	2.05440066347067e-08	2.96538061481538e-05	0	1.17394323626895e-08	1.17394323626895e-08	1.19000152334701e-05	0	0	5.93017425801261e-06	2.93485809067238e-09	0
"Erythroxylum_sechellarum"	0.000313724369498231	0.00366777534910365	1.09977941400861e-07	0.000313439664832049	0.00397091090809551	1.00183227559474	0	2.14943974438947e-06	0	8.74371152447689e-08	5.37359936097366e-07	0.100775157710894	0.000155834381468236	6.86316972495183e-05	4.52850346944723e-09	6.53657129361354e-06	0	2.58771626825556e-09	2.58771626825556e-09	2.62311345734307e-06	0	0	1.30718487290929e-06	6.46929067063889e-10	0
"Glionnetia_sericea"	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0
"Memecylon_eleagni"	0.00105008331549501	0.00209082961676906	3.68112944245421e-07	0.00521149060377582	7.73721243508316e-06	3.2241596165842e-06	0	1.00138958753169	0	2.92665361063268e-07	0.000347396882922648	0.000177328778912131	0.100745096047568	5.26073286072182e-05	1.51575918218703e-08	2.18789011097396e-05	0	8.66148104106872e-09	8.66148104106872e-09	8.77996083189805e-06	0	0	4.37534714789586e-06	2.16537026026718e-09	0
"Dillenia_ferruginea"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0.0336700336700337	0	0	0.0336700336700337
"Aphloia_theiformis"	0.0067370684972765	2.80523754931684e-06	2.36171938313909e-06	4.4774175311938e-06	5.95000761673506e-06	5.24622691468614e-07	0	1.17066144425307e-06	0	1.00334635927216	2.92665361063268e-07	2.88542480307737e-05	8.48729547083479e-05	0.000336932758298715	9.72472687174921e-08	0.00014036948616022	0	5.55698678385669e-08	5.55698678385669e-08	0.100390778164693	0	0	2.80711187386521e-05	1.38924669596417e-08	0
"Paragenipa_wrightii"	0.00105008331549501	0.00209082961676906	3.68112944245421e-07	0.00521149060377582	7.73721243508316e-06	3.2241596165842e-06	0	0.00138958753169059	0	2.92665361063268e-07	1.00034739688292	0.000177328778912131	0.100745096047568	5.26073286072182e-05	1.51575918218703e-08	2.18789011097396e-05	0	8.66148104106872e-09	8.66148104106872e-09	8.77996083189805e-06	0	0	4.37534714789586e-06	2.16537026026718e-09	0
"Apis_mellifera"	0.00313724369498231	0.0366777534910365	1.09977941400861e-06	0.00313439664832049	0.0397091090809551	0.0183227559474353	0	2.14943974438947e-05	0	8.74371152447689e-07	5.37359936097366e-06	1.00775157710894	0.00155834381468236	0.000686316972495183	4.52850346944723e-08	6.53657129361354e-05	0	2.58771626825556e-08	2.58771626825556e-08	2.62311345734307e-05	0	0	1.30718487290929e-05	6.46929067063889e-09	0
"Lasioglossum_mahense"	0.0105008331549501	0.0209082961676906	3.68112944245421e-06	0.0521149060377582	7.73721243508316e-05	3.2241596165842e-05	0	0.0138958753169059	0	2.92665361063268e-06	0.00347396882922648	0.00177328778912131	1.00745096047568	0.000526073286072182	1.51575918218703e-07	0.000218789011097396	0	8.66148104106872e-08	8.66148104106872e-08	8.77996083189805e-05	0	0	4.37534714789586e-05	2.16537026026718e-08	0
"Nectarinia_dussumieri"	0.086351052626842	8.13731670455377e-05	3.02708744650169e-05	6.12672590255565e-05	0.0144138685409491	2.94135845355078e-05	0	1.5030665316348e-05	0	2.40666255927653e-05	3.75766632908701e-06	0.00161774714945293	0.00108972323543523	1.00450973754522	1.24644777208893e-06	0.00179915832702665	0	7.12255869765103e-07	7.12255869765103e-07	0.00072199876778296	0	0	0.000359796052611842	1.78063967441276e-07	0
"Unidentified_sp2_M_PL_103"	4.98461714511945e-05	2.07553703663698e-08	0.100960128332032	3.31274829710716e-08	4.40228713600857e-08	3.88157440238334e-09	0	8.66148104106872e-09	0	1.38924669596417e-08	2.16537026026718e-09	2.13486592131084e-07	6.27957375477483e-07	2.49289554417786e-06	1.00415718175485	0.000594921569740718	0	0.00237553243134194	0.00237553243134194	4.16774008789252e-07	0	0	2.07692381046644e-07	0.000593883107835485	0
"Phelsuma_sp1_M_PL_103"	0.0839409527238116	3.49520436969667e-05	0.0168561111426537	5.57866813232846e-05	7.41345153703844e-05	6.53657129361354e-06	0	1.45859340731597e-05	0	2.33949143600367e-05	3.64648351828993e-06	0.000359511421148745	0.00105748022030408	0.00419803609639552	0.000694075164697505	1.00184792344337	0	0.000396614379827145	0.000396614379827145	0.0007018474308011	0	0	0.000349753969682548	9.91535949567864e-05	0
"Agrius_convolvuli"	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0
"Forcipomyia_sp1_M_PL_103"	4.98461714511945e-05	2.07553703663698e-08	0.100960128332032	3.31274829710716e-08	4.40228713600857e-08	3.88157440238334e-09	0	8.66148104106872e-09	0	1.38924669596417e-08	2.16537026026718e-09	2.13486592131084e-07	6.27957375477483e-07	2.49289554417786e-06	0.0041571817548484	0.000594921569740718	0	1.00237553243134	0.00237553243134194	4.16774008789252e-07	0	0	2.07692381046644e-07	0.000593883107835485	0
"Lygistorrhina_sp1_M_PL_103"	4.98461714511945e-05	2.07553703663698e-08	0.100960128332032	3.31274829710716e-08	4.40228713600857e-08	3.88157440238334e-09	0	8.66148104106872e-09	0	1.38924669596417e-08	2.16537026026718e-09	2.13486592131084e-07	6.27957375477482e-07	2.49289554417786e-06	0.00415718175484839	0.000594921569740718	0	0.00237553243134194	1.00237553243134	4.16774008789252e-07	0	0	2.07692381046644e-07	0.000593883107835485	0
"Hemipyrellia_germana"	0.067370684972765	2.80523754931684e-05	2.36171938313909e-05	4.4774175311938e-05	5.95000761673506e-05	5.24622691468613e-06	0	1.17066144425307e-05	0	0.0334635927215643	2.92665361063268e-06	0.000288542480307737	0.000848729547083479	0.00336932758298715	9.72472687174921e-07	0.0014036948616022	0	5.55698678385669e-07	5.55698678385669e-07	1.00390778164693	0	0	0.000280711187386521	1.38924669596417e-07	0
"Ornidia_obesa"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	1.003367003367	0.00336700336700337	0	0	0.00336700336700337
"Pachycerina_seychellensis"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337	1.003367003367	0	0	0.00336700336700337
"Physiphoa_azurea"	0.100719174034284	4.19383013622867e-05	3.53077047779294e-05	6.69373920913473e-05	8.89526138701892e-05	7.84310923745577e-06	0	1.75013885915835e-05	0	2.80711187386521e-05	4.37534714789586e-06	0.000431371008060067	0.0012688506728898	0.00503714473656579	1.45384666732651e-06	0.00209852381809529	0	8.30769524186575e-07	8.30769524186575e-07	0.000842133562159562	0	0	1.00041966322514	2.07692381046644e-07	0
"Unidentified_sp1_M_PL_103"	4.98461714511946e-05	2.07553703663698e-08	0.100960128332032	3.31274829710716e-08	4.40228713600857e-08	3.88157440238334e-09	0	8.66148104106872e-09	0	1.38924669596417e-08	2.16537026026718e-09	2.13486592131084e-07	6.27957375477482e-07	2.49289554417786e-06	0.00415718175484839	0.000594921569740718	0	0.00237553243134194	0.00237553243134194	4.16774008789252e-07	0	0	2.07692381046644e-07	1.00059388310784	0
"Unidentified_sp3_M_PL_103"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337	0.00336700336700337	0	0	1.003367003367
