"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Sorex_araneus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Sicista_betulina"	"Sorex_caecutiens"	"Peromyscopsylla_silvatica"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_uncinatus"	"Peromyscopsylla_ostsibirica"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Megabothris_calcarifer"	"Amphipsylla_sibirica"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Neopsylla_pleskei"	"Ctenophyllus_armatus"	"Megabothris_turbidus"
"Clethrionomys_rutilus"	1.00840041699611	0.00060957495661808	0.000511238346796002	0.000399376770375788	4.24286665967793e-05	3.54014136334743e-05	5.12430568311555e-05	5.12430568311555e-05	8.68372218517792e-08	0.0299126773678004	0.0298832968461078	0.0197285768799948	0.00422138815505193	0.00386894310113831	0.00386494933343455	0.00281595203380301	0.00106917389366405	3.03930276481228e-06	0.00105528933855375	0.000704488131306138	0.000706711828328222	7.619686957726e-06	0.0010540770909367	0.0010540770909367	0.0010540770909367	1.77007068167371e-06	3.99376770375788e-06
"Clethrionomys_rufocanus"	0.0072895005228912	1.00206753722311	0.000427415179968323	0.000163249996082857	3.06707317976043e-07	2.5590888187157e-07	7.63719675139759e-05	7.63719675139759e-05	6.27726807155226e-10	0.0127688198546191	0.0294428609661431	0.0294032074928807	0.00838104155802351	2.95713521391572e-05	2.79388521783286e-05	0.00837088197541321	1.59750886594806e-05	2.19704382504329e-08	7.62845002395388e-06	5.09258674924424e-06	6.71229126597923e-06	0.0125258442152889	7.619686957726e-06	7.619686957726e-06	7.619686957726e-06	1.27954440935785e-08	1.63249996082857e-06
"Microtus_agrestis"	0.00733627027652263	0.000512898215961988	1.00109800219724	0.000944273233972208	3.08675165519733e-07	2.57550804431235e-07	0.00010449965979374	0.00010449965979374	6.31754329757947e-10	0.0503116371981389	0.000232235828687192	0.0402323690205899	3.49484526074433e-05	3.75608414135022e-05	2.81181090737801e-05	2.47236856715233e-05	0.0100422554280237	2.21114015415282e-08	7.67739449238345e-06	5.12526100818158e-06	1.45551158076821e-05	6.41122769952485e-06	7.66857520194003e-06	7.66857520194003e-06	7.66857520194003e-06	1.28775402215618e-08	9.44273233972209e-06
"Microtus_oeconomus"	0.00573105665489256	0.000195899995299428	0.000944273233972208	1.00317639002005	2.41135453694114e-07	2.01197365428609e-07	2.64736852264229e-05	2.64736852264229e-05	4.93523237196304e-10	0.0353305711897513	0.00017544887727261	0.0101923688121728	2.55951061833759e-05	0.0100537296225712	2.19657223706683e-05	1.76075707758601e-05	0.0250948431343966	1.72733133018706e-08	5.99754114002808e-06	4.00382757202931e-06	0.0100357576679043	2.44874994124285e-06	5.99065155563682e-06	5.99065155563682e-06	5.99065155563682e-06	1.00598682714304e-08	0.0100317639002005
"Sorex_araneus"	0.00173957533046795	1.05156794734643e-06	8.81929044342094e-07	6.8895843912604e-07	1.0062990185357	6.10704089194377e-08	8.83985726491321e-08	8.83985726491321e-08	0.00205955591186184	5.16018783215889e-05	5.15511944564582e-05	3.40334504699158e-05	7.28224876853291e-06	6.67425147817087e-06	6.66736189377961e-06	4.85775353443124e-06	1.84441467699783e-06	0.0720844569151644	0.0287532189010169	1.21530113749681e-06	1.2191372014421e-06	1.31445993418304e-08	1.81837142557626e-06	1.81837142557626e-06	1.81837142557626e-06	3.05352044597188e-09	6.88958439126041e-09
"Tamias_sibiricus"	0.00254005142820178	1.53545329122942e-06	1.28775402215618e-06	1.00598682714304e-06	1.06873215609016e-07	1.0075567642353	1.29075709902155e-07	1.29075709902155e-07	2.18733556301711e-10	7.5346794377331e-05	7.52727880254603e-05	4.96941483123296e-05	1.06332195341359e-05	9.74544861747685e-06	9.73538874920542e-06	7.09307817078843e-06	2.69313323341071e-06	7.65567447055988e-09	2.65815954295654e-06	0.0503796082824466	1.78013054994514e-06	1.91931661403678e-08	2.65510602251057e-06	2.65510602251057e-06	2.65510602251057e-06	0.0503778382117649	1.00598682714304e-08
"Apodemus_peninsulae"	0.00735337865527081	0.000916463610167711	0.0010449965979374	0.000264736852264229	3.09395004271962e-07	2.5815141980431e-07	1.00026043310286	0.00026043310285914	6.33227597773152e-10	0.000290754406385625	0.000244513180162302	0.100266744600769	3.83830308500909e-05	3.08310497797778e-05	2.81836812571355e-05	2.81344194838598e-05	2.47548458106531e-05	2.21629659220603e-08	7.69529838193823e-06	5.13721325410576e-06	7.77167420575783e-06	1.14557951270964e-05	7.68645852467332e-06	7.68645852467332e-06	7.68645852467332e-06	1.29075709902155e-08	2.64736852264229e-06
"Sicista_betulina"	0.00735337865527081	0.000916463610167711	0.0010449965979374	0.000264736852264229	3.09395004271962e-07	2.5815141980431e-07	0.00026043310285914	1.00026043310286	6.33227597773152e-10	0.000290754406385625	0.000244513180162302	0.100266744600769	3.83830308500909e-05	3.08310497797778e-05	2.81836812571355e-05	2.81344194838598e-05	2.47548458106531e-05	2.21629659220603e-08	7.69529838193823e-06	5.13721325410576e-06	7.77167420575783e-06	1.14557951270964e-05	7.68645852467332e-06	7.68645852467332e-06	7.68645852467332e-06	1.29075709902155e-08	2.64736852264229e-06
"Sorex_caecutiens"	1.24611413357303e-05	7.53272168586271e-09	6.31754329757947e-09	4.93523237196304e-09	0.00720844569151644	4.37467112603422e-10	6.33227597773153e-10	6.33227597773153e-10	1.00288008277874	3.69640962189033e-07	3.69277897252566e-07	2.43792625142664e-07	5.2165105791783e-08	4.78098243421982e-08	4.77604720184786e-08	3.47976614214272e-08	1.32121395200418e-08	0.100802897255839	0.000205968616769462	8.70559554080809e-09	8.73307450889756e-09	9.41590210732839e-11	1.30255832777669e-08	1.30255832777669e-08	1.30255832777669e-08	2.18733556301711e-11	4.93523237196304e-11
"Peromyscopsylla_silvatica"	0.0817613181386544	0.00291858739534152	0.0095831689901217	0.00672963260757168	3.44012522143926e-06	2.87035407151737e-06	5.53817916925e-06	5.53817916925e-06	7.04078023217205e-09	1.0031726803868	0.0025066279192813	0.00213219898016125	0.000366180731545565	0.000380667231833626	0.000313370905757909	0.000252227674906325	0.000349537297569939	2.46427308126022e-07	8.55630817714708e-05	5.71200460231957e-05	0.000124272854395337	3.6482342441769e-05	8.54647924794297e-05	8.54647924794297e-05	8.54647924794297e-05	1.43517703575869e-07	6.72963260757169e-05
