"Guarea_guidonia"	"Clusia_rosea"	"Ocotea_coriacea"	"Roystonea_borinquena"	"Cupania_americana"	"Cecropia_schreberiana"	"Clusia_gundlachi"	"Hyeronima_clusioides"	"Ficus_sp1_M_SD_005"	"Margravia_rectiflora"	"Persea_americana"	"Phoradendron_sp1_M_SD_005"	"Alchornea_latifolia"	"Anthurium_scandens"	"Ardisia_obovata"	"Bursera_simaruba"	"Chrysophyllum_argenteum"	"Comocladia_glabra"	"Dendropemon_bicolor"	"Guapira_fragrans"	"Petitia_dominguensis"	"Syzigium_malaccensis"	"Unidentified_sp1_M_SD_005"	"Unidentified_sp2_M_SD_005"	"Zanthoxylum_martinicensis"	"Loxigilla_portoricensis"	"Margarops_fuscatus"	"Columba_squamosa"	"Turdus_plumbeus"	"Vireo_altiloquous"	"Spindalis_portoricensis"	"Euphonia_musica"	"Tyrannus_caudifasciatus"	"Tyrannus_dominicensis"	"Molothrus_bonariensis"	"Myarchus_antillarum"	"Coereba_flaveola"	"Vireo_latimeri"
"Guarea_guidonia"	1.00462734696573	0.00113688137697031	0.000958040254867397	0.000143130724699142	0.00107957371644935	0.000203574387577042	0.000358458258919225	3.4084999810074e-07	0.000245583920299237	0.000182618254194939	0.000112707732705311	0	0.000132989804259959	0	1.1361666603358e-07	0.000132989804259959	0.000112594116039278	0.000132989804259959	0	0.000112594116039278	2.80222580710824e-07	0.000112594116039278	0.000132989804259959	7.00241381556613e-05	0.000112594116039278	0.0385670432353882	0.0326522936513905	5.04400645279484e-05	0.0119041034864624	0.00299031385763541	5.680833301679e-06	0	0.0118191452584204	3.07667653390545e-05	1.42110172121289e-05	0.00296189182321115	7.10550860606445e-06	7.10550860606445e-06
"Clusia_rosea"	0.00241587292606191	1.00584250638005	0.000395368068806485	1.66709472378509e-06	0.00039526916274693	6.60722873634951e-05	0.000196698770804692	1.98364884521016e-07	0.000131081800892834	6.58626807273815e-05	6.55926551482827e-05	0	6.55552673727244e-05	0	6.61216281736721e-08	6.55552673727244e-05	6.55265335201091e-05	6.55552673727244e-05	0	6.55265335201091e-05	9.04363917491112e-08	6.55265335201091e-05	6.55552673727244e-05	3.36147207272435e-07	6.55265335201091e-05	0.0190110275380901	0.0190026947208316	1.627855051484e-05	5.71450252363139e-05	0.0314396838329827	3.30608140868361e-06	0	2.84220344242578e-05	1.18593936298686e-05	0.0125730313297506	0.00629362117348139	0.00628651566487532	0.00628651566487532
"Ocotea_coriacea"	0.00217155791103277	0.000421725940060251	1.00247195120406	0.00155179020840834	0.00130531947399754	0.000383340949267335	0.000390768120950962	4.20483473546682e-07	0.000139529999960199	0.000296933537038627	0.000139039868586103	0	6.30292531945148e-07	0	1.40161157848894e-07	6.30292531945148e-07	0.000138899707428254	6.30292531945148e-07	0	0.000138899707428254	0.000112338413562508	0.000138899707428254	6.30292531945148e-07	0.000158033829610373	0.000138899707428254	0.000182784834264093	0.0402809151541937	0.0202209144412515	0.0268657510337633	1.95658706593321e-05	7.00805789244471e-06	0	2.55477401297973e-05	0.0133880480072875	5.27157425075313e-06	9.02272215782588e-06	2.63578712537657e-06	2.63578712537657e-06
"Roystonea_borinquena"	0.000374341895366986	2.05180889081242e-06	0.00179052716354808	1.0053909940232	0.000369359836614605	0.00103871474484789	0.000474454628101326	1.17225872102825e-09	6.31298060902005e-07	9.19857312295279e-05	3.87626883753343e-07	0	2.44061930055672e-07	0	3.90752907009418e-10	2.44061930055672e-07	3.87236130846333e-07	2.44061930055672e-07	0	3.87236130846333e-07	0.000473436093909578	3.87236130846333e-07	2.44061930055672e-07	9.15984950986815e-05	3.87236130846333e-07	7.0777959716145e-05	0.000112298477945437	0.085218496903724	0.0155717441667759	1.16512460244667e-06	1.95376453504709e-08	0	4.40402229843513e-06	3.00296927908845e-05	2.56476111351553e-08	1.11382938017636e-06	1.28238055675776e-08	1.28238055675776e-08
"Cupania_americana"	0.0030587921966065	0.00052702555032924	0.00163164934249692	0.000400139822999155	1.00266774885771	0.000371956971075926	0.00017551705187062	2.10670565509481e-09	0.00017432376741556	0.000198030295155845	6.96617336618018e-07	0	0.00017362785231416	0	7.02235218364938e-10	0.00017362785231416	6.95915101399653e-07	0.00017362785231416	0	6.95915101399653e-07	4.97369353660398e-07	6.95915101399653e-07	0.00017362785231416	0.000197334380054445	6.95915101399653e-07	0.0503520771711064	0.000201815379405899	8.95264836588716e-05	0.0335468446092557	2.54659960848667e-05	3.51117609182469e-08	0	3.59857905483118e-05	0.0167328844721952	6.5878193791155e-06	1.22903573266357e-05	3.29390968955775e-06	3.29390968955775e-06
"Cecropia_schreberiana"	0.00173038229440486	0.00026428914945398	0.0014375285597525	0.00337582292075565	0.00111587091322778	1.00079495957667	0.000367858207958077	1.55399544501792e-09	8.73930006452826e-05	0.00014868950737715	5.1385449381926e-07	0	8.6879664149945e-05	0	5.17998481672642e-10	8.6879664149945e-05	5.13336495337588e-07	8.6879664149945e-05	0	5.13336495337588e-07	0.000279951870817457	5.13336495337588e-07	8.6879664149945e-05	0.000148176170881813	5.13336495337588e-07	0.0251951026034841	0.0001488675836479	0.0503913367471422	0.0251899490499081	1.33483956098629e-05	2.58999240836321e-08	0	2.03574387577042e-05	3.7764896017163e-05	3.30361436817476e-06	6.74116687351343e-06	1.65180718408738e-06	1.65180718408738e-06
"Clusia_gundlachi"	0.00304689520081342	0.000786795083218767	0.00146538045356611	0.00154197754132931	0.000526551155611859	0.000367858207958077	1.00057393218046	5.25075009597899e-07	0.000260446138551645	0.000174239098268749	0.000173624803173705	0	8.69963603811387e-05	0	1.750250031993e-07	8.69963603811387e-05	0.000173449778170506	8.69963603811387e-05	0	0.000173449778170506	0.000140036263739348	0.000173449778170506	8.69963603811387e-05	7.89320098243298e-07	0.000173449778170506	0.0252289445105302	0.0503004356694468	0.0252065274730826	0.000134184416701361	3.35488028235671e-05	8.75125015996499e-06	0	3.58458258919226e-05	2.83142586410791e-05	9.83493854023459e-06	1.38789257430979e-05	4.91746927011729e-06	4.91746927011729e-06
"Hyeronima_clusioides"	3.86296664514172e-06	1.05794605077875e-06	2.10241736773341e-06	5.07978779112243e-09	8.42682262037925e-09	2.07199392669057e-09	7.00100012797199e-07	1.00605449147184	3.50233540263307e-07	3.5023545041391e-07	0.00201851335643347	0	7.0105480872941e-10	0	0.00201816382394802	7.0105480872941e-10	3.49532485454578e-07	7.0105480872941e-10	0	3.49532485454578e-07	3.33987079314303e-10	3.49532485454578e-07	7.0105480872941e-10	7.0296495933255e-10	3.49532485454578e-07	2.03305894531529e-07	0.000101364420781828	6.01176742765746e-08	1.19504043086534e-07	4.44224806901941e-08	0.100908191197401	0	4.5446666413432e-08	2.81726786134518e-08	1.32243256347344e-08	1.79738294207252e-08	6.61216281736722e-09	6.61216281736722e-09
"Ficus_sp1_M_SD_005"	0.00417492664508703	0.00104865440714267	0.00104647499970149	4.10343739586304e-06	0.00104594260449336	0.000174786001290565	0.00052089227710329	5.25350310394961e-07	1.00034711232321	0.000174276647097633	0.0001737158359706	0	0.000173571604011304	0	1.75116770131654e-07	0.000173571604011304	0.000173540719200469	0.000173571604011304	0	0.000173540719200469	2.39234691048563e-07	0.000173540719200469	0.000173571604011304	7.35927897164421e-07	0.000173540719200469	0.0503357651632781	0.0503268085681359	4.30622443887413e-05	0.000125107742517952	4.50496462381702e-05	8.75583850658268e-06	0	4.91167840598474e-05	3.13853767375759e-05	1.31081800892834e-05	1.88332860596035e-05	6.55409004464168e-06	6.55409004464168e-06
"Margravia_rectiflora"	0.00310451032131396	0.000526901445819052	0.0022270015277897	0.000597907252991931	0.00118818177093507	0.0002973790147543	0.000348478196537499	5.25353175620865e-07	0.000174276647097633	1.0004688659315	0.000173716783405299	0	7.34981417540565e-07	0	1.75117725206955e-07	7.34981417540565e-07	0.000173541665680093	7.34981417540565e-07	0	0.000173541665680093	6.59883759773134e-07	0.000173541665680093	7.34981417540565e-07	0.000295324265817213	0.000173541665680093	0.000213144611086764	0.0503270830472268	0.000118779076759164	0.0502051251889263	2.55965828915923e-05	8.75588626034776e-06	0	3.65236508389878e-05	4.94963832194472e-05	6.58626807273815e-06	1.2424046746116e-05	3.29313403636908e-06	3.29313403636908e-06
