"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Memecylon_eleagni"	"Gastonia_crassa"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Neophyllomyza_approximatonervis"	"Forcipomyia_sp1_M_PL_128"	"Unidentified_sp6_M_PL_128"	"Xylocopa_caffra"	"Unidentified_sp1_M_PL_128"	"Mabuya_sechellensis"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_128"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_128"	"Unidentified_sp7_M_PL_128"	"Cratopus_aurostriatus"	"Unidentified_sp5_M_PL_128"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_128"	"Unidentified_sp4_M_PL_128"	"Chalcidoma_disjunctum"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp2_M_PL_128"
"Nephrosperma_vanhoutteanum"	1.00408520317835	0.00120088015359101	0.00190431700120491	0.000875328868328952	0.000491640326291627	0.000131676358686536	0.000554934562088464	0.000495033712429086	4.52591710131629e-05	0.000283537213493769	3.31995555357309e-05	0.0323167774392694	0.0134993422982321	0.0348828493445445	0.00274897242935411	2.64900033880369e-05	1.11156918870142e-05	0.00672389323844274	3.82220211198081e-06	7.72090675288881e-06	0.00536292383465978	1.09253405842584e-05	0.00134498345500233	8.83000112934563e-06	0.00268708212681495	1.42823775090368e-05	3.64178019475279e-06	3.64178019475279e-06	3.53200045173825e-06	3.53200045173825e-06	3.09396070268179e-06	3.09396070268179e-06	7.74566815803153e-07	0.00133878027090446
"Phoenicophorium_borsigianum"	0.00132450016940184	1.00591311996935	2.77511076659951e-06	0.00141271596970888	0.000295267072955141	7.90704105052522e-05	0.000333232905950637	0.000285240963904363	0.00014891372440646	0.000285785836602193	2.03879674614392e-05	0.0194059162877135	0.0400524513360506	4.91954707108136e-05	3.63606710548573e-06	0.0221892599993238	6.67502249323292e-06	1.24302020627327e-05	9.61442237976892e-06	8.37991928325257e-06	0.00149609086961501	6.56149051011425e-06	0.00444259627457877	0.00739641999977461	3.54587600557125e-06	2.08133307494963e-08	2.18716350337142e-06	2.18716350337142e-06	0.00295856799990984	0.00295856799990984	1.78275602440227e-06	1.78275602440227e-06	4.65120061795601e-07	1.76600022586913e-06
"Roscheria_melanochaetes"	0.0035705943772592	4.71768830321917e-06	1.0062141525771	3.42727409893652e-06	2.04114495159222e-06	5.43695881417379e-07	2.29132629651209e-06	0.000211906597513543	1.8361861428091e-07	9.09590692710097e-05	1.92731717335196e-07	0.00013343606079688	5.23525393883451e-05	0.0378578219830449	0.0377425523066474	1.04066653747482e-07	4.59383289229409e-08	0.0126041297021978	1.74415074346945e-08	1.0325958112658e-06	1.90737441620617e-05	4.53587767020494e-08	4.78527820604738e-06	3.46888845824939e-08	0.00504059234789154	0.00754660614432827	1.51195922340165e-08	1.51195922340165e-08	1.38755538329976e-08	1.38755538329976e-08	1.32441623445965e-06	1.32441623445965e-06	3.19821106716105e-09	4.76079250301227e-06
"Erythroxylum_sechellarum"	0.00226378155602315	0.00331257537724841	4.72727461922278e-06	1.00227730307366	0.000530087353234248	0.000141971874371974	0.000598323795172608	0.000489727433812586	8.69449597414018e-07	0.000445910377736351	3.57325355295884e-05	0.0348435621894637	0.0589338236899183	8.36095931596496e-05	6.21402361428259e-06	7.30715156745974e-05	1.1984830566776e-05	2.12725608955519e-05	1.24325149349779e-06	8.9203761007895e-06	0.00692920219858743	1.17797189607611e-05	1.76500675348986e-05	2.43571718915324e-05	6.06038718915785e-06	3.54545596441709e-08	3.92657298692035e-06	3.92657298692035e-06	9.74286875661298e-06	9.74286875661298e-06	3.06079646132866e-06	3.06079646132866e-06	8.35128672776317e-07	3.01837540803087e-06
"Dillenia_ferruginea"	0.0013656675730323	0.000743635591146282	3.0239184468033e-06	0.000569353083103451	1.00464075526152	0.000574043905300317	0.000962620456586758	0.000624096584820608	8.42692198088364e-05	0.000268663711698523	0.000264880795544768	0.0560584854129936	9.39675393698473e-05	5.04416918257473e-05	3.75517713650791e-06	1.64037262752856e-05	0.00376141243241028	1.69434567777246e-05	1.38855130400224e-05	0.00374027782265465	1.23037151281116e-05	0.0223253501169227	6.78701974861025e-06	5.46790875842855e-06	3.65689978698681e-06	2.26793883510247e-08	0.00744178337230757	0.00744178337230757	2.18716350337142e-06	2.18716350337142e-06	3.9006036551288e-06	3.9006036551288e-06	3.37672885470775e-06	1.8208900973764e-06
"Dillenia_suffruticosa"	0.000580925111852365	0.000316281642021009	1.27928442686442e-06	0.000242187315105132	0.000911716790771092	1.00725225804567	0.000409501878696663	0.000265491694434468	2.57033240723566e-07	9.66723055657013e-05	2.44389992283871e-05	0.0238474623476292	3.93828305394489e-05	2.12608471053972e-05	1.59710679761372e-06	6.97680092693402e-06	0.0711035361203136	7.20747131478242e-06	8.30055302056318e-07	5.81372842738486e-06	5.23364467056084e-06	2.02603731282465e-05	2.17506766600443e-06	2.32560030897801e-06	1.55553005374063e-06	9.59463320148316e-09	6.7534577094155e-06	6.7534577094155e-06	9.30240123591202e-07	9.30240123591202e-07	1.65932309021542e-06	1.65932309021542e-06	0.00592501328262158	7.74566815803153e-07
"Excoecaria_benthiamiana"	0.00244824071509616	0.00133293162380255	5.39135599179314e-06	0.00102067000352974	0.00152886778399073	0.000409501878696664	1.00172579774592	0.00111888367153032	8.90163416055993e-07	0.000407318545478423	0.000102516613561916	0.100502339320975	0.00016597112308744	8.96002822561196e-05	6.73081775661535e-06	2.94029034662326e-05	3.45684882408631e-05	3.03750426113342e-05	3.47063025702722e-06	1.59014055788942e-05	2.20565808508806e-05	3.39748396442385e-05	9.1627049150292e-06	9.80096782207755e-06	6.55559868688207e-06	4.04351699384486e-08	1.13249465480795e-05	1.13249465480795e-05	3.92038712883102e-06	3.92038712883102e-06	6.99302294706452e-06	6.99302294706452e-06	2.40883458056861e-06	3.26432095346155e-06
"Memecylon_eleagni"	0.00232047052701134	0.00121227409659354	0.000529766493783858	0.000887630973785311	0.00105316298688477	0.000282084925336622	0.00118881390100097	1.00224224807393	6.93154260850938e-07	0.000313226023717922	7.06389447015865e-05	0.0692309271759387	0.00640556247744761	0.000103789510939043	2.60541649222583e-05	2.6741340366034e-05	2.38124807377139e-05	0.0125501199856099	2.39622074570394e-06	1.1319141709522e-05	2.02801917577867e-05	2.34036219307728e-05	8.45609186110561e-06	8.91378012201134e-06	8.83675387428287e-06	3.97324870337894e-06	7.80120731025759e-06	7.80120731025759e-06	3.56551204880454e-06	3.56551204880454e-06	0.00626401405046209	0.00626401405046209	1.65932309021542e-06	3.09396070268179e-06
"Gastonia_crassa"	0.000339443782598722	0.00101261332596393	7.34474457123641e-07	2.52140383250065e-06	0.000227526893483858	4.36956509230062e-07	1.51327780729519e-06	1.1090468173615e-06	1.00514852065153	0.000226003506233051	0.00314058678177609	8.81261781895433e-05	5.24208108729978e-05	1.43060773248206e-05	9.32726212405395e-07	2.2337058660969e-05	8.73536186975192e-07	2.28600256658921e-06	0.0604135974651511	0.02028080129873	3.3168930765394e-06	5.05615318853018e-06	0.0201078904164729	7.44568622032301e-06	9.08855792548877e-07	5.50855842842731e-09	1.68538439617673e-06	1.68538439617673e-06	2.9782744881292e-06	2.9782744881292e-06	6.93154260850938e-09	6.93154260850938e-09	2.57033240723566e-09	4.52591710131629e-07
"Psychotria_pervillei"	0.00236281011244807	0.00215927076543879	0.000404262530093376	0.00143682232826158	0.000805991135095569	0.000182603243846325	0.000769379474792577	0.000556846264387417	0.000251115006925613	1.00050531059595	0.000666598643769323	0.0448050400026265	0.0335551247106254	0.0112137962687317	2.14606718450298e-05	4.76309727670321e-05	1.58747930942993e-05	2.77659273473304e-05	3.72868552078475e-05	0.0111617663837663	2.56861716227774e-05	1.79109141132349e-05	1.76989081751828e-05	1.5876990922344e-05	8.32213961699508e-06	3.03196897570032e-06	5.97030470441162e-06	5.97030470441162e-06	6.35079636893761e-06	6.35079636893761e-06	3.48028915242135e-06	3.48028915242135e-06	1.07413672850779e-06	3.1504134832641e-06
