"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	1.0069494076038	0.0020833084115556	0.000326322530464164	0.000283424593125753	0.000113878951742414	5.64055249325691e-05	8.13107661417262e-05	4.1572715276536e-05	7.19278639877119e-05	4.18653949270482e-05	2.64863414339511e-05	2.09523004494753e-05	0	4.14710317816193e-06	0.0554678704262359	0.0102640803659508	0.00722324862318883	2.29107978705676e-05	0.00731320346506461	0.00368749414057317	0.00574403148898403	0.000443063504418298	0.00601509474846806	0.00126707487223523	0.0014297995915661	0.000836768270147323	0.000420809187599211	0.000348169411024191	2.12482766968962e-06	0.000347396432840556	2.10628607785952e-06	0.00017412656292678	0	1.84767623451271e-07	2.21198136990467e-07	3.22041499438832e-07
"Clethrionomys_centralis"	0.00555485082897315	1.00333219484155	0.000244316781083376	0.000409095511990074	0.000186768401875312	4.7948271822063e-05	0.000111443500952082	4.52787263380959e-05	7.49480503036375e-05	3.87727274132609e-05	2.97606057150268e-05	2.27734393500953e-05	0	2.85841364491191e-06	0.0282619884318145	0.00707457377115699	0.017011554878728	1.71532513548084e-05	0.0110156451043462	0.0190214205557154	0.00400702643484719	0.00206458862806156	0.00298965932135265	0.00499562859744976	0.00204010317312593	0.00102053603432817	6.01300845615894e-06	0.000186861637543274	2.31424601283601e-06	2.33655347583207e-06	0.00101439835875524	0.000277611500605002	0	2.01238783724871e-07	1.88032438517894e-07	2.98251749332776e-07
"Spermophilus_undulatus"	0.00164923634299049	0.000463095222680684	1.00769214555231	0.000140936642616504	3.33756068421069e-05	9.23725601035823e-06	2.33408937442148e-05	1.63852513963076e-05	6.68657591891683e-06	1.72263726714669e-06	4.19490281155302e-05	1.63638983890509e-05	0	6.53519273230377e-06	0.000106774549255431	0.0161746020124518	2.04639912283588e-05	0.0707491175361637	1.73982665499321e-05	1.63804059187232e-05	0.00809080447771571	1.13018526593992e-05	1.24745692637344e-05	0.000357487883502346	0.000355157988066634	0.00298699132314967	1.26532854907401e-06	0.00210732710897117	8.37468404700167e-07	7.13801658486498e-07	4.68202890577898e-07	4.11944772747552e-07	0	7.28233395391449e-08	3.62245333739538e-08	1.32510559011284e-08
"Apodemus_uralensis"	0.00282548022219178	0.0015295392338323	0.000277998738356953	1.00352018498194	0.00162251106283076	5.47045379410019e-05	0.000132405738254396	3.64860113522015e-05	2.35506253072259e-05	3.68942598083182e-05	3.28077862994023e-05	6.89391100265388e-06	0	1.55299189435966e-06	0.00884090030224711	0.00384365493854015	0.00281034795010052	1.95180298881276e-05	0.0017618393223405	0.002806085708399	0.0107265187328535	0.0545853016421103	0.00486145205153768	0.00692710992564337	0.00174008507799272	0.00103970160166516	5.23808120087209e-06	1.83631500571674e-06	1.86484058022363e-06	0.00103553085940793	1.54640915185251e-06	9.0873178749106e-07	0	1.62160050454229e-07	2.14527599768635e-07	2.83801998525525e-07
"Apodemus_agrarius"	0.00258095967972455	0.00158753141594015	0.000149668736932573	0.00368867749440431	1.00173983723263	6.68895775896771e-05	0.000165030122060552	2.70209574801902e-05	2.59613196631133e-05	4.52805554211064e-05	1.69334310105122e-05	6.24831666693387e-06	0	9.71261483322544e-07	0.00961658170674963	0.0024038721712233	0.00240518292617938	1.05081012166946e-05	4.27324563227258e-05	0.00396434861935766	0.00554194010978163	0.0581183582686794	0.00630116841115132	0.00865119850004692	0.00392916417857439	8.21208046080772e-06	6.04723210160524e-06	1.49440125256254e-06	1.38107116009861e-06	4.69243961399721e-06	1.60504095361596e-06	8.82578097139066e-07	0	1.20093144356401e-07	2.62312068979126e-07	3.48311964777741e-07
"Sorex_araneus"	0.00320847897704673	0.00102289646553734	0.000103964410783248	0.000312137657663364	0.00016787972414664	1.00424950463605	0.000136042193852222	3.2496172211144e-05	1.08725425143285e-05	0.000845942536271362	3.31934953855754e-06	5.86624544713082e-06	0	1.60918995240848e-06	0.0120632497378649	0.00398274513221098	4.29844776426447e-05	7.2992434748517e-06	3.52368400588859e-05	3.36832394038439e-05	2.88433950089408e-05	3.0640260378947e-05	2.66078536094838e-05	0.0216985475910484	1.01971935346747e-05	4.36251398291302e-06	0.0590943492123676	1.51137032371395e-06	1.66091546856958e-06	1.42778208460529e-06	1.03417841184842e-06	8.35044000253009e-07	0	1.44427432049529e-07	0.0039382333515139	6.50725027901047e-06
"Sicista_tianshanica"	0.00512788114298147	0.00263588106599706	0.000291253761069115	0.000837610213739764	0.000459214252690231	0.000150829388836159	1.00035238299224	5.07113995873238e-05	5.46261323677578e-05	0.000100391179952863	2.42613954632383e-05	1.32980738572694e-05	0	2.66910222949155e-06	0.017774194277604	0.00660602801799157	0.0087843055402044	2.04486525628664e-05	6.80797769931907e-05	0.00659789546775361	0.00657919740650072	0.00442883606059956	0.0130940117529697	0.0196075438225677	0.0174133443988255	8.95685332999353e-06	1.33101869488246e-05	2.86105519185218e-06	2.59191597890766e-06	2.63114103517489e-06	2.66495328363673e-06	1.61061811644538e-06	0	2.25383998165884e-07	5.91487799357488e-07	7.72239845791257e-07
"Dryomys_nitedula"	0.00268005437816069	0.0010947389834633	0.000209002984477346	0.000235942873410903	7.68596123880965e-05	3.68289951726299e-05	5.18383195781533e-05	1.00563389295167	2.08688309273655e-05	2.82494801640094e-05	3.06012244127704e-05	2.11495698203045e-06	0	1.65102078474825e-08	0.013592734924222	4.08627644225191e-05	0.00674341219329345	1.46739029171377e-05	0.00673614029885014	3.24344347177268e-05	0.0134343967455402	2.0801706686918e-05	2.17631401310082e-05	0.00448316731099031	7.68135522095389e-06	4.59427957916972e-06	3.92692830215847e-06	1.5620169382161e-06	0.0513990656397518	1.1670781929377e-06	1.10681331048679e-06	7.63777234215483e-07	0	0.00446948396867407	1.44427432049529e-07	2.17303693569303e-07
"Arvicola_terrestris"	0.00673105591704363	0.00263043479775347	0.000123809502498654	0.000221071998851701	0.000107195126350919	1.78870860719598e-05	8.10581319005438e-05	3.02934642494016e-05	1.0000933592493	2.72659549390456e-05	1.3192790978153e-05	2.17418748220486e-05	0	2.64420625527684e-06	0.0488419163890188	0.00654441048181018	0.0129987107938136	8.69254869459189e-06	0.00653029273400472	0.012980763164203	5.41619094439235e-05	2.66560651383231e-05	0.0129550982296212	2.67325634507625e-05	1.7083359567122e-05	8.99855212354213e-06	4.46570029081946e-06	3.06262468229483e-06	1.54833261719164e-06	2.54816295418967e-06	2.6594469462581e-06	1.88543055112733e-06	0	1.34637618886229e-07	7.01454355763131e-08	2.09738114915735e-07
"Neomys_fodiens"	0.00467121194936026	0.0016224895163703	3.80305304362385e-05	0.000412931907854639	0.000222919657457755	0.00165934882114767	0.000177615164531989	4.88933310530932e-05	3.2509407811939e-05	1.00120827762685	2.00774687535067e-07	6.55323615961792e-06	0	2.81772916540643e-08	0.0426916556533452	6.97387968438092e-05	6.47180435335712e-05	2.67008776407737e-06	5.28055351779611e-05	5.13446745254057e-05	4.07232737887652e-05	4.12931586653777e-05	3.87446753067783e-05	0.0270137062651725	1.45651153284809e-05	6.04589658337794e-06	0.0232043474099552	1.98796558193371e-06	2.49899247604699e-06	2.03591049498245e-06	1.64038462133027e-06	1.25248137259625e-06	0	2.17303693569303e-07	6.50725027901047e-06	0.00770160213559113
