"Xysmalobium_gerrardii"	"Sisyranthus_trichostomus"	"Pachycarpus_natalensis"	"Asclepias_woodii"	"Miraglossum_verticillare"	"Xysmalobium_involucratum"	"Aspidonepsis_diploglossa"	"Miraglossum_pilosum"	"Asclepias_cucullata"	"Aspilocoryphus_fasciativentris"	"Hemipepsis_hilaris"	"Atrichelaphinis_tigrina"	"Sarcophaga_sp1_M_PL_013"	"Cyrtothyrea_marginalis"	"Diptera_sp3_M_PL_013"	"Unidentified_sp15_M_PL_013"	"Unidentified_sp20_M_PL_013"	"Unidentified_sp6_M_PL_013"	"Unidentified_sp19_M_PL_013"	"Unidentified_sp25_M_PL_013"	"Unidentified_sp4_M_PL_013"	"Apis_mellifera"	"Musca_domestica"	"Unidentified_sp13_M_PL_013"	"Unidentified_sp33_M_PL_013"	"Unidentified_sp9_M_PL_013"	"Unidentified_sp11_M_PL_013"	"Unidentified_sp12_M_PL_013"	"Unidentified_sp28_M_PL_013"	"Unidentified_sp10_M_PL_013"	"Unidentified_sp16_M_PL_013"	"Unidentified_sp17_M_PL_013"	"Unidentified_sp2_M_PL_013"	"Unidentified_sp30_M_PL_013"	"Unidentified_sp38_M_PL_013"	"Unidentified_sp5_M_PL_013"	"Unidentified_sp7_M_PL_013"	"Unidentified_sp8_M_PL_013"	"Actea_sp1_M_PL_013"	"Arge_sp1_M_PL_013"	"Dacus_sp1_M_PL_013"	"Diptera_sp1_M_PL_013"	"Diptera_sp2_M_PL_013"	"Homoecerus_annulatus"	"Microphthalma_sp1_M_PL_013"	"Microphthalma_sp2_M_PL_013"	"Spilostethus_rivularis"	"Tiphia_sp1_M_PL_013"	"Unidentified_sp1_M_PL_013"	"Unidentified_sp14_M_PL_013"	"Unidentified_sp18_M_PL_013"	"Unidentified_sp21_M_PL_013"	"Unidentified_sp22_M_PL_013"	"Unidentified_sp23_M_PL_013"	"Unidentified_sp24_M_PL_013"	"Unidentified_sp26_M_PL_013"	"Unidentified_sp27_M_PL_013"	"Unidentified_sp29_M_PL_013"	"Unidentified_sp3_M_PL_013"	"Unidentified_sp31_M_PL_013"	"Unidentified_sp32_M_PL_013"	"Unidentified_sp34_M_PL_013"	"Unidentified_sp35_M_PL_013"	"Unidentified_sp36_M_PL_013"	"Unidentified_sp37_M_PL_013"
"Xysmalobium_gerrardii"	1.00765566898997	0.000576554667953227	0.000689640570461366	0.000176308099469513	0.000470072861584471	0.000302415417680875	7.6208371934088e-05	0.000124875956039867	2.92651659220031e-05	0.0425815769487017	0.0126263466662532	0.00463140520599293	0.0162580961561629	0.00186864785767883	0.00459763059445605	0.00123203929805033	0.00245518029246782	1.38227387151882e-05	0.00122928452250816	0.0018388465552311	0.000310756531581493	0.000920185361334893	0.000920359123964486	0.00091987776831091	0.00091987776831091	4.17124714042587e-06	0.000307909451716789	0.000918834956525803	2.27671415424544e-06	2.34402040861848e-06	1.17538732979675e-06	0.000612556637683868	1.52416743868176e-06	0.000307040402561275	9.75505530733436e-07	0.000307321130627041	0.000612556637683868	0.000612556637683868	0.000306278318841935	5.88321089748191e-07	1.30120862351201e-06	5.88321089748191e-07	1.30120862351201e-06	1.30120862351201e-06	1.30120862351201e-06	0.000306278318841934	1.30120862351201e-06	5.87693664898376e-07	0.000306278318841934	0.000306278318841935	5.88321089748191e-07	0.000306278318841935	0.000306278318841934	0.000306278318841935	0.000306278318841935	0.000306278318841935	7.6208371934088e-07	0.000306278318841935	4.87752765366718e-07	0.000306278318841935	0.000306278318841935	1.04281178510647e-06	1.5669095386149e-06	0.000306278318841935	5.88321089748191e-07
"Sisyranthus_trichostomus"	0.00193557638527155	1.00613818910802	5.0363703362249e-05	0.00135786295736175	0.000168449731311619	0.000408082054608888	2.10191338171713e-05	2.06994959786421e-05	7.67531282200722e-07	0.00111080982722645	0.00209294903784048	0.0360192292941683	4.15286861488155e-05	0.0431605092091351	1.40075511638679e-05	0.0102704766792456	8.17745267506074e-06	5.80182523282014e-06	7.98200235359811e-06	0.00205687316961607	9.54626078174641e-06	0.00102864677614621	2.185345945588e-06	3.17214276789591e-06	3.17214276789591e-06	5.62871799460536e-06	0.00102866712212719	1.76496326924457e-06	1.20610231473827e-07	1.50220535405181e-06	9.05241971574498e-06	1.17664217949638e-06	4.20382676343426e-07	7.98512427919904e-07	2.55843760733574e-08	1.99550058839953e-06	1.17664217949638e-06	1.17664217949638e-06	5.88321089748192e-07	0.00102667162153879	9.50258554004698e-08	0.00102667162153879	9.50258554004698e-08	9.50258554004698e-08	9.50258554004698e-08	5.88321089748191e-07	9.50258554004698e-08	4.52620985787249e-06	5.88321089748191e-07	5.88321089748192e-07	0.00102667162153879	5.88321089748191e-07	5.88321089748191e-07	5.88321089748191e-07	5.88321089748191e-07	5.88321089748191e-07	2.10191338171713e-07	5.88321089748191e-07	1.27921880366787e-08	5.88321089748191e-07	5.88321089748191e-07	1.40717949865134e-06	5.61499104372063e-07	5.88321089748191e-07	0.00102667162153879
"Pachycarpus_natalensis"	0.00428097637135452	9.31253382924605e-05	1.00358626484903	0.000183170986295318	0.000958619518525899	0.000204510317388388	0.000285841534255726	0.000376027363447378	0.000132473822415837	0.0077613074890747	0.0380205445263461	3.94292299475155e-05	0.0209186011184552	1.987829569752e-05	0.00191688308798328	6.86030103904718e-06	0.00190857447364637	0.0170483583131702	8.02566645802581e-06	7.997303451873e-06	6.88581789337033e-06	6.85706706849377e-06	9.62045655565056e-06	4.60883386153047e-06	4.60883386153047e-06	2.82083196397777e-06	2.10144246990692e-06	3.90362587053603e-06	0.00189797478436172	0.00189426419827219	1.22113990863546e-06	2.60241724702402e-06	5.71683068511453e-06	4.15962396606927e-06	4.41579408052789e-06	2.00641661450645e-06	2.60241724702402e-06	2.60241724702402e-06	1.30120862351201e-06	9.502585540047e-08	0.0018935589902812	9.502585540047e-08	0.0018935589902812	0.0018935589902812	0.0018935589902812	1.30120862351201e-06	0.0018935589902812	6.10569954317729e-07	1.30120862351201e-06	1.30120862351201e-06	9.50258554004701e-08	1.30120862351201e-06	1.30120862351201e-06	1.30120862351201e-06	1.30120862351201e-06	1.30120862351201e-06	2.85841534255726e-06	1.30120862351201e-06	2.20789704026395e-06	1.30120862351201e-06	1.30120862351201e-06	7.05207990994441e-07	3.19539839508633e-06	1.30120862351201e-06	9.502585540047e-08
"Asclepias_woodii"	0.00193351215751565	0.00443568566071503	0.000323602075788396	1.00253560091162	0.000165278033904321	0.000594275912533125	0.000112384301545339	5.67513491844795e-07	1.03533897364222e-07	9.12597887252517e-05	5.73819197309736e-05	0.0503068590860672	0.00338500415807186	0.0269284605937762	0.00335176223807954	4.96621005229153e-05	9.96150062237977e-06	0.00334952815199183	1.05476837979814e-05	1.25785817051352e-05	0.00334964455490621	7.413133868021e-06	4.0107670256019e-06	3.81230827929211e-06	3.8123082792921e-06	8.19690913838794e-06	7.16313080736784e-06	1.76308099469512e-06	6.14021084229868e-07	2.65979723891471e-06	0.00668357067274413	1.17538732979675e-06	2.24768603090678e-06	1.71153668035176e-06	3.45112991214072e-09	2.63692094949536e-06	1.17538732979675e-06	1.17538732979675e-06	5.87693664898376e-07	4.52620985787248e-06	6.10569954317727e-07	4.52620985787248e-06	6.10569954317727e-07	6.10569954317728e-07	6.10569954317728e-07	5.87693664898375e-07	6.10569954317727e-07	0.00334178533637207	5.87693664898375e-07	5.87693664898376e-07	4.52620985787249e-06	5.87693664898375e-07	5.87693664898375e-07	5.87693664898375e-07	5.87693664898375e-07	5.87693664898375e-07	1.12384301545339e-06	5.87693664898375e-07	1.72556495607036e-09	5.87693664898375e-07	5.87693664898375e-07	2.04922728459698e-06	5.50926779681072e-07	5.87693664898375e-07	4.52620985787248e-06
"Miraglossum_verticillare"	0.00515513238204304	0.000550269122284621	0.00169356114939575	0.000165278033904322	1.0017542541144	0.000182600138577782	9.31548846946244e-07	0.000596322112459985	2.66149909593357e-06	0.00357099837956873	0.0602947913709541	0.00339437879437708	0.0201544612526106	0.00337657268090077	0.003366430815302	1.25122848484484e-05	0.00335617083305255	2.9328143312397e-05	8.78626075553247e-06	1.05244554404335e-05	4.01611875757008e-06	5.27154320868624e-06	4.71935959278364e-06	5.33038426611292e-06	5.33038426611292e-06	2.51862260107286e-06	2.75806429325518e-06	4.70072861584471e-06	3.28411503161745e-06	3.82505404535455e-06	1.10185355936214e-06	3.13381907722981e-06	1.86309769389249e-08	1.57622502708437e-06	8.8716636531119e-08	2.19656518888312e-06	3.13381907722981e-06	3.1338190772298e-06	1.56690953861491e-06	5.61499104372063e-07	3.19539839508633e-06	5.61499104372063e-07	3.19539839508633e-06	3.19539839508633e-06	3.19539839508633e-06	1.5669095386149e-06	3.19539839508633e-06	5.50926779681072e-07	1.5669095386149e-06	1.56690953861491e-06	5.61499104372063e-07	1.5669095386149e-06	1.5669095386149e-06	1.5669095386149e-06	1.5669095386149e-06	1.5669095386149e-06	9.31548846946245e-09	1.5669095386149e-06	4.43583182655595e-08	1.5669095386149e-06	1.5669095386149e-06	6.29655650268214e-07	0.00333918084704801	1.5669095386149e-06	5.61499104372062e-07
"Xysmalobium_involucratum"	0.00343085077300027	0.00137903590867831	0.000373760235227054	0.000614768185379095	0.000188896695080464	1.00390178439744	0.000174418064143769	3.49737554203424e-05	2.52208664447075e-06	0.00361158083104574	0.00353623527027906	0.0208666432703025	0.00353058376472344	8.23818835810391e-05	1.90262677024566e-05	0.00347997333315258	0.0069331379399734	1.18844604864223e-05	0.013851092411243	9.07122970794146e-06	0.0103900270927881	6.27979549540843e-06	6.61679663819479e-06	0.00346485872638096	0.00346485872638096	0.0138469211641026	0.0034641802823094	3.12843535531939e-06	7.89277545810132e-07	0.00346243549901664	4.09845456919397e-06	2.08562357021293e-06	3.48836128287539e-06	2.78699242654416e-06	8.40695548156915e-08	0.00346277310281075	2.08562357021293e-06	2.08562357021293e-06	1.04281178510647e-06	1.40717949865134e-06	7.05207990994441e-07	1.40717949865134e-06	7.05207990994441e-07	7.05207990994441e-07	7.05207990994441e-07	1.04281178510647e-06	7.05207990994441e-07	2.04922728459698e-06	1.04281178510646e-06	1.04281178510647e-06	1.40717949865134e-06	1.04281178510647e-06	1.04281178510646e-06	1.04281178510647e-06	1.04281178510647e-06	1.04281178510646e-06	1.74418064143769e-06	1.04281178510647e-06	4.20347774078458e-08	1.04281178510646e-06	1.04281178510646e-06	0.00346173029102564	6.29655650268214e-07	1.04281178510646e-06	1.40717949865134e-06
"Aspidonepsis_diploglossa"	0.0025072554366315	0.000205987511408279	0.00151496013155535	0.000337152904636016	2.79464654083874e-06	0.000505812386016931	1.00502587499221	8.98376232635766e-07	2.73715782689273e-07	0.000119331547756402	9.08358190776164e-05	4.61199971950196e-05	7.47569224809044e-05	2.24005981313538e-05	1.54228296365933e-05	6.89442890051834e-06	1.24527618686292e-05	0.0201273670809426	1.00250574431143e-05	4.99288499238871e-06	0.0100573772185812	0.0100527551924183	0.0201028037510022	4.03043179946033e-06	4.03043179946033e-06	6.97672256575078e-06	2.71645569895029e-06	2.28625115802264e-06	2.86753920198023e-06	4.60259598399496e-06	2.24768603090678e-06	1.52416743868176e-06	0.0201005174998441	0.0100510208336414	9.12385942297576e-09	2.50626436077857e-06	1.52416743868176e-06	1.52416743868176e-06	7.62083719340882e-07	2.10191338171713e-07	2.85841534255726e-06	2.10191338171713e-07	2.85841534255726e-06	2.85841534255726e-06	2.85841534255726e-06	7.62083719340881e-07	2.85841534255726e-06	1.12384301545339e-06	7.6208371934088e-07	7.62083719340882e-07	2.10191338171713e-07	7.62083719340881e-07	7.6208371934088e-07	7.62083719340881e-07	7.62083719340881e-07	7.6208371934088e-07	0.0100502587499221	7.62083719340881e-07	4.56192971148788e-09	7.62083719340881e-07	7.6208371934088e-07	1.74418064143769e-06	9.31548846946245e-09	7.6208371934088e-07	2.10191338171713e-07
"Miraglossum_pilosum"	0.00456490994856848	0.000225394511767436	0.00221438336252345	1.89171163948265e-06	0.00198774037486662	0.000112693211909992	9.98195814039739e-07	1.00099256964385	4.29140070845291e-07	0.00021682784908107	0.10035981954481	3.7914433857891e-05	0.000159646673463403	2.46610754192991e-05	3.16228481110802e-05	8.2385837707359e-06	2.26811626118554e-05	3.76290059664836e-05	7.10443162045374e-06	8.78505253551651e-06	2.56959013361528e-06	4.40250822589865e-06	4.18249578427636e-06	4.55112915044381e-06	4.55112915044381e-06	1.554389129793e-06	2.00610230487613e-06	4.16253186799556e-06	4.19238648511015e-06	4.56667909853023e-06	1.26114109298843e-08	2.77502124533037e-06	1.99639162807948e-08	1.39749258080559e-06	1.43046690281764e-08	1.77610790511344e-06	2.77502124533038e-06	2.77502124533037e-06	1.38751062266519e-06	2.2999439976269e-07	4.17808181608197e-06	2.2999439976269e-07	4.17808181608197e-06	4.17808181608197e-06	4.17808181608197e-06	1.38751062266519e-06	4.17808181608197e-06	6.30570546494217e-09	1.38751062266519e-06	1.38751062266519e-06	2.29994399762691e-07	1.38751062266519e-06	1.38751062266519e-06	1.38751062266519e-06	1.38751062266519e-06	1.38751062266519e-06	9.9819581403974e-09	1.38751062266519e-06	7.15233451408818e-09	1.38751062266519e-06	1.38751062266519e-06	3.88597282448249e-07	6.62580124955539e-06	1.38751062266519e-06	2.2999439976269e-07
"Asclepias_cucullata"	0.0016047065980565	1.25363442759451e-05	0.00117018543133989	5.17669486821109e-07	1.33074954796679e-05	1.21900854482753e-05	4.56192971148789e-07	6.43710106267936e-07	1.00728646657385	0.0168648361840615	6.50862440782025e-05	8.08646851883822e-06	5.04476742592968e-05	3.52195132765494e-06	9.57027240398636e-06	2.1209677192415e-06	6.23834703627895e-06	1.98819227867546e-05	2.11915017109826e-06	2.95210096827367e-06	6.20144592257814e-07	1.48061241384832e-06	1.47238215552313e-06	1.505293073508e-06	1.505293073508e-06	1.68139109631383e-07	5.42579730811243e-07	1.46325829610015e-06	0.0335784234495017	2.24993181767179e-06	3.45112991214072e-09	9.75505530733436e-07	9.12385942297577e-09	4.92314695078206e-07	0.0335762155524615	5.29787542774564e-07	9.75505530733436e-07	9.75505530733436e-07	4.87752765366719e-07	1.27921880366787e-08	2.20789704026395e-06	1.27921880366787e-08	2.20789704026395e-06	2.20789704026395e-06	2.20789704026395e-06	4.87752765366719e-07	2.20789704026395e-06	1.72556495607036e-09	4.87752765366718e-07	4.87752765366719e-07	1.27921880366787e-08	4.87752765366719e-07	4.87752765366719e-07	4.87752765366719e-07	4.87752765366719e-07	4.87752765366719e-07	4.56192971148788e-09	4.87752765366719e-07	0.0167881077762308	4.87752765366719e-07	4.87752765366719e-07	4.20347774078459e-08	4.43583182655596e-08	4.87752765366719e-07	1.27921880366787e-08
"Aspilocoryphus_fasciativentris"	0.0953016245994754	0.000740539884817635	0.00279829453687728	1.86244466786228e-05	0.000728775179503822	0.000712488735376372	8.11779236438107e-06	1.32751744335349e-05	0.000688360660573938	1.00406465486466	0.00134226763716853	0.000479055359442296	0.0016104263888151	0.000208465681037478	0.000442277020331902	0.000125881623740216	0.000244359240217925	4.77426464530003e-05	0.000125695667427884	0.000175313660780043	3.64808916859325e-05	8.77380083136654e-05	8.70635332936178e-05	8.93580351545245e-05	8.93580351545245e-05	9.82743083277755e-06	3.21795698006626e-05	8.69011774463301e-05	2.82251563654406e-05	7.73665872117038e-06	1.24162977857485e-07	5.79341182975534e-05	1.62355847287622e-07	2.90482370724205e-05	2.29453553524646e-05	3.14239168569711e-05	5.79341182975534e-05	5.79341182975534e-05	2.89670591487768e-05	7.55652943691465e-07	5.27980101297598e-06	7.55652943691465e-07	5.27980101297598e-06	5.27980101297598e-06	5.27980101297598e-06	2.89670591487767e-05	5.27980101297598e-06	6.20814889287427e-08	2.89670591487767e-05	2.89670591487768e-05	7.55652943691465e-07	2.89670591487767e-05	2.89670591487767e-05	2.89670591487768e-05	2.89670591487768e-05	2.89670591487767e-05	8.11779236438107e-08	2.89670591487768e-05	1.14726776762323e-05	2.89670591487767e-05	2.89670591487767e-05	2.45685770819439e-06	2.42925059834608e-06	2.89670591487767e-05	7.55652943691465e-07
