"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Gastonia_crassa"	"Chrysobalanus_icaco"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Campnosperma_seychellarum"	"Glionnetia_sericea"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp5_M_PL_106"	"Pachycerina_seychellensis"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_106"	"Scaptodrosophila_sp1_M_PL_106"	"Agrius_convolvuli"	"Lygistorrhina_sp1_M_PL_106"	"Rhynchium_brunneum"	"Unidentified_sp2_M_PL_106"	"Unidentified_sp6_M_PL_106"	"Forcipomyia_sp1_M_PL_106"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_106"	"Unidentified_sp4_M_PL_106"	"Hemipyrellia_sp1_M_PL_106"	"Megachile_seychellensis"	"Melanostoma_annulipes"	"Perissoma_aenescens"	"Simosyrphus_aegyptius"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.00586104790473	0.00153249242610447	0.000132992471941229	0.000568987625269689	0.000612834523961302	0.000798133395187555	0.00047482716361268	8.82347425199292e-05	0	3.14598476859057e-05	0.0352350294082144	0.03942288084216	5.14969715443335e-05	0.00766321083795213	1.07767373639538e-05	2.82105243511698e-06	0.0065599633559004	0.0043744118382151	0.00218786347443899	2.01503745365499e-06	0.00437330890393359	0	3.30880284449734e-06	7.99349379079959e-06	1.20902247219299e-06	1.20902247219299e-06	1.50594177223011e-06	6.29237699930087e-06	8.06014981461996e-07	8.06014981461996e-07	1.10293428149911e-06	3.62787906903434e-06	0.0010933272259834	4.03007490730998e-07	1.10293428149911e-06	3.62787906903434e-06
"Psychotria_pervillei"	0.00327882100468862	1.00254115412221	8.93980660568254e-07	0.00192863182421566	0.000991299578793312	0.000755435170225367	0.000552015630881318	3.64384354053553e-07	0	5.23944049857775e-05	0.0586817335840709	0.0234720024091338	0.0187251181549616	3.61251417478916e-05	6.88840145484843e-06	1.8963226133266e-08	2.13836152479693e-05	1.42602983030719e-05	7.13599884623735e-06	1.35451615237614e-08	1.42557434986462e-05	0	1.36644132770082e-08	1.29299945059997e-05	8.12709691425685e-09	8.12709691425685e-09	7.2638367304217e-09	7.7437943969637e-06	5.41806460950457e-09	5.41806460950457e-09	4.55480442566942e-09	3.43379622829712e-06	3.56393587466155e-06	2.70903230475229e-09	4.55480442566942e-09	3.43379622829712e-06
"Roscheria_melanochaetes"	0.000370766891472518	1.16488389104348e-06	1.0089591546174	5.41093950481044e-07	6.68453927966336e-07	0.000408933526764001	3.6387679981599e-07	0.000359386824407119	0	2.99324026179243e-08	3.35242909320752e-05	2.19804389341584e-05	4.39033638097104e-08	6.5415362725793e-06	0.0183529218149556	0.0214021638858235	2.41804494438599e-06	6.10436526801298e-06	0.00917316196604869	0.0152872599184454	1.61202996292399e-06	0	1.3477005915267e-05	8.71896427782177e-09	0.00917235595106722	0.00917235595106722	0.00306194431899416	1.86169507944413e-06	0.00611490396737815	0.00611490396737815	4.49233530508899e-06	1.85878875801819e-06	4.03007490730998e-07	0.00305745198368907	4.49233530508899e-06	1.85878875801819e-06
"Gastonia_crassa"	0.00186953076874326	0.00296182744433119	6.37717870209801e-07	1.00293092828931	0.00117565488350433	0.000639985106183445	0.000464297313546661	2.29102483955065e-07	0	5.79194750376673e-05	0.0648698120421874	0.000166334006673608	0.0358791770339961	2.51542800233497e-05	5.83250507126639e-06	1.35273487620261e-08	1.21925919700648e-05	8.13125842775927e-06	4.06999475853864e-06	9.66239197287577e-09	8.12839464670983e-06	0	8.59134314831495e-09	1.53346289152738e-05	5.79743518372547e-09	5.79743518372547e-09	4.79625944401347e-09	8.02056618168269e-06	3.86495678915031e-09	3.86495678915032e-09	2.86378104943832e-09	2.90902320992475e-06	2.03209866167746e-06	1.93247839457516e-09	2.86378104943832e-09	2.90902320992475e-06
"Chrysobalanus_icaco"	0.00245133809584521	0.00185329921252663	9.59086070560394e-07	0.00143123203209222	1.00272415051429	0.00104009867304103	0.000533096558920707	3.20890288681199e-07	0	6.65150379387661e-05	0.074496842491418	0.000172471789202117	0.00444526563469424	0.00438777714762139	9.47689153935533e-06	2.03442499815841e-08	1.59869875815992e-05	1.06620028496746e-05	5.33771482481088e-06	1.45316071297029e-08	1.06579917210661e-05	0	1.2033385825545e-08	0.013079010658882	8.71896427782177e-09	8.71896427782177e-09	6.91745003445558e-09	0.00436439794086843	5.81264285188118e-09	5.81264285188118e-09	4.01112860851499e-09	4.72772124109559e-06	2.66449793026653e-06	2.90632142594059e-09	4.01112860851499e-09	4.72772124109559e-06
"Dillenia_ferruginea"	0.00333764874351159	0.00147653237816776	0.000613400290146001	0.00081452649877893	0.00108737588545199	1.00215925266251	0.000464721678423242	0.000102479697489537	0	4.50722665310905e-05	0.0504809385148214	0.0183986931574981	6.12883231667201e-05	0.00914066153529261	0.009122972389335	1.30115213061273e-05	2.1767274414206e-05	1.57925124947566e-05	1.28321244121232e-05	9.29394379009092e-06	1.45115162761374e-05	0	3.84298865585762e-06	1.41831637232868e-05	5.57636627405456e-06	5.57636627405456e-06	3.13978497663739e-06	0.00455999705152523	3.71757751603637e-06	3.71757751603637e-06	1.28099621861921e-06	0.00455526933028413	3.62787906903434e-06	1.85878875801819e-06	1.28099621861921e-06	0.00455526933028413
"Memecylon_eleagni"	0.00397128173203332	0.00215787928435424	1.09163039944797e-06	0.00118184770720968	0.00111465644137966	0.000929443356846483	1.00067896390427	4.42814498879446e-07	0	6.54032300193194e-05	0.0732516176216378	0.0275137246602306	8.72017703767077e-05	4.3512091464145e-05	8.47486806892126e-06	2.31557963519266e-08	2.58996634697825e-05	1.72719774944243e-05	8.64314506931643e-06	1.65398545370904e-08	1.72664423131883e-05	0	1.66055437079792e-08	1.45389970614738e-05	9.92391272225426e-09	9.92391272225426e-09	8.84315214341116e-09	9.07107488494499e-06	6.61594181483618e-09	6.61594181483618e-09	5.53518123599307e-09	4.22474253112038e-06	4.31661057829709e-06	3.30797090741809e-09	5.53518123599307e-09	4.22474253112038e-06
"Campnosperma_seychellarum"	0.00101469953897919	1.95856590303785e-06	0.00148247065067937	8.01858693842729e-07	9.22559579958447e-07	0.000281819168096226	6.08869935959238e-07	1.00731768454345	0	4.43456953465017e-08	4.96671787880819e-05	4.48917725964096e-05	6.90873745082535e-08	1.02865435363407e-05	0.0126209870610609	3.14463471356229e-05	6.61760568899469e-06	0.0125958827939191	1.56828744782652e-05	2.24616765254449e-05	4.41173712599646e-06	0	0.0377744131703793	1.2033385825545e-08	1.3477005915267e-05	1.3477005915267e-05	0.0125959633920982	1.28500734722772e-06	8.98467061017798e-06	8.98467061017799e-06	0.0125914710567931	1.28099621861921e-06	1.10293428149911e-06	4.49233530508899e-06	0.0125914710567931	1.28099621861921e-06
"Glionnetia_sericea"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Excoecaria_benthiamiana"	0.00289430598710333	0.00225295941438843	9.87769286391503e-07	0.00162174530105468	0.00152984587259162	0.000991589863683991	0.000719435530212513	3.54765562772014e-07	0	1.00008978559713	0.100559868781535	0.00020329973227327	0.000106486502820166	3.76878504802287e-05	9.03684731732351e-06	2.0952681832547e-08	1.88759086115434e-05	1.25883736438969e-05	6.30094925796652e-06	1.49662013089622e-08	1.25839390743623e-05	0	1.33037086039505e-08	1.99545113816298e-05	8.9797207853773e-09	8.9797207853773e-09	7.4278097964426e-09	1.11587304469857e-05	5.98648052358487e-09	5.98648052358487e-09	4.43456953465017e-09	4.50722665310905e-06	3.14598476859057e-06	2.99324026179243e-09	4.43456953465017e-09	4.50722665310905e-06
"Apis_mellifera"	0.0289430598710333	0.0225295941438843	9.87769286391503e-06	0.0162174530105468	0.0152984587259162	0.00991589863683991	0.00719435530212513	3.54765562772014e-06	0	0.000897855971263708	1.00559868781535	0.0020329973227327	0.00106486502820166	0.000376878504802287	9.03684731732351e-05	2.0952681832547e-07	0.000188759086115434	0.000125883736438969	6.30094925796652e-05	1.49662013089622e-07	0.000125839390743623	0	1.33037086039505e-07	0.000199545113816298	8.9797207853773e-08	8.9797207853773e-08	7.4278097964426e-08	0.000111587304469857	5.98648052358487e-08	5.98648052358487e-08	4.43456953465017e-08	4.50722665310905e-05	3.14598476859057e-05	2.99324026179243e-08	4.43456953465017e-08	4.50722665310905e-05
"Lasioglossum_mahense"	0.0684321705184665	0.0190433227092973	1.36859336759854e-05	8.78745695634153e-05	7.48462481443149e-05	0.00763719338613129	0.00571039568419881	6.77611661832598e-06	0	3.83584400515604e-06	0.00429614528577476	1.00341524468117	0.000357758171941526	0.000590434007545884	6.9762567398486e-05	2.90307684036055e-07	0.000446296764250868	0.000297615877624974	0.000148890005662495	2.07362631454325e-07	0.000297531176167245	0	2.54104373187224e-07	9.7625541057802e-07	1.24417578872595e-07	1.24417578872595e-07	1.2617398401994e-07	3.50399338616986e-05	8.294505258173e-08	8.294505258173e-08	8.47014577290748e-08	3.47145153915059e-05	7.43827940418114e-05	4.1472526290865e-08	8.47014577290748e-08	3.47145153915059e-05
"Nectarinia_dussumieri"	0.00024935375695151	0.0423778989822815	7.62532108273918e-08	0.0528745766816785	0.00538111103147198	7.09654268246232e-05	5.04852354812519e-05	2.90894208455804e-08	0	5.60455278000873e-06	0.00627709911360978	0.000997957005942152	1.00270019990113	2.59385320096738e-05	6.46890283635824e-07	1.61749235088407e-09	1.62622015403158e-06	1.08451038711496e-06	5.42766595684717e-07	1.15535167920291e-09	1.08414676935439e-06	0	1.09085328170927e-09	7.01884047583301e-05	6.93211007521744e-10	6.93211007521743e-10	5.94688096410336e-10	2.37187050413735e-05	4.62140671681162e-10	4.62140671681163e-10	3.63617760569755e-10	3.22570121930106e-07	2.71036692338597e-07	2.31070335840581e-10	3.63617760569755e-10	3.22570121930106e-07
