"Clethrionomys_rufocanus"	"Clethrionomys_rutilus"	"Apodemus_peninsulae"	"Tamias_sibiricus"	"Microtus_evoronensis"	"Myopus_schisticolor"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Pectinoctenus_pectiniceps"	"Amalaraeus_dissimilis"	"Neopsylla_acanthina"	"Catallagia_ioffi"	"Hystrichopsylla_microti"	"Megabothris_asio"	"Ctenophthalmus_pisticus"	"Ceratophyllus_indages"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Ctenophthalmus_congeneroides"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rufocanus"	1.00648360326479	0.00282537770932703	0.000585015405242529	9.31871517838232e-05	0.000109468042365775	2.85152639633268e-06	1.5070011064631e-06	0.0413756480107872	0.0198785318754826	0.0163075046656805	0.0100816394009167	0.00462884227211804	0.00332487700283686	0.00314431971032875	0.00028218281156517	0.000632940464714501	0.000673556734345824	0.00027195202539672	0.000182352838744237	0.000225753197183882
"Clethrionomys_rutilus"	0.00633313207100649	1.00300837050711	0.000570515485573478	9.47947928346293e-05	8.96010271497356e-05	3.38517238841855e-06	1.21104494660407e-06	0.0491188513559532	0.0179628704535783	0.0138178352986344	0.00609546721878419	0.00453404933267672	0.00292426883039509	0.00132419112142611	0.00201119054241546	0.000508638877573711	0.000404870859874093	0.000903078439298524	0.000802774995699802	0.000602013683791347
"Apodemus_peninsulae"	0.00549767615135867	0.00239186827006119	1.00176695385504	0.000365797620677368	7.66062018876155e-05	1.06360483479978e-06	1.04439715365712e-06	0.0154329061529449	0.0315889533268751	0.000541948608959941	0.0394839642457101	0.000874252590502452	2.54501081089751e-05	0.000441871443263474	0.0104901079155492	0.000438646804535991	0.000423775835512958	0.000422973439461125	0.000842594400626783	2.65613805006423e-06
"Tamias_sibiricus"	0.00402496813281667	0.00182662273885189	0.00168126214119021	1.00244730936626	2.42736598614082e-05	1.5212142080168e-07	9.64219406104075e-05	0.00220728181583237	0.000165073382868459	9.11236660254203e-05	0.0406006540050091	2.80685337550901e-05	1.86790901726222e-05	1.64050048956414e-05	0.0135168562291941	0.0404972150563712	4.12073859379468e-06	3.48497692244263e-06	0.00385914869408401	1.98981637678248e-06
"Microtus_evoronensis"	0.00664500603117647	0.00242649268119014	0.000494834655436219	3.41143327781953e-05	1.00049958666083	9.59217579955668e-07	1.65220212524649e-08	0.0139182470851568	0.0272299329440761	0.0163650982872031	0.000101642251225522	4.17850459167246e-05	0.0054370222655245	0.0324727006012172	0.0027163067192547	6.93924892603527e-06	5.61359715127885e-06	0.002708214622598	3.66605435178116e-06	2.93228749926294e-06
"Myopus_schisticolor"	0.0064045282861632	0.00339194273319539	0.000254201555517148	7.91031388168734e-06	3.54910504583597e-05	1.00000692160943	1.45523663163575e-08	0.100432552800298	0.000195229789072709	0.000150569160939664	9.45025660391648e-05	4.481671859707e-05	3.11101387752668e-05	2.56188304586997e-05	1.13426794541929e-05	6.11199385287017e-06	5.73771903334642e-06	4.95985322885185e-06	4.09189372038821e-06	3.45686663121747e-06
"Sciurus_vulgaris"	0.00338472448511612	0.00121346703649728	0.000249610919724052	0.00501394091174119	6.11314786341202e-07	1.45523663163575e-08	1.00023864088078	0.000211154835250348	9.60155496289023e-05	7.14098088612034e-05	0.000253326502990631	2.11806930870197e-05	1.46671429372292e-05	1.22476323166956e-05	7.34342940706393e-05	0.100229169927097	2.84935935370199e-06	2.10023303331248e-06	2.10649039526814e-05	1.48012752119399e-06
"Megabothris_advenarius"	0.064045282861632	0.0339194273319539	0.00254201555517148	7.91031388168734e-05	0.000354910504583597	6.92160942800121e-05	1.45523663163575e-07	1.00432552800298	0.00195229789072709	0.00150569160939664	0.000945025660391648	0.0004481671859707	0.000311101387752668	0.000256188304586997	0.000113426794541929	6.11199385287017e-05	5.73771903334642e-05	4.95985322885185e-05	4.09189372038821e-05	3.45686663121747e-05
"Pectinoctenus_pectiniceps"	0.0633293370104027	0.0255302073680645	0.0107088792129406	1.21756254030636e-05	0.00142908867933449	2.76921686627956e-07	1.36192268977166e-07	0.00401813367297164	1.00207449260406	0.00140025374098323	0.00120615482568643	0.000414041965991416	0.000290268718840799	0.000281328041962566	0.000183920266683758	5.72007529704099e-05	5.69671508189259e-05	4.81923278873832e-05	4.06702332695098e-05	2.93857988792742e-05
"Amalaraeus_dissimilis"	0.0722419240219299	0.0273086212410882	0.00025547478805015	9.34601702824824e-06	0.00119429711366176	2.96980593569357e-07	1.40847749233143e-07	0.00430918841269137	0.0019470983972252	1.00156043395816	0.000894439433778949	0.000454153740872103	0.00032351139358879	0.000299424124957649	7.98330203432252e-05	5.915605467792e-05	5.92555936466875e-05	4.71622470567961e-05	3.49189044579425e-05	3.24348195503371e-05
"Neopsylla_acanthina"	0.0567502809384937	0.015307413917849	0.0236507956258765	0.00529131330391097	9.42547191815615e-06	2.3684853643901e-07	6.34903516267245e-07	0.00343667226373003	0.00213117581982188	0.00113654334066648	1.00180153424364	0.000348790178353667	0.000231331616419807	0.000206932206307965	0.000364362031882262	0.000266659476832243	5.3907374469824e-05	3.88307388149107e-05	6.24710606153832e-05	2.17997494529546e-05
