"Miconia_sp1_M_SD_010"	"Cecropia_peltata"	"Trema_micrantha"	"Ficus_clusiifolia"	"Didymopanax_morototoni"	"Alchornea_glandulosa"	"Protium_heptaphyllum"	"Unidentified_sp2_M_SD_010"	"Aechmaea_nudicaulis"	"Gravisia_aquilega"	"Clidemia_sp1_M_SD_010"	"Rhipsalis_sp1_M_SD_010"	"Hieronyma_caribaea"	"Cordia_curassavica"	"Sapium_aucuparium"	"Cordia_bicolor"	"Anthurium_scandens"	"Laetia_procera"	"Sloanea_stipilata"	"Ficus_citrifolia"	"Ilex_sp1_M_SD_010"	"Chiococca_alba"	"Clusia_sp1_M_SD_010"	"Piper_sp1_M_SD_010"	"Coussarea_paniculata"	"Lacistema_aggregatum"	"Ficus_tobagensis"	"Doliocarpus_dentatus"	"Myrcia_leptoclada"	"Byrsonima_spicata"	"Anthurium_gracile"	"Calycolpus_glaber"	"Cupania_sp1_M_SD_010"	"Wulffia_baccata"	"Davilla_aspera"	"Eugenia_baileyi"	"Psidium_guajava"	"Castilla_elastica"	"Myrcia_sp1_M_SD_010"	"Henriettea_sp1_M_SD_010"	"Isertia_parviflora"	"Solanum_sp1_M_SD_010"	"Unidentified_sp1_M_SD_010"	"Aechmaea_mertensii"	"Rourea_surinamensis"	"Aechmaea_dichlamydea"	"Aegiphilia_integrifolia"	"Norantea_guianensis"	"Phytolacca_rivinoides"	"Psychotria_sp1_M_SD_010"	"Tangara_gyrola"	"Ramphocelus_carbo"	"Tangara_mexicana"	"Euphonia_violacea"	"Chlorophanes_spiza"	"Thraupis_palmarum"	"Tachyphonus_rufus"	"Dacnis_cayana"	"Thraupis_episcopus"	"Cyanerpes_caeruleus"	"Tangara_guttata"	"Cyanerpes_cyaneus"	"Coereba_flaveola"	"Tachyphonus_luctuosus"
"Miconia_sp1_M_SD_010"	1.00382953466557	0.000873050400624776	0.000838671489803754	0.000543067761642268	0.000372358120055996	0.000392126943769192	0.000250732848475923	0.000166016645751318	6.68632268992814e-05	0.000186757042141658	0.000256541563909887	7.42523999392095e-05	0.000179925704361141	0.000190014951830004	0.000150726595138423	9.06194084897078e-05	5.96538876948276e-05	0.000134418242583029	0.000119521031975797	9.91984081607321e-05	0.000117192715545398	9.82212598072619e-05	6.89308543153715e-05	3.12953237664394e-05	7.03965937826356e-05	7.34668065469726e-05	6.39587819673965e-05	4.81378008672247e-05	5.36309781340962e-05	5.34955400888674e-05	2.33503966350928e-05	4.07425482352242e-05	4.58688354464471e-05	4.17094309203068e-05	4.66090089808988e-05	2.59166041977722e-05	4.69052933460955e-05	1.79704796661234e-05	2.6654062558525e-05	2.6092283054343e-05	2.38290993917977e-05	3.40345956630766e-05	2.38290993917977e-05	2.13349310919135e-05	2.21994507138688e-05	1.88407627920292e-05	1.4252072045461e-05	1.66013928915727e-05	1.39158199966089e-05	1.75759403532841e-05	0.0192672754478398	0.0231304312063852	0.0112275624458264	0.00261321416021538	0.0120992135733685	0.0053273012990695	0.00351677730283678	0.00787628721788017	0.00260605052373355	0.00168657788079339	0.0060459273213187	0.00303153446624795	0.00182654080871963	0.000755407355866047
"Cecropia_peltata"	0.00295153079602082	1.00142460888576	0.000581022282587796	0.000764839926083618	0.000757071764674393	0.000264507768772033	0.000374834728676484	0.000120716980778399	4.66838380176517e-05	0.000232718545296689	0.000160614393876772	4.22418895623357e-05	0.000178106189318982	0.000132822762944911	6.05029586677961e-05	0.000188339003347904	2.02078307726604e-05	0.000110726195065817	0.000123571792167493	0.000176095737528583	0.000164183208534647	0.000114045088462839	7.3675706459502e-06	0.000100086850737228	0.00011280018052724	8.89300268345356e-05	6.05869336517721e-05	4.82085854913474e-05	9.98978664443301e-05	9.19787058449282e-05	2.93186290505775e-05	4.90354898907665e-05	4.02029147428044e-06	1.77604087069871e-05	2.76423586711897e-05	4.69502700344097e-05	3.24640210603393e-05	5.3024640713117e-05	2.22086095975774e-05	2.83323093087901e-05	2.57828458046292e-05	2.74486255076767e-05	2.57828458046292e-05	1.92530177215936e-05	7.62393100027133e-06	1.2723189638558e-05	2.48510158241578e-05	1.14508715331228e-05	1.52556355601448e-05	2.02318070135051e-05	0.0367711309281459	0.00876360660106426	0.0158610653799426	5.15745601886681e-05	0.00261075826922785	0.00923176778693079	0.00920705759708017	0.00157710066404095	0.0132808373428047	2.23638065308103e-05	0.00155491787933406	2.03648983404433e-05	0.00205395758682275	3.59770964718977e-06
"Trema_micrantha"	0.00300298501187796	0.00061538381542901	1.00163581627838	0.000646660655490311	0.000162564384383728	0.000584039645501543	0.000190373241495105	0.000400681630736632	0.000305381320798561	3.71709086661859e-05	5.04914284548003e-05	0.000273575994063722	0.00021318106165101	2.76035438336999e-05	0.000181771397152546	5.93505729941783e-05	0.000152297362606692	6.16839043335035e-05	0.000109974341012083	0.00011433793317838	6.66462798934701e-05	8.31657377684013e-05	0.000318326560181843	7.87620295203372e-05	1.93830005291705e-05	5.14548620249813e-05	6.07907499189839e-05	6.11096744199161e-05	6.52985413930894e-05	5.7563712951786e-05	3.61998605103021e-05	1.36761738731143e-05	8.65019634312559e-05	9.20648795456393e-05	2.64942806092013e-06	9.53562260590117e-06	8.50286971115296e-06	4.41351316698315e-06	5.41584733730078e-05	8.01918861519067e-06	3.96812476673997e-06	1.11186788160719e-05	3.96812476673997e-06	2.7938703543642e-06	2.42906364344636e-05	1.61961594198843e-06	1.29880187389622e-05	1.5846378947869e-05	1.75870500169482e-06	1.91103937086543e-05	0.0211625389563472	0.00063018656440191	0.00601359585502284	0.0157182814532363	0.0183808635483913	0.000593302512200863	0.00165569872144984	0.00706300535688329	0.00111476141897904	0.0145863292706203	0.00649481789025105	0.00595072420841676	0.00164066494502622	5.3303088739967e-06
"Ficus_clusiifolia"	0.00289346503403	0.00120538772350778	0.000962231055369582	1.00089063788029	0.000581426688843686	0.000342660853023362	0.000296234054471856	0.000220369355086568	0.000119526246123911	5.08576764521902e-05	4.41542105680703e-05	0.000177555278585909	0.000206948308655163	6.43278737695171e-05	0.000150832006578502	0.000181853279486535	5.90438407472916e-05	7.38790838474595e-05	0.000139242389762148	0.000178169368151462	0.000144432176722739	0.00011609040577474	6.95276263959591e-05	7.40635058009755e-05	4.99654987000495e-05	8.02175674873744e-05	6.39436987116958e-05	6.68480467037523e-05	0.000107738752157934	9.60233338522253e-05	1.82835567792315e-05	3.87601993589148e-05	6.82646380011365e-05	2.35540619840909e-05	7.33409796686686e-06	3.84821303760077e-05	1.75120883002472e-05	2.43527460977655e-05	2.58733383752186e-05	1.30823790896943e-05	5.28108182137394e-06	1.91835598616477e-05	5.28108182137394e-06	3.54481885855236e-06	1.86155398779604e-05	1.80855589573079e-06	2.48642879404268e-05	1.08330233127541e-05	7.18951210104843e-06	2.12565835338598e-05	0.0386271189361248	0.00010229450006654	0.0137203269231988	0.00567943512689901	0.00968345308682009	0.00888404838170649	0.00244813077757842	0.000861482949272072	0.00646821550192869	0.00243488355464732	0.00163609730368196	0.0040309314000481	0.00642958921604325	4.09335208553269e-06
"Didymopanax_morototoni"	0.00229620840701198	0.00138095497815607	0.000279971995327531	0.000672947556532044	1.00218588823425	0.000511421262665756	0.000584268362006656	2.51142499436278e-05	9.3385556195835e-07	2.44083907021378e-05	5.15829633828547e-05	3.95786407800451e-05	6.23637170394823e-05	8.1072726961834e-05	5.31943000393235e-05	0.000279436145424226	5.5807010641475e-07	0.000138045586569084	8.47834314695302e-05	4.71350470809915e-05	1.93536853628941e-05	1.28423553219477e-05	9.36613549260841e-06	0.000231019499923013	0.000202574709300653	9.82824816579527e-05	1.91273875823349e-05	0.000155570346885146	3.32295316191894e-05	3.30202727218277e-05	1.8819777172799e-06	0.000110044826782884	2.00509533998866e-06	1.21191163223147e-05	3.6172007943817e-05	0.000107690392073892	7.98756649560817e-06	0.000117100684761562	1.37675439015723e-06	6.43378950434635e-06	3.44834173177542e-06	1.10590335866457e-05	3.44834173177542e-06	3.41459190931169e-06	8.49562353480279e-06	3.38084208684797e-06	6.4695225123492e-06	8.67579113799706e-06	2.94778234150485e-05	6.07365115342017e-06	0.0122277502598903	0.0047361355541037	0.00102177175380336	3.6899728354517e-05	0.00191372349617295	0.045543665035044	4.7587249673855e-05	0.00376163470607	0.0307036188754123	1.85248370871697e-05	2.64419725131479e-05	1.985703925459e-05	0.000949520028712719	2.97047400835455e-06
"Alchornea_glandulosa"	0.00339164343571795	0.000676727668157019	0.00141079706575698	0.000556267618544419	0.000717318134648073	1.00093735907568	0.00027143941218361	0.000156235348119393	1.06328729329253e-06	1.16203407617622e-06	9.67472314384e-06	1.22685467708888e-05	0.000252670345030817	3.02543784767159e-06	0.000262779237375012	8.23593893047113e-05	6.41292801670014e-07	0.0001448228859055	8.92250687418146e-05	6.3563915157292e-05	1.34843188059333e-05	3.44699531702766e-05	0.000322130568962308	1.04084712481814e-05	2.86967431898785e-05	7.74627441811442e-05	2.70117205255903e-05	5.24346157904545e-05	4.64353695331122e-05	5.78861037165986e-05	2.22254199533269e-07	4.01777961389612e-05	4.50921577561348e-07	0.000110266007808107	1.13439253193776e-05	3.45685585238482e-05	2.60680671285743e-07	5.13283191122273e-06	5.30629241387625e-05	4.33610585563803e-06	1.39798737637394e-07	8.5449864322341e-06	1.39798737637394e-07	1.16868373548086e-07	4.13129565284075e-05	9.39380094587783e-08	8.47803009102883e-06	3.56066952734882e-05	1.12019100286386e-05	2.40885812777709e-05	0.0170879118024643	0.000100475818197801	9.3745650631973e-05	4.77520325468797e-05	0.0169899487583891	0.0182753003806579	3.23318133659237e-05	0.0208726594312798	0.00135588927155111	0.0143582486911805	0.0117375797351933	2.87351268284201e-05	2.61918535446214e-05	3.33064426938107e-06
"Protium_heptaphyllum"	0.00256904733976869	0.00113603756229642	0.000544760352585992	0.000569680873984338	0.000970784355334136	0.000321551303663661	1.00051214902107	0.000262656660652676	0.000216287603675026	0.000302221810256563	0.000135685707478472	0.000152475590184129	0.000104853204732105	0.000110668548628948	6.61079697460499e-05	0.000185790011550029	0.000159353175179834	0.000160571838936333	0.000103449042190098	0.000100180282950616	0.000177912804354527	0.000144407106182024	2.06387967373601e-05	0.000139630992669513	0.000134538166335635	9.66267527508285e-05	4.4903411427191e-05	7.02268966349804e-05	2.9428839955946e-05	2.79008223136539e-05	5.6123108963323e-05	5.90596334668518e-05	3.0271921259853e-07	1.40409840117136e-05	2.68523388719405e-05	6.9912040687986e-05	2.99966788625135e-05	5.3519850599367e-05	2.55688808896479e-05	2.4336413348987e-05	3.18884526181084e-05	8.04027478585592e-06	3.18884526181084e-05	2.20131223768829e-05	1.29948103499755e-05	1.21377921356574e-05	1.31371669687581e-05	1.16591161573305e-05	2.23274150830768e-05	4.68400478023059e-06	0.00940932843702148	0.00320138358062108	0.0201226865081833	0.00778400491823051	0.00622204299855219	0.018566200387202	0.013924215640128	0.00620832374817557	0.0139353728274722	2.29856472906202e-05	2.80671270168385e-05	1.86105646574396e-05	2.28350678191316e-05	0.00154404355773067
"Unidentified_sp2_M_SD_010"	0.00197441225125674	0.000424665093095438	0.00133083541637524	0.000491895881889661	4.84346248912821e-05	0.000214823603664166	0.00030486933825757	1.00090795028359	0.00101144509020602	0.000111943137164623	0.000114926470377967	0.000864046326266305	9.21200303721464e-05	6.07694434449938e-05	7.96807050733907e-05	5.94626794887901e-05	0.000504157165070636	8.37749341379264e-05	3.41970330527932e-05	0.000129481570778343	0.00015439671715491	0.000159361957612181	0.000122489437265911	0.000233460628094978	4.16515786465078e-05	5.24705083638098e-05	0.000102908061004267	3.03526256068697e-06	3.59834807463595e-05	1.18795911320178e-05	0.000119048085065398	1.37593144249296e-05	3.55420042330323e-06	3.44679111982103e-05	4.00866219615108e-06	2.2841393791471e-05	2.28541585906646e-05	1.70389699486697e-07	3.68068576673064e-05	8.66483619174201e-06	1.15956315985533e-05	1.9150703420981e-06	1.15956315985533e-05	7.7489171017096e-06	1.50135712713818e-05	3.9022026048659e-06	9.41289897160489e-06	6.35671955341978e-06	3.89768598010669e-06	1.86766170436689e-06	0.00370947231463125	7.85156728514042e-05	0.01796711407595	0.052075825219566	0.0107911400453455	3.80929839730908e-05	0.00542386744054963	0.00361813230815261	3.79437416965096e-05	0.00540072293082789	2.68676432265585e-05	1.81935625505589e-05	0.00181436869733878	9.84437344130892e-06
"Aechmaea_nudicaulis"	0.000989575758109365	0.000204371468655053	0.00126224279263405	0.000332017350344198	2.24125334870004e-06	1.81940270185611e-06	0.000312415427530593	0.00125868722336749	1.00168242902016	0.000322384599746183	0.000227321979633401	0.001351717124396	1.19290343905436e-05	1.18514405829123e-05	8.83874038742268e-07	4.51054605695576e-05	0.000836180734249901	1.16603016183086e-05	4.50564568820857e-05	0.000149365971830832	6.89025719760896e-07	4.27960517600937e-05	6.5864707061415e-07	0.000380338366625887	8.6963834316637e-05	3.67426587346486e-07	0.000126943000763694	2.53450352411888e-07	4.24855786190235e-05	2.5189791269923e-07	0.000213359693967059	2.33139543086715e-07	2.29836351150041e-07	2.5123961536873e-07	1.12378586385111e-05	1.5848462686141e-07	1.84384543320989e-07	1.63596804155589e-07	1.81417999214139e-07	2.22813647966465e-05	3.33632487762009e-05	1.18024482449841e-07	3.33632487762009e-05	2.22580164871038e-05	1.2333825178505e-07	1.11527841980067e-05	7.6456860919276e-08	6.01779440873919e-08	1.11427548206918e-05	6.70790116119655e-08	9.45606536478854e-05	6.72859511071457e-05	7.05317731463442e-05	0.0848797819002483	5.59301624868043e-05	2.25443865093569e-05	0.0156583775276269	2.44917069722283e-05	3.7192346020404e-05	2.76256292565511e-05	1.52867943949425e-05	1.25289755045453e-05	2.96950945009444e-05	1.42681086785915e-05
"Gravisia_aquilega"	0.00289256255968242	0.00106617566101041	0.000160785790974665	0.000147842082709855	6.13047952518809e-05	2.08085171780392e-06	0.000456846922480851	0.000145786411191137	0.000337379232292517	1.00155384033349	0.000745063547907912	1.52585498680082e-06	4.8957185998568e-05	0.000257007670176287	7.76162992426422e-07	0.000192679025233663	0.000144914665704618	0.000106540994132138	0.000215712315310786	9.6725976612181e-05	1.238419553887e-05	6.73191443964534e-07	3.32589706982237e-07	7.09654982054282e-07	0.000250217127315638	1.20442012544717e-05	3.51288617888807e-05	3.45794749728e-07	4.07717391640161e-07	3.61527333713118e-07	0.000203685954558606	2.34088652911095e-05	2.20862662875573e-07	2.33229358776866e-05	0.00010598193455107	2.31125588180461e-07	4.64774791630153e-05	1.1771592643679e-05	1.57207164421585e-07	0.000119188159189418	0.000167138509751521	3.48474493695648e-05	0.000167138509751521	0.000119154664098117	1.08987076828275e-07	7.11708184447131e-05	1.01501376066819e-07	8.66479327154819e-08	5.96079889684514e-05	9.60061897946378e-08	0.000135655119767293	0.0328095664997024	8.17915285136786e-05	7.89354885412082e-05	4.74473829843091e-05	5.02773478042534e-05	0.0676572223712996	3.53466395409191e-05	4.73762619745e-05	9.49316707994171e-06	2.17620053951293e-05	1.372375571112e-05	1.5536701197481e-05	5.9667405891752e-06
