"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Soulamea_terminaloides"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp1_M_PL_093"	"Lygistorrhina_sp1_M_PL_093"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp2_M_PL_093"	"Unidentified_sp4_M_PL_093"	"Unidentified_sp5_M_PL_093"	"Hemipyrellia_sp1_M_PL_093"	"Phelsuma_sp1_M_PL_093"	"Unidentified_sp3_M_PL_093"
"Nephrosperma_vanhoutteanum"	1.00793800843722	0.000735366009165482	0.000881726828073273	0.00025527973779181	0.000290629088754651	0.00661240534387438	0.045556492635647	0.026025834897979	0.00975696236913971	7.29370679405172e-06	7.29370679405172e-06	5.44715562344801e-06	5.44715562344801e-06	0.00650282586088532	7.29370679405172e-06	5.44715562344801e-06	1.45314544377326e-05	0.00325141293044266	0.00325141293044266
"Erythroxylum_sechellarum"	0.000844309121634442	1.0078702081681	0.00138574446461513	5.04898364831018e-07	2.43448296020023e-07	0.0747491086415582	9.01027196209868e-05	2.1800794908593e-05	0.00374102335627999	1.44256675666005e-08	1.44256675666005e-08	0.00746570524568963	0.00746570524568963	5.44715562344801e-06	1.44256675666005e-08	0.00746570524568963	1.21724148010011e-08	2.72357781172401e-06	2.72357781172401e-06
"Memecylon_eleagni"	0.00341669145878393	0.00467688756807607	1.00179505264802	0.00021139325649227	9.85169640305332e-07	0.0629806700773567	0.0377246365728777	8.82219412893425e-05	5.03865618604368e-05	6.03980732835057e-06	6.03980732835057e-06	3.46436116153783e-05	3.46436116153783e-05	2.20431707018318e-05	6.03980732835057e-06	3.46436116153783e-05	4.92584820152666e-08	1.10215853509159e-05	1.10215853509159e-05
"Dillenia_ferruginea"	0.00113052455307802	1.94746512149107e-06	0.000241592293134023	1.00872661981395	3.25975722639183e-07	2.25374817905941e-05	0.0144704959416074	2.91911259623388e-05	1.09477730248609e-05	0.028820760566113	0.028820760566113	1.44256675666005e-08	1.44256675666005e-08	7.29370679405172e-06	0.028820760566113	1.44256675666005e-08	1.62987861319591e-08	3.64685339702586e-06	3.64685339702586e-06
"Soulamea_terminaloides"	0.00450475087569709	3.28655199627031e-06	3.94067856122133e-06	1.14091502923714e-06	1.00558789107973	2.95526495815615e-05	0.000203604436360434	0.0503956461894882	4.36065357279987e-05	3.25975722639183e-08	3.25975722639183e-08	2.43448296020023e-08	2.43448296020023e-08	2.90629088754651e-05	3.25975722639183e-08	2.43448296020023e-08	0.0502793945539863	1.45314544377326e-05	1.45314544377326e-05
"Lasioglossum_mahense"	0.00759202095037429	0.0747491086415582	0.0186609392821798	5.84305083459848e-06	2.18908515418974e-06	1.00675226049595	0.00104273415751149	0.000196032575557691	0.000350319721011783	1.66944309559957e-07	1.66944309559957e-07	0.000553697101048579	0.000553697101048579	4.89807803249954e-05	1.66944309559957e-07	0.000553697101048579	1.09454257709487e-07	2.44903901624977e-05	2.44903901624977e-05
"Apis_mellifera"	0.0784584039836143	0.00013515407943148	0.0167665051435012	0.00562741508840286	2.26227151511593e-05	0.00156410123626723	1.00425241834755	0.00202586414178632	0.000759775447925345	0.000160783288240082	0.000160783288240082	1.00114132912208e-06	1.00114132912208e-06	0.000506183251507189	0.000160783288240082	1.00114132912208e-06	1.13113575755796e-06	0.000253091625753595	0.000253091625753595
"Unidentified_sp1_M_PL_093"	0.0896445424263722	6.54023847257791e-05	7.84195033683045e-05	2.27042090818191e-05	0.0111990324865529	0.000588097726673074	0.00405172828357263	1.00287335917081	0.000867770060987174	6.48691688051974e-07	6.48691688051974e-07	4.84462109079845e-07	4.84462109079845e-07	0.000578351886621756	6.48691688051974e-07	4.84462109079845e-07	0.000559951624327646	0.000289175943310878	0.000289175943310878
"Lygistorrhina_sp1_M_PL_093"	0.0756164583608328	0.0252519076548899	0.000100773123720874	1.91586027935065e-05	2.18032678639993e-05	0.00236465811682953	0.00341898951566405	0.00195248263722114	1.00082529776159	5.47388651243044e-07	5.47388651243044e-07	0.000187051167813999	0.000187051167813999	0.000487848118456985	5.47388651243044e-07	0.000187051167813999	1.09016339319997e-06	0.000243924059228493	0.000243924059228493
"Cratopus_aurostriatus"	0.000113052455307802	1.94746512149107e-07	2.41592293134023e-05	0.100872661981395	3.25975722639183e-08	2.25374817905942e-06	0.00144704959416074	2.91911259623388e-06	1.09477730248609e-06	1.00288207605661	0.0028820760566113	1.44256675666005e-09	1.44256675666005e-09	7.29370679405172e-07	0.0028820760566113	1.44256675666005e-09	1.62987861319591e-09	3.64685339702586e-07	3.64685339702586e-07
"Ornidia_obesa"	0.000113052455307802	1.94746512149107e-07	2.41592293134023e-05	0.100872661981395	3.25975722639183e-08	2.25374817905941e-06	0.00144704959416074	2.91911259623388e-06	1.09477730248609e-06	0.0028820760566113	1.00288207605661	1.44256675666005e-09	1.44256675666005e-09	7.29370679405172e-07	0.0028820760566113	1.44256675666005e-09	1.62987861319591e-09	3.64685339702586e-07	3.64685339702586e-07
"Pachycerina_seychellensis"	8.44309121634441e-05	0.10078702081681	0.000138574446461513	5.04898364831018e-08	2.43448296020023e-08	0.00747491086415582	9.01027196209868e-06	2.18007949085931e-06	0.000374102335627999	1.44256675666005e-09	1.44256675666005e-09	1.00074657052457	0.000746570524568963	5.44715562344801e-07	1.44256675666005e-09	0.000746570524568963	1.21724148010011e-09	2.72357781172401e-07	2.72357781172401e-07
"Plagiostenopterina_cyanosoma"	8.44309121634441e-05	0.10078702081681	0.000138574446461513	5.04898364831018e-08	2.43448296020023e-08	0.00747491086415582	9.01027196209868e-06	2.1800794908593e-06	0.000374102335627999	1.44256675666005e-09	1.44256675666005e-09	0.000746570524568963	1.00074657052457	5.44715562344801e-07	1.44256675666005e-09	0.000746570524568963	1.21724148010011e-09	2.72357781172401e-07	2.72357781172401e-07
"Unidentified_sp2_M_PL_093"	0.100793800843722	7.35366009165482e-05	8.81726828073272e-05	2.5527973779181e-05	2.90629088754651e-05	0.000661240534387438	0.0045556492635647	0.0026025834897979	0.000975696236913971	7.29370679405172e-07	7.29370679405172e-07	5.44715562344801e-07	5.44715562344801e-07	1.00065028258609	7.29370679405172e-07	5.44715562344801e-07	1.45314544377326e-06	0.000325141293044266	0.000325141293044266
"Unidentified_sp4_M_PL_093"	0.000113052455307802	1.94746512149107e-07	2.41592293134023e-05	0.100872661981395	3.25975722639183e-08	2.25374817905942e-06	0.00144704959416074	2.91911259623388e-06	1.09477730248609e-06	0.0028820760566113	0.0028820760566113	1.44256675666005e-09	1.44256675666005e-09	7.29370679405172e-07	1.00288207605661	1.44256675666005e-09	1.62987861319591e-09	3.64685339702586e-07	3.64685339702586e-07
"Unidentified_sp5_M_PL_093"	8.44309121634442e-05	0.10078702081681	0.000138574446461513	5.04898364831018e-08	2.43448296020023e-08	0.00747491086415582	9.01027196209868e-06	2.1800794908593e-06	0.000374102335627999	1.44256675666005e-09	1.44256675666005e-09	0.000746570524568962	0.000746570524568963	5.44715562344801e-07	1.44256675666005e-09	1.00074657052457	1.21724148010011e-09	2.72357781172401e-07	2.72357781172401e-07
"Hemipyrellia_sp1_M_PL_093"	0.00045047508756971	3.28655199627031e-07	3.94067856122133e-07	1.14091502923714e-07	0.100558789107973	2.95526495815615e-06	2.03604436360434e-05	0.00503956461894882	4.36065357279987e-06	3.25975722639183e-09	3.25975722639183e-09	2.43448296020023e-09	2.43448296020023e-09	2.90629088754651e-06	3.25975722639183e-09	2.43448296020023e-09	1.0050279394554	1.45314544377326e-06	1.45314544377326e-06
"Phelsuma_sp1_M_PL_093"	0.100793800843723	7.35366009165482e-05	8.81726828073273e-05	2.5527973779181e-05	2.90629088754651e-05	0.000661240534387438	0.0045556492635647	0.0026025834897979	0.000975696236913971	7.29370679405172e-07	7.29370679405172e-07	5.44715562344801e-07	5.44715562344801e-07	0.000650282586088532	7.29370679405172e-07	5.44715562344801e-07	1.45314544377326e-06	1.00032514129304	0.000325141293044266
"Unidentified_sp3_M_PL_093"	0.100793800843723	7.35366009165482e-05	8.81726828073273e-05	2.5527973779181e-05	2.90629088754651e-05	0.000661240534387438	0.0045556492635647	0.0026025834897979	0.000975696236913971	7.29370679405172e-07	7.29370679405172e-07	5.44715562344801e-07	5.44715562344801e-07	0.000650282586088532	7.29370679405172e-07	5.44715562344801e-07	1.45314544377326e-06	0.000325141293044266	1.00032514129304
