"Arvicola_terrestris"	"Apodemus_sylvaticus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Chionomys_gud"	"Spermophilus_pygmaeus"	"Cricetulus_migratorius"	"Microtus_socialis"	"Cricetus_cricetus"	"Microtus_majori"	"Mesocricetus_raddei"	"Amphipsylla_rossica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_wagneri"	"Leptopsylla_taschenbergi"	"Nosopsyllus_mokrzeckyi"	"Ctenophthalmus_proximus"	"Ctenophthalmus_orientalis"	"Citellophilus_tesquorum"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Ctenophthalmus_secundus"	"Paradoxopsyllus_hesperius"	"Ctenophthalmus_chionomydis"	"Rhadinopsylla_ucrainica"	"Amphipsylla_kuznetzovi"	"Callopsylla_caspia"	"Ctenophthalmus_acuminatus"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"
"Arvicola_terrestris"	1.00778726053515	0.000571828153760939	0.000291974004012	0.000573065546727545	0.000406920633898895	8.49798705165304e-06	0.000138623137345048	5.42911864059186e-05	1.3192088922268e-05	0.000252526938339721	2.82988939921195e-06	0.0657921126832929	0.001798290016246	0.0222743445300889	0.00157487127531917	2.20224655674957e-05	0.00195107802944569	0.00117495358703881	1.08311738864723e-06	0.00387240055448726	0.00155553792965146	2.95520746345614e-06	6.2659483736283e-06	5.74476189033735e-06	0.000388599754821006	2.87238094516867e-06	2.87238094516867e-06	4.85712879650116e-07	2.16477701973661e-06	0.000581445897236534
"Apodemus_sylvaticus"	0.000773824592492076	1.00452181459686	0.00279321005574459	0.000571668108082327	0.000269659921097477	8.9176864027009e-05	0.000499343633187052	0.000327001074056541	0.000165580548118918	4.22095446620343e-05	4.75211626780778e-05	0.0016242607636481	0.0225712431383156	0.00344788709615433	0.027449744599058	0.0193939710364166	0.0152123267726334	0.00525895576032405	0.000530078373998791	0.00052823005858848	5.1469259121339e-06	0.00313801966393695	8.49880174729888e-06	3.80696359196438e-06	0.000523078308560653	1.90348179598219e-06	1.90348179598219e-06	0.000524997591588165	0.000784459275438686	1.58891659571863e-06
"Apodemus_agrarius"	0.000641850025697267	0.00453749312853024	1.00356117940358	0.00040547804571472	0.000217338670267591	2.19191165105881e-05	0.00035673408613176	0.000202868133054319	0.000122335771090535	2.64598307558411e-05	7.35388968219605e-06	5.49008102715245e-05	0.0166762972170782	0.00428330940902592	0.0179117034131597	0.0301536792432946	0.028016862347641	0.00300890650573089	4.38465756477758e-06	7.25392320750739e-06	4.09218246359358e-06	0.000864061896648843	6.36208911796533e-06	3.06831063907187e-06	3.37060851188323e-06	1.53415531953593e-06	1.53415531953593e-06	2.84739859969458e-06	4.75214306846643e-06	1.18054343828008e-06
"Microtus_arvalis"	0.00298567149845051	0.00220092221611696	0.000960982968343888	1.00181810080528	0.000244906511808038	4.38894370744261e-05	0.000894661534750344	0.000530207300929425	0.000361398392593617	4.56673756866858e-05	1.46020599762028e-05	0.00421147044254952	0.0492643072009193	0.0301463898823838	8.44521713919663e-05	7.46306465685428e-05	6.5648956753222e-05	0.00607359459733033	5.20310914554907e-06	0.0060235132519824	8.26131804733201e-06	1.54947610803611e-05	1.24243094507649e-05	3.45750369611348e-06	3.15384323364811e-06	1.72875184805674e-06	1.72875184805674e-06	2.11680688124484e-06	0.00300716930674009	0.00200535539825074
"Chionomys_gud"	0.00249418412072146	0.00122140081908857	0.000605991351216694	0.000288125308009456	1.0044902168356	1.73663880673302e-05	0.000689532520724567	7.50617917613076e-05	2.66826325507155e-05	0.000186664261135624	5.78407213267107e-06	0.0119958004834351	0.003637264121387	0.0118968054426898	0.00950397947749004	0.00477048198526227	4.00633341180043e-05	0.00240074753097836	2.24088482822211e-06	1.1937848930613e-05	0.0130051890476551	6.92696661796041e-06	0.0118248869763262	0.0141810383553261	0.00354685154307859	0.00709051917766307	0.00709051917766307	1.0200987408388e-06	1.81611682201946e-06	2.01244108860325e-06
"Spermophilus_pygmaeus"	5.53431406738905e-05	0.000429163658129981	6.49353826626173e-05	5.48617963430327e-05	1.84517873215384e-05	1.00914310441703	0.000217157790773632	9.95943361476234e-05	2.08401429562438e-07	4.19824192823855e-08	1.81474080828872e-05	4.71979684132103e-06	2.84084053982481e-05	7.34564508054734e-06	1.3114327242866e-05	1.08601008952127e-05	8.37987459222734e-06	0.00758179385257602	0.093345960100735	7.64562614417044e-07	3.24234177767681e-07	2.99301856448948e-06	2.53342961909371e-06	2.60495821009954e-07	3.09311082949144e-07	1.30247910504977e-07	1.30247910504977e-07	1.43276936559334e-06	4.98998629130382e-07	1.41591044129764e-07
"Cricetulus_migratorius"	0.000962968727423598	0.00256329731702687	0.00112727971217636	0.00119288204633379	0.000781470190154509	0.000231634976825208	1.00198949993616	0.000849372671780364	0.000315221506726968	1.04794224564061e-05	7.69035939467041e-05	8.15011612873412e-05	0.0429696685485708	0.00943602171490555	9.88353158496018e-05	0.00275868890523522	7.18568157106609e-05	0.0321186717576373	2.27578183781639e-05	1.21854922957028e-05	1.17082284629342e-05	0.00268962430343946	0.010697081766262	1.10325203315931e-05	4.4593748043172e-06	5.51626016579654e-06	5.51626016579654e-06	6.45848928494575e-06	5.57602067174959e-06	2.94025664204778e-06
"Microtus_socialis"	0.000725274567114964	0.00322808752594277	0.00123281403933009	0.00135950589981904	0.000163596212813106	0.000204296074148971	0.00163340898419301	1.00106403564766	0.000416257264104187	5.88963211236402e-06	6.7844253769072e-05	6.01168907143687e-05	0.0567424375805181	0.0052237928728523	0.000112604922894127	0.000104104383173453	8.43545408741631e-05	0.0283209899755973	2.05743154436852e-05	1.26181273892513e-05	3.29623317891105e-06	0.010282781120741	1.93476904919384e-05	2.30959359265562e-06	2.53274332361241e-06	1.15479679632781e-06	1.15479679632781e-06	6.1998788361768e-06	6.59391057681512e-06	3.13663631045284e-06
"Cricetus_cricetus"	0.000361740964657979	0.0033551847908307	0.00152597777623457	0.0019020968031243	0.000119369671937411	8.7747970342079e-07	0.00124429542129066	0.000854422805266489	1.00073629933419	3.94007352984881e-07	3.51046421581829e-07	3.78747588314248e-05	0.100369225029058	0.000100219315970661	0.000120230997386176	0.000114084072904656	9.37355451162908e-05	9.79815225441203e-05	1.82412001066029e-06	1.45441748960258e-05	2.10461822493031e-06	2.38268957340988e-05	1.46768335753837e-05	1.68521889793992e-06	2.30312195649746e-06	8.42609448969962e-07	8.42609448969962e-07	1.76635623286599e-06	8.3207201165137e-06	4.01248974712651e-06
"Microtus_majori"	0.00730925193749969	0.000902815260826844	0.000348387771618575	0.00025370764270381	0.000881470122029336	1.86588530143936e-07	4.36642602350254e-05	1.27608695767887e-05	4.1589665037293e-07	1.00034827172399	7.80273539389915e-08	0.0671796721616967	5.66932802350468e-05	0.0112992903491588	0.0111652966006946	3.20542787672809e-05	3.73320655760039e-05	1.94939792543908e-05	4.86254379727584e-07	3.00497895013255e-05	0.0111376114768177	3.35528650454645e-06	1.08359888389305e-05	1.24442840757083e-05	6.38592083005768e-06	6.22214203785414e-06	6.22214203785414e-06	4.74196764285202e-07	1.46461533914533e-06	4.71619759106963e-06
