"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	1.00587943016513	0.000437284129411408	8.10238103314125e-08	0.000208829653425181	0.00116942798585246	0.000786878905707215	9.74725889705395e-05	0.000266890199626287	0.000572989302912348	0.000531048474424425	1.3367027840577e-07	3.40129130162823e-06	0.00014714271015586	2.033359434671e-06	0.00442158712608855	3.33423265130176e-07	0.00219071539096676	9.31663990218289e-07	9.56559033087455e-06	3.62742370963366e-06	1.40734214750401e-05	1.86332798043658e-06	1.48028858968665e-06	0.0393604994412444	0.00221257909195576	1.36651290441065e-06	0.0043756778735753	0.00222801586713157	1.84605987767921e-05	2.55096847622117e-07	0.0044405531062587	1.00524439107429e-06	1.01192790499458e-06	2.49221649468124e-06	0.00438639778895134	1.04723321155057e-05	0.0110402557018281	3.89814304770063e-06	0.00218669441340247	3.33423265130176e-07	0.00218769965779354	0.00219792856808206	1.3336930605207e-06	0.00219173860489135	1.36651290441065e-06	0.00218669441340247	0.0131273403719927	5.67166672319888e-06	7.45331192174631e-06	0.00218669441340247
"Dipterocarpus_geniculatus"	0.000628595936028898	1.00353830489581	1.27608627570053e-07	0.000581077803635507	0.00124277615983375	0.00210806384881481	0.000223837844263691	0.000429348468140666	0.000270744752880573	0.000962713159078612	9.24054013675212e-08	9.68526323932804e-06	0.000105641955251898	0.00313784369758655	0.00319522636627155	8.93247393565598e-07	3.26647608251994e-06	1.68897045452388e-06	0.0219524004195959	4.93276354620398e-06	6.6498711233825e-06	3.37794090904776e-06	1.57313437953639e-06	2.45972322793917e-05	3.59432478159496e-05	0.00313605720279942	5.60721615242031e-06	0.00634433168492184	1.07865911025245e-05	7.26394742949603e-07	0.0127055983506576	4.74990794527322e-07	4.79611064595698e-07	2.05274544413209e-06	0.00629012711747917	7.5693479057731e-06	0.0283860110589493	0.0031430670586523	1.36651290441065e-06	8.93247393565598e-07	1.84150369893797e-06	0.0031493619003496	3.57298957426239e-06	5.514635737302e-06	0.00313605720279942	1.36651290441065e-06	0.00628503288616391	8.93260392990373e-06	1.3511763636191e-05	1.36651290441065e-06
"Dipterocarpus_crinitus"	3.72709527524498e-06	4.0834760822417e-06	1.00143155302163	4.85852208939426e-06	1.68243067332754e-05	4.40041954698905e-06	2.14011214365297e-06	2.01401373723682e-06	0.00144234097539694	0.00718493993371303	2.1246371549581e-07	5.52717625928607e-10	3.91520823299959e-06	1.64900318646232e-08	0.000106424471667035	1.86458455380892e-09	1.01297934364503e-05	1.26051577784439e-05	8.93260392990373e-08	4.63223507108466e-08	3.54259186939599e-05	2.52103155568878e-05	2.12965908016144e-08	1.45842858596543e-07	2.55932837158182e-05	1.27608627570053e-08	4.36044247989176e-08	3.62057680864534e-07	2.55279538232856e-05	4.14538219446455e-11	7.98668338612752e-06	2.53042276385428e-06	2.54104594962907e-06	2.56234254043069e-06	2.53625081633057e-05	1.52464263555305e-05	0.000316454618477629	6.57677850939118e-08	8.10238103314126e-09	1.86458455380892e-09	2.53852514488742e-06	6.56889379922354e-05	7.45833821523568e-09	1.77300372333713e-05	1.27608627570053e-08	8.10238103314126e-09	1.38025784117701e-07	0.100208711513819	0.000100841262227551	8.10238103314126e-09
"Dipterocarpus_globosus"	0.000505587581976754	0.00097865735349138	2.55711688915487e-07	1.00173691896002	0.00329306953288162	0.000524577792703985	0.000464220546357477	0.000437701628594239	0.000151323000010551	0.00200739956428984	1.61745265779178e-07	1.08497327385878e-07	1.02818640403928e-06	3.50286168110462e-06	0.000117581054007111	2.22278725722028e-07	2.16101922862763e-06	3.52175362156113e-06	2.14081296076239e-05	8.78144234481526e-06	3.71670526341705e-06	7.04350724312225e-06	4.1684424466856e-06	1.97838619034382e-05	0.0158833995253571	3.05830422966056e-06	7.6930178963431e-06	7.10711743041195e-05	2.71354298267156e-06	8.13729955394086e-09	5.43489163660397e-05	2.65478947386932e-07	2.73566210675891e-07	4.44200865736149e-06	0.00529259996635356	1.40982010243784e-05	0.0688290088554926	0.0105478797299029	1.0991034390799e-06	2.22278725722028e-07	1.36458238646683e-06	2.20610314783341e-05	8.89114902888111e-07	5.16650333261545e-06	3.05830422966056e-06	1.0991034390799e-06	2.52165564338573e-05	1.78998182240841e-05	2.8174028972489e-05	1.0991034390799e-06
"Dipterocarpus_palembanicus"	0.00068093275125586	0.000503403001451645	2.12965908016144e-07	0.000792004064870265	1.00410868046653	0.00100223140145186	0.000249841137541605	0.000476390940898967	0.000673039043744051	0.00156243232586863	4.26435337837864e-05	7.8509108689256e-06	1.3475568390964e-06	2.42248302483458e-06	0.025457131209482	4.24674322649094e-07	6.20336959841684e-06	2.74110934362918e-06	1.10119406567547e-05	0.00254289664096562	1.65307835305556e-05	5.48221868725836e-06	0.00127102364616016	2.66451946143598e-05	0.0178137988808593	1.57313437953639e-06	0.00127542783225135	0.00514273916468971	1.18847057697738e-05	5.8881831516942e-07	8.7538106240307e-05	1.18077025218255e-06	3.31294694137187e-06	0.00127433659310153	2.45913091448382e-05	0.00382015555999358	0.0383028109356759	1.03346935955567e-05	1.48028858968665e-06	4.24674322649094e-07	2.6610588418692e-06	1.79782415635257e-05	1.69869729059637e-06	6.60218924966802e-06	1.57313437953639e-06	1.48028858968665e-06	0.00382509893877768	1.49076135611301e-05	2.19288747490334e-05	1.48028858968665e-06
"Dipterocarpus_tempehes"	0.000153374701959881	0.000285839165940991	1.86458455380892e-08	4.22329578871853e-05	0.000335492714892784	1.00833986365759	3.7375106999371e-05	0.000526632126157974	0.000263646631025476	9.58519585497225e-05	5.29211446215179e-08	2.02907069335675e-05	3.3880608230153e-07	0.000855418555577965	0.0047143576703507	0.000427262654092199	2.18357506180018e-06	1.68161330788987e-07	6.25273175495918e-06	0.000855374656829697	6.47553128834501e-06	3.36322661577974e-07	4.24674322649094e-07	6.00161877234316e-06	7.28202262096155e-06	8.93247393565597e-07	2.68737578066088e-06	0.0132914275768334	4.6447398392351e-06	1.52180302001757e-06	0.0752038545701791	4.62537949167501e-07	4.65184006398577e-07	8.89858329047671e-07	0.00256919958451043	4.04925066295229e-06	0.000469181145934986	0.000428600458937209	3.33423265130176e-07	0.000427262654092199	7.95961214297677e-07	2.53969543558825e-06	0.0017090506163688	1.43150058114419e-06	8.93247393565597e-07	3.33423265130176e-07	5.06105734585953e-06	1.30520918766624e-06	1.34529064631189e-06	3.33423265130176e-07
"Dryobalanops_aromatica"	0.000560467386580602	0.000895351377054763	2.67514017956621e-07	0.00110252379759901	0.00246718123322335	0.00110256565648144	1.00056463457445	0.000973188615138099	0.000353073581269856	0.00206109748723516	1.56370964290308e-07	1.92626581628731e-05	1.23984883333915e-06	3.73235072828041e-06	0.000102481864251752	4.67188837492138e-07	3.69611670437635e-06	3.61596050392134e-06	1.95858113730729e-05	7.1804061135244e-06	8.67198269785612e-06	7.23192100784267e-06	3.12301421927006e-06	2.19313325183714e-05	6.95807979281607e-05	2.79797305329613e-06	8.50888535304294e-06	0.01261800422959	6.26512186037375e-06	1.44469936221548e-06	9.77122243427477e-05	6.19427335561151e-07	6.27245883775666e-07	3.75026010304573e-06	0.0125304096800476	1.30856066711771e-05	0.0753513081926278	1.48706755497252e-05	1.21840736213174e-06	4.67188837492138e-07	1.8378346976929e-06	2.27510345229768e-05	1.86875534996855e-06	6.09093466336594e-06	2.79797305329613e-06	1.21840736213175e-06	2.22754329371929e-05	1.87259812569635e-05	2.89276840313707e-05	1.21840736213174e-06
"Dryobalanops_lanceolata"	0.000372028763115431	0.00041633790850004	6.10307193102067e-08	0.000252010028584562	0.00114045104033389	0.00376621762949339	0.000235924512760751	1.00330861549585	2.42526039934713e-06	0.000485844337815444	4.8677691006853e-08	0.000120774265790538	2.71149959089027e-07	4.4927658195655e-06	5.53414480784106e-05	1.59585492775144e-06	8.25777551909208e-07	8.52358487395515e-07	9.10739174843838e-06	6.07892767913298e-06	5.95677992822102e-08	1.70471697479103e-06	1.44360891181505e-06	1.45576472523429e-05	2.67031056353806e-05	1.30105596406262e-06	0.00304339026313939	0.079113182806092	5.80427114352374e-08	9.05806993429036e-06	0.000287704972030292	4.25484280587216e-09	6.6887273562148e-09	1.45029763917127e-06	1.89438155384373e-05	4.35635579228039e-06	0.0183588783361308	5.54964803480945e-06	8.08758180685719e-07	1.59585492775144e-06	8.13013023491591e-07	6.38360856622005e-06	6.38341971100575e-06	1.67349992453711e-06	1.30105596406262e-06	8.08758180685719e-07	1.17854877476847e-05	4.27215035171447e-06	6.81886789916412e-06	8.08758180685719e-07
"Shorea_smithiana"	0.000462412419894175	0.000151997054248743	2.53042276385428e-05	5.04410000035171e-05	0.000932808499224211	0.0010915895600353	4.95541868448921e-05	1.40409812593781e-06	1.00572972937765	0.000493322484963126	0.000147691249356991	3.32003155017984e-08	0.000964722742713834	1.40006669286232e-06	0.0123883140003739	4.62537949167501e-07	0.00705875773125175	8.65478043794958e-07	3.32493556169125e-06	3.28661640270009e-06	0.0247021337040123	1.73095608758992e-06	1.18077025218255e-06	1.80943990393373e-05	2.00634208513806e-05	4.74990794527322e-07	3.19551387713701e-06	2.1747866669453e-05	0.017699508231021	2.49002366263488e-09	0.00537863149615924	0.00176443812171517	0.00177182268418302	0.0017730034544352	0.00882967669096879	0.0105901710410476	7.40170551018674e-05	1.46848663846869e-06	1.00524439107429e-06	4.62537949167501e-07	0.00176544336610624	0.00179780925405442	1.85015179667e-06	0.00354452871933255	4.74990794527322e-07	1.00524439107429e-06	1.0523758692048e-05	0.001771295934698	6.92382435035966e-06	1.00524439107429e-06
"Shorea_macrophylla"	0.000428565435500413	0.000540470545447642	0.000126051577784439	0.000669133188096614	0.00216547638146705	0.000396860740662009	0.000289276840313707	0.00028127830084052	0.000493322484963126	1.00435593823609	1.64177554916036e-07	7.06298610044596e-08	0.000354401562430575	2.02529311610185e-06	0.0124004783389767	1.68161330788987e-07	4.39357616539812e-06	0.0017620279618177	1.18227931816672e-05	5.81854134883633e-06	1.21166926131294e-05	0.0035240559236354	2.74110934362918e-06	1.67699518239292e-05	0.00357392837930111	1.68897045452388e-06	5.45679581146127e-06	4.62660904509712e-05	2.89062982911253e-05	5.29723957533447e-09	4.08120381487786e-05	8.65478043794958e-07	8.73686921540759e-07	3.61479626516994e-06	0.00177974330303637	1.34161962936573e-05	0.0442255522521521	8.90063902843512e-06	9.31663990218289e-07	1.68161330788987e-07	1.79714203401325e-06	0.00882375168050361	6.72645323155947e-07	0.0017697534613588	1.68897045452388e-06	9.31663990218289e-07	1.7191252881245e-05	0.00882361044491073	0.0140962236945416	9.31663990218289e-07
