"Marmota_caudata"	"Microtus_juldaschi"	"Apodemus_uralensis"	"Alticola_argentatus"	"Cricetulus_migratorius"	"Dryomys_nitedula"	"Rattus_turkestanicus"	"Citellophilus_lebedewi"	"Rhadinopsylla_li"	"Amphipsylla_phaiomydis"	"Oropsylla_silantiewi"	"Callopsylla_caspia"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Leptopsylla_nana"	"Ceratophyllus_sinicus"	"Amphipsylla_montana"	"Neopsylla_pleskei"	"Amphipsylla_anceps"	"Ceratophyllus_sciurorum"	"Frontopsylla_ambigua"	"Nosopsyllus_simla"	"Frontopsylla_ornata"	"Amphipsylla_primaris"	"Frontopsylla_protera"	"Neopsylla_meridiana"	"Callopsylla_lagomys"	"Rhadinopsylla_altifrons"	"Paraneopsylla_ioffi"	"Leptopsylla_taschenbergi"
"Marmota_caudata"	1.01009147423105	4.7249784166983e-06	3.55718726862593e-06	3.20132562608564e-07	7.63837993689896e-07	1.55850698570388e-10	1.6957786700775e-07	0.0985178718910736	0.00155925739432161	2.21030156884864e-07	0.000700280380648475	1.27044890773462e-07	2.05950709398723e-07	3.53929059804911e-05	7.31637925267754e-08	0.000171297736981125	2.27344036036187e-08	3.58554269084326e-08	2.87897196180205e-08	1.65905582349123e-09	2.01706006720601e-05	1.51727565217461e-08	1.44483558375317e-08	8.92061073540203e-09	1.20856740081386e-08	7.21052567490226e-09	5.75214763771967e-09	5.39791631334426e-09	5.04181774066727e-06	3.06654074881546e-09
"Microtus_juldaschi"	0.000329507668749887	1.0073513751733	0.00102942507306359	0.000679862898714458	0.000677592419618766	3.32269063858087e-05	1.99611730888779e-08	0.00108569176499991	5.08654198249782e-07	0.0443351485005693	2.28442434755152e-07	0.0109284781995807	0.00268470031696517	0.0257569442931605	0.00807250387880355	1.83074882125045e-06	0.000552421728643096	0.000891329428416603	0.000369081166567273	0.000353705777655382	0.000356500750211855	1.78599969742591e-09	0.000879631355735024	0.00105468892294394	0.00105321994366864	0.00105317192498957	0.00122634080455881	0.000352491708576381	5.93477193574058e-07	8.87435407813443e-07
"Apodemus_uralensis"	0.00040988405828917	0.00170091786497577	1.0066060554361	0.000706887136864607	0.000657744804400748	5.61037985973626e-08	1.94646965837256e-05	0.000910988744265799	6.32729574505589e-07	0.000953310427033548	2.84166109390232e-07	0.0096212018391293	0.0546745144061976	0.0014921598458808	0.00927408007288388	0.00173559719004335	0.000895119149028733	0.00695184171458174	0.00319754271838874	5.97233985068698e-07	0.00463010649847569	1.74157811538598e-06	0.00260575229035587	5.21085113712333e-06	0.00202655716623306	3.73828814219628e-06	2.07068261823137e-06	0.000580573413862261	0.000578716163165611	0.000867763840893187
"Alticola_argentatus"	8.67364569462217e-05	0.00264135923487036	0.00166214002451948	1.00362228375926	0.00208837134652933	8.71237168989119e-08	3.21551699757276e-08	1.7324257783432e-05	1.33893281253177e-07	0.00488789212977368	6.0133008381879e-08	0.0489423591199955	0.00145340822963962	0.00346053390705913	0.00478639404515585	2.88046745638177e-06	0.0271511148590824	0.00477620688247954	0.00343730908610701	9.2744601860132e-07	0.00204293198130104	2.87704152414405e-09	9.7124442707245e-06	1.36656034972308e-05	6.09958604752634e-06	8.99014525873228e-06	3.21556776419e-06	6.5494447730648e-06	9.56023974699395e-07	1.43287933148231e-06
"Cricetulus_migratorius"	0.000228575669469934	0.00290757941254321	0.00170817307411538	0.00230655939765926	1.00294999357328	9.59048365157164e-08	3.30691086946029e-08	0.00227221080118206	3.52847550816452e-07	0.0113673676265684	1.58467882272978e-07	0.0353378572712356	0.000103473430611255	8.45875822168065e-05	0.00154681766538474	2.98388791789209e-06	0.0112923811709943	0.00750991968101656	0.0194744269159145	1.02092245323182e-06	1.35450197411843e-05	2.95881498846447e-09	0.00150388630782407	0.00524232500711243	6.46997623023719e-06	0.00299691457373942	3.53966189353087e-06	0.00224740347400587	9.83196815872694e-07	1.47256299492705e-06
"Dryomys_nitedula"	2.01595392321742e-07	0.000616305521672257	6.29810384254264e-07	4.15945487130289e-07	4.14556390100193e-07	1.00948304265947	1.22124032357772e-11	6.64234790455739e-07	3.1119865295184e-10	2.71245937599078e-05	1.39762884524413e-10	6.68612921357035e-06	1.64252084243816e-06	1.57583018006488e-05	4.93882158385044e-06	1.12006657769988e-09	3.37975973473904e-07	5.45322378963966e-07	2.25806770613198e-07	0.100948518633085	2.18109972598259e-07	1.09268871056954e-12	5.38165405772422e-07	6.45267007001491e-07	6.44368273887205e-07	6.4433889568037e-07	7.50284982905357e-07	2.1565720928503e-07	3.63094030941608e-10	5.42939986426089e-10
"Rattus_turkestanicus"	0.000357889625744409	6.04088132952883e-07	0.000356511284796659	2.50471850337246e-07	2.332242402672e-07	1.99255000162681e-11	1.00938552138632	3.52147549620469e-05	5.5246684040946e-07	3.37712575594274e-07	2.48119194885024e-07	3.40758947548081e-06	1.93641651697917e-05	5.41013901845686e-07	3.28463015288699e-06	6.7536565504674e-07	3.17032719473114e-07	2.46214895342966e-06	1.1324850391742e-06	2.12110161463499e-10	1.6469902954304e-06	0.0903134413871971	9.22885333349285e-07	1.84868841787099e-09	7.17750753287435e-07	1.32654459637726e-09	7.35411640116553e-10	2.05623804419541e-07	0.0106253174280081	3.07337314479878e-07
"Citellophilus_lebedewi"	0.100978174555497	1.59570769611714e-05	8.10347331436271e-06	6.55383199209634e-08	7.78273726696989e-06	5.26335016208985e-10	1.71024064280684e-08	1.00984880638364	0.000155877927254677	7.96527310975892e-07	7.00065650675284e-05	5.25067154559402e-07	4.81818152591385e-07	3.94532094714039e-06	2.140973171447e-07	1.71378795078437e-05	1.04202683545998e-07	1.28151849352496e-07	1.82394463055504e-07	5.60292114028919e-09	2.05751789617144e-06	1.53021531198506e-09	4.64490034398953e-08	5.73069531165938e-08	3.29509529161598e-08	3.98829144591986e-08	1.9426006735339e-08	2.76314948675364e-08	5.08481546906096e-07	6.98575285720924e-09
"Rhadinopsylla_li"	0.101009147423105	4.7249784166983e-07	3.55718726862593e-07	3.20132562608564e-08	7.63837993689896e-08	1.55850698570388e-11	1.6957786700775e-08	0.00985178718910736	1.00015592573943	2.21030156884864e-08	7.00280380648475e-05	1.27044890773462e-08	2.05950709398723e-08	3.53929059804911e-06	7.31637925267754e-09	1.71297736981125e-05	2.27344036036187e-09	3.58554269084326e-09	2.87897196180205e-09	1.65905582349123e-10	2.01706006720601e-06	1.51727565217461e-09	1.44483558375317e-09	8.92061073540203e-10	1.20856740081386e-09	7.21052567490226e-10	5.75214763771967e-10	5.39791631334426e-10	5.04181774066727e-07	3.06654074881546e-10
"Amphipsylla_phaiomydis"	3.18816124493746e-05	0.0917003970785155	0.00119335262089092	0.00260218717700182	0.00547923475525238	3.02468491567317e-06	2.30810753104e-08	0.000112092595179852	4.92149881696873e-08	1.00410948858318	2.21030156884864e-08	0.00131886077802871	0.000307546288660945	0.00235484745927695	0.000765062138436263	2.06291101182355e-06	0.00018053653826341	0.000141166947455306	0.000150772564977753	3.21982587797466e-05	4.26578088000904e-05	2.06514884356211e-09	9.10036948198867e-05	0.000124310238988991	9.80877928031116e-05	0.000112043295507082	0.000111635266008628	4.48485686096801e-05	6.86236812781315e-07	1.02875225938872e-06
"Oropsylla_silantiewi"	0.101009147423105	4.7249784166983e-07	3.55718726862593e-07	3.20132562608564e-08	7.63837993689896e-08	1.55850698570388e-11	1.6957786700775e-08	0.00985178718910736	0.000155925739432161	2.21030156884864e-08	1.00007002803806	1.27044890773462e-08	2.05950709398723e-08	3.53929059804911e-06	7.31637925267754e-09	1.71297736981125e-05	2.27344036036187e-09	3.58554269084326e-09	2.87897196180205e-09	1.65905582349123e-10	2.01706006720601e-06	1.51727565217461e-09	1.44483558375317e-09	8.92061073540203e-10	1.20856740081386e-09	7.21052567490226e-10	5.75214763771967e-10	5.39791631334426e-10	5.04181774066727e-07	3.06654074881546e-10
"Callopsylla_caspia"	2.38054816594628e-05	0.029363901704481	0.0156456927103598	0.0338479866811184	0.0221274433380634	9.68551428134023e-07	3.02542990813717e-07	9.59891458909951e-05	3.67480314900808e-08	0.00171328643127094	1.65039624462721e-08	1.00288775441937	0.000972064971415487	0.000887526111571245	0.000571897516081912	2.69793691996955e-05	0.00119131367475911	0.000458657159667912	0.00060335806601948	1.0310386170459e-05	0.000150759009132871	2.70696360201747e-08	9.90228607909059e-05	0.000146231714998193	6.21118140520512e-05	9.66926627487976e-05	3.57473585967594e-05	6.87443606967883e-05	8.99508081635099e-06	1.34876661296205e-05
"Pectinoctenus_nemorosa"	4.00894053212591e-05	0.00749370234104356	0.0923627719094988	0.00104419620381876	6.73079597180007e-05	2.471754665805e-07	1.786015234107e-06	9.15033483770881e-05	6.18851888921405e-08	0.000415038195377392	2.77933481615752e-08	0.00100981506739279	1.0050372138563	0.000327812351011164	0.000914301689343407	0.000159252956837585	0.000112507803307884	0.000648941960799591	0.000299391460896211	2.63122270876016e-06	0.00042938034146975	1.59801363051679e-07	0.000245485960243605	8.17112423110185e-06	0.000193606700361735	8.02043476904662e-06	9.12276806735738e-06	5.58392474457083e-05	5.31010529340551e-05	7.96230792323265e-05
"Frontopsylla_elata"	0.00829953296439598	0.0866096080033174	0.00303667617758198	0.00299508197803948	6.62850059476729e-05	2.85676816269072e-06	6.01126557606317e-08	0.000902624830959218	1.2811818012821e-05	0.00382834850104673	5.75393442255937e-06	0.00111070519225875	0.000394908446247367	1.00222896478394	0.000735065184249951	6.64308577892293e-06	0.000129495603761837	0.000110915889437733	5.11284172888552e-05	3.04107578609012e-05	5.03235035610732e-05	5.37850077858284e-09	8.32651083293353e-05	9.07215080903396e-05	9.64834998129407e-05	9.05731088232925e-05	0.000105437783656213	3.20186965056918e-05	1.7872441704832e-06	2.61782429101895e-06
"Leptopsylla_nana"	3.37217806497835e-05	0.0533527555208281	0.0370963202915355	0.0081423714791157	0.0023824547949604	1.75980998964786e-06	7.17333021894859e-07	9.62748878314361e-05	5.20556179012345e-08	0.00244468131592277	2.33787750832684e-08	0.00140673641886815	0.00216489825292807	0.00144478329318094	1.00081000475219	6.39648914657415e-05	0.000306549170852951	0.00035852112196916	0.000209550710442658	1.87334611801224e-05	0.000205620754447767	6.41824282748032e-08	0.0001458883625066	6.81180999201316e-05	0.000130291475612653	6.27842459015635e-05	6.49511806340516e-05	4.52110585052058e-05	2.13274433720214e-05	3.19795864582203e-05
"Ceratophyllus_sinicus"	0.0928225399352178	1.42254131380947e-05	0.00816199759642007	5.76093491276354e-06	5.40325649996676e-06	4.69217079847246e-10	1.73404695214704e-07	0.00906038002845756	0.000143288242150427	7.74985488225603e-06	6.43523930820982e-05	7.80214190369574e-05	0.000443325798764087	1.53509144350787e-05	7.5201966993507e-05	1.00002981328278	7.25981193732087e-06	5.63695789952976e-05	2.59286675827925e-05	4.9948914951481e-09	3.93949186980462e-05	1.5515156940263e-08	2.11290489599083e-05	4.30698761523613e-08	1.64326551665283e-05	3.09730332419879e-08	1.73178942550718e-08	4.70784802903091e-06	5.15559538562032e-06	7.03620482450006e-06
"Amphipsylla_montana"	1.49447024606804e-05	0.0052072539995046	0.00510658137478687	0.0658748360515442	0.0248062143756269	1.71758281601492e-07	9.87478962293306e-08	6.68297932079758e-05	2.30698292305573e-08	0.000822773076020133	1.03609249209934e-08	0.00417936272784342	0.00037994438494138	0.000363012266283182	0.000437209473183717	8.80698497314335e-06	1.00206520153207	0.000536437022858074	0.000721817440717814	1.82839461059653e-06	0.000158820125072495	8.83533808367695e-09	5.47589234860045e-05	0.000135018358309539	1.57055154345241e-05	7.94820574685834e-05	6.33926573852734e-06	6.02823365054535e-05	2.93593087262889e-06	4.40222532309213e-06
"Neopsylla_pleskei"	3.12557992087226e-05	0.0111416178552075	0.0525921938407488	0.0153669264914559	0.0218767225490482	3.67499864084412e-07	1.01697456772095e-06	0.000108990361964529	4.82489331659126e-08	0.000853139378099459	2.1669149305531e-08	0.00213375287323768	0.00290613138966773	0.000412317762909834	0.000678072556767759	9.06814966446092e-05	0.000711362139007446	1.00060833368104	0.000646504051817523	3.91209532735019e-06	0.000276828334306511	9.09924613224005e-08	0.000178354482468156	0.000125907422473077	0.000117414931679504	7.69296854229692e-05	1.35637086932961e-05	8.30784811501008e-05	3.02362596476612e-05	4.53380981385766e-05
"Amphipsylla_anceps"	2.62372492491591e-05	0.00482321979036777	0.0252896560454382	0.0115618578350872	0.0593084819711943	1.59091133841117e-07	4.89027630552495e-07	0.000162173549628578	4.05019010080788e-08	0.000952608478723076	1.81898683041129e-08	0.00293451423018565	0.00140169638510499	0.000198703621736233	0.000414338904738891	4.36073045710601e-05	0.00100070145190424	0.00067589059962741	1.00127143813064	1.69355077959899e-06	0.00014138864409871	4.37551037862759e-08	0.000158118509386736	0.000314853353206376	5.59029227911927e-05	0.000182073169688777	5.87174583175207e-06	0.000148992110267399	1.4539563605216e-05	2.18014276253777e-05
"Ceratophyllus_sciurorum"	2.01595392321742e-06	0.00616305521672257	6.29810384254264e-06	4.15945487130289e-06	4.14556390100193e-06	0.0948304265947163	1.22124032357772e-10	6.64234790455739e-06	3.1119865295184e-09	0.000271245937599078	1.39762884524413e-09	6.68612921357035e-05	1.64252084243816e-05	0.000157583018006488	4.93882158385044e-05	1.12006657769988e-08	3.37975973473904e-06	5.45322378963966e-06	2.25806770613198e-06	1.00948518633085	2.18109972598259e-06	1.09268871056954e-11	5.38165405772422e-06	6.4526700700149e-06	6.44368273887205e-06	6.4433889568037e-06	7.50284982905357e-06	2.1565720928503e-06	3.63094030941608e-09	5.42939986426090e-09
"Frontopsylla_ambigua"	0.0278903764258254	0.00706854935764885	0.0555612779817082	0.0104259976976743	6.25873325971965e-05	2.33152039674001e-07	1.07906260735095e-06	0.00277566259082825	4.30537993655351e-05	0.000408926580911212	1.93359551270093e-05	0.00111249751567015	0.00305008104630236	0.000296735141687707	0.0006168622633433	0.000100524964953635	0.000334069918255938	0.000439107013037913	0.000214520701391146	2.48194106749743e-06	1.00027960298698	9.65477069735065e-08	0.000149932938885596	7.70282634296352e-06	0.000119137068933107	7.5627054490892e-06	8.60519052235511e-06	3.45305157124091e-05	3.20822350996081e-05	4.78976534325071e-05
"Nosopsyllus_simla"	3.57889625744409e-05	6.04088132952883e-08	3.56511284796659e-05	2.50471850337246e-08	2.33224240267199e-08	1.99255000162681e-12	0.100938552138632	3.52147549620469e-06	5.5246684040946e-08	3.37712575594274e-08	2.48119194885024e-08	3.40758947548081e-07	1.93641651697917e-06	5.41013901845686e-08	3.28463015288699e-07	6.7536565504674e-08	3.17032719473114e-08	2.46214895342966e-07	1.1324850391742e-07	2.12110161463499e-11	1.6469902954304e-07	1.00903134413872	9.22885333349285e-08	1.84868841787099e-10	7.17750753287435e-08	1.32654459637726e-10	7.35411640116553e-11	2.05623804419541e-08	0.00106253174280081	3.07337314479878e-08
"Frontopsylla_ornata"	3.62102887955739e-05	0.0316117518467275	0.0566751123152402	8.98401095042017e-05	0.0125950478280266	1.04269547368407e-06	1.09592633335228e-06	0.000113573619535974	5.58970766464507e-08	0.00158118919749553	2.51040182677113e-08	0.00132443076307837	0.00316063173813642	0.000889895845269771	0.000793267971129639	9.77218514395761e-05	0.000208768395790392	0.000512769137095948	0.000434825900813525	1.10996614940562e-05	0.000271753451730143	9.80565666683615e-08	1.00019286062505	9.87812018073666e-05	0.000146987838543133	7.05833335356652e-05	3.84838718134073e-05	7.17651638478375e-05	3.25836203005632e-05	4.88578554441725e-05
"Amphipsylla_primaris"	2.75159669137604e-05	0.0466497023609818	0.000139490476593763	0.000155577639814627	0.0540362731502358	1.53871363208048e-06	2.70192922611913e-09	0.000172458663063645	4.24758311170296e-08	0.00265832664914919	1.90763829572443e-08	0.00240719900073949	0.000129480891662075	0.00119333676026524	0.00045586728408088	2.45166987328826e-07	0.000633547681298606	0.000445518571827812	0.00106565750316004	1.63798547931147e-05	1.71832279958417e-05	2.41751562336975e-10	0.000121576863762913	1.00033095698913	4.89585345817191e-05	0.000209980258200872	5.67909420046735e-05	0.000137282881303842	8.03326220965631e-08	1.20250410856692e-07
"Frontopsylla_protera"	3.72787263117193e-05	0.0465847282776512	0.0542493764499312	6.94414411564538e-05	6.6690524219368e-05	1.53657049926949e-06	1.04902033172779e-06	9.9162090768154e-05	5.75464016233678e-08	0.00209756972302039	2.58447490327888e-08	0.00102245601593377	0.00306792155957826	0.00126912911292407	0.000871950644484681	9.35397294094688e-05	7.36951108850747e-05	0.000415468219789014	0.000189209892524037	1.63570407986752e-05	0.000265767307620007	9.38597138914337e-08	0.000180908108976163	4.89585345817191e-05	1.0001577324602	4.88092274379444e-05	5.67118431206189e-05	4.75304934499547e-05	3.11890308101594e-05	4.67667038361476e-05
