"Sideroxylon_puberulum"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Coffea_mauritiana"	"Polyscias_mauritiana"	"Dracaena_reflexa"	"Claoxylon_linostachys"	"Bertiera_zaluzania"	"Pittosporum_senacia"	"Coffea_macrocarpa"	"Antirhea_borbonica"	"Stillingia_lineata"	"Doratoxylon_apetalum"	"Mimusops_erythroxylon"	"Phyllanthus_phillyreifolius"	"Antidesma_madagascariense"	"Croton_fothergillifolius"	"Grangeria_borbonica"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Chassalia_petrinensis"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Monimiastrum_globosum"	"Roussea_simplex"	"Cordemoya_integrifolia"	"Molinaea_alternifolia"	"Euodia_chapelieri"	"Faujasiopsis_flexuosa"	"Ochna_mauritiana"	"Agauria_salicifolia"	"Olea_lancea"	"Pandanus_wiehii"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_064"	"Pachycerina_crinicornis"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_064"	"Stomorhina_lunata"	"Chaetocnema_sp1_M_PL_064"	"Lygistorrhina_sp1_M_PL_064"	"Chrysomya_megacephala"	"Panara_naso"	"Psilopa_iceryae"	"Lygaeidae_sp1_M_PL_064"	"Ornidia_obesa"	"Sapromyza_sp1_M_PL_064"	"Zosterops_mauritianus"	"Drosophila_sp1_M_PL_064"	"Eristalinus_flaveolus"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_calcitrans"	"Ahasverus_advena"	"Allograpta_nasuta"	"Nacoleia_sp2_M_PL_064"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Acopsis_viridicans"	"Dysauxes_florida"	"Eilema_squalida"	"Lecithoceridae_sp1_M_PL_064"	"Mauritiborium_undulatus"	"Pheidole_megacephala"	"Bactrocera_cucurbitae"	"Calcidoidae_sp1_M_PL_064"	"Condica_capensis"	"Dioxyna_sororcula"	"Episyrphus_sp1_M_PL_064"	"Eumolpinae_sp1_M_PL_064"	"Fannia_pusio"	"Henotesia_narcissus"	"Homoneura_sp1_M_PL_064"	"Ischiodon_aegyptius"	"Lecithoceridae_sp2_M_PL_064"	"Limoniidae_sp1_M_PL_064"	"Melanostoma_bituberculatum"	"Miridae_sp1_M_PL_064"	"Mythimna_sp1_M_PL_064"	"Orthellia_albigena"	"Psyllidae_sp1_M_PL_064"	"Sarcophaga_arno"	"Spilogona_sp1_M_PL_064"	"Stomoxys_niger"	"Syritta_sp1_M_PL_064"	"Trichoplusia_indicator"	"Zaprionus_vittiger"
"Sideroxylon_puberulum"	1.00598786866355	0.000230757920062879	0.000103058277128661	0.000201753959970064	0.000281876813366925	0.000537398008153769	6.15213897230338e-07	0.000840193263571579	2.63078993662174e-05	0.000198689536462106	2.378199220368e-05	9.51819436409502e-05	0.000252435213892573	5.61544929093188e-07	6.81904083673637e-05	1.39695657352645e-05	0.000194255868051967	0.000272371232759176	0.000219495327661044	2.75277354761313e-07	6.49492845713376e-06	9.230745284389e-05	3.19004298073805e-05	7.48253482763376e-05	8.51056778098726e-05	9.21523024597384e-06	0.000163342100746066	3.14620959311267e-05	5.0549094336595e-05	4.61101096752617e-08	4.56955104416112e-06	0	2.15415127161603e-06	0.0460994016849188	0.00109861714852418	0.00219338450119734	0.00651314795890738	1.12241833676163e-05	0.0128742721218815	1.37030683772883e-05	0.00856764296128671	0.00428875840867079	4.58795591268854e-06	4.28694767327143e-06	3.20272092278505e-06	0.00215043418841397	3.72190193649804e-06	0.00321933651680296	3.5087645212185e-06	0.00107541502091371	0.00428079944112151	0.00214656171512943	0.00107570179547862	1.54866745519986e-06	3.00147139854821e-06	1.28822846410826e-06	2.10818855464688e-06	2.23314116189883e-06	7.23781055565104e-09	0.00214039972056075	1.72656431807251e-06	8.58818976072174e-07	2.49417827587792e-06	1.36380816734728e-06	0	6.81904083673638e-07	1.08248807618896e-07	7.44380387299608e-07	8.77191130304626e-07	5.10495390084716e-09	1.55217397058494e-07	5.10495390084717e-09	1.55217397058494e-07	5.60128842381053e-06	0.00107019986028038	0.00107019986028038	1.22555136246489e-06	1.08248807618896e-07	1.5283810497085e-06	5.10495390084717e-09	5.31673830123008e-07	2.30550548376309e-09	1.22555136246489e-06	1.55217397058494e-07	1.53845754739817e-06	0.00107019986028038	1.08248807618896e-07
"Psiadia_terebinthina"	0.000699717564061632	1.00410545538507	0.00075445246199933	0.0002589779982652	0.000451779786542972	0.000105822602282961	0.0012599362840286	2.13197329555986e-05	0.000404580799973974	0.000151082696793902	0.000211870983167612	0.000134071892589452	0.000114684557808513	0.000109219869679642	0.000217333177202883	0.000224601740630114	0.000185138946610063	1.98894348395292e-05	3.64970807956238e-05	2.12845605361809e-07	5.8033237513501e-05	0.000178508064203505	8.186569233659e-05	1.83460420388805e-05	8.83069019318594e-05	5.89176950039542e-05	3.49748854166601e-05	2.04947695151052e-05	5.52240539459248e-05	3.56525302113584e-08	2.04095752275267e-05	0	1.92476904419778e-05	4.06790784937858e-05	0.0098163221254087	0.0097965961092128	4.3655330842728e-05	0.0260340452265311	0.00974805404115148	0.00325773801880216	0.00324938114991354	1.31589104966078e-05	3.54742675603016e-06	0.00325248684957533	0.00325780115577596	4.73976406682448e-06	0.0161952492804044	2.89665958344506e-06	4.50396518722087e-06	5.12582897552272e-06	2.97752154919843e-06	2.23114136354734e-06	3.40777150314254e-06	4.96095021574888e-06	2.55774996092511e-06	9.43065577499163e-06	0.00324339651962493	0.00971714956824263	1.48227798121011e-05	1.48876077459922e-06	2.92776611711909e-06	6.28710384999442e-06	6.11534734629348e-07	4.34666354405765e-06	0	2.17333177202883e-06	9.67220625225017e-07	0.00323904985608088	1.12599129680522e-06	9.92907906178566e-07	2.49557489589015e-06	9.92907906178566e-07	2.49557489589015e-06	1.42131553037324e-07	7.44380387299609e-07	7.44380387299609e-07	1.96425994149119e-06	9.67220625225017e-07	1.16217459072232e-06	9.92907906178566e-07	1.36442820560983e-06	1.78262651056792e-09	1.96425994149119e-06	2.49557489589015e-06	2.97513440339175e-06	7.44380387299608e-07	9.67220625225017e-07
"Aphloia_theiformis"	0.000403644918753922	0.000974501096749134	1.00360777647518	0.000317376046054618	0.000124662619596567	2.13039295391171e-05	0.00109458997621997	7.68753813534806e-05	0.00108346639511494	0.000545733460195417	0.000997673330842181	2.69860880235148e-05	8.45894744569066e-05	5.01169417622564e-07	4.67717212100429e-07	2.67099341900058e-05	0.000117638709305729	0.00010452536255171	7.1500099658075e-06	4.4950330536645e-07	0.000273288552618448	3.19027671843444e-07	3.53350160352544e-05	7.06526645960914e-06	2.64969263938851e-05	1.76955902464572e-05	6.93189636440618e-06	8.83618121037973e-06	8.89782393921025e-06	7.52936859910301e-08	8.8062250700065e-06	0	9.06407032851187e-05	0.00420839882637767	0.0462267586754105	0.00422698803360312	2.45875496814253e-05	0.0252142619804614	2.56476833770519e-05	1.4965219159957e-05	9.39014206387993e-06	1.22815828979673e-05	7.49172175610749e-06	4.04451732039218e-06	1.71051038360974e-05	2.62787263289008e-06	1.5717759624986e-05	1.90287400597633e-06	5.51958340964553e-06	1.01324056457215e-05	1.71763795214435e-06	2.12235489282493e-06	1.19824561492923e-06	1.44292990935586e-08	2.87754614581626e-06	0.0125450972059398	3.15290626923921e-06	9.43065577499163e-06	1.28775291319997e-05	8.58818976072174e-07	1.25118941174957e-05	0.00836339813729318	2.35508881986972e-07	9.35434424200859e-09	0	4.67717212100429e-09	4.55480921030748e-06	3.14355192499721e-06	1.37989585241138e-06	4.55608561475058e-09	2.9677704655562e-07	4.55608561475058e-09	2.9677704655562e-07	5.12502542356537e-07	4.29409488036087e-07	4.29409488036087e-07	5.42011389550293e-07	4.55480921030748e-06	4.1979496938109e-06	4.55608561475058e-09	5.88916933920906e-07	3.7646842995515e-09	5.42011389550293e-07	2.9677704655562e-07	5.31712786405740e-09	4.29409488036087e-07	4.55480921030747e-06
"Coffea_mauritiana"	0.000824559662486348	0.000349057302009617	0.000331175004578732	1.00336521917687	0.000657001088096905	0.000522916236222208	1.34872387980759e-06	0.000120105459885637	0.000353047607388637	0.000171711869477682	0.000284370149346615	0.000478552267922597	0.000292866747048012	0.000293643011189624	0.000183728159802407	0.000137884386052669	0.000246809411223826	0.000209047125731781	9.81354166089191e-05	5.70145398708603e-07	7.78946419618999e-05	3.19157322564881e-05	0.000219718213587971	0.000341102906756341	0.000173565492981463	0.000140132110074692	1.59816379009067e-05	4.59092202793224e-05	6.14154787756675e-05	9.55017418272367e-08	4.56951572234905e-05	0	2.58350562506968e-05	6.76279131806453e-05	0.0131758786878554	0.0219336754672754	0.0175542660822538	2.47601696023782e-05	0.00440169003460957	0.00877352321298806	0.00437760255731898	1.75765914700521e-05	9.50242331181005e-06	6.7859952404438e-06	6.85491157654074e-06	7.61195347030031e-06	5.62995648402608e-06	4.83421097980268e-06	0.0174498298987281	6.26123899056788e-06	3.5087645212185e-06	5.47906262505804e-06	8.56252223327694e-06	5.87089271075281e-06	0.00873059999781002	4.13968755723415e-06	4.80055449285337e-06	3.37797389041566e-06	1.58673397624423e-08	1.75438226060925e-06	3.69061177899883e-06	2.75979170482277e-06	1.13700968918781e-05	3.67456319604815e-06	0	1.83728159802408e-06	1.29824403269833e-06	1.12599129680522e-06	0.00436245747468204	2.66948191990567e-06	1.53204873391855e-06	2.66948191990567e-06	1.53204873391855e-06	8.00703065904249e-07	8.77191130304626e-07	8.77191130304626e-07	2.85652646998654e-06	1.29824403269833e-06	1.3208605344437e-06	2.66948191990567e-06	3.66197022646618e-06	4.77508709136183e-09	2.85652646998654e-06	1.53204873391855e-06	5.31928870941469e-07	8.77191130304625e-07	1.29824403269833e-06
"Polyscias_mauritiana"	0.001152018280717	0.000608920581862267	0.00013008273349207	0.000657001088096905	1.00372346667516	4.89583019246824e-05	0.00035184215188024	0.000129038538086384	0.000129148143963588	0.000366716568598689	1.26577916171695e-06	0.000384254715552913	1.21165663434154e-06	1.03813955607426e-06	6.5595854844683e-07	0.000384977185662149	0.000430693416947731	8.90030262595577e-07	8.67270133753612e-07	5.32181201849163e-08	3.08142600179939e-07	3.21309115358413e-05	0.000511490964978074	4.69436704049133e-07	0.000383102316636599	0.000255433414962122	1.59269712671642e-05	0.00012790439382059	0.000143398487520181	8.91425798742317e-09	0.000127633511739179	0	1.0220062905968e-07	6.31872060120886e-05	5.21223208204367e-05	0.061264085634806	5.01278782691983e-05	4.76047145026449e-05	0.00441419321868048	2.99504670774365e-05	2.42137702874241e-05	0.0174666042888157	8.86968669748605e-07	1.58678631814242e-05	0.00873413372437674	3.00403188779299e-06	9.82129970745591e-06	4.54930058130991e-06	1.14261058799462e-05	1.1652827136052e-05	4.90220544985957e-06	2.47338152340908e-06	1.08352832564413e-05	5.54390456919918e-07	5.72087688504058e-06	1.62603416865088e-06	1.97737911246012e-06	5.89277982447356e-06	4.13931943388517e-06	2.45110272492979e-06	2.83144484120935e-06	1.08402277910059e-06	1.56478901349711e-08	1.31191709689366e-08	0	6.5595854844683e-09	5.13571000299899e-09	1.96425994149118e-06	2.85652646998655e-06	9.43763232794784e-09	4.27752428513499e-06	9.43763232794784e-09	4.27752428513499e-06	8.60256920575893e-07	1.22555136246489e-06	1.22555136246489e-06	0.00436401507250069	5.13571000299899e-09	2.82089668152838e-06	9.43763232794784e-09	8.52484941630124e-06	4.45712899371158e-10	0.00436401507250069	4.27752428513499e-06	5.35515192264022e-07	1.22555136246489e-06	5.13571000299899e-09
"Dracaena_reflexa"	0.00265870593507654	0.000172657930040621	2.69102267862532e-05	0.000633003864900568	5.92653128561945e-05	1.00211006250859	6.64597498286355e-07	0.000545374888630595	9.53235127775886e-07	5.77514077868639e-05	6.44060314076579e-07	0.000574269566639357	0.00100427826101236	1.01335360344511e-06	0.000719491174805586	6.32341073458005e-07	0.000314076934132816	0.000768375129336025	2.69265570755674e-05	5.00365602069328e-08	1.70373652542994e-07	0.000113840292194005	0.000144056140021506	2.62499967297049e-05	7.03962809356038e-07	4.21543728165401e-07	8.30631243515217e-05	3.37587534070206e-07	5.68576703796673e-05	8.38133336799545e-09	1.37199164845005e-07	0	5.65072614267596e-08	0.016001548505725	2.88187033276474e-05	6.58555991256025e-05	0.0687682799018034	1.43217785230107e-05	0.0158817319401502	2.64861717255704e-05	3.50838377785226e-05	1.32328265667937e-05	8.33942670115547e-07	4.37271550689592e-06	1.08013040532026e-06	2.66851966958575e-05	2.78480532323583e-06	1.25057293996413e-05	1.1008762867836e-05	7.20663747853819e-06	1.13136422769214e-05	1.45789876766072e-05	8.01553476900804e-06	1.91576281420514e-06	5.94188137941307e-06	3.36377834828165e-07	1.49467845607589e-05	1.6708831939415e-06	7.81879409748652e-09	5.65682113846073e-06	4.49608767644463e-07	2.24251889885443e-07	8.74999890990163e-07	1.43898234961117e-05	0	7.19491174805586e-06	2.83956087571656e-09	5.56961064647165e-07	2.75219071695899e-06	9.21230548586468e-09	7.02601192731117e-09	9.21230548586468e-09	7.02601192731116e-09	3.63583259087063e-06	2.82841056923037e-06	2.82841056923037e-06	2.57675273287802e-07	2.83956087571656e-09	4.44241598360491e-07	9.21230548586468e-09	2.4009356670251e-06	4.19066668399773e-10	2.57675273287802e-07	7.02601192731116e-09	1.89733820323341e-06	2.82841056923036e-06	2.83956087571656e-09
"Claoxylon_linostachys"	3.40177096115599e-06	0.00229753087087568	0.00154530349583996	1.82474407268086e-06	0.000476021734896794	7.4278543926122e-07	1.00499064649635	3.04530839748347e-07	0.000515793153429396	1.76349104054473e-06	2.7601709251798e-06	7.64731955320564e-07	0.000257041962486436	3.66196105141108e-07	6.69584892324314e-07	7.58402836430495e-07	9.31525845973729e-07	4.45155225826569e-07	1.67941947745735e-07	2.07920248645777e-07	7.56055528965595e-07	4.24116209214723e-07	5.46541664380972e-07	1.07033004211656e-07	4.64973168771179e-07	3.16270023429986e-07	1.91758942064219e-07	1.28248236884836e-07	2.15073931264364e-07	3.48275123359761e-08	1.27778155532374e-07	0	2.50758417106922e-07	6.64687509724856e-06	0.00012788679272453	6.13335146555396e-05	1.65687069492036e-05	0.0769593636023482	2.44428172049571e-05	1.09284682257427e-05	9.79664426088674e-06	8.32024512027464e-06	3.46533747742962e-06	7.45080720757209e-06	0.0118349700798852	4.68712000231725e-06	3.70569495302529e-05	1.52860921138808e-08	3.17346795248846e-08	4.10998238483073e-08	1.44756211113021e-08	1.45831504135837e-08	1.88032540984873e-08	1.37267144894776e-08	1.76512231659699e-08	1.93162936979995e-05	7.42478160389706e-06	2.22341697181517e-05	0.0118234193705453	7.23781055565104e-09	3.65667400729962e-08	1.28775291319997e-05	3.56776680705521e-09	1.33916978464863e-08	0	6.69584892324314e-09	1.26009254827599e-08	7.41138990605057e-06	7.93366988122115e-09	3.3290555012828e-09	8.42669818256106e-09	3.3290555012828e-09	8.42669818256105e-09	2.03020559832231e-09	3.61890527782552e-09	3.61890527782552e-09	2.06965971694259e-06	1.26009254827599e-08	1.35653156964979e-08	3.3290555012828e-09	9.10902773968287e-09	1.74137561679881e-09	2.06965971694259e-06	8.42669818256105e-09	7.06860348691204e-09	3.61890527782552e-09	1.26009254827599e-08
"Bertiera_zaluzania"	0.00526521111838189	4.40607814415705e-05	0.000123000610165569	0.000184161705157977	0.000197859091732455	0.00069080819226542	3.45134951714793e-07	1.00195390811823	1.45983447535068e-05	1.38476554606215e-06	4.30286365936801e-07	0.000155125762243916	0.000197897100845458	5.60977870009313e-07	0.000141145427303828	4.22768489751397e-05	7.12932825806419e-05	0.000357371676070181	0.000243153903940438	3.25166098145527e-07	1.17745402782429e-07	6.75480359287975e-07	8.43217103229511e-05	0.000108794731656984	4.24623470623393e-05	2.81311578052514e-05	0.000108850232905109	1.42961383813559e-05	1.43296658388855e-05	5.44666831064534e-08	1.40190774506711e-05	0	3.90522252561721e-08	0.0670660594170457	1.99166348806478e-05	0.00672915717632213	0.0134903348814696	6.23216950106996e-06	8.69647487000379e-05	1.67405227036657e-05	4.86137652391248e-05	2.58674854628697e-05	5.41943496909211e-06	1.57387586418491e-06	1.86670580538575e-06	1.84290470507391e-05	7.1065776518662e-07	0.00669997021325876	3.20281226361699e-06	6.41474009336392e-06	2.24051536952421e-05	1.864700044755e-05	1.10824372273934e-05	2.14576036246659e-08	3.41465165942491e-06	1.53750762706961e-06	2.96504009911388e-06	4.26394659111973e-07	4.06041119664462e-09	1.12025768476211e-05	1.42377623781566e-08	1.02500508471307e-06	3.62649105523282e-06	2.82290854607656e-06	0	1.41145427303828e-06	1.96242337970714e-09	1.42131553037324e-07	8.00703065904249e-07	5.09979881826649e-09	4.69742766390441e-07	5.09979881826649e-09	4.69742766390441e-07	0.00667969272078818	5.60128842381053e-06	5.60128842381053e-06	8.60256920575893e-07	1.96242337970714e-09	1.06520426620166e-08	5.09979881826649e-09	1.40536183871585e-06	2.72333415532267e-09	8.60256920575893e-07	4.69742766390441e-07	1.12580059881329e-08	5.60128842381053e-06	1.96242337970714e-09
"Pittosporum_senacia"	0.000164862836028296	0.000836133653279546	0.00173354623218391	0.000541339664662577	0.000198027154077502	1.20743116184946e-06	0.000584565573886649	1.45983447535068e-05	1.00152340148142	0.000791693333576639	0.00144748557514063	0.000191635836136486	4.54334688613232e-05	0.000224580436920112	4.97147357992478e-07	4.24888619502689e-05	0.000174347427120995	0.000131990960255138	0.000142106642804946	0.000403459796511343	0.000396503780369575	4.60897675335139e-07	5.63446625918557e-05	0.000105127829534799	4.22068070921314e-05	6.5376395140624e-05	1.52960279994026e-07	1.41596905050069e-05	1.41399973885182e-05	6.7581205445786e-05	1.40469297370225e-05	0	0.000131507087155909	2.24774513207787e-05	0.0670686144495136	0.00674252627377078	3.02572189341302e-05	0.0134636767563878	2.60589424188042e-05	0.00671085641998424	7.92214572768856e-06	1.63253919284354e-05	0.0067243299418557	4.12886398734663e-06	1.12964226317329e-05	1.18193373775524e-06	1.34860266657991e-05	2.65357518289458e-06	9.41460286369699e-06	1.42924770700931e-05	7.0154398309913e-07	3.84743311382017e-06	4.51043071937602e-06	4.09096229919702e-06	6.45943192409515e-06	2.16693279022988e-05	2.70714828031967e-06	8.09161599947948e-06	6.87724204572528e-06	3.50771991549565e-07	1.81523285126589e-05	1.44462186015326e-05	3.50426098449329e-06	9.94294715984957e-09	0	4.97147357992479e-09	6.60839633949292e-06	2.69720533315982e-06	2.35365071592425e-06	2.04164033563738e-06	4.72098466114099e-07	2.04164033563738e-06	4.72098466114099e-07	9.73222983567121e-08	1.75385995774783e-07	1.75385995774783e-07	8.6098762642392e-07	6.60839633949292e-06	6.0899487198203e-06	2.04164033563738e-06	9.39077709864261e-07	3.3790602722893e-06	8.6098762642392e-07	4.72098466114099e-07	7.68162792225232e-09	1.75385995774783e-07	6.60839633949292e-06
"Coffea_macrocarpa"	0.00143667818672599	0.000360274123123919	0.00100750792651462	0.000303797922922052	0.000648806236751526	8.44059036884934e-05	2.30610366840465e-06	1.59780639930248e-06	0.000913492307973045	1.00281382444119	0.00139045562530741	1.04527804778616e-06	9.0166100650644e-07	3.96236605985118e-07	4.0964243509908e-07	6.74503425638751e-07	0.000560954074791147	9.19613309692285e-05	5.25372596939863e-07	3.68570006594259e-07	0.000275243118504832	5.56834455815176e-05	7.60967997480339e-07	3.26132938079402e-07	6.4300273225009e-07	4.02278487360779e-07	2.79290465690073e-05	2.12285761554473e-07	2.79024581545663e-05	6.17370195300265e-08	1.73405478779526e-07	0	9.12889676374361e-05	7.43450742763761e-05	0.0465573734950924	8.32346298141727e-05	3.17173451358877e-05	4.684953835058e-05	0.00776413474922028	9.98415536431078e-06	1.47343555093813e-05	0.0154453021023279	6.14283344323764e-06	3.04077289096087e-06	6.83109858517206e-06	4.00412415486585e-06	5.8108729536116e-06	4.60330051460096e-06	5.28344213777482e-06	0.0154356661955058	6.11352419883401e-06	4.0860599885552e-06	1.55521131099787e-06	9.35261728285628e-07	2.6471566178554e-06	1.25938490814327e-05	1.1703674394243e-06	3.48652377216697e-06	2.71306313929959e-08	3.05676209941701e-06	0.00772553962591234	8.39589938762181e-06	1.08710979359801e-08	8.19284870198161e-09	0	4.0964243509908e-09	4.58738530841388e-06	1.16217459072232e-06	1.32086053444371e-06	3.60215096350107e-09	7.49448250709724e-09	3.60215096350107e-09	7.49448250709724e-09	1.06520426620166e-08	1.52838104970851e-06	1.52838104970851e-06	2.82089668152838e-06	4.58738530841388e-06	0.00771395249570145	3.60215096350107e-09	1.26827999580056e-08	3.08685097650133e-09	2.82089668152838e-06	7.49448250709724e-09	9.28057426358626e-07	1.5283810497085e-06	4.58738530841387e-06
