"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Apis_mellifera"	0.0420181321387531	0.0105227825533646	0.0104978350826648	0.00396611878376656	0.00785057124510471	0.00131846916639155	0.00915017601475735	0.00784300801264916	0.00784300801264916	0	1.00651936162331	0.00223073887209917	0.000473525214901407	0.000113011642833561	0.000302529298222076	0.000137764367668043	0.000149969072609497	0	5.2613912766823e-05	5.2613912766823e-05	6.88821838340216e-05
"Lasioglossum_mahense"	0.0691263941700937	5.69906768555393e-05	0.0115469951064345	0.020108265012514	4.39301488636958e-05	6.42864228270654e-06	4.46147774419834e-05	3.82412378074143e-05	3.82412378074143e-05	0	0.00490762551861817	1.00445721968052	2.56458045849927e-06	5.51026481374847e-07	0.000227556442251256	0.000226643915311783	0.000164957072949064	0	2.84953384277697e-07	2.84953384277697e-07	0.000113321957655891
"Hemipyrellia_sp1_M_PL_127"	0.000194359422877696	0.100608043080808	4.22654908397978e-05	1.59836411990413e-05	4.41760613101843e-05	5.30687880933373e-06	3.68297389367761e-05	3.15683476600938e-05	3.15683476600938e-05	0	0.00405127128304537	9.97336844971938e-06	1.00452736193864	4.5487532651432e-07	0.000504308546003621	6.3724400943507e-07	6.03792726282825e-07	0	0.00050304021540404	0.00050304021540404	3.18622004717535e-07
"Xylocopa_caffra"	6.05448589895579e-05	1.51625108838107e-05	1.51265635196899e-05	5.71486856450513e-06	1.1312062312831e-05	0.1008664531256	1.31846916639155e-05	1.13011642833561e-05	1.13011642833561e-05	0	0.0014503160830307	3.21432114135327e-06	6.8231298977148e-07	1.00864569598219	4.35921178994346e-07	1.98507734391993e-07	2.16093764566998e-07	0	7.58125544190533e-08	7.58125544190533e-08	9.92538671959965e-08
"Lygistorrhina_sp1_M_PL_127"	0.050435834993713	0.025215427300181	8.33806190395974e-05	6.25120747606256e-05	0.0250616159851189	7.62862063240106e-06	5.29426271888633e-05	4.53793947333114e-05	4.53793947333114e-05	0	0.00582368899077497	0.00199111886969849	0.00113469422850815	6.53881768491519e-07	1.00064946361542	0.00016536339342201	1.19115170056568e-06	0	0.000126077136500905	0.000126077136500905	8.26816967110048e-05
"Megachile_seychellensis"	0.100558386970397	6.3724400943507e-05	0.000100578213291419	9.99900255093304e-05	4.95974799715134e-05	6.94777070371976e-06	4.82175286838151e-05	4.13293103004129e-05	4.13293103004129e-05	0	0.00530392815521966	0.0039662685179562	2.86759804245782e-06	5.95523203175979e-07	0.000330726786844019	1.00032969962941	1.43683161844884e-06	0	3.18622004717535e-07	3.18622004717535e-07	0.000164849814705569
"Unidentified_sp1_M_PL_127"	0.000438233643626896	6.03792726282825e-05	0.100236173577315	8.0230336423597e-05	4.50502793678773e-05	7.56328175984494e-06	5.24891754133239e-05	4.4990721782849e-05	4.4990721782849e-05	0	0.00577380929546562	0.00288674877660862	2.71706726827271e-06	6.48281293700995e-07	2.38230340113136e-06	1.43683161844884e-06	1.00143194533682	0	3.01896363141413e-07	3.01896363141413e-07	7.18415809224419e-07
"Cratopus_aurostriatus"	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	1.01010101010101	0	0	0
"Eristalinus_vicarians"	0.000194359422877696	0.100608043080808	4.22654908397978e-05	1.59836411990413e-05	4.41760613101843e-05	5.30687880933373e-06	3.68297389367761e-05	3.15683476600938e-05	3.15683476600938e-05	0	0.00405127128304537	9.97336844971938e-06	0.00452736193863636	4.5487532651432e-07	0.000504308546003621	6.3724400943507e-07	6.03792726282825e-07	0	1.0005030402154	0.00050304021540404	3.18622004717535e-07
"Leptotes_pirithous"	0.000194359422877696	0.100608043080808	4.22654908397978e-05	1.59836411990413e-05	4.41760613101843e-05	5.30687880933373e-06	3.68297389367761e-05	3.15683476600938e-05	3.15683476600938e-05	0	0.00405127128304537	9.97336844971938e-06	0.00452736193863636	4.5487532651432e-07	0.000504308546003621	6.3724400943507e-07	6.03792726282826e-07	0	0.00050304021540404	1.0005030402154	3.18622004717535e-07
"Unidentified_sp2_M_PL_127"	0.100558386970397	6.3724400943507e-05	0.000100578213291419	9.99900255093305e-05	4.95974799715134e-05	6.94777070371975e-06	4.82175286838151e-05	4.13293103004129e-05	4.13293103004129e-05	0	0.00530392815521966	0.0039662685179562	2.86759804245782e-06	5.95523203175979e-07	0.000330726786844019	0.000329699629411137	1.43683161844884e-06	0	3.18622004717535e-07	3.18622004717535e-07	1.00016484981471
