"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Nephrosperma_vanhoutteanum"	1.00558386970397	0.00063724400943507	0.00100578213291419	0.000999900255093304	0.000495974799715134	6.94777070371975e-05	0.000482175286838151	0.000413293103004129	0.000413293103004129	0	0.0530392815521966	0.039662685179562	2.86759804245782e-05	5.95523203175979e-06	0.00330726786844019	0.00329699629411137	1.43683161844884e-05	0	3.18622004717535e-06	3.18622004717535e-06	0.00164849814705569
"Nepenthes_pervillei"	0.00194359422877696	1.00608043080808	0.000422654908397978	0.000159836411990413	0.000441760613101843	5.30687880933373e-05	0.000368297389367761	0.000315683476600938	0.000315683476600938	0	0.0405127128304537	9.97336844971939e-05	0.0452736193863636	4.5487532651432e-06	0.00504308546003621	6.37244009435071e-06	6.03792726282825e-06	0	0.0050304021540404	0.0050304021540404	3.18622004717535e-06
"Erythroxylum_sechellarum"	0.00438233643626896	0.000603792726282825	1.00236173577315	0.00080230336423597	0.000450502793678773	7.56328175984493e-05	0.000524891754133238	0.00044990721782849	0.00044990721782849	0	0.0577380929546562	0.0288674877660862	2.71706726827271e-05	6.48281293700995e-06	2.38230340113136e-05	1.43683161844884e-05	0.0143194533681879	0	3.01896363141413e-06	3.01896363141413e-06	7.18415809224419e-06
"Psychotria_pervillei"	0.00609939155606916	0.000319672823980826	0.00112322470993036	1.00152656211439	0.0002385922477736	4.00040799515359e-05	0.000277628314863659	0.000237967127025994	0.000237967127025994	0	0.0305391146350025	0.0703789275437991	1.43852770791372e-05	3.42892113870308e-06	2.50048299042502e-05	1.99980051018661e-05	1.60460672847194e-05	0	1.59836411990413e-06	1.59836411990413e-06	9.99900255093304e-06
"Canthium_bibracteatum"	0.00432206611180331	0.00126217318029098	0.000901005587357546	0.000340846068248	1.00103092919222	0.00011312062312831	0.000785057124510471	0.000672906106723261	0.000672906106723261	0	0.0863562836961518	0.000219650744318479	5.67977931130941e-05	9.696053410998e-06	0.014320923420068	1.41707085632896e-05	1.28715083908221e-05	0	6.3108659014549e-06	6.3108659014549e-06	7.08535428164477e-06
"Dillenia_suffruticosa"	0.000605448589895578	0.000151625108838107	0.000151265635196899	5.71486856450513e-05	0.00011312062312831	1.008664531256	0.000131846916639155	0.000113011642833561	0.000113011642833561	0	0.014503160830307	3.21432114135327e-05	6.8231298977148e-06	0.0864569598219429	4.35921178994346e-06	1.98507734391993e-06	2.16093764566998e-06	0	7.58125544190534e-07	7.58125544190534e-07	9.92538671959965e-07
"Paragenipa_wrightii"	0.00420181321387531	0.00105227825533646	0.00104978350826648	0.000396611878376656	0.000785057124510471	0.000131846916639155	1.00091501760148	0.000784300801264916	0.000784300801264916	0	0.100651936162331	0.000223073887209917	4.73525214901407e-05	1.13011642833561e-05	3.02529298222076e-05	1.37764367668043e-05	1.49969072609497e-05	0	5.2613912766823e-06	5.2613912766823e-06	6.88821838340216e-06
"Chrysobalanus_icaco"	0.00420181321387531	0.00105227825533646	0.00104978350826648	0.000396611878376656	0.000785057124510471	0.000131846916639155	0.000915017601475735	1.00078430080126	0.000784300801264916	0	0.100651936162331	0.000223073887209917	4.73525214901407e-05	1.13011642833561e-05	3.02529298222076e-05	1.37764367668043e-05	1.49969072609497e-05	0	5.2613912766823e-06	5.2613912766823e-06	6.88821838340216e-06
"Memecylon_eleagni"	0.00420181321387531	0.00105227825533646	0.00104978350826648	0.000396611878376656	0.000785057124510471	0.000131846916639155	0.000915017601475735	0.000784300801264916	1.00078430080126	0	0.100651936162331	0.000223073887209917	4.73525214901407e-05	1.13011642833561e-05	3.02529298222076e-05	1.37764367668043e-05	1.49969072609497e-05	0	5.2613912766823e-06	5.2613912766823e-06	6.88821838340216e-06
"Roscheria_melanochaetes"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0.101010101010101	0	0	0
