"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Memecylon_eleagni"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_087"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_087"	"Hemipyrellia_sp1_M_PL_087"	"Rhiparida_seychellensis"	"Unidentified_sp4_M_PL_087"	"Cratopus_aurostriatus"	"Neophyllomyza_approximatonervis"	"Megachile_seychellensis"	"Mabuya_sechellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_087"
"Nephrosperma_vanhoutteanum"	1.00661369494668	0.000992414568882769	0.000732114407388078	0.000541314790234228	0.00067065973323686	0.000351572645153832	0.000199239009436173	0	0.0248627538529997	0.0257679319955223	0.016776894915778	2.17884949501545e-05	0.00593152338670724	0.00789500937213081	0.00592125702909811	0.00592125702909811	0.0029650995794373	0.00394750468606541	9.69326361784716e-06	0	2.51123317967023e-06	0.000986876171516352
"Erythroxylum_sechellarum"	0.00349056158710491	1.00216620691009	0.00132410079234621	0.0012845756511116	0.000707610437889606	0.000786979905675411	0.000340974816792953	0	0.0556541811536652	0.0278468034432612	5.81760264517486e-05	3.87610160335947e-05	0.0103877693384261	2.73769536243522e-05	2.05327152182642e-05	2.05327152182642e-05	1.49837605283961e-05	1.36884768121761e-05	0.00691825200661808	0	5.62128504053865e-06	3.42211920304403e-06
"Paragenipa_wrightii"	0.00257502308805462	0.00132410079234621	1.0026982828391	0.00107475190732233	0.000569521983085352	0.000836138201892154	0.00102319128920873	0	0.0591305910379865	0.0209329155855522	4.2917051467577e-05	0.0207795880902194	2.88447890391969e-05	2.01962595141539e-05	1.51471946356154e-05	1.51471946356154e-05	1.13704105383767e-05	1.00981297570769e-05	1.47883185882947e-05	0	5.9724157278011e-06	2.52453243926923e-06
"Canthium_bibracteatum"	0.00290600571599428	0.00196066809906507	0.00164041080591304	1.00155629560396	0.000510458628469647	0.0011238173880117	0.000403353859592802	0	0.0794748837231921	0.0160259484673313	4.84334285999046e-05	4.73846625685355e-05	3.73769247091588e-05	2.27922016940727e-05	1.70941512705546e-05	1.70941512705546e-05	1.19501331584083e-05	1.13961008470364e-05	0.00528487077319046	0	8.02726705722641e-06	2.8490252117591e-06
"Phoenicophorium_borsigianum"	0.00456048618601065	0.00136804684658657	0.00110107583396501	0.000646580929394886	1.00188857548292	0.000193648538015665	0.000342596284121915	0	0.0136945692477583	0.0803456762517328	7.60081031001775e-05	3.42007554608113e-05	4.09785980872665e-05	3.57685191059659e-05	2.68263893294744e-05	2.68263893294744e-05	0.00669267036455084	1.78842595529829e-05	1.28378633616591e-05	0	1.38320384296903e-06	4.47106488824574e-06
"Memecylon_eleagni"	0.00256145784326364	0.00163017266175621	0.00173200056106232	0.00152518074087302	0.000207480576445355	1.00203611332188	0.000408604395731456	0	0.093441798589169	0.000195857182332771	4.26909640543939e-05	4.94546408911885e-05	3.19312541996373e-05	2.00898654373618e-05	1.50673990780214e-05	1.50673990780214e-05	8.91690338197973e-06	1.00449327186809e-05	1.92698371383037e-05	0	0.00715740080944199	2.51123317967023e-06
"Psychotria_pervillei"	0.00225804210694329	0.0010986966318884	0.00329694970967259	0.000851524814695916	0.000570993806869859	0.000635606837804487	1.00138919619314	0	0.0449492774066703	0.0224682974432161	3.76340351157216e-05	0.0334478526257184	2.464842785551e-05	1.77101341721043e-05	1.32826006290782e-05	1.32826006290782e-05	1.04479256936715e-05	8.85506708605214e-06	1.20589277019857e-05	0	4.54004884146062e-06	2.21376677151303e-06
"Syzygium_wrightii"	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Apis_mellifera"	0.027565227097891	0.0175431657984379	0.0186389906532784	0.0164132912037027	0.00223281020343886	0.0142194041331344	0.00439721192021775	0	1.00557750943267	0.00210772460064266	0.000459420451631516	0.000532208020052098	0.000343629420194559	0.000216197859591302	0.000162148394693476	0.000162148394693476	9.59595987029972e-05	0.000108098929795651	0.000207373093511438	0	0.000101567172379532	2.70247324489127e-05
"Lasioglossum_mahense"	0.0461110362025137	0.0141676719272733	0.010650079859316	0.00534198282244375	0.0211435990136139	4.8105272853663e-05	0.00354762591208675	0	0.00340194146068641	1.00364122931272	0.000768517270041895	0.000338600676917476	0.000417803512812137	0.000361655185902068	0.000271241389426551	0.000271241389426551	0.000276578021470702	0.000180827592951034	0.00012582378132255	0	3.43609091811879e-07	4.52068982377585e-05
"Unidentified_sp2_M_PL_087"	0.100661369494668	9.9241456888277e-05	7.32114407388078e-05	5.41314790234228e-05	6.7065973323686e-05	3.51572645153832e-05	1.99239009436173e-05	0	0.00248627538529997	0.00257679319955224	1.00167768949158	2.17884949501545e-06	0.000593152338670724	0.00078950093721308	0.000592125702909811	0.000592125702909811	0.00029650995794373	0.000394750468606541	9.69326361784716e-07	0	2.51123317967023e-07	9.86876171516351e-05
"Nectarinia_dussumieri"	0.000246936276101751	0.000124896607219361	0.0669564505129291	0.000100034287644686	5.70012591013521e-05	7.69294413862932e-05	0.0334478526257184	0	0.00544034864942144	0.00214447095381068	4.11560460169585e-06	1.00250023429354	2.74460019779679e-06	1.9367551066804e-06	1.4525663300103e-06	1.4525663300103e-06	1.10629155901416e-06	9.683775533402e-07	1.38785216261917e-06	0	5.49496009902095e-07	2.4209438833505e-07
"Unidentified_sp1_M_PL_087"	0.0672239317160154	0.0334717012015952	9.29443202374122e-05	7.89068410526685e-05	6.82976634787776e-05	4.96708398661025e-05	2.464842785551e-05	0	0.00351265629532216	0.00264608891447686	0.00112039886193359	2.74460019779679e-06	1.00074169387039	0.000527246523262865	0.000395434892447149	0.000395434892447149	0.0001981727639801	0.000263623261631433	0.000231254617795126	0	3.54791713329304e-07	6.59058154078582e-05
"Hemipyrellia_sp1_M_PL_087"	0.100661369494668	9.92414568882769e-05	7.32114407388078e-05	5.41314790234228e-05	6.7065973323686e-05	3.51572645153832e-05	1.99239009436173e-05	0	0.00248627538529997	0.00257679319955224	0.0016776894915778	2.17884949501545e-06	0.000593152338670724	1.00078950093721	0.000592125702909811	0.000592125702909811	0.00029650995794373	0.000394750468606541	9.69326361784716e-07	0	2.51123317967023e-07	9.86876171516351e-05
"Rhiparida_seychellensis"	0.100661369494668	9.9241456888277e-05	7.32114407388078e-05	5.41314790234228e-05	6.7065973323686e-05	3.51572645153832e-05	1.99239009436173e-05	0	0.00248627538529997	0.00257679319955224	0.0016776894915778	2.17884949501545e-06	0.000593152338670724	0.000789500937213081	1.00059212570291	0.000592125702909811	0.00029650995794373	0.000394750468606541	9.69326361784716e-07	0	2.51123317967023e-07	9.86876171516351e-05
"Unidentified_sp4_M_PL_087"	0.100661369494668	9.9241456888277e-05	7.32114407388078e-05	5.41314790234228e-05	6.7065973323686e-05	3.51572645153832e-05	1.99239009436173e-05	0	0.00248627538529997	0.00257679319955224	0.0016776894915778	2.17884949501545e-06	0.000593152338670724	0.000789500937213081	0.000592125702909811	1.00059212570291	0.00029650995794373	0.000394750468606541	9.69326361784716e-07	0	2.51123317967023e-07	9.86876171516351e-05
"Cratopus_aurostriatus"	0.0756100392756511	0.000108632263830872	8.24354764032312e-05	5.67631325024392e-05	0.0250975138670657	3.1209161836929e-05	2.35078328107609e-05	0	0.00220707077016894	0.0039412368059575	0.00126016732126085	2.48915600778187e-06	0.000445888718955225	0.00059301991588746	0.000444764936915595	0.000444764936915595	1.00038969922757	0.00029650995794373	1.04794135538001e-06	0	2.22922584549493e-07	7.41274894859325e-05
"Neophyllomyza_approximatonervis"	0.100661369494668	9.9241456888277e-05	7.32114407388078e-05	5.41314790234228e-05	6.7065973323686e-05	3.51572645153832e-05	1.99239009436173e-05	0	0.00248627538529997	0.00257679319955224	0.0016776894915778	2.17884949501545e-06	0.000593152338670724	0.000789500937213081	0.000592125702909811	0.000592125702909811	0.00029650995794373	1.00039475046861	9.69326361784716e-07	0	2.51123317967023e-07	9.86876171516351e-05
"Megachile_seychellensis"	0.000329570963006803	0.0668764360639748	0.000142953746353515	0.0334708482302062	6.41893168082953e-05	8.99259066454173e-05	3.6176783105957e-05	0	0.00635944153435075	0.00239065184512846	5.49284938344673e-06	4.1635564878575e-06	0.000693763853385378	2.58487029809258e-06	1.93865272356943e-06	1.93865272356943e-06	1.39725514050669e-06	1.29243514904629e-06	1.00063737915955	0	6.42327904610124e-07	3.23108787261572e-07
"Mabuya_sechellensis"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Chalcidoma_disjunctum"	0.000256145784326364	0.000163017266175621	0.000173200056106232	0.000152518074087302	2.07480576445355e-05	0.100203611332188	4.08604395731456e-05	0	0.0093441798589169	1.95857182332771e-05	4.2690964054394e-06	4.94546408911885e-06	3.19312541996373e-06	2.00898654373618e-06	1.50673990780214e-06	1.50673990780214e-06	8.91690338197973e-07	1.00449327186809e-06	1.92698371383037e-06	0	1.00071574008094	2.51123317967023e-07
"Unidentified_sp3_M_PL_087"	0.100661369494668	9.9241456888277e-05	7.32114407388078e-05	5.41314790234228e-05	6.7065973323686e-05	3.51572645153832e-05	1.99239009436173e-05	0	0.00248627538529997	0.00257679319955224	0.0016776894915778	2.17884949501545e-06	0.000593152338670724	0.000789500937213081	0.000592125702909811	0.000592125702909811	0.00029650995794373	0.000394750468606541	9.69326361784716e-07	0	2.51123317967023e-07	1.00009868761715
