"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Roscheria_melanochaetes"	"Campnosperma_seychellarum"	"Psychotria_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_121"	"Rhiparida_seychellensis"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_121"	"Unidentified_sp4_M_PL_121"	"Unidentified_sp6_M_PL_121"	"Unidentified_sp1_M_PL_121"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_121"	"Cratopus_aurostriatus"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp5_M_PL_121"	"Forcipomyia_litoraurea"	"Forcipomyia_sp1_M_PL_121"	"Lygistorrhina_sp1_M_PL_121"	"Nectarinia_dussumieri"	"Pachycerina_seychellensis"	"Unidentified_sp7_M_PL_121"	"Xylocopa_caffra"
"Apis_mellifera"	0.0196933145858109	0.0255422755971985	0.0210566866271462	0.013568973972645	0.00605963326858102	2.97723233521559e-05	0.0120355004356952	1.15658493168134e-05	2.75088022916871e-06	0.00300962747012606	1.00588844201129	0.00132257474508726	0.000881790205334814	0.000218309854986829	8.86393553917574e-05	0.000348770221036306	1.03172998092678e-06	0.000357078262438026	2.20070418333497e-07	0.000192749286410374	0.00016358529743782	3.46975479504402e-07	2.96220247164335e-05	0.000157104384830486	0.000210566866271462	2.96220247164335e-05	1.15658493168134e-07	1.15658493168134e-07	2.93930068444938e-05	0.000109413640324502	3.56449015798883e-05	2.29017871939661e-07	3.56449015798883e-05
"Lasioglossum_mahense"	0.0326168848927	8.80447990320756e-05	0.0130077730976404	0.0162499555503642	0.0227059186433943	0.00976575129393132	3.91618746881393e-05	0.00651914564940209	6.4348127474119e-06	1.10303962010531e-05	0.00285846799744667	1.00246530104426	0.00146045753250895	0.000510666739634609	0.000351549830038409	0.000124882795508377	0.000365676111691908	0.000427630409220111	5.14785019792952e-07	0.000182686369059543	0.000209125615108716	0.000195574369482063	0.00012380308154977	4.91221417454589e-05	0.000130077730976404	0.00012380308154977	6.51914564940209e-05	6.51914564940209e-05	4.86819177502985e-05	3.56017042619448e-07	0.000133564227314084	7.51211637994717e-05	0.000133564227314084
"Unidentified_sp2_M_PL_121"	0.100652824174661	6.25613389160499e-05	6.06836603427535e-05	5.09286878980834e-05	6.97866055083747e-05	4.0395762583243e-05	2.95962637924107e-05	2.49407288898501e-05	9.4777098286327e-06	8.90607768012819e-06	0.00196933145858109	0.00150913945025925	1.00450684287349	0.000752151052000291	0.000451493838562283	0.000151373815561472	1.49235382992136e-06	1.34022862889693e-06	7.58216786290616e-07	0.000150951411921824	1.03405277400287e-06	7.48221866695504e-07	0.000150538832418333	0.000150540902477657	6.06836603427535e-07	0.000150538832418332	2.49407288898501e-07	2.49407288898502e-07	0.000150228095783077	2.6905694356737e-07	4.1050944416691e-07	3.10736635255715e-07	4.1050944416691e-07
"Rhiparida_seychellensis"	0.0629926506050244	6.41258901727903e-05	6.38013629673929e-05	5.66255445039813e-05	0.0251236225835474	4.02925145848335e-05	2.56559323008048e-05	2.23347137692351e-05	0.0126136333052419	7.35855798832223e-06	0.00182834503551469	0.00197883361608411	0.00282056644500109	1.001017939104	0.000282813281195377	9.50405806825753e-05	1.46311681722569e-06	1.49014590799951e-06	0.00100909066441936	0.000242125526148238	0.000148416587068085	6.70041413077054e-07	9.43288239199197e-05	9.43395109509003e-05	6.3801362967393e-07	9.43288239199196e-05	2.23347137692351e-07	2.23347137692351e-07	9.40188815000364e-05	2.33235748189135e-07	0.000147786015197338	3.09942419883334e-07	0.000147786015197338
"Neophyllomyza_approximatonervis"	0.0504168119727883	3.57415133783873e-05	4.41633349288996e-05	4.27041016936142e-05	6.32806396995478e-05	0.0168114041145913	2.0043488457036e-05	0.0335641422889674	4.75156722438469e-06	7.05798837222138e-06	0.000989806135207958	0.00181634078853178	0.00225746919281142	0.000377084374927169	1.00102634825825	0.000205167159624807	0.000852915395646328	1.12379214983195e-06	3.80125377950776e-07	7.57999197176619e-05	0.000129869439813112	0.00100692426866902	0.000204567466282878	7.54276806606058e-05	4.41633349288996e-07	0.000204567466282877	0.000335641422889674	0.000335641422889674	7.52489730937139e-05	1.822135314276e-07	3.72239057056164e-07	0.000129318493189164	3.72239057056164e-07
"Phelsuma_sp1_M_PL_121"	0.0202840912852372	0.000126362303378736	0.000107754039570406	7.54655127920889e-05	5.54872108478982e-05	0.0201320350381828	0.0401556454286364	2.57247113431937e-05	1.91614073956805e-06	0.0200456193393728	0.00467352096188651	0.000774273332151941	0.00090824289336883	0.000152064929092121	0.000246200591549768	1.00158342652657	0.000619704479057517	1.98593454716023e-06	1.53291259165444e-07	3.12329699871168e-05	0.000155820014860844	7.7174134029581e-07	0.000185136571098316	3.0906574629188e-05	1.07754039570406e-06	0.000185136571098316	2.57247113431937e-07	2.57247113431937e-07	3.02747631122943e-05	0.000365051322078513	3.26395357928813e-07	0.000154861807986021	3.26395357928813e-07
"Unidentified_sp4_M_PL_121"	0.000199975413209463	2.1034111690989e-05	2.9572545875888e-05	3.68502970316303e-05	7.20836644504003e-05	0.0804098604326528	2.49759613786841e-05	0.0202032837267079	2.94983229279373e-08	1.24353587803874e-05	1.38251817444188e-05	0.00226719189248983	8.95412297952818e-06	2.3409869075611e-06	0.00102349847477559	0.000619704479057517	1.00267618238904	9.69744658727113e-07	2.35986583423498e-09	8.27662880029807e-07	0.000619066580057528	0.000606098511801237	0.000618835858709468	4.03641324439218e-07	2.9572545875888e-07	0.000618835858709467	0.000202032837267079	0.000202032837267079	2.98470765984273e-07	2.27054194351674e-07	4.2402155559059e-07	0.000618537387943483	4.2402155559059e-07
"Unidentified_sp6_M_PL_121"	0.000179590636272189	0.000121541268796806	0.000134326672893149	0.100371171790768	8.86893364824277e-05	2.59085527070322e-05	5.72640175697614e-05	1.72558421587661e-05	3.00432642741836e-08	1.43228491884643e-05	0.00478484871666956	0.00265130853716469	8.04137177338159e-06	2.38423345279921e-06	1.34855057979834e-06	1.98593454716023e-06	9.69744658727113e-07	1.00264134662607	2.40346114193469e-09	1.39745404907181e-06	1.32870488257729e-06	5.17675264762983e-07	4.67342285064249e-07	8.75752069763414e-07	1.3432667289315e-06	4.67342285064249e-07	1.72558421587661e-07	1.72558421587661e-07	2.68045725779386e-07	5.20581977906922e-07	5.21701979308398e-07	1.99296559284863e-07	5.21701979308398e-07
"Unidentified_sp1_M_PL_121"	0.000127001311703678	1.29286068896755e-07	1.28631780176195e-07	1.14164404241898e-07	5.06524648861842e-05	8.12349084371642e-08	5.17256699613001e-08	4.50296648573289e-08	0.100831882325212	1.4835802395811e-08	3.68617950708608e-06	3.98958390339538e-06	5.68662589717962e-06	0.00201818132883871	5.70188066926164e-07	1.91614073956805e-07	2.94983229279373e-09	3.00432642741836e-09	1.00806655058602	4.88156302718221e-07	2.99226990056622e-07	1.35088994571987e-09	1.90179080483709e-07	1.90200626917138e-07	1.28631780176195e-09	1.90179080483709e-07	4.50296648573289e-10	4.50296648573289e-10	1.89554196572654e-07	4.70233363284546e-10	2.97955675801084e-07	6.2488391105511e-10	2.97955675801084e-07
"Hemipyrellia_germana"	0.033712481995874	0.0334794213914566	0.000114422271804585	8.85054231078814e-05	0.0334831714760985	3.91940482749414e-05	5.35306719558069e-05	1.73467417230968e-05	8.13593837863702e-06	1.38910514269289e-05	0.00430473406316503	0.00188775914694861	0.00150951411921824	0.000645668069728634	0.000151599839435324	5.2054949978528e-05	1.37943813338301e-06	2.32909008178635e-06	6.50875070290962e-07	1.00041467407648	0.000364658431848665	5.20402251692904e-07	5.06186299863127e-05	0.000217714244264558	1.14422271804585e-06	5.06186299863127e-05	1.73467417230968e-07	1.73467417230968e-07	5.03171373072747e-05	4.86642472325517e-07	0.000196959832212344	3.01492679038011e-07	0.000196959832212344
"Ornidia_obesa"	0.000230938452860642	0.0334673093286459	0.000104327548367179	8.41513092298949e-05	0.0334861241610639	0.0335186510286867	5.4059892330806e-05	4.34524854238252e-05	4.98711650094371e-06	1.60996869912161e-05	0.00365340497611132	0.00216096468945673	1.03405277400288e-05	0.000395777565514893	0.000259738879626223	0.000259700024768072	0.00103177763342921	2.21450813762881e-06	3.98969320075497e-07	0.000364658431848665	1.00062214952473	1.30357456271476e-06	0.000258180461401745	0.000167681230901231	1.04327548367179e-06	0.000258180461401745	4.34524854238253e-07	4.34524854238253e-07	3.44684258000958e-07	4.91453566643691e-07	0.000196977200947435	0.000257835777143744	0.000196977200947435
"Unidentified_sp3_M_PL_121"	0.000167102883561996	2.69956519107452e-07	2.62647692573011e-05	3.27861001016556e-05	4.58396806338071e-05	0.000134235347989646	1.44107223787975e-07	0.100603386793571	2.25148324286645e-08	4.88564099768205e-08	7.74911904226499e-06	0.00202093515131465	7.48221866695505e-06	1.78677710153881e-06	0.00201384853733804	1.28623556715968e-06	0.00101016418633539	8.62792107938305e-07	1.80118659429316e-09	5.20402251692904e-07	1.30357456271476e-06	1.00301810160381	1.28198688881886e-06	2.50757071494039e-07	2.62647692573011e-07	1.28198688881886e-06	0.00100603386793571	0.00100603386793571	2.49407288898502e-07	1.31006567079977e-09	2.69645180198865e-07	1.03257959992036e-06	2.69645180198865e-07
"Cratopus_aurostriatus"	0.0504305088601414	4.43932447000047e-05	4.55415751866441e-05	4.43975170811037e-05	7.42156329564617e-05	0.0502595812332009	3.03900943549094e-05	6.40993444409428e-05	4.75447701209273e-06	1.22190310265591e-05	0.000992337828000522	0.00191894776402144	0.00225808248627499	0.000377315295679679	0.000613702398848633	0.000462841427745789	0.00154708964677367	1.16835571266062e-06	3.80358160967418e-07	7.5927944979469e-05	0.000387270692102617	1.92298033322829e-06	1.00046188157954	7.54913824326663e-05	4.55415751866441e-07	0.000461881579541481	6.40993444409428e-07	6.40993444409429e-07	7.52694162091663e-05	2.76273585044631e-07	4.36562546802716e-07	0.000386612163332315	4.36562546802716e-07
"Polistes_olivaceus"	0.0504312023300151	0.0501691143020016	0.000119917415145578	8.31964466275243e-05	7.74084201599872e-05	2.87210551989083e-05	6.59924044901043e-05	1.25378535747019e-05	4.75501567292844e-06	1.7255767214508e-05	0.00526299689182129	0.000761393197054612	0.00225811353716486	0.000377358043803601	0.000226283041981818	7.726643657297e-05	1.00910331109804e-06	2.18938017440854e-06	3.80401253834275e-07	0.000326571366396837	0.000251521846351846	3.76135607241058e-07	7.54913824326663e-05	1.00032611602275	1.19917415145578e-06	7.54913824326663e-05	1.25378535747019e-07	1.25378535747019e-07	7.52704512388286e-05	5.99930949910039e-07	4.55343647999925e-07	2.20931193837756e-07	4.55343647999925e-07
"Simosyrphus_aegyptius"	0.000203290262148224	0.000179151169948402	0.100273686038624	0.000127610339248492	8.79171873542099e-05	1.97596685198476e-05	8.44112380372802e-05	1.31323846286505e-05	3.21579450440489e-08	2.11105636469314e-05	0.00705399002009399	0.00201620483013427	9.10254905141302e-06	2.55205451869572e-06	1.32490004786699e-06	2.69385098926016e-06	7.393136468972e-07	3.35816682232874e-06	2.57263560352391e-09	1.71633407706878e-06	1.56491322550768e-06	3.93971538859516e-07	4.55415751866441e-07	1.19917415145578e-06	1.00100273686039	4.55415751866441e-07	1.31323846286505e-07	1.31323846286505e-07	3.03418301713768e-07	7.67374891248002e-07	5.17159925612999e-07	1.51997450152674e-07	5.17159925612999e-07
"Unidentified_sp5_M_PL_121"	0.0504305088601414	4.43932447000046e-05	4.55415751866441e-05	4.43975170811037e-05	7.42156329564617e-05	0.0502595812332009	3.03900943549094e-05	6.40993444409428e-05	4.75447701209273e-06	1.22190310265591e-05	0.000992337828000521	0.00191894776402144	0.00225808248627499	0.000377315295679679	0.000613702398848632	0.000462841427745789	0.00154708964677367	1.16835571266062e-06	3.80358160967418e-07	7.5927944979469e-05	0.000387270692102617	1.92298033322828e-06	0.000461881579541481	7.54913824326663e-05	4.55415751866442e-07	1.00046188157954	6.40993444409428e-07	6.40993444409428e-07	7.52694162091663e-05	2.76273585044631e-07	4.36562546802716e-07	0.000386612163332315	4.36562546802716e-07
"Forcipomyia_litoraurea"	0.000167102883561996	2.69956519107452e-07	2.62647692573011e-05	3.27861001016556e-05	4.58396806338071e-05	0.000134235347989646	1.44107223787975e-07	0.100603386793571	2.25148324286645e-08	4.88564099768205e-08	7.74911904226499e-06	0.00202093515131465	7.48221866695505e-06	1.78677710153881e-06	0.00201384853733804	1.28623556715968e-06	0.00101016418633539	8.62792107938306e-07	1.80118659429316e-09	5.20402251692904e-07	1.30357456271476e-06	0.00301810160380714	1.28198688881886e-06	2.50757071494039e-07	2.62647692573011e-07	1.28198688881886e-06	1.00100603386794	0.00100603386793571	2.49407288898502e-07	1.31006567079977e-09	2.69645180198865e-07	1.03257959992036e-06	2.69645180198865e-07
"Forcipomyia_sp1_M_PL_121"	0.000167102883561996	2.69956519107452e-07	2.62647692573011e-05	3.27861001016556e-05	4.58396806338071e-05	0.000134235347989646	1.44107223787975e-07	0.100603386793571	2.25148324286645e-08	4.88564099768205e-08	7.74911904226499e-06	0.00202093515131465	7.48221866695505e-06	1.78677710153881e-06	0.00201384853733804	1.28623556715968e-06	0.00101016418633539	8.62792107938306e-07	1.80118659429316e-09	5.20402251692904e-07	1.30357456271476e-06	0.00301810160380714	1.28198688881886e-06	2.50757071494039e-07	2.62647692573011e-07	1.28198688881886e-06	0.00100603386793571	1.00100603386794	2.49407288898502e-07	1.31006567079977e-09	2.69645180198865e-07	1.03257959992036e-06	2.69645180198865e-07
"Lygistorrhina_sp1_M_PL_121"	0.100652824174661	6.25613389160499e-05	6.06836603427535e-05	5.09286878980834e-05	6.97866055083747e-05	4.0395762583243e-05	2.95962637924107e-05	2.49407288898502e-05	9.4777098286327e-06	8.9060776801282e-06	0.00196933145858109	0.00150913945025925	0.00450684287349231	0.000752151052000291	0.000451493838562283	0.000151373815561472	1.49235382992136e-06	1.34022862889693e-06	7.58216786290616e-07	0.000150951411921824	1.03405277400288e-06	7.48221866695505e-07	0.000150538832418333	0.000150540902477657	6.06836603427535e-07	0.000150538832418333	2.49407288898502e-07	2.49407288898502e-07	1.00015022809578	2.6905694356737e-07	4.1050944416691e-07	3.10736635255715e-07	4.1050944416691e-07
"Nectarinia_dussumieri"	0.000180268152190138	0.000186160991250542	0.0001534749782496	9.89105758023151e-05	4.42111379166005e-05	3.6853729447846e-05	0.100251679066736	1.31006567079977e-07	2.35116681642273e-08	5.83878602727517e-05	0.00733071390174164	1.10365283212029e-05	8.07170830702109e-06	1.86588598551308e-06	1.0932811885656e-06	0.00182525661039256	1.13527097175837e-06	2.60290988953461e-06	1.88093345313819e-09	1.45992741697655e-06	1.47436069993107e-06	3.93019701239931e-09	5.52547170089262e-07	1.19986189982008e-06	1.534749782496e-06	5.52547170089262e-07	1.31006567079977e-09	1.31006567079977e-09	2.6905694356737e-07	1.00091137890061	2.60065517156474e-07	2.83490226521892e-07	2.60065517156474e-07
"Pachycerina_seychellensis"	0.00027504132759183	0.000100035570366588	0.0001034319851226	9.91233760685957e-05	0.100294697587975	6.01400344270077e-05	2.86072068872121e-05	2.69645180198865e-05	1.48977837900542e-05	7.16161985177055e-06	0.00238820840585252	0.0041404910467366	1.23152833250073e-05	0.0011822881215787	2.23343434233698e-06	1.63197678964406e-06	2.12010777795295e-06	2.60850989654199e-06	1.19182270320433e-06	0.000590879496637032	0.000590931602842303	8.08935540596595e-07	8.73125093605431e-07	9.1068729599985e-07	1.034319851226e-06	8.73125093605431e-07	2.69645180198865e-07	2.69645180198865e-07	4.1050944416691e-07	2.60065517156474e-07	1.00058996880934	4.62615649438521e-07	0.000589968809341032
"Unidentified_sp7_M_PL_121"	0.000208193545621329	2.62251504839594e-05	3.03994900305347e-05	3.7866346264124e-05	7.86446604045486e-05	0.100478766703819	3.11839249174082e-05	0.000103257959992035	3.12441955527555e-08	1.55319843729901e-05	1.53441974199573e-05	0.00232875607778362	9.32209905767146e-06	2.47953935906667e-06	0.000775910959134981	0.000774309039930106	0.00309268693971741	9.96482796424315e-07	2.49953564422044e-09	9.04478037114034e-07	0.000773507331431232	3.09773879976106e-06	0.000773224326664629	4.41862387675512e-07	3.03994900305348e-07	0.000773224326664629	1.03257959992036e-06	1.03257959992036e-06	3.10736635255715e-07	2.83490226521893e-07	4.62615649438521e-07	1.00077291359003	4.62615649438521e-07
"Xylocopa_caffra"	0.00027504132759183	0.000100035570366588	0.0001034319851226	9.91233760685957e-05	0.100294697587975	6.01400344270077e-05	2.86072068872121e-05	2.69645180198865e-05	1.48977837900542e-05	7.16161985177055e-06	0.00238820840585252	0.0041404910467366	1.23152833250073e-05	0.0011822881215787	2.23343434233698e-06	1.63197678964406e-06	2.12010777795295e-06	2.60850989654199e-06	1.19182270320433e-06	0.000590879496637032	0.000590931602842304	8.08935540596595e-07	8.73125093605431e-07	9.1068729599985e-07	1.034319851226e-06	8.73125093605431e-07	2.69645180198865e-07	2.69645180198865e-07	4.1050944416691e-07	2.60065517156474e-07	0.000589968809341032	4.62615649438521e-07	1.00058996880934
