"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Alstonia_macrophylla"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Roscheria_melanochaetes"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_130"	"Phelsuma_sp1_M_PL_130"	"Unidentified_sp2_M_PL_130"	"Unidentified_sp1_M_PL_130"	"Unidentified_sp5_M_PL_130"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Rhynchium_brunneum"	"Unidentified_sp6_M_PL_130"	"Unidentified_sp7_M_PL_130"	"Hemipyrellia_sp1_M_PL_130"	"Mabuya_sechellensis"	"Unidentified_sp4_M_PL_130"	"Ornidia_obesa"	"Simosyrphus_aegyptius"	"Forcipomyia_sp1_M_PL_130"	"Lygistorrhina_sp1_M_PL_130"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_130"	"Ceratina_tabescens"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Polistes_olivaceus"
"Nephrosperma_vanhoutteanum"	1.00418078515212	0.000916475546945788	0.00137990067032817	0.000719016174942747	0.00155247109008716	0.00057879328602237	0.000715701662688361	5.78665178750835e-05	0	0.0274238619628094	0.0342164780219852	0.00513351378477727	2.08289897033134e-05	1.69180276457117e-05	0.0136160106461305	0.00171974184234513	1.45802927923193e-05	1.55354275168465e-05	0.0034120924431061	2.02611753080255e-05	7.40602726849567e-06	2.31466071500334e-06	0.00171469885027762	1.05737672785698e-05	7.02025048266179e-06	0.00171116064343063	0.00171261595130729	0.00340608556050294	0.0017114102464638	1.15733035750167e-06	0.00510600399229892	4.21000978051977e-06	2.08289897033134e-06	0	3.53820684699532e-06
"Phoenicophorium_borsigianum"	0.00122891039249549	1.00595723363654	0.000788649324146964	0.000249504106860342	0.000778509319612414	0.000155044887208829	0.000244211419439393	0.000698947014710333	0	0.00696891050834875	0.0138349318514509	0.00459164847921082	0.0228626644008304	5.87068486730216e-06	1.66631917626507e-05	0.00915186689760317	0.0160038650805813	6.97969794209705e-06	0.0045833805026257	8.65061471614944e-06	0.00687277826054332	2.79578805884133e-05	0.00229441587231604	3.66917804206385e-06	0.00686811861377858	0.00229239369456182	8.14943223300029e-06	0.0022904322380237	6.80113727101263e-06	1.39789402942067e-05	6.24869691099401e-06	1.43653776140819e-06	0.00228626644008304	0	2.02217775422299e-06
"Alstonia_macrophylla"	0.00208754203972724	0.000889758211858114	1.00363124312719	0.00108324400881549	0.00078521033113979	0.00105253264887322	0.00052752214384119	4.39575895636094e-05	0	0.0336778223673278	0.013046534387241	0.0154583256513353	2.02217775422298e-05	2.54880943250703e-05	2.83056547759625e-05	1.63857683556436e-05	1.41552442795609e-05	0.00515957093499429	0.0025848272637154	0.00773778254256218	6.94568505394114e-06	1.75830358254438e-06	0.00772580071634885	1.5930058953169e-05	6.65263445685041e-06	0.00515238727243297	0.00772377853859462	9.09859144821362e-06	8.29705733875162e-06	8.79151791272189e-07	1.0614620540986e-05	3.10307143435994e-06	2.02217775422299e-06	0	0.00257341344391588
"Gastonia_crassa"	0.00124770453887124	0.000322887667701619	0.00124254459834718	1.00526316684154	0.000834070511178663	0.000650702126328131	0.00053958496145235	3.4885558673819e-07	0	0.0326968981091332	0.0149279944666755	0.00298358437539114	7.3383560841277e-06	0.0236532509845069	1.69180276457117e-05	1.01050686843872e-05	5.13684925888939e-06	0.0118329975158347	8.88551562279885e-06	2.04030708107036e-05	2.20848393697307e-06	1.39542234695276e-08	1.24066244360281e-05	0.0147832818653168	2.20615823306149e-06	9.22061264539432e-06	1.16727888276153e-05	4.9633425198407e-06	7.16972625073616e-06	6.9771117347638e-09	6.34426036714189e-06	3.17402918501382e-06	7.3383560841277e-07	0	3.18601179063379e-06
"Erythroxylum_sechellarum"	0.0027756301307619	0.00103801242614988	0.000927975845892479	0.000859345375153774	1.00288511610437	0.000568570018807208	0.00104544110205869	9.19097816859591e-07	0	0.0245468693535211	0.0640050963146673	3.56356497197083e-05	2.35911915034065e-05	2.02198911800888e-05	3.76356627899919e-05	0.00609223254720387	1.65138340523845e-05	1.48687960818007e-05	1.65127065628365e-05	1.66144427177546e-05	7.09573940735913e-06	3.67639126743837e-08	1.42018527367241e-05	1.26374319875555e-05	7.08961208858007e-06	1.18224274908459e-05	1.18427335863834e-05	1.17680348478386e-05	0.0060827960706025	1.83819563371918e-08	1.41133735462469e-05	6.14965354152173e-06	2.35911915034065e-06	0	2.37942524587815e-06
"Chrysobalanus_icaco"	0.0018971557708511	0.000378998613177137	0.00228048740589198	0.00122910401639758	0.00104237836781322	1.00234464977148	0.000927766646244102	4.69509152196667e-07	0	0.0781988825625163	0.00579536476847175	5.00687091780679e-05	8.61360484493493e-06	2.89200945034725e-05	2.57241460454387e-05	1.29784048470672e-05	6.02952339145445e-06	2.61548544614387e-05	1.40042911462125e-05	0.0167232863736726	2.59347163652441e-06	1.87803660878667e-08	2.1619089554727e-05	1.80750590646703e-05	2.59034157550977e-06	1.57716859498758e-05	2.07577290702335e-05	7.29239699585316e-06	9.53296290909326e-06	9.39018304393333e-09	9.6465547670395e-06	5.45745086025942e-06	8.61360484493493e-07	0	5.84740360485122e-06
"Paragenipa_wrightii"	0.00248390577050667	0.000632076615019605	0.00121019785940038	0.0010791699229047	0.00202938566870217	0.000982341154846696	1.00168330047216	6.32637466180837e-07	0	0.0474105632291085	0.0473968427697862	3.72955626555492e-05	1.43653776140819e-05	2.53922334801106e-05	3.36800782441582e-05	2.2255467909196e-05	1.00557643298574e-05	1.89022596087752e-05	1.44003841013237e-05	2.56815668838581e-05	4.3222660335482e-06	2.53054986472335e-08	1.49557618450078e-05	1.58701459250691e-05	4.31804845044033e-06	1.18526904106479e-05	1.35192240835996e-05	9.85655732244774e-06	1.65093168635632e-05	1.26527493236167e-08	1.26300293415593e-05	0.00589225470865979	1.43653776140819e-06	0	3.10307143435994e-06
"Roscheria_melanochaetes"	0.000227608303641995	0.00205024457648364	0.000114289732865385	7.90739329939897e-07	2.0220151970911e-06	5.63410982636e-07	7.16989128338282e-07	1.00770477433338	0	2.41131894420564e-05	3.73158422303407e-05	1.22372531734287e-05	4.65964676473555e-05	1.86056312927034e-08	3.08621428667112e-06	1.90366184823342e-05	3.26175273531489e-05	5.95404009827811e-07	0.00672841572658744	8.88541974316122e-07	0.0201680744269618	0.0403081909733353	5.92457534184163e-06	1.16285195579397e-08	0.0134500425980726	5.6315247447509e-06	1.26492857710608e-06	5.43120033640333e-06	3.98031423392018e-07	0.0201540954866676	1.15733035750167e-06	4.21758310787225e-09	4.65964676473555e-06	0	2.9305059709073e-07
"Excoecaria_benthiamiana"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0
"Apis_mellifera"	0.0221644911754213	0.00420043921051157	0.0179922612647368	0.0152286922700072	0.0110965299817287	0.0192819162482917	0.0110408160944499	4.9547649538472e-06	0	1.00401042453348	0.00259607116370947	0.000453387998929076	9.54645275116267e-05	0.000358322171058994	0.000300535473565034	0.000143004442059242	6.68251692581387e-05	0.000271429092015327	0.000140393808902858	0.000459767280533606	2.8738453552565e-05	1.98190598153888e-07	0.000185515396675536	0.000223951356911871	2.8705421786206e-05	0.000139381393432621	0.000175968943924373	8.46803211424212e-05	0.000104818631054591	9.90952990769439e-08	0.000112700802586888	6.49459770261759e-05	9.54645275116267e-06	0	4.61340032429147e-05
"Lasioglossum_mahense"	0.0305874576257141	0.0092232879009673	0.00770931577427875	0.00769017896768133	0.0320025481573336	0.00158055402776502	0.0122082776831268	8.48087323416833e-06	0	0.00287141204470896	1.00399437715963	0.00033867651296815	0.000209620179567438	0.000180945387474855	0.000414745188145276	0.000329646057662309	0.000146734125697207	0.000130007646426036	0.000165434348449006	8.56449961623305e-05	6.30556713349149e-05	3.39234929366733e-07	0.000132107595507817	0.000113090867171784	6.29991321800205e-05	0.000112340119163512	0.000111145577551073	0.000124648314993063	0.000245797985835333	1.69617464683367e-07	0.000155529445554478	7.18133981360397e-05	2.09620179567439e-05	0	1.97674763443045e-05
"Hemipyrellia_germana"	0.0252397761084882	0.016836044423773	0.0502395583668398	0.00845348906360822	9.79980367291977e-05	7.51030637671018e-05	5.28353804286947e-05	1.52965664667859e-05	0	0.00275811032681854	0.00186272082132482	1.00100264480497	0.000382637373267568	0.000198905625026076	0.000342234252318485	0.000196428158342166	0.000267846161287298	0.000357091573368627	0.000291007395270708	0.000387709859012835	0.000115097143309606	6.11862658671437e-07	0.00046750116014995	0.000124316015641297	0.000114995166199828	0.000338681779722156	0.000429237422823194	0.000123822300406378	4.3373209035139e-05	3.05931329335718e-07	0.000128337844619432	3.1079635546291e-07	3.82637373267568e-05	0	0.000128819380427794
"Unidentified_sp3_M_PL_130"	0.000122891039249549	0.100595723363654	7.88649324146964e-05	2.49504106860342e-05	7.78509319612413e-05	1.55044887208829e-05	2.44211419439393e-05	6.98947014710333e-05	0	0.000696891050834875	0.00138349318514509	0.000459164847921082	1.00228626644008	5.87068486730216e-07	1.66631917626507e-06	0.000915186689760317	0.00160038650805813	6.97969794209705e-07	0.00045833805026257	8.65061471614944e-07	0.000687277826054332	2.79578805884133e-06	0.000229441587231604	3.66917804206385e-07	0.000686811861377858	0.000229239369456182	8.14943223300029e-07	0.00022904322380237	6.80113727101263e-07	1.39789402942067e-06	6.24869691099401e-07	1.43653776140819e-07	0.000228626644008304	0	2.02217775422299e-07
"Phelsuma_sp1_M_PL_130"	0.000124770453887124	3.22887667701619e-05	0.000124254459834718	0.100526316684154	8.34070511178663e-05	6.50702126328131e-05	5.3958496145235e-05	3.4885558673819e-08	0	0.00326968981091332	0.00149279944666755	0.000298358437539113	7.3383560841277e-07	1.00236532509845	1.69180276457117e-06	1.01050686843872e-06	5.13684925888939e-07	0.00118329975158347	8.88551562279885e-07	2.04030708107036e-06	2.20848393697307e-07	1.39542234695276e-09	1.24066244360281e-06	0.00147832818653168	2.20615823306149e-07	9.22061264539431e-07	1.16727888276153e-06	4.96334251984069e-07	7.16972625073616e-07	6.97711173476379e-10	6.34426036714189e-07	3.17402918501382e-07	7.3383560841277e-08	0	3.18601179063379e-07
"Unidentified_sp2_M_PL_130"	0.100418078515212	9.16475546945788e-05	0.000137990067032817	7.19016174942747e-05	0.000155247109008716	5.7879328602237e-05	7.15701662688362e-05	5.78665178750835e-06	0	0.00274238619628093	0.00342164780219852	0.000513351378477727	2.08289897033134e-06	1.69180276457117e-06	1.00136160106461	0.000171974184234513	1.45802927923194e-06	1.55354275168465e-06	0.00034120924431061	2.02611753080255e-06	7.40602726849568e-07	2.31466071500334e-07	0.000171469885027762	1.05737672785698e-06	7.02025048266179e-07	0.000171116064343063	0.000171261595130729	0.000340608556050294	0.00017114102464638	1.15733035750167e-07	0.000510600399229892	4.21000978051977e-07	2.08289897033134e-07	0	3.53820684699532e-07
"Unidentified_sp1_M_PL_130"	0.0144949669569089	0.0575260204992199	9.12921379814427e-05	4.90817621813094e-05	0.0287205248653897	3.33730410353158e-05	5.40489934937617e-05	4.07927538907162e-05	0	0.00149133203861781	0.00310809140081605	0.000336733985729428	0.00130740955680045	1.1548649925014e-06	0.000196541924839443	1.00072159535039	0.000915186689760316	1.04559730641194e-06	0.000311123426667637	1.25846456583046e-06	0.00039303872211795	1.63171015562865e-06	0.000156010943500217	7.21790620313374e-07	0.000392766770425345	0.000155776861095137	2.52699878201723e-05	0.000179876436889906	0.000198631527667898	8.15855077814324e-07	7.37032218147912e-05	3.17935255845657e-07	0.000130740955680045	0	2.34082405080622e-07
