"Rhombomys_opimus"	"Meriones_meridianus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_tamariscinus"	"Allactaga_elater"	"Dipus_sagitta"	"Cricetulus_migratorius"	"Ellobius_talpinus"	"Spermophilopsis_leptodactylus"	"Pygeretmus_pumilio"	"Diplomesodon_pulchellum"	"Microtus_socialis"	"Crocidura_suaveolens"	"Allactaga_major"	"Allactaga_severtzovi"	"Eremodipus_lichtensteini"	"Xenopsylla_gerbilli"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Xenopsylla_skrjabini"	"Echidnophaga_oschanini"	"Ctenophthalmus_dolichus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Nosopsyllus_turkmenicus"	"Rhadinopsylla_cedestis"	"Stenoponia_conspecta"	"Xenopsylla_hirtipes"	"Stenoponia_vlasovi"	"Oropsylla_ilovaiskii"	"Nosopsyllus_tersus"	"Nosopsyllus_aralis"	"Rostropsylla_daca"	"Mesopsylla_lenis"	"Mesopsylla_tuschkan"	"Desertopsylla_rothschildi"	"Ophthalmopsylla_volgensis"	"Frontopsylla_macrophthalma"	"Amphipsylla_rossica"	"Synosternus_longispinus"	"Mesopsylla_eucta"	"Paradoxopsyllus_repandus"	"Leptopsylla_nana"	"Mesopsylla_hebes"	"Nosopsyllus_fidus"
"Rhombomys_opimus"	1.00976153191852	0.000210814029858104	7.77242658455298e-05	2.49076494373453e-05	1.85906812518682e-05	1.55318622905087e-06	1.99310167677404e-06	2.04513743811312e-06	1.19527929044491e-06	3.12916065876911e-07	1.24885666204863e-09	2.24421424679358e-07	0	1.15601221258763e-07	0	2.12648717011346e-10	4.51250379631872e-10	0.0850072022859522	0.00686600192725367	0.00369884850266512	0.00120299104372902	0.00133647099643726	0.00126489364941487	0.000638252838765033	6.90463034874012e-05	7.26963070905399e-05	0.000120523312611795	0.00025585692049974	0.000122555452105582	0.000136217427520564	0.000110654344104712	2.49529120686363e-05	5.57192972862923e-05	2.01264954714991e-05	2.87537232203714e-06	8.60807846299723e-07	7.14022104733697e-09	4.73812898613465e-08	1.06345081308096e-08	1.68220118879854e-08	0	2.03817812509729e-06	5.31621792528366e-09	1.21972990322622e-06	4.62404885035053e-09	0	4.98714277065241e-09
"Meriones_meridianus"	0.00905519543643535	1.00048386564884	0.000428004198780861	2.03746066418585e-05	9.44074474213275e-05	3.60582919705621e-06	4.33005866117578e-06	4.65367664475457e-06	5.79949043797378e-06	6.21580479455613e-08	2.89930707002528e-09	4.39736162733347e-07	0	2.67440402257205e-07	0	4.93678696201563e-10	9.80351698788607e-10	0.0635240299317655	0.00371552689539673	0.0226417625977985	0.00623511693312768	1.22699475172216e-05	1.14063052019584e-05	0.00147658125132639	5.46409682690727e-05	1.58760773614762e-06	0.00275662766806321	2.95536057181773e-06	0.000364996809266717	1.25609069991545e-06	0.000122326117434496	3.81040485462466e-07	5.2450304464687e-05	3.57877481959915e-05	3.13495966387347e-08	1.1792547571701e-07	1.65765167398221e-08	1.02936928372804e-07	2.46887457519101e-08	2.96830989812278e-08	0	3.05227992810177e-08	1.23419674050391e-08	1.09381198473593e-08	1.06976160902882e-08	0	9.77191472740771e-09
"Meriones_libycus"	0.00609323405700702	0.00078116170370926	1.00249014124606	0.000312035128196932	0.000319567964605404	7.19558665833916e-06	2.65147836663905e-05	1.01894821310448e-05	5.75544166489227e-05	3.22936873092238e-09	5.78569148215177e-09	3.39878891472292e-06	0	9.40085776898215e-10	0	9.85156990462645e-10	6.00310879005504e-09	0.00193113992248717	0.00226615487098905	0.0226049049327938	0.0623660544409719	0.000672619857569122	7.86875130899572e-06	5.19036398797935e-06	0.00239080037138888	0.000863249078006798	0.00507323850081539	0.00155211191553895	0.000697975336825392	6.42275246400744e-05	0.000254400360424245	9.68911477032534e-05	9.53094274228333e-05	6.67368894312641e-05	1.74766756960085e-08	2.25680516527674e-07	3.30791493929267e-08	6.3032642295578e-07	4.9267449963688e-08	1.27134661710594e-07	0	3.67974964750088e-08	2.46289247615661e-08	7.36025244749335e-09	3.76034310759286e-11	0	7.55286425493983e-08
"Spermophilus_fulvus"	0.00257964515901199	4.91267621364579e-05	0.000412229894131727	1.00702380621915	5.02293398259006e-06	1.2988994244785e-05	7.10464515826887e-07	9.89399122407861e-06	7.48205906950683e-06	1.03345031332858e-08	1.04439452864732e-08	8.05909910446143e-08	0	3.14914116028668e-10	0	1.77833984731448e-09	1.60853500961759e-10	0.0103000574795718	0.000102899707073252	0.0010701526384963	0.0012898272403774	8.76760547886147e-05	0.000381323119849668	1.73869122085284e-06	0.0549717164624313	0.0263310516652843	2.6359814383152e-06	1.29093547863803e-06	6.29008441332006e-07	0.000378322868590084	4.24099527263454e-07	0.00583731294981074	1.83885620410036e-07	1.3050628101712e-07	8.23964974636927e-09	4.00603328376782e-07	5.97122794135425e-08	1.68896176009847e-08	8.89343224422065e-08	0.000252054484481814	0	4.94740836821475e-08	4.4458496182862e-08	3.11605289041017e-09	1.25965646411467e-11	0	1.79091091210254e-09
"Meriones_tamariscinus"	0.00662428382162158	0.000783161923945647	0.00145249829536574	1.72811989817087e-05	1.00117943425526	2.95431196916408e-06	1.12409077704315e-05	4.60660034567454e-06	2.38593750256828e-05	1.36480068153937e-08	2.37544739674595e-09	1.61742979398053e-06	0	5.3007989252145e-08	0	4.04478637618303e-10	2.54501010055051e-09	0.0128190173330206	0.0201610266176717	0.00582047163743836	0.0253865481533622	9.73149819219075e-06	8.35674540707997e-06	0.000292665589939373	4.86540794242322e-06	2.27205925072834e-06	0.0228492279447159	3.92429968050071e-06	0.00244399701994453	9.9171026605882e-07	0.000863121290299289	4.00419408000028e-07	5.43593912135745e-07	0.0103424186744023	1.99501991702312e-08	9.59781479849154e-08	1.35813981015756e-08	2.67226060557804e-07	2.02278735604181e-08	2.44669391513169e-08	0	2.340773131333e-08	1.01119659404576e-08	8.00172794198059e-09	2.1203195700858e-09	0	3.59428843106785e-08
"Allactaga_elater"	0.00438346218509532	0.000236919368379307	0.00025904111970021	0.00035395009317039	2.33994936648564e-05	1.0038889245118	2.60693987484439e-06	3.54312625842603e-06	4.20840117824955e-06	1.75586341033866e-08	0.000807188055034146	3.0436963046055e-07	0	5.69233134656432e-10	0	0.000137443719128122	5.9022709273169e-10	0.017499971857885	0.00345414966459033	0.0148579897036342	0.00458744430739163	6.00273686727831e-06	0.00456878520985052	3.14282721373971e-06	2.02396691675143e-05	9.82115348437443e-06	3.01072713167636e-06	1.51083850492229e-06	8.542700886838e-07	7.4046535028612e-07	6.09619213106054e-07	2.18386513633208e-06	2.78625864711541e-07	3.52749339447838e-07	1.40010124055517e-08	0.0308011409865808	0.00461502213573441	6.19738447368274e-08	0.00687352535740311	0.00684478577390486	0	0.00342235743121199	0.00343609297820304	5.29495305358253e-09	2.27693253862573e-11	0	6.76376956578999e-09
"Dipus_sagitta"	0.00618750941423212	0.00031295498973648	0.00104998543318906	2.12961738619109e-05	9.79364089498847e-05	2.86763386232883e-06	1.00216847390561	4.46426787008565e-06	2.64886064341764e-05	3.74783971732379e-08	2.30575290090876e-09	1.64144434551747e-06	0	4.54589386089946e-07	0	3.92611426934396e-10	0.000226897056770813	0.0381248311687644	0.0038057340046094	0.00381219620277485	0.028891972619439	8.88694574697764e-06	7.80953434929236e-06	0.00250986073490436	4.07806485065587e-06	2.01169613135747e-06	9.12765980067854e-06	3.19110669293001e-06	1.8315943866895e-06	9.08891012118156e-07	1.16131943354579e-06	3.74847651227906e-07	4.56986820875927e-07	1.21087128286016e-06	2.09532394067639e-08	9.29669749679333e-08	1.31829263464232e-08	0.0238241909609353	1.96343973792225e-08	2.48805329300346e-08	0	2.22329100105042e-08	9.81528567335991e-09	7.47413128790264e-09	1.81835754435978e-08	0	3.64765410114993e-08
"Cricetulus_migratorius"	0.00860888472402477	0.000456060311185948	0.000547123379511014	0.000402132050090517	5.44203464565281e-05	5.28466289392357e-06	6.05324456960766e-06	1.0000090634068	1.05892075613652e-05	3.47571387369646e-08	4.24919197602637e-09	7.4257254376421e-07	0	6.15095018127756e-07	0	7.23529969047586e-10	1.37049150169859e-09	0.0346576087456224	0.0136220275719408	0.0254788842608041	0.0102197098859833	1.17900574004711e-05	0.00848561179327124	0.00339603801028624	2.384559240137e-05	0.00509642465546692	6.27445161324158e-06	3.02656961524466e-06	1.721685408765e-06	1.34668801194355e-06	1.22157159711483e-06	2.59421459366943e-06	5.50361534489654e-07	7.82327587979168e-07	2.75228242426784e-08	1.69075735345303e-07	2.42943573136958e-08	1.43901607678352e-07	3.61835493148564e-08	1.36648652364454e-07	0	3.53475694336334e-08	1.80882492261896e-08	1.03990039226091e-08	2.46038007251102e-08	0	1.65016120836491e-08
"Ellobius_talpinus"	0.00539738143158232	0.00060968461295208	0.00331513439897795	0.000326217775430498	0.000302363352598199	6.73344188519928e-06	3.85288820860748e-05	1.13593317476464e-05	1.00008856383038	1.72147115250135e-09	5.41409883732169e-09	5.02544267224028e-06	0	8.20068554184127e-10	0	9.21884157338346e-10	8.72317397087012e-09	0.000506059424900428	5.27765464906854e-05	0.000110725826263657	0.0929612675219772	9.36816344628877e-06	7.01024008494457e-06	4.52772969861924e-06	2.60480207348753e-05	0.00364848305455265	2.59539692811807e-05	6.49454016270375e-06	3.91522710424414e-06	1.05975623131355e-06	0.00363844805753486	2.33742090422792e-06	6.43299971002986e-07	3.46027545682683e-06	1.53740334353005e-08	2.10940709806596e-07	3.09546032346038e-08	9.15933266941363e-07	4.61031917082111e-08	1.27532293611888e-07	0	3.38210908854059e-08	2.30471039334587e-08	6.51970522060863e-09	3.28027421673651e-11	0	1.11676503827562e-07
"Spermophilopsis_leptodactylus"	0.002428590480406	1.12311822881636e-05	3.19707504361316e-07	7.74441828550605e-07	2.97270648447794e-07	4.82862437843131e-08	9.36959929330948e-08	6.40834745462784e-08	2.95877854336169e-09	1.00765958117705	3.88250913557181e-11	6.46916643308337e-09	0	2.80979168848654e-10	0	6.61093151482929e-12	2.12133444438608e-11	0.00650301365500829	1.65594900666215e-05	9.14605650661607e-06	2.97882239888237e-06	3.21451123214694e-06	3.04318409906677e-06	1.55133094788043e-06	2.05939401049044e-07	1.93939951371982e-07	3.25794590643357e-07	6.15570139076226e-07	2.99362865824215e-07	3.27894847920083e-07	2.67685756834948e-07	6.41689501881595e-08	1.34580197734894e-07	5.13947454750936e-08	0.0944680925803874	3.43723516420393e-09	2.21978825022343e-10	2.22740116660539e-09	3.3061099984406e-10	5.22996323187607e-10	0	5.05392572404598e-09	1.65273287870732e-10	2.93358811759604e-09	1.12391667539462e-11	0	1.43759254068519e-10
"Pygeretmus_pumilio"	1.10772247863004e-05	5.98706909960221e-07	6.54609664837743e-07	8.94449314177241e-07	5.91316726975689e-08	0.00253687674439303	6.5878654311679e-09	8.95365452091271e-09	1.06348370018819e-08	4.43715329779636e-11	1.00755047491441	7.69157043534841e-10	0	1.4384801606912e-12	0	3.47327046056001e-07	1.49153292650369e-12	4.42232905950135e-05	8.72880628702382e-06	3.75468715982806e-05	1.15926976535572e-05	1.51692116423285e-08	1.15455451952846e-05	7.94207912400181e-09	5.11466406009463e-08	2.4818538455079e-08	7.6082557119327e-09	3.81796329662151e-09	2.15878257892567e-09	1.87119240117447e-09	1.54053776957049e-09	5.51873473446856e-09	7.04101279847118e-10	8.91414950394448e-10	3.53812477678998e-11	7.78359999415546e-05	0.0647826332167124	1.56610957282888e-10	0.036001242419551	1.72971106924164e-05	0	8.64846574780625e-06	8.68317615140002e-06	1.33806070933782e-11	5.75392064276479e-14	0	1.70923787452187e-11
"Diplomesodon_pulchellum"	0.0061929590854546	0.000282506054769357	0.00119637369798247	2.14730218361095e-05	0.000125260951822715	2.9760586089476e-06	1.45906164045997e-05	4.86797556467649e-06	3.07110385525795e-05	2.30014806509631e-08	2.39293302433062e-09	1.00222926169478	0	7.99956696473071e-10	0	4.07455997939156e-10	3.30340457206142e-09	0.0228148832461447	0.0223201859294849	5.69148286129421e-05	0.0334976431300834	8.99121080124801e-06	7.82034124819498e-06	4.41668891429926e-06	4.43306600962881e-06	2.1588783025168e-06	1.04072343433803e-05	3.41890814383044e-06	1.98949967630512e-06	9.18934155738138e-07	1.23407284531184e-06	3.89869126720122e-07	4.69570115704899e-07	1.50142939034222e-06	1.96113885083112e-08	9.62980319088173e-08	1.36813705402869e-08	3.46857480066449e-07	2.03767705910961e-08	2.56640414336776e-08	0	2.2613511275316e-08	1.01863999484789e-08	7.48071415597861e-09	3.19982678589228e-11	0	0.0222717613709952
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
