"Alticola_strelzowi"	"Alticola_barakshin"	"Alticola_argentatus"	"Spermophilus_undulatus"	"Meriones_meridianus"	"Cricetulus_longicaudatus"	"Cricetulus_barabensis"	"Phodopus_sungorus"	"Allactaga_sibirica"	"Meriones_unguiculatus"	"Apodemus_peninsulae"	"Amphipsylla_primaris"	"Paradoxopsyllus_scorodumovi"	"Callopsylla_caspia"	"Paramonopsyllus_scalonae"	"Citellophilus_tesquorum"	"Wagnerina_tuvensis"	"Paradoxopsyllus_dashidorzhii"	"Frontopsylla_elatoides"	"Nosopsyllus_laeviceps"	"Amphipsylla_vinogradovi"	"Frontopsylla_hetera"	"Pectinoctenus_pavlovskii"	"Neopsylla_mana"	"Frontopsylla_wagneri"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Ophthalmopsylla_praefecta"	"Oropsylla_alaskensis"	"Rhadinopsylla_li"	"Neopsylla_pleskei"	"Echidnophaga_oschanini"	"Frontopsylla_luculenta"	"Ophthalmopsylla_kukuschkini"	"Amphalius_runatus"	"Ctenophyllus_hirticrus"	"Rhadinopsylla_rothschildi"
"Alticola_strelzowi"	1.00397094455814	0.00269699891171892	0.00282113691100388	0.00012105138603292	7.70564181696953e-05	0.000255150982163641	6.03380882211068e-05	8.80276109214141e-05	0	8.79522530339489e-06	1.51000933277832e-06	0.0363470104380431	0.0314084058715769	0.0113704309563482	0.00483392629518073	0.00019523789701785	0.00739061698425592	0.00312530256500158	0.000841928887520231	0.000300547741103417	0.00104445639911663	0.00280705343550658	0.000302268686575331	0.000815597493281792	0	3.33746649446257e-06	0.000111645676010545	0	3.5143950783751e-07	0.000111084175990302	1.83233860487394e-07	2.73341839429174e-07	0	1.73573624486372e-07	1.56195336816671e-07	5.61284541591691e-08	5.61284541591691e-08
"Alticola_barakshin"	0.00288398238503433	1.00477750881651	0.00200464748196081	0.000105680747320774	0.000110448373454481	0.000101166611107688	2.43528435795142e-05	8.58189935498931e-05	0	7.17289793868675e-06	2.30950556133602e-07	0.0361344200550337	0.000142661186153486	0.0246405024274165	0.0140751523930388	9.75757742875083e-06	0.00790197699284522	0.0131943447094854	0.00167563896121346	9.5379943475864e-06	9.70094740491102e-06	0.00229504414045127	0.000556113786115102	0.000124146359318516	0	0.000119865650305608	1.51574226134061e-06	0	3.06815072866764e-07	0.000118804916389747	1.49435373722641e-07	2.38633945563038e-07	0	4.06166290135569e-08	1.3636225460745e-07	2.26538079809434e-08	2.26538079809434e-08
"Alticola_argentatus"	0.00366573239744911	0.00243591862039312	1.00336332746351	0.000187983928558601	5.40301322628165e-05	0.000200330352471432	7.7712544826066e-05	0.000109283010159374	0	5.08644268162541e-06	1.60520869863566e-06	0.0481216237089833	0.0255721013092561	0.00511546627088271	0.00530539986368209	0.000255229766754864	0.00434583003079698	4.40001216930164e-05	0.00908395211188236	5.44278899665282e-06	0.000160113753132191	0.00135526484491856	0.000151857761945755	0.000866482182279788	0	0.000622583493081451	1.81974759119278e-06	0	5.45759792589486e-07	1.27276534553048e-06	1.05967555867196e-07	4.24479838680711e-07	0	1.97140304822525e-07	2.42559907817549e-07	7.22907393730847e-08	7.22907393730847e-08
"Spermophilus_undulatus"	0.00053301658688689	0.000435166045016026	0.000637022957905838	1.00737115045889	0.000250209379549229	0.000194237980721785	0.00056678139100251	0.000109861092789993	0	8.11250225304209e-07	2.75295802358341e-06	0.000555413482799681	0.00296028804329454	2.00064122292923e-05	0.00147502314774765	0.0745890550107993	1.17979012249521e-05	0.00212126156670312	0.0061854853889824	1.87125734898813e-05	3.8332020830945e-05	0.00293228776592273	8.42246497044342e-06	0.0014689368038266	0	9.51327383476165e-06	0.00113919478822425	0	0.0029246259206871	0.000975388917068916	1.69010463605044e-08	0.0022747090494233	0	7.4135746064797e-07	0.0012998337425276	5.27238503258149e-07	5.27238503258149e-07
"Meriones_meridianus"	0.000565494681729216	0.000757996498465835	0.00030515405345209	0.000417015632582049	1.00629231888068	0.00024713520169963	0.00021118066961646	0.000126829351831121	0	0.00117785873807108	2.63928853902122e-08	6.87539974906467e-05	3.02479874843072e-05	2.66640992624623e-05	0.0019126633585993	0.00301072526898228	1.36212328077035e-05	0.00677527785972703	0.00352631224457305	0.0744767583677348	0.00380925071211936	0.00379438597959868	8.43511929636172e-06	5.9699317173977e-06	0	0.000544834392964307	0.00297735885497519	0	1.21069054620595e-06	1.02106143876644e-06	2.45387237098142e-05	9.41648202604626e-07	0	1.98499914501734e-07	5.38084687202643e-07	1.9644713452694e-07	1.9644713452694e-07
"Cricetulus_longicaudatus"	0.00209807885935765	0.000777946861921466	0.00126775322452554	0.000362733578456345	0.00027691052720561	1.00277138504242	0.00173668818123755	0.0007904009363485	0	5.51715495290947e-07	1.85611740426848e-05	0.0001843299132003	0.0148986321883742	0.000955093170362441	0.000633797412446084	0.0018704834080097	0.00908808277158111	1.92852322333419e-05	0.00395618791268992	2.11259703197543e-05	0.0405692748158688	0.00334493976581305	0.0130192144820606	0.0099861650038462	0	0.0012358391577279	0.00121542898430162	0	1.053097485841e-06	3.57889201953886e-06	1.14940728185614e-08	8.19075822320779e-07	0	3.05917075950989e-06	4.68043327040445e-07	1.6155238895233e-06	1.6155238895233e-06
"Cricetulus_barabensis"	0.000766153399272658	0.000289175858876743	0.000759414217114254	0.00163443936010026	0.000365391670220107	0.00268176965660868	1.00311316643227	0.000409359856320061	0	4.42345172337064e-07	8.16973050599881e-05	8.54814229248862e-05	8.75016853373773e-05	2.19135823588492e-05	1.69469355607891e-05	0.0173901270632941	3.53641678286496e-05	1.20345473642578e-05	0.00329901694945798	2.72685563337212e-05	0.0495699333901673	0.00375372967671387	0.00378008039352973	0.00470140085677279	0	0.0154005520595081	9.2510334051169e-06	0	4.74514652932334e-06	3.20488837474954e-06	9.21552442368883e-09	3.69066952280704e-06	0	0.000939482761751734	2.1089540130326e-06	0.000933128526913735	0.000933128526913735
"Phodopus_sungorus"	0.00176702483687839	0.00161099919509468	0.00168826179665326	0.00050083733477791	0.000346915580008653	0.00192950816814487	0.000647149772858919	1.00159122386317	0	2.67940520433386e-06	1.64101482156289e-05	0.025978264158024	0.000127907731228888	6.94906370568655e-05	0.00151525884435959	5.34534101971223e-05	5.02329558081324e-05	2.99578015872506e-05	0.00813439152489791	2.63606844654796e-05	0.0089507123453387	0.00591410273161178	0.0302240704656847	0.00886390983485717	0	1.36781425149557e-05	0.00736875152627174	0	1.45404387516167e-06	0.00368318884241619	5.58209417569555e-08	1.13092301401464e-06	0	1.87834464992155e-06	6.46241722294077e-07	6.01999788705972e-07	6.01999788705972e-07
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692640692640693	0	0	0.0202020202020202	0	0	0	0	0.0115440115440115	0	0	0	0
"Meriones_unguiculatus"	0.000333485626087056	0.000254339006075934	0.000148425223251319	6.98576582900847e-06	0.00608560348003391	2.54402145050826e-06	1.32089183406207e-06	5.0610987192973e-06	0	1.00326324394633	1.04139536321631e-09	0.00281515301375156	1.42308923210049e-05	1.07207319553861e-05	0.00280423454875156	1.86359658006525e-05	5.09438327030742e-06	4.52760200550711e-05	2.33943250805372e-05	0.0743012964498996	2.34784990230886e-05	2.46702129293049e-05	4.48833114816036e-07	5.12042303657685e-07	0	3.41689469095505e-06	1.80798770281857e-05	0	2.02812556326052e-08	9.19012459718604e-08	0.0209013175822153	1.57743099364707e-08	0	1.30973400696422e-09	9.01389139226899e-09	1.22873658982518e-09	1.22873658982518e-09
"Apodemus_peninsulae"	0.000458036164276092	6.55129744232318e-05	0.00037472705287039	0.000189648219402413	1.0909059294621e-06	0.000684701086907927	0.00195165784309972	0.00024797557303617	0	8.3311629057305e-09	1.0061276519499	4.31814165742038e-05	3.44572773379555e-05	9.24608220256939e-06	6.11366242631262e-06	4.90404608466313e-05	1.16610664660015e-05	2.67397218554973e-06	1.60728146908054e-05	2.1548124554206e-07	0.000126572209160836	1.34672996733681e-05	2.38294889966682e-05	0.0223774366767575	0	3.10207679296866e-05	2.91596926921932e-06	0	5.50591604716683e-07	1.1532374320709e-06	1.73565893869385e-10	4.28237914779642e-07	0	0.0782561884251048	2.44707379874081e-07	1.81549566799974e-06	1.81549566799974e-06
"Amphipsylla_primaris"	0.0337737707610135	0.031399310551566	0.0344123660355936	0.000117207746540436	8.70540744265506e-06	2.08296566312116e-05	6.25544789954068e-06	0.00120253367103174	0	6.89894543873764e-05	1.32277994951611e-07	1.00401177719988	0.00192768917421845	0.0013204856439094	0.00078222986446829	2.32233848005448e-05	0.000641006199108913	0.00051623957864008	0.000400651581196028	1.56190109783222e-05	5.13459539976921e-05	0.000218756712480695	6.85752792216393e-05	7.14087362832962e-05	0	2.51082397204284e-05	1.27367318209382e-05	0	3.40280554472235e-07	1.19356056217205e-05	1.43728029973701e-06	2.64662653478405e-07	0	1.61073097981348e-08	1.5123580198766e-07	5.81902130189831e-09	5.81902130189831e-09
"Paradoxopsyllus_scorodumovi"	0.0590529945106095	0.000250836093835984	0.0370020556823326	0.00126403483942329	7.74948439680597e-06	0.00340657430202495	1.29565167682756e-05	1.19803384622099e-05	0	7.05664082033301e-07	2.13578165317906e-07	0.00390051707565689	1.00283562052083	0.000858216968178861	0.000482361557899852	0.000119603087543141	0.000623874758610906	0.000187695422508527	0.000403874781854272	1.79297300842847e-05	0.000204118589863592	0.00022938353427718	6.72566268643048e-05	0.000115185056135576	0	2.72319477219964e-05	1.21317884191395e-05	0	3.66977856606761e-06	7.78612039181149e-06	1.47013350423604e-08	2.85427221805259e-06	0	2.86642088182123e-08	1.63101269603005e-06	1.20525737379308e-08	1.20525737379308e-08
"Callopsylla_caspia"	0.0298473812604141	0.0604876949011483	0.0103342256106967	1.1926899598232e-05	9.53754319772691e-06	0.000304895127461856	4.5302117376467e-06	9.0872371535901e-06	0	7.42204519988268e-07	8.00141729068505e-08	0.00373037194404405	0.00119820292095741	1.00186836784218	0.00104230326886478	9.46606692410952e-06	0.000739541484254159	0.000885635692245991	0.000218406736030081	9.50618016746139e-06	4.47337476137846e-05	0.000235433232740043	4.76317607260627e-05	4.31652912656249e-05	0	1.39441747982251e-05	3.75576172101492e-06	0	3.46264827045444e-08	1.04327203663417e-05	1.54625941664223e-08	2.69317087702012e-08	0	1.04374750130465e-08	1.53895478686864e-08	4.21415045362484e-09	4.21415045362484e-09
"Paramonopsyllus_scalonae"	0.021319254904432	0.0580514766711277	0.0180075042222877	0.00147740606074886	0.00114945196994982	0.000339936576626979	5.88625387006406e-06	0.000332916321216323	0	0.000326179139757855	8.8890083742833e-08	0.00371274853280749	0.00113148462370046	0.00175120419970819	1.00101347402926	0.000121680351154363	0.000691165694305117	0.000838161186647638	0.000292644603970288	0.000115230737489513	4.57111078264994e-05	0.000226954047636382	5.5113767414127e-05	4.79199287516309e-05	0	1.90816511546805e-05	1.02672077476168e-05	0	4.28924340217411e-06	1.18180402541102e-05	6.79539874495531e-06	3.33607820169097e-06	0	1.23892581754066e-08	1.90633040096627e-06	5.47558499540843e-09	5.47558499540843e-09
"Citellophilus_tesquorum"	0.00101911942420407	4.76311571235198e-05	0.00102531116625616	0.0884229715233185	0.00214147189304285	0.00118738143682451	0.00714890500689912	1.38999307587163e-05	0	2.5655631694971e-06	8.43908504052929e-07	0.000130459473315489	0.000332052931381723	1.88235365221298e-05	0.000144015559014437	1.00667808875106	2.2960664653451e-05	0.000203555376415503	0.000587640035915167	0.000158795231038949	0.000409755676957431	0.000299699341944462	4.28695203497633e-05	0.000175255618031889	0	0.000112949299609715	0.000107809473128005	0	0.000256711852809634	8.57393085160844e-05	5.34492326978562e-08	0.000199664774407493	0	6.7157815205573e-06	0.000114094156804282	6.6501441924643e-06	6.6501441924643e-06
"Wagnerina_tuvensis"	0.0388007391673435	0.0387956678129497	0.0175588247975086	1.40667283835968e-05	9.74442039320329e-06	0.00580239130800948	1.46217232368455e-05	1.31378499805885e-05	0	7.05376145119489e-07	2.01826150373103e-07	0.00362168502496536	0.00174205028750584	0.00147908296850832	0.000822753009182438	2.30931300264517e-05	1.00071582422718	0.000628551542849377	0.000276875941768625	1.21424571556716e-05	0.000277369221454282	0.00023898875850166	0.000110753870687504	0.000108753291738582	0	2.26439062440734e-05	1.13959481666602e-05	0	4.08388888556036e-08	8.88456425340264e-06	1.4695336356656e-08	3.1763580221025e-08	0	2.92991924844827e-08	1.81506172691571e-08	1.36016030110191e-08	1.36016030110191e-08
