"Roscheria_melanochaetes"	"Mimusops_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Soulamea_terminaloides"	"Aphloia_theiformis"	"Syzygium_wrightii"	"Craterispermum_microdon"	"Glionnetia_sericea"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_101"	"Unidentified_sp3_M_PL_101"	"Ornidia_obesa"	"Unidentified_sp2_M_PL_101"	"Unidentified_sp6_M_PL_101"	"Neavella_albipectus"	"Dichaetomyia_fasciculifera"	"Parasarcophaga_hirticeps"	"Scaptodrosophila_sp1_M_PL_101"	"Unidentified_sp4_M_PL_101"	"Unidentified_sp8_M_PL_101"	"Eristalinus_vicarians"	"Perissoma_aenescens"	"Phelsuma_sp1_M_PL_101"	"Unidentified_sp5_M_PL_101"	"Unidentified_sp7_M_PL_101"
"Roscheria_melanochaetes"	1.00819047766431	8.78929615321657e-07	0.000419015746654954	0.000105143932368154	0.000348144845080721	0.000244185777939209	0.000687124357892242	3.52650810835404e-05	7.0571437630561e-05	2.02061204981964e-07	2.67233084621969e-10	0.0132243852292078	2.35738072478958e-05	0.00881497242387252	0.0394509317346903	1.24756653484778e-05	0.0306840580158702	2.39708076905906e-08	8.01699253865908e-09	4.43974141707652e-06	8.28267233153364e-06	8.28267233153364e-06	1.00757374524401e-06	0.00876687371882007	6.87124357892242e-06	1.9953130793093e-06	1.41142875261122e-06	5.03786872622006e-07	3.99513461509844e-09
"Mimusops_sechellarum"	9.18880961472642e-07	1.00602910022383	0.000346054373535508	0.00187628014881262	0.000344014480517843	0.00034372793112133	1.8555089451966e-09	0.000342961024394566	6.10115163683524e-07	0.000511464174420366	0.0003058768927406	0.000115457841028771	0.0596708203490427	8.12015485636064e-09	3.5956211535886e-08	1.47867110209369e-05	2.79659423056891e-08	0.0274371572788318	0.009176306782218	6.24959874766054e-06	1.22208583631224e-08	1.22208583631224e-08	9.79888641127331e-06	7.99026923019688e-09	1.8555089451966e-11	1.64787796921671e-06	1.22023032736705e-08	4.89944320563665e-06	0.00457285954647197
"Dillenia_ferruginea"	0.00045892200824114	0.000362533153227675	1.00481654297494	0.000760836557511817	0.00157303069371409	0.0011198264191769	9.26707513968203e-07	0.000620223604620677	0.000304713328402496	8.33444277108432e-05	1.10225951118174e-07	0.0576637741924607	0.00972351656626504	4.05549568459638e-06	1.79578177137837e-05	0.0287179044222071	1.39671915551651e-05	9.88726781530023e-06	3.30677853354523e-06	2.03604803486709e-05	6.10353364318961e-06	6.10353364318961e-06	1.77206744177336e-05	3.9906261586186e-06	9.26707513968203e-09	0.00478484068083305	6.09426656804992e-06	8.86033720886681e-06	1.64787796921671e-06
"Paragenipa_wrightii"	0.00017273646031911	0.00294844023384841	0.00114125483626773	1.00265672954629	0.00102305602559073	0.000853256713291084	3.48809106644277e-07	0.000511767511147962	0.000114692912553988	0.000677830597676111	8.96454920598482e-07	0.0217044204979864	0.0790802363955463	1.52647281415301e-06	6.7592527950956e-06	3.99182454811916e-05	5.25719661840769e-06	8.04120063776838e-05	2.68936476179545e-05	1.55137584234742e-05	2.2973463421462e-06	2.2973463421462e-06	1.46219288899418e-05	1.50205617668791e-06	3.48809106644277e-09	5.43454683937012e-06	2.29385825107976e-06	7.31096444497089e-06	1.34020010629473e-05
"Memecylon_eleagni"	0.000667277619738048	0.000630693214282713	0.00275280371399966	0.00119356536318919	1.00230307668678	0.00164414162668327	1.34744286177085e-06	0.000319863174992507	0.000443056512495773	0.000144992987641308	1.91758350344394e-07	0.0838437584105564	0.0169158485581527	5.89673508500264e-06	2.61108633810541e-05	8.32210086141689e-05	2.03084492963754e-05	1.72007240258922e-05	5.75275051033183e-06	2.98934841215141e-05	8.87460467853318e-06	8.87460467853318e-06	9.13894785692877e-06	5.80241408467868e-06	1.34744286177085e-08	1.31085891142841e-05	8.86113024991547e-06	4.56947392846438e-06	2.8667873376487e-06
"Erythroxylum_sechellarum"	0.0005105702629638	0.000687455862242659	0.00213785043661044	0.0010859630896432	0.00179360904729084	1.00311097294894	1.03100154405465e-06	0.000276299474595457	0.000339006544504811	0.000158042415996907	2.09016680523764e-07	0.0641534025917971	0.0184382818663058	4.51191152516035e-06	1.99788363768443e-05	6.50285763973763e-05	1.55390949597678e-05	1.87487962429816e-05	6.27050041571292e-06	0.0182383813263443	6.79044090553677e-06	6.79044090553677e-06	7.89427070272735e-06	4.43974141707652e-06	1.03100154405465e-08	1.01802401743354e-05	6.78013089009622e-06	3.94713535136368e-06	3.12479937383027e-06
"Soulamea_terminaloides"	0.00158038602315216	4.08211967943253e-09	1.94608577933323e-06	4.88332749301987e-07	1.61693143412502e-06	1.13410169846011e-06	1.00750339566504	1.63785903874932e-07	0.00101187415343796	9.38457422446579e-10	1.24114310715492e-12	6.14196202420488e-05	1.09486699285434e-07	0.0705389801837104	6.18411922103018e-05	5.79422494648769e-08	4.80987050524569e-05	1.11330536711796e-10	3.72342932146476e-11	2.06200308810929e-08	0.0100952714397191	0.0100952714397191	4.67959725356949e-09	1.37424871578448e-05	0.0100750339566504	9.26707513968203e-09	2.02374830687591e-05	2.33979862678474e-09	1.8555089451966e-11
"Aphloia_theiformis"	0.000115870980703061	0.00107787750524006	0.00186067081386203	0.00102353502229592	0.000548336871415726	0.000434184888650004	2.33979862678474e-07	1.00471523847621	7.69355828686669e-05	0.000247798257943618	3.27721953554291e-07	0.0145592452458926	0.0289097967600887	1.0239523356315e-06	4.53408185359805e-06	0.0144062368586277	3.52650810835404e-06	2.93966592338199e-05	9.83165860662873e-06	7.89427070272735e-06	1.54105145600012e-06	1.54105145600012e-06	0.028706149670749	1.00757374524401e-06	2.33979862678474e-09	8.86033720886681e-06	1.53871165737334e-06	0.0143530748353745	4.89944320563665e-06
"Syzygium_wrightii"	0.000324628613100581	2.68450672020751e-06	0.00127979597929048	0.000321140155151167	0.00106333562998986	0.000745814397910584	0.00202374830687591	0.000107709816016134	1.00423153472605	6.17153698329754e-07	8.16207576834146e-10	0.0403911193792569	7.2001264805138e-05	0.000144485238986536	1.2702858773501e-05	3.81043110656729e-05	9.88000126827855e-06	7.32138196420229e-08	2.44862273050244e-08	1.35602617801924e-05	0.0201048681775897	0.0201048681775897	3.07742331474668e-06	2.82285750522244e-06	2.02374830687592e-05	6.09426656804993e-06	0.020084630694521	1.53871165737334e-06	1.22023032736705e-08
"Craterispermum_microdon"	1.54913590486172e-06	0.00375073727908268	0.000583410993975902	0.00316320945582185	0.000579971950565234	0.000579488858655326	3.12819140815526e-09	0.000578195935201774	1.02858949721626e-06	1.00086227438577	1.14038834876336e-06	0.000194649682096837	0.100598678339259	1.36897203973685e-08	6.06183614945892e-08	2.49288274736225e-05	4.71476144957916e-08	0.000102292834884073	3.42116504629008e-05	1.05361610664605e-05	2.06030718584067e-08	2.06030718584067e-08	1.65198838629078e-05	1.34707469987976e-08	3.12819140815526e-11	2.77814759036144e-06	2.05717899443251e-08	8.25994193145392e-06	1.70488058140122e-05
