"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Canthium_bibracteatum"	"Cinnamomum_verum"	"Roscheria_melanochaetes"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Unidentified_sp3_M_PL_094"	"Unidentified_sp4_M_PL_094"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_094"	"Leptotes_pirithous"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Unidentified_sp2_M_PL_094"
"Phoenicophorium_borsigianum"	1.0084516260366	0.00121271724561947	0.000126042537275286	0.000138474806262642	0.000172149475253772	0	0.0420441184516902	0.041935612171819	0.00301343334712127	0.0099846695647188	0.00301261581694102	3.15106343188214e-06	3.55726198322337e-06	1.27654446907312e-05	9.23165375084279e-07	0	7.87765857970535e-07	0.00099846695647188
"Erythroxylum_sechellarum"	0.00644654956881928	1.00365166912979	8.05729737893636e-07	8.85203295385801e-07	1.10046936989062e-06	0	0.0900684868395916	0.000268074338505356	1.92634400530435e-05	6.38272234536562e-05	1.92582139730859e-05	2.01432434473409e-08	2.27398767695513e-08	0.0105647544118925	5.90135530257201e-09	0	5.03581086183523e-09	6.38272234536562e-06
"Canthium_bibracteatum"	0.00079564351655024	9.56804063748693e-07	1.00593241871202	0.00337185524668134	1.35821699650092e-07	0	3.31717748194137e-05	3.30861660347625e-05	0.0631204088518315	7.87765857970535e-06	2.37687974387661e-06	0.0251483104678004	0.00635451472188372	1.00716217236705e-08	2.24790349778756e-05	0	0.00628707761695009	7.87765857970535e-07
"Cinnamomum_verum"	0.000932397028835122	1.12125750748868e-06	0.0035966455964601	1.00557068705176	1.59166443980048e-07	0	3.88732687936834e-05	3.87729457535397e-05	0.0739694102297	9.23165375084279e-06	2.78541276965084e-06	8.99161399115025e-05	0.0201338927760131	1.1802710605144e-08	0.00670380458034509	0	2.24790349778756e-05	9.23165375084279e-07
"Roscheria_melanochaetes"	0.00434677425015776	5.22722950698047e-06	5.43286798600369e-07	5.96874164925181e-07	1.00574786846038	0	0.000181224648498665	0.000180756949016461	1.298893684104e-05	4.30373688134431e-05	0.100587698056682	1.35821699650092e-08	1.53330257897559e-08	5.50234684945312e-08	3.9791610995012e-09	0	3.39554249125231e-09	4.30373688134431e-06
"Colea_seychellarum"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Lasioglossum_mahense"	0.0719738298918764	0.0290051059313939	8.99573554424777e-06	9.88303443907207e-06	1.22864168473671e-05	0	1.00558816483262	0.00299297114401862	0.000215070642474568	0.000712612177147291	0.000215012294828924	2.24893388606194e-07	2.5388403593299e-07	0.000305316904540989	6.58868962604804e-08	0	5.62233471515486e-08	7.12612177147291e-05
"Rhiparida_seychellensis"	0.10084516260366	0.000121271724561947	1.26042537275286e-05	1.38474806262642e-05	1.72149475253772e-05	0	0.00420441184516902	1.00419356121718	0.000301343334712127	0.00099846695647188	0.000301261581694102	3.15106343188214e-07	3.55726198322337e-07	1.27654446907312e-06	9.23165375084279e-08	0	7.87765857970535e-08	9.9846695647188e-05
"Apis_mellifera"	0.0126815320024687	1.52502233753261e-05	0.0420802725678877	0.0462308813935625	2.16482280684e-06	0	0.000528715329416647	0.000527350835746223	1.00605794958786	0.00012555972279672	3.78843991196999e-05	0.00105200681419719	0.00118761933142055	1.60528667108696e-07	0.000308205875957083	0	0.000263001703549298	1.2555972279672e-05
"Unidentified_sp3_M_PL_094"	0.10084516260366	0.000121271724561947	1.26042537275286e-05	1.38474806262642e-05	1.72149475253772e-05	0	0.00420441184516902	0.0041935612171819	0.000301343334712127	1.00099846695647	0.000301261581694102	3.15106343188214e-07	3.55726198322337e-07	1.27654446907312e-06	9.23165375084279e-08	0	7.87765857970535e-08	9.9846695647188e-05
"Unidentified_sp4_M_PL_094"	0.0434677425015775	5.22722950698047e-05	5.43286798600369e-06	5.96874164925181e-06	0.0574786846038184	0	0.00181224648498665	0.00180756949016461	0.0001298893684104	0.000430373688134431	1.00587698056682	1.35821699650092e-07	1.53330257897559e-07	5.50234684945312e-07	3.9791610995012e-08	0	3.39554249125231e-08	4.30373688134431e-05
"Hemipyrellia_germana"	7.9564351655024e-05	9.56804063748693e-08	0.100593241871202	0.000337185524668134	1.35821699650092e-08	0	3.31717748194137e-06	3.30861660347625e-06	0.00631204088518315	7.87765857970535e-07	2.37687974387661e-07	1.00251483104678	0.000635451472188372	1.00716217236705e-09	2.24790349778756e-06	0	0.00062870776169501	7.87765857970535e-08
