"Syzygium_glomeratum"	"Stillingia_lineata"	"Badula_insularis"	"Aphloia_theiformis"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Pleurostylia_leucocarpa"	"Calophyllum_eputamen"	"Pandanus_rigidifolius"	"Turraea_rigida"	"Xyris_sp1_M_PL_071"	"Apis_mellifera"	"Stomorhina_lunata"	"Musca_domestica"	"Chrysomya_megacephala"	"Ophyra_capensis"	"Paragus_borbonicus"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Phorinia_sp1_M_PL_071"	"Trirhithrum_sp1_M_PL_071"	"Sepsis_lateralis"	"Episyrphus_sp1_M_PL_071"	"Graphomya_maculata"	"Lygistorrhina_sp1_M_PL_071"	"Syritta_sp1_M_PL_071"	"Lecithoceridae_sp1_M_PL_071"	"Nacoleia_sp1_M_PL_071"	"Pachycerina_crinicornis"	"Paleorhiza_sp1_M_PL_071"	"Scolia_carniflex"	"Simulium_sp1_M_PL_071"	"Simulium_sp2_M_PL_071"	"Zizeeria_knysa"	"Zosterops_mauritianus"
"Syzygium_glomeratum"	1.00541314694059	0.00132419456763246	0.00123271638342568	0.00103185612439916	1.31706356389594e-06	5.87879345577269e-05	0.000626363470417789	0.00025743928462316	0.000112926960720047	0	4.22613710756401e-05	4.13011421334614e-05	0.0135014844085643	0.0201638262913001	0.0234924298204034	3.97849438788995e-05	0.00338090968605121	0.0100746846065289	3.54503486969894e-05	3.80296918764557e-06	3.2644756541623e-06	0.0167627558603596	2.56751845180134e-05	2.11871130821193e-05	0.0100541314694059	1.58903348115895e-05	7.82954338022236e-06	7.82954338022236e-06	0.00335137715646865	3.67424590985793e-07	5.29677827052982e-06	7.74743272879968e-09	5.73253402443975e-06	3.91477169011118e-06	5.29677827052983e-06	5.87007801631277e-06	0
"Stillingia_lineata"	0.00158903348115895	1.00624354450917	0.000489664947347007	0.00076823810944594	6.47232729510672e-07	1.63901146186675e-06	0.000804250502971121	0.000202773280837488	7.84763106310853e-07	0	4.34262778289102e-07	2.29180690749184e-05	7.36450014236685e-05	0.0201825989735757	0.0161435738873819	0.0161159939227947	3.47410222631281e-05	2.92927176604114e-05	1.59369225411063e-05	4.51950269606757e-08	2.55750951856898e-06	2.88156291971587e-05	0.0120822808375982	0.0160998967121468	1.58903348115895e-05	0.0120749225341101	1.0053131287139e-05	1.0053131287139e-05	5.29677827052982e-06	1.02438216366672e-08	0.00402497417803669	3.80725135006278e-09	4.26798949692189e-06	5.0265656435695e-06	0.00402497417803669	2.33173784450956e-06	0
"Badula_insularis"	0.00176102340489383	0.00058293446112739	1.00413310712464	0.00152893570737664	9.27824821710221e-05	0.000757980239245455	0.000364347524368431	0.000483367378675252	0.000396209500350714	0	3.22278165407132e-07	0.00490271653721112	0.043132532484343	0.00485228507233177	0.00484049780915846	3.46343901651887e-05	2.57822532325705e-05	0.00482222672521181	0.0239211625857736	1.59358798794656e-05	9.31676807477085e-06	0.0048109366144846	0.00479085860996386	9.32695137803823e-06	1.76102340489383e-05	6.99521353352868e-06	4.55434405460539e-06	4.55434405460539e-06	5.87007801631277e-06	4.73737649528409e-06	2.33173784450956e-06	5.45779306888365e-07	8.49408726320358e-06	2.27717202730269e-06	2.33173784450956e-06	0.00478158622440303	0
"Aphloia_theiformis"	0.00171976020733192	0.00106699737423047	0.00178375832527275	1.0022508317943	0.000315330929647929	0.0010084089707043	0.000807525905331497	0.000719778250806412	0.000358542900395673	0	7.0075442993755e-05	0.0168428253995636	0.0279809732839	0.0112154907028894	0.00563375396005694	0.011167236576301	0.0056060354395004	0.0111708092707415	0.00561683316901789	2.12258691204811e-05	2.01265550638306e-05	3.71567573854023e-05	2.63450926622911e-05	1.70719579876876e-05	1.71976020733193e-05	1.28039684907657e-05	1.00940738166437e-05	1.00940738166437e-05	5.73253402443975e-06	6.30255606690187e-06	4.26798949692189e-06	1.85488782145841e-06	0.00556806017663498	5.04703690832186e-06	4.26798949692189e-06	8.49408726320359e-06	0
"Syzygium_petrinese"	2.3242298186399e-06	9.51812837515695e-07	0.000114613654446557	0.000333879807862513	1.0063053707794	0.00143561477992883	7.18158522549837e-07	0.000839551727483309	0.00106796155774922	0	2.35929625534029e-08	0.0297870528396421	7.9782035244247e-05	4.3345412752261e-06	2.47012816284862e-06	1.42238897326244e-05	1.88743700427223e-06	1.47731938415329e-05	1.35563767304554e-05	0.029632815506221	0.0355271545417488	5.84516470532364e-07	5.61689551704491e-07	1.52290054002511e-08	2.3242298186399e-08	1.14217540501883e-08	8.97698153187297e-09	8.97698153187297e-09	7.74743272879968e-09	8.9725923745552e-06	3.80725135006278e-09	0.00591944335752587	1.85488782145841e-06	4.48849076593648e-09	3.80725135006278e-09	5.45779306888366e-07	0
"Diospyros_revaughanii"	0.000110227377295738	2.5609554091668e-06	0.00099484906400966	0.00113446009204234	0.00152534070367438	1.00468117806087	2.79959333302511e-05	0.000963441752161308	0.000660861733509316	0	9.44287055626785e-08	0.081757011514171	0.00640116597287412	2.01231790331281e-05	1.36528799856332e-05	2.48640839056808e-05	7.55429644501428e-06	3.04877843040616e-05	0.00630924680142377	6.68916863230866e-05	6.58785761493476e-05	6.57449945021306e-06	4.94308254350817e-06	4.09752865466688e-08	1.10227377295738e-06	3.07314649100016e-08	3.49949166628139e-07	3.49949166628139e-07	3.67424590985793e-07	0.00627925736288045	1.02438216366672e-08	8.9725923745552e-06	6.30255606690187e-06	1.7497458331407e-07	1.02438216366672e-08	4.7373764952841e-06	0
"Pleurostylia_leucocarpa"	0.00117443150703335	0.00125664141089238	0.000478206125733565	0.000908466643497935	7.63043430209202e-07	2.79959333302511e-05	1.00567529085949	0.00013258719790307	5.31816394281717e-05	0	0.000393445740274811	2.64601360248184e-05	0.00635212176326473	0.0189174044078178	5.48338733406808e-05	0.0063173282442365	0.0314756592219849	2.57729008880683e-05	1.66078716281494e-05	1.79516376810207e-06	1.68427091838399e-06	2.18510304778586e-05	0.0063028274368298	2.0106262574278e-05	1.17443150703335e-05	1.50796969307085e-05	0.0125709411357436	0.0125709411357436	3.91477169011118e-06	1.74974583314069e-07	5.0265656435695e-06	4.48849076593648e-09	5.04703690832186e-06	0.00628547056787179	5.0265656435695e-06	2.27717202730269e-06	0
"Calophyllum_eputamen"	0.00096539731733685	0.00063366650261715	0.00126883936902254	0.00161950106431443	0.00178404742090203	0.00192688350432262	0.00026517439580614	1.00114550789566	0.000491736036300157	0	2.56594731687253e-07	0.0378014127916297	0.0251709661954847	6.09898448240461e-05	4.77039218149217e-05	0.0125441093089815	2.05275785349802e-05	0.0125480093703727	5.12507112042998e-05	6.88631841777121e-05	0.012577285228257	2.21320475223882e-05	1.53034302386348e-05	1.01386640418744e-05	9.65397317336851e-06	7.6039980314058e-06	3.31467994757675e-06	3.31467994757675e-06	3.2179910577895e-06	1.20430219020164e-05	2.5346660104686e-06	1.04943965935414e-05	8.99722813508014e-06	1.65733997378837e-06	2.5346660104686e-06	6.04209223344065e-06	0
"Pandanus_rigidifolius"	0.000564634803600235	3.26984627629522e-06	0.0013867332512275	0.00107562870118702	0.00302589108028945	0.00176229795602484	0.000141817705141791	0.00065564804840021	1.00148493489617	0	1.53812694671793e-07	0.033664132107119	0.0335079615514315	3.25720966546402e-05	2.58063363035327e-05	2.10857088157486e-05	1.23050155737435e-05	3.2396870326706e-05	5.00075355943093e-05	0.0334718279596847	0.000114991756379924	1.60140717325158e-05	7.52909048496364e-06	5.23175404207236e-08	5.64634803600235e-06	3.92381553155427e-08	1.77272131427239e-06	1.77272131427239e-06	1.88211601200078e-06	1.10143622251553e-05	1.30793851051809e-08	1.77993592958203e-05	5.97571500659455e-06	8.86360657136195e-07	1.30793851051809e-08	6.6034916725119e-06	0
"Turraea_rigida"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
