"Toddalia_asiatica"	"Aphloia_theiformis"	"Geniostoma_borbonicum"	"Sideroxylon_cinereum"	"Roussea_simplex"	"Psiadia_terebinthina"	"Croton_fothergillifolius"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Dodonaea_viscosa"	"Molinaea_alternifolia"	"Stomorhina_lunata"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Chrysomya_megacephala"	"Stomoxys_niger"	"Henotesia_narcissus"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Brachymyrmex_sp1_M_PL_061"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_061"	"Phorinia_sp1_M_PL_061"	"Allograpta_nasuta"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Eristalinus_flaveolus"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Leptotes_pirithous"	"Allograpta_sp1_M_PL_061"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_061"	"Lygistorrhina_sp1_M_PL_061"	"Sarcophaga_arno"	"Acopsis_viridicans"	"Atherigona_sp1_M_PL_061"	"Dasytinae_sp1_M_PL_061"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_061"	"Homoneura_sp1_M_PL_061"	"Nacoleia_sp2_M_PL_061"	"Orthellia_albigena"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Sapromyza_sp1_M_PL_061"	"Sepsis_lateralis"	"Unidentified_sp1_M_PL_061"
"Toddalia_asiatica"	1.00507251909868	0.000967249713824162	0.00161916646547241	0.000648013133780858	0.000316697323594285	0.000656683482912604	0.000480609776402314	0.000144744046166069	0.00015000984950236	6.427335462982e-08	3.52312595680356e-05	1.00216777480164e-05	0.0428760467798511	9.60587546684915e-05	0.0192803067986075	0.0036078039892859	0.00929482716345393	3.05736835785426e-05	0.000725991369659628	2.64981409447671e-05	0.00499950964163946	8.48505821765794e-06	0.00144258755442391	0.000726954107152671	0.00641727185085319	9.43994504133627e-06	0.000720486018165701	7.53689121167924e-06	0.000722120443725233	6.52156348507291e-06	0.00570253911545353	0.00214123396206493	3.83069193593727e-06	0.00142730155496896	9.64100319447301e-07	1.3476481855076e-06	2.78276994539999e-06	1.82412078586835e-06	9.00018241362302e-07	1.71646348715112e-06	1.71646348715112e-06	9.57672983984318e-07	9.57672983984318e-07	1.88275170403768e-06	1.88275170403768e-06	1.76156297840178e-06	9.57672983984318e-07	1.88275170403768e-06	0.000712817389431691	1.82412078586835e-06
"Aphloia_theiformis"	0.00135031890741789	1.00383805599245	0.00100457391988542	0.00199310671123917	0.000513537764620967	0.000681322942583263	0.000234827656724376	0.000226274917807533	0.000162638099273866	6.67046352576551e-05	1.94152322469255e-06	2.77070305232711e-05	0.0150477317695457	0.0448483942828289	0.001062498584713	0.0099745309883776	0.00202281516997327	0.00101935914114671	0.00101408992088228	0.00300024102583801	0.00101049948567398	1.34215308792883e-05	1.49499742022936e-05	1.11909079585515e-05	0.00199641718753398	0.00100388371854963	0.00398175514809927	0.0020021488463658	0.00398223162552842	1.711891945329e-05	7.66138387187455e-06	0.000998664648020412	0.00397559626135625	3.72243595990048e-06	0.00100056952886483	2.18526708349348e-06	3.93631297477905e-06	1.89256372939795e-06	2.76820376560995e-06	8.38670202587055e-07	8.38670202587055e-07	0.000993899065339062	0.000993899065339062	1.1681092091691e-06	1.1681092091691e-06	9.70761612346276e-08	0.000993899065339062	1.1681092091691e-06	9.57672983984318e-07	1.89256372939795e-06
"Geniostoma_borbonicum"	0.00265467990269313	0.00117979030126079	1.00311888151941	0.000919162057488561	0.000470763692267929	0.000728934336031531	0.000566504672427021	0.000221864116096596	0.00018638902733884	7.83965912194024e-08	2.14448405488221e-05	3.25172388520356e-05	0.0293443889346543	0.00478085289463008	0.0117356889903429	0.0117062059867328	0.00820770393358828	0.0151715554558692	0.0011847675272546	0.00468739214251626	0.00235355602496076	1.28810641525271e-05	0.00468060343099334	1.94210884758623e-05	1.92809837546773e-05	0.00234101409153401	1.19541394748168e-05	1.04475489247721e-05	1.26296413409768e-05	9.38794447516798e-06	1.50620136323015e-05	8.84118192136973e-06	4.67243683667638e-06	5.83649260072914e-06	1.17594886829104e-06	2.00324975433161e-06	0.00116769391806108	2.02481760008759e-06	1.27661396873411e-06	2.02323097295365e-06	2.02323097295365e-06	1.1681092091691e-06	1.1681092091691e-06	0.00116641730409234	0.00116641730409234	1.0722420274411e-06	1.1681092091691e-06	0.00116641730409234	1.88275170403768e-06	2.02481760008759e-06
"Sideroxylon_cinereum"	0.00126902572032085	0.00279588580326605	0.00109788801311134	1.00331512837091	0.0010219256487496	0.000297519558958474	0.000207255301270176	6.46168949381159e-05	1.09726482657089e-05	1.85785487624829e-07	2.04705276590875e-05	1.35828076934051e-07	0.0098993839222305	0.0530986838980779	0.0112024962614357	4.88981076962584e-05	0.00421118007473752	0.00420090716888382	0.00142887840829758	2.05903190013499e-05	0.00140823746466544	1.1281915361351e-05	1.2336002010412e-05	6.43237500671553e-06	1.36365717034806e-05	2.05416009397743e-05	1.30640050419373e-05	0.00558603227259801	1.44521629617894e-05	0.00697398909891527	7.20014593089842e-06	6.29470170902595e-06	1.10728150624398e-05	1.92195479678804e-06	2.78678231437244e-06	4.34861978191319e-06	0.00139476984781722	8.26443219329093e-07	0.00139349323384848	7.40197504536343e-07	7.40197504536343e-07	2.76820376560995e-06	2.76820376560995e-06	1.27661396873411e-06	1.27661396873411e-06	1.02352638295438e-06	2.76820376560995e-06	1.27661396873411e-06	9.00018241362302e-07	8.26443219329093e-07
"Roussea_simplex"	0.000950091970782856	0.00110355987716421	0.000861397394362593	0.00156550312148875	1.00479850583275	9.33630684024324e-05	5.11162982985068e-05	0.000619820162122234	3.39410947070169e-05	7.33311101843449e-08	2.35382123202564e-05	9.97374986186104e-08	0.00010217099151637	0.0129639743365995	0.0128812866922603	3.59054995026998e-05	2.56514170000415e-05	2.39183456365921e-05	0.0299351106512506	9.38812589857084e-06	0.00214849258831379	0.00857626945187002	0.00214448423244474	1.14435990483634e-05	8.24968391827767e-06	0.01496818001272	1.47187839660967e-05	0.00642448999068616	5.82238382976102e-06	0.00642447903349363	5.39059274203039e-06	3.37344767668156e-06	4.37053416698695e-06	1.72477146003001e-06	1.09996665276517e-06	0.00427573832269256	3.1759347681224e-06	2.59341856673423e-07	2.1743098909566e-06	1.82558208208953e-07	1.82558208208953e-07	1.09263354174674e-06	1.09263354174674e-06	1.00162487716581e-06	1.00162487716581e-06	1.17691061601282e-06	1.09263354174674e-06	1.00162487716581e-06	6.73824092753798e-07	2.59341856673423e-07
"Psiadia_terebinthina"	0.00257201030807437	0.00191148936669193	0.00174134313607532	0.000595039117916947	0.000121890672636509	1.00219724567971	0.000706049009642025	7.17654405950894e-05	0.000160541185289633	1.27017699959594e-07	1.46705504841636e-07	2.33624611742744e-05	0.0391887514064662	0.00848039084930125	8.02845875245854e-05	0.00841048602273878	0.0028406410065622	3.35749529973637e-05	1.01987313281109e-05	0.0167246292004013	0.00280546185845351	3.90798505049727e-06	0.00558659632798654	1.98140149776435e-05	2.0202214531611e-05	7.75759192628708e-06	1.22546482600491e-05	7.86892590613255e-06	0.00836103808970103	4.91024166666574e-06	1.45929662869468e-05	0.00279124616408619	7.57025491759181e-06	5.43203251939927e-06	1.90526549939391e-06	5.18683713346846e-07	2.85126081941668e-06	0.00278388123799919	8.26443219329094e-07	2.52160360586437e-06	2.52160360586437e-06	1.89256372939795e-06	1.89256372939795e-06	2.02481760008759e-06	2.02481760008759e-06	7.33527524208181e-09	1.89256372939795e-06	2.02481760008759e-06	1.82412078586835e-06	0.00278388123799919
"Croton_fothergillifolius"	0.00242021351688308	0.000847056904612926	0.00173997863674014	0.000532942203266167	8.58023578582078e-05	0.000907777298111175	1.00270179697824	0.000608463031232231	0.000256594312016465	5.62865907776547e-08	1.47143738455904e-07	1.81431723040888e-07	0.0288552552404124	0.00366369859459831	8.05244108699934e-05	6.53154202947196e-05	0.0179482854104225	0.0036134814268716	7.8743770821535e-06	0.0107689720951873	2.31957837884559e-05	2.50687540821251e-05	0.00718175835689905	0.021500161534972	1.71255117895342e-05	6.16303960595702e-06	1.70491376772769e-05	5.18580504794634e-06	1.26359551150925e-05	4.24866214730857e-06	1.3731707897209e-05	8.50966426990479e-06	3.35468081034822e-06	6.2839748855963e-06	8.44298861664821e-07	3.65116416417906e-07	2.76342847748999e-06	2.52160360586437e-06	7.40197504536343e-07	0.00358107784635085	0.00358107784635085	8.38670202587055e-07	8.38670202587055e-07	2.02323097295365e-06	2.02323097295365e-06	7.35718692279519e-09	8.38670202587055e-07	2.02323097295365e-06	1.71646348715112e-06	2.52160360586437e-06
"Erythroxylum_macrocarpum"	0.00102044552547078	0.00114268833492804	0.000954015699215364	0.000232620821777217	0.00145657738098725	0.000129177793071161	0.000851848243725124	1.00378023593912	0.000472914236929176	7.59311804723264e-08	1.84406920078193e-05	4.19695025953746e-05	0.00011975054061124	9.03397504956234e-05	0.0100916687012791	0.0151090209343349	3.59760126501036e-05	0.00503846529041116	4.6674911223598e-05	1.91113147753811e-05	1.74516724866396e-05	0.0401636058408074	2.10407109450234e-05	0.0150809357528872	8.77623125554842e-06	2.50437214242818e-05	0.0150672073603063	1.28523895086712e-05	6.32570019590734e-06	1.09127248052864e-05	5.78976184664275e-06	3.66136248450414e-06	4.52549835615065e-06	6.70204309420709e-06	1.1389677070849e-06	6.19820162122235e-06	1.43240505517356e-06	3.58827202975446e-07	3.23084474690579e-07	3.04231515616116e-06	3.04231515616116e-06	1.13137458903766e-06	1.13137458903766e-06	1.10932058048298e-06	1.10932058048298e-06	9.22034600390964e-07	1.13137458903766e-06	1.10932058048298e-06	7.23720230830344e-07	3.58827202975446e-07
"Claoxylon_linostachys"	0.00235015430887031	0.00182516089185116	0.00178105070568225	8.77811861256715e-05	0.000177247939025533	0.00064216474115853	0.000798293415162335	0.00105092052650928	1.00126412980874	1.21281207512204e-07	1.48514671407004e-07	0.000123836782007819	0.000227522530786302	0.000104701062743375	8.12746539274827e-05	0.0445812415228147	5.61839791513264e-05	3.72013549824617e-05	1.09464994475446e-05	3.29611161662683e-05	0.0111450563315274	4.35453141584609e-05	0.0111464213078491	0.0111596938693459	1.86151649340997e-05	8.58893129889626e-06	0.0111498159418458	5.23322306368464e-06	1.42465089162969e-05	1.74096139388439e-06	1.33342088446542e-05	8.59120925633976e-06	7.22835996772736e-06	0.011128490550086	1.81921811268306e-06	7.54246549044821e-07	2.19290750671721e-06	1.78379094766258e-06	1.21918314063433e-07	2.85104791129405e-06	2.85104791129405e-06	1.80708999193184e-06	1.80708999193184e-06	2.07098919265378e-06	2.07098919265378e-06	7.42573357035018e-09	1.80708999193184e-06	2.07098919265378e-06	1.66677610558178e-06	1.78379094766258e-06
"Antirhea_borbonica"	4.53127150140231e-06	0.00336858408051158	3.37105342243431e-06	6.68827755449385e-06	1.72328108933211e-06	2.2863185992727e-06	7.88012270887166e-07	7.59311804723265e-07	5.45765433804918e-07	1.00671163323703	6.51517860635084e-09	9.29766124941983e-08	5.04957441931065e-05	0.000150497967392043	3.5654314923255e-06	3.34715804979114e-05	6.78797036903781e-06	3.42066825888159e-06	3.4029863116855e-06	1.00679229054967e-05	3.39093787138918e-06	4.50386942257996e-08	5.01676986654149e-08	3.75533824112466e-08	6.69938653534893e-06	3.36873731056922e-06	1.3361594456709e-05	6.71862028981813e-06	1.33631933742565e-05	5.7446038433859e-08	2.5709341851928e-08	3.35122365107521e-06	1.3340927051531e-05	1.24913958385922e-08	0.100674498555466	7.33311101843449e-09	1.32091039422116e-08	6.35088499797971e-09	9.28927438124146e-09	2.81432953888274e-09	2.81432953888274e-09	3.33523176288275e-06	3.33523176288276e-06	3.91982956097012e-09	3.91982956097012e-09	3.25758930317542e-10	3.33523176288276e-06	3.91982956097012e-09	3.213667731491e-09	6.35088499797971e-09
