"Myospalax_myospalax"	"Spermophilus_erythrogenys"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Microtus_arvalis"	"Marmota_baibacina"	"Alticola_strelzowi"	"Ellobius_talpinus"	"Sicista_tianshanica"	"Arvicola_terrestris"	"Microtus_oeconomus"	"Dryomys_nitedula"	"Allactaga_major"	"Clethrionomys_rufocanus"	"Apodemus_agrarius"	"Allactaga_elater"	"Microtus_gregalis"	"Allocricetulus_eversmanni"	"Alticola_argentatus"	"Cricetus_cricetus"	"Sicista_subtilis"	"Ctenophthalmus_dilatatus"	"Citellophilus_ullus"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_assimilis"	"Pectinoctenus_nemorosa"	"Megabothris_rectangulatus"	"Amphipsylla_dumalis"	"Amphipsylla_primaris"	"Neopsylla_democratica"	"Neopsylla_mana"	"Amphipsylla_anceps"	"Leptopsylla_sicistae"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Frontopsylla_ornata"	"Neopsylla_setosa"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Mesopsylla_hebes"	"Leptopsylla_nana"	"Rhadinopsylla_ioffi"	"Amphipsylla_rossica"	"Callopsylla_caspia"	"Frontopsylla_elatoides"	"Mesopsylla_lenis"	"Pectinoctenus_lauta"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Oropsylla_ilovaiskii"	"Paraneopsylla_ioffi"
"Myospalax_myospalax"	1.00997656517824	4.60663463927199e-05	4.04385635549645e-05	2.41635249012445e-05	1.14702102476626e-07	0	7.57070381131223e-06	1.27122755563522e-09	1.69517382925414e-08	2.16367210568414e-08	3.01414207830387e-06	0	3.39470321117836e-09	1.05472333172194e-08	1.04476428018187e-08	0	5.59956664609675e-09	2.37726777789686e-09	3.74535181577887e-09	2.99859121198032e-06	2.37726777789686e-09	0.0972651344291215	3.69665139462961e-06	0	1.00742745374862e-06	1.28165939135953e-06	3.58808600223697e-07	1.01273597012569e-06	2.67753424442541e-07	1.22500109906667e-10	5.66639139460473e-07	0.000659493181383253	0.00065969006663567	8.8434921427895e-07	3.66647113291761e-08	0	3.74367889012666e-07	2.31389239767551e-07	3.35663829510952e-08	7.78148943026511e-08	6.63462756894982e-08	2.68002885093028e-10	2.43447868025627e-07	0.00241516135151318	3.60585797995629e-08	7.06599022389142e-08	1.14614069509272e-07	0	1.10487878565477e-07	0	6.62927271392861e-08	4.83213423699859e-08	3.55345954430067e-08
"Spermophilus_erythrogenys"	7.40927249673118e-05	1.00726449327982	0.000476626836767839	1.37056395047084e-06	0.00207599985744249	0	7.08671770417864e-07	5.3367785267156e-08	1.82339370732745e-07	1.04505673221111e-06	6.82371568796141e-07	0	5.07735394156186e-05	3.05628135405668e-07	2.47423758097079e-07	0	5.04416768557907e-05	5.19616655063897e-05	4.41443768424413e-08	1.92872822154179e-08	5.19616655063897e-05	7.13545155663459e-06	0.080800389862436	0	1.59100163281572e-05	1.51062057554834e-05	1.50632514563285e-05	5.74427538064985e-08	1.7835951221299e-05	5.14271385301685e-09	1.60334145505971e-06	0.0119776467402556	4.24320208739194e-06	9.38130447938774e-06	1.41714932701303e-08	0	0.00528621394515631	1.99603201431075e-08	0.000727468570992553	1.2902126815105e-06	5.4207213264942e-07	4.00843732228568e-06	2.86938449475869e-06	1.77178255356615e-07	7.10327129697366e-06	6.61426985723339e-09	0.00105735250226712	0	1.30225911685202e-06	0	7.81355470111211e-07	0.00105657114679701	2.01553522128065e-09
"Cricetulus_migratorius"	0.000101648848280239	0.000744892214839355	1.0069286225926	0.00102752871030606	0.000132435953197757	0	0.000521479053894641	9.821447135639e-06	4.25057987210726e-05	6.41757218011402e-05	0.000126233598897731	0	2.66968495335907e-05	0.00010092121349767	0.000104302142306758	0	3.62874233540703e-05	4.40394462942756e-08	9.32600372874499e-05	4.01104164680052e-05	4.40394462942756e-08	9.78922604090124e-06	6.84813389875985e-05	0	0.011037948223969	0.0319135847597653	0.00277213916838733	4.30655415348861e-05	1.82940201888173e-05	9.46430360343394e-07	0.00333130345239902	0.00661173229467319	0.00882429162296115	0.0198122095989364	4.3447915475412e-06	0	0.00330650030237891	1.17919107606251e-05	3.06742616806215e-06	5.96274579647162e-06	0.00110665231255658	2.10764601580979e-06	0.00606190242368424	2.43073332844049e-07	3.22535929108888e-06	4.86713783634999e-06	0.00165148401545797	0	0.00275117109997977	0	0.00165070265998786	7.81355470111212e-07	1.51107163280302e-06
"Apodemus_uralensis"	8.17295695189153e-05	2.88221536643133e-06	0.00138263054401477	1.00626489537508	0.000351989142721351	0	0.000406724075384746	2.37334817482184e-05	0.000557602395384923	0.000281349236845794	0.000255090246451915	0	9.74813869501671e-08	0.000197578861183846	0.000198420523883142	0	4.22171535535005e-05	1.52410095388003e-08	1.28056918034154e-07	5.39112595534554e-05	1.52410095388003e-08	7.87091289062597e-06	2.36997698328344e-05	0	0.0192728841316048	4.38210773512876e-05	0.00669886152700463	0.0421743375267495	0.00151495474481864	2.28704460482832e-06	2.78520618871345e-05	9.15399578874442e-06	0.0118604771017602	0.00372670258121058	0.00151697480975371	0	5.60478637126882e-06	0.00963047166775355	4.66861554747374e-06	0.00148925315749694	1.63098789664094e-05	7.69589896975004e-09	8.32369967222004e-06	1.95440274936537e-07	0.00148347443417737	3.79609137025763e-06	2.26963075203645e-06	0	3.77767908200755e-06	0	2.26660744920453e-06	3.02330283192097e-09	0.00147980131672805
"Microtus_arvalis"	4.50965531104685e-07	0.00507466631819276	0.00020714341397598	0.000409149772735929	1.00281764833735	0	0.000215239932286703	2.13828160320159e-05	7.40500171068555e-05	0.000445870754360513	0.000284500914530202	0	0.000115539371500815	0.000122431039388405	9.03557975168478e-05	0	0.000135995327180604	4.32601222449078e-05	1.91852749815671e-08	4.5893556506128e-08	4.32601222449078e-05	4.34299413650816e-08	0.0672694900908316	0	0.00516311667012415	6.56520109869225e-06	0.00603537758073114	1.71481890043735e-05	0.00860877951659168	2.06052590853971e-06	1.30195815187851e-05	6.16868125621584e-05	1.00965824313482e-05	5.57917951173164e-06	5.53835864938242e-06	0	3.19106286121217e-05	6.67554541881767e-06	0.0102934740185115	1.53076137222937e-05	8.79147658763117e-06	9.12152932901169e-06	1.24704287380186e-06	1.07839583525033e-09	0.00343056848340675	2.0089060346759e-06	5.66265592471859e-06	0	5.65965611956228e-07	0	3.39579367173737e-07	5.32307655754485e-06	6.01690842258719e-07
"Marmota_baibacina"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alticola_strelzowi"	4.6433650042715e-05	2.70240168452679e-06	0.00127240889150293	0.00073752632336434	0.000335774294367257	0	1.00647938081453	1.64647110709271e-07	4.92791475897066e-05	0.000617181644797871	0.000384984416827776	0	8.87413489030796e-08	3.18429452108315e-05	7.84698199306155e-05	0	3.40095051210653e-05	1.45364896267803e-08	1.17848373761501e-07	3.06159362302335e-05	1.45364896267803e-08	4.47176238454842e-06	2.26042413696434e-05	0	0.0107725792740337	4.03277135011856e-05	4.64722457144579e-05	3.09110297292407e-05	0.0134704678100339	1.58659943047115e-08	0.0577089896657974	8.40607413115179e-06	0.00673550597065137	2.77424884228411e-05	4.36987404033976e-06	0	5.03717761405426e-06	8.26923991496611e-06	4.2969004554638e-06	0.0027006723080384	6.00641980471929e-06	7.0058959660326e-09	7.66014429449756e-06	1.11036989232579e-07	2.6305806550238e-06	0.00939380755426893	2.08875090266024e-06	0	3.47652702596428e-06	0	2.08591621557857e-06	2.83468708167145e-09	1.08459753435932e-06
"Ellobius_talpinus"	1.06320850107673e-08	2.77512483389211e-07	3.26786331967625e-05	5.86864275955945e-05	4.54870813771974e-05	0	2.24518787330824e-07	1.0097431610196	2.6082515669011e-05	8.42747861439535e-05	5.18466423417469e-05	0	1.23424256045999e-08	1.30037583607366e-05	3.22998417416807e-05	0	1.29513032213593e-05	1.96468516654982e-09	3.02664010343267e-09	6.12996940054636e-09	1.96468516654982e-09	1.02391601299346e-09	3.05508543398498e-06	0	3.86262411934847e-06	1.03571624339466e-06	0.00367899109514866	2.45965174481536e-06	6.90764167227647e-06	0.0973025227891615	1.2001547013515e-07	2.17592152744397e-07	1.3485932681202e-06	8.58617282952901e-07	1.82513794792759e-06	0	4.32511045517762e-07	1.15822877895061e-06	7.90640733448459e-07	2.42540409797916e-06	1.20113829566908e-06	9.74402021415782e-10	1.96731606723123e-07	2.54245511127044e-11	4.0436193882648e-07	2.09550868175436e-09	5.38626268413063e-08	0	8.92858830512636e-08	0	5.35715298307582e-08	2.91097010548123e-10	8.63035699935213e-08
"Sicista_tianshanica"	1.44403696566093e-07	9.65723333880836e-07	0.00014404742899919	0.00140433195874721	0.00016044170373152	0	6.84432605412592e-05	2.65655252184371e-05	1.00716993706673	0.000305860465134367	0.000261112533918503	0	3.50448701399482e-08	0.000466457048633486	6.60707383681048e-05	0	2.64785830148235e-05	6.92914778872659e-09	1.33414308603492e-08	9.14163512368717e-08	6.92914778872659e-09	1.39067038214737e-08	1.07748248114698e-05	0	4.09739905502173e-05	4.5654376404115e-06	0.00749821609481377	5.88580306239641e-05	0.00376071865350776	2.55995061195849e-06	4.39636692348856e-06	9.56148108282708e-07	2.01115972721118e-05	7.99670505719116e-06	0.067146727665172	0	1.1396851037172e-06	0.016805420092257	2.3085647354511e-06	1.0742772597577e-05	0.0056207339101034	2.76670027420644e-09	8.67193005922699e-07	3.45313187440657e-10	8.44442581013573e-06	6.38803765051753e-07	2.37156322732252e-07	0	3.93572210380302e-07	0	2.36143326228181e-07	1.01299650407081e-09	2.0651940569812e-06
"Arvicola_terrestris"	2.42753455759684e-07	7.28990793688728e-06	0.000286442855844114	0.000933256005147023	0.00127236288439463	0	0.00112899081365464	0.00011305154238823	0.000402840612615996	1.00345991484259	0.00174467273330913	0	3.26251666887055e-07	0.000113581872588332	0.000280394045252265	0	0.000357354369365282	5.49317563105856e-08	2.65298560566929e-08	1.52217429113901e-07	5.49317563105856e-08	2.33782132394653e-08	8.54188810629606e-05	0	6.7441112249324e-05	9.07851674260032e-06	0.0319092089355958	3.91144060980738e-05	0.0490528283721006	1.08940577210476e-05	6.56679635539397e-05	1.96513536749276e-06	3.34878344050582e-05	9.06602968065858e-06	2.82284761427532e-05	0	9.91468414949724e-06	1.70546130785849e-05	2.19922670373035e-05	0.0196054845402659	2.0692097429373e-05	2.57567105437149e-08	1.72444064368504e-06	5.80497394207941e-10	7.1421672881679e-06	1.053724759411e-05	4.77225208780619e-07	0	7.82630753672441e-07	0	4.69578452203465e-07	7.64675657715449e-09	1.3724353016868e-06
