"Medusagyne_oppositifolia"	"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Timonius_sechellensis"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_088"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Geron_seychellarum"	"Unidentified_sp2_M_PL_088"	"Mabuya_sechellensis"	"Musca_domestica"	"Parasarcophaga_hirticeps"	"Rhiparida_seychellensis"	"Rhynchium_brunneum"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_088"	"Lampides_boeticus"	"Lygistorrhina_sp1_M_PL_088"	"Scaptodrosophila_sp1_M_PL_088"	"Unidentified_sp1_M_PL_088"
"Phelsuma_sp1_M_PL_088"	0.000125658107006193	0.0183917119935578	0.0365781946991236	7.86560799179045e-05	0.0183010649471628	5.34306012755556e-05	6.89652883369747e-05	2.18606892599875e-05	1.9583791905762e-05	0.0273463044027847	1.09003405317806e-05	1.37700692379493e-05	0.00379547941255648	0.00163888106717257	0.000249390254915442	0.00110160553903594	1.00219292556338	0.000360518139681183	6.79438519157635e-05	0.000134304422639193	6.71932503584087e-05	0.00010031842905577	1.14942147228291e-06	4.25959684766758e-07	3.36524561943067e-05	0.000192642788917503	4.25959684766758e-07	9.63213944587514e-05	2.12979842383379e-07	2.12979842383379e-07	3.14297654562092e-07	3.34394763519233e-05	2.12979842383379e-07	3.34394763519233e-05
"Neophyllomyza_approximatonervis"	0.000125609600741054	0.0559204293726002	0.000143803568663441	0.0111755791130245	0.0223579568433291	8.03614989281268e-05	5.66669142047059e-06	2.73133756335542e-05	2.49298237710494e-05	1.31487207096601e-05	0.0111341709518929	1.13144938695396e-06	0.00299862204270959	0.00323361381579653	0.000397129347313143	9.0515950956317e-05	0.000440633281832558	1.00115955580207	0.000204411504042238	0.000407376866191568	0.000203819730599942	0.000305020523850547	9.44448570078432e-08	4.25795256749336e-07	0.000101886405578557	0.000235346914140306	4.25795256749336e-07	0.000117673457070153	2.12897628374668e-07	2.12897628374668e-07	4.72714699577216e-07	0.000101673507950182	2.12897628374668e-07	0.000101673507950182
"Hemipyrellia_germana"	0.0717912965580501	0.0287817061214908	0.000182574472315149	9.52312687725474e-05	4.48579278658355e-05	5.19529909363258e-05	5.53727613687378e-08	2.98383163287578e-05	2.03598913155244e-05	2.92293546250506e-06	9.29409870739424e-06	1.10560946866247e-08	0.00498587479491531	0.00105284845874314	0.0013752849089156	8.84487574929972e-07	0.000106768910153343	0.000262814790911448	1.00071306156782	0.000210067456973607	0.000104966355361731	0.000156991124299041	9.22879356145631e-10	0.000243360327315424	0.000174010538424059	4.72188714377216e-07	0.000243360327315424	2.36094357188608e-07	0.000121680163657712	0.000121680163657712	3.0560582903721e-07	5.23303747663469e-05	0.000121680163657712	5.23303747663469e-05
"Megachile_seychellensis"	0.000152162702514605	0.0670420259779741	0.000155651014662213	7.03891250046197e-05	7.474979154561e-05	7.36461786679493e-05	5.24347117867941e-08	0.033395188045427	2.37813963269308e-05	6.72569059607974e-06	1.57181832059555e-05	1.04694641200965e-08	0.00388038950618717	0.00244624014391129	0.000369448523976543	8.37557129607724e-07	0.00024622477483852	0.000611065299287352	0.000245078699802541	1.00132245807188	0.000244222398190145	0.000365683778061677	8.73911863113234e-10	5.1580577123595e-07	0.000122152495572844	7.86839911006421e-07	5.1580577123595e-07	3.93419955503211e-07	2.57902885617975e-07	2.57902885617975e-07	4.33212815693819e-07	0.000121894592687226	2.57902885617975e-07	0.000121894592687226
"Geron_seychellarum"	0.000126410853280713	0.0670588097922617	0.000140540767909017	5.61199264816542e-05	9.47155858049448e-05	0.0334509426941592	4.52484114042577e-08	2.97744610991241e-05	2.76394156130775e-05	6.72835963531792e-06	1.83648708454622e-05	9.03459947705013e-09	0.00294596465520776	0.0038220412561997	0.000368929005458365	7.2276795816401e-07	0.000246375251314165	0.000611459191799825	0.000244921495844039	0.00048844479638029	1.00044062046857	0.000365775326139609	7.54140190070962e-10	4.28511367053265e-07	0.00012213936439673	9.9700616636784e-07	4.28511367053265e-07	4.98503083183921e-07	2.14255683526633e-07	2.14255683526633e-07	0.000196770251142113	0.000121925108713203	2.14255683526633e-07	0.000121925108713203
"Unidentified_sp2_M_PL_088"	0.000123952839563464	0.100447098282167	0.000117914076593092	4.78220558964984e-05	9.74936645352129e-05	8.72355965755053e-05	4.94167102056439e-08	3.37281992127244e-05	2.40974432350443e-05	1.00417097753814e-05	2.06578589666605e-05	9.86686980439357e-09	0.00204125961410264	0.00366224083756259	0.000550848391696643	7.89349584351485e-07	0.000367834239871156	0.00091506157155164	0.000366312623364429	0.000731367556123354	0.000365775326139609	1.00054789326336	8.23611836760732e-10	4.20179117164286e-07	0.000182841177344341	1.02624910037066e-06	4.20179117164286e-07	5.13124550185332e-07	2.10089558582143e-07	2.10089558582143e-07	5.13150568091208e-07	0.000182631087785759	2.10089558582143e-07	0.000182631087785759
"Mabuya_sechellensis"	2.83962977350379e-07	2.26493255109201e-07	4.9937900889758e-07	0.000105227659180932	1.57411904682956e-07	5.2291736218771e-08	0.100693238538646	3.89804766327295e-08	2.60332442316717e-08	0.000105255708103839	1.12566840584917e-08	0.000105083294882997	8.49165698913464e-06	2.14267231488837e-08	8.49867139057685e-07	0.00840666359063974	6.32181809755601e-06	4.25001856535295e-07	3.23007774650971e-09	2.6217355893397e-09	1.13121028510644e-09	1.2354177551411e-09	1.00167822064231	9.6258636389959e-10	8.93099100330161e-10	1.65696741771533e-09	9.6258636389959e-10	8.28483708857666e-10	4.81293181949796e-10	4.81293181949795e-10	3.07598448345712e-10	4.11805918380366e-10	4.81293181949795e-10	4.11805918380366e-10
"Musca_domestica"	0.100458234045445	0.000115549257220179	0.000208438630603971	0.000114194953922967	2.38036331980846e-05	3.7839948680654e-05	5.77551818339754e-08	2.82823631751711e-05	1.88648705477164e-05	7.54257373545307e-08	4.74859460368773e-06	1.15317846395171e-08	0.00616372086724038	9.09150721536015e-06	0.00170505951580319	9.22542771161367e-07	2.34277826621717e-06	1.91607865537201e-06	0.000851761145603984	1.54741731370785e-06	6.42767050579898e-07	6.30268675746429e-07	9.6258636389959e-10	1.00034053638659	0.000170478282855946	2.50564559979838e-07	0.000340536386594728	1.25282279989919e-07	0.000170268193297364	0.000170268193297364	2.22587933415612e-07	2.10089558582143e-07	0.000170268193297364	2.10089558582143e-07
"Parasarcophaga_hirticeps"	0.0502910934425041	0.0502813237696938	0.000163176353598532	8.10085049097327e-05	6.06486488666488e-05	6.25377726280796e-05	5.35859460198097e-08	3.10052811939478e-05	2.14811568913803e-05	5.05856775636796e-06	1.27032267851741e-05	1.06993272219553e-08	0.00410249024067151	0.00183566617238897	0.00112795395374991	8.55946177756427e-07	0.000185088509068687	0.000458488825103506	0.000609036884484206	0.000366457486718531	0.000183209046595095	0.000274261766016512	8.93099100330161e-10	0.000170478282855946	1.0001766597301	6.3840683017525e-07	0.000170478282855946	3.19203415087625e-07	8.52391414279731e-05	8.52391414279731e-05	3.6786925075341e-07	9.14205886721706e-05	8.52391414279731e-05	9.14205886721706e-05
"Rhiparida_seychellensis"	7.39165451940522e-05	0.000282218502601932	0.000156390834070153	5.26396170989735e-05	0.100274683778765	7.97742253607867e-05	9.94180450629199e-08	1.23208612911176e-05	2.6262750382162e-05	2.89162688072896e-05	2.28583580147601e-05	1.98504696642297e-08	0.00267287537717036	0.00371076626400757	3.83887672352758e-06	1.58803757313837e-06	0.00105953533904626	0.00105906111363138	1.65266050032026e-06	2.36051973301926e-06	1.49550924955176e-06	1.53937365055599e-06	1.65696741771533e-09	2.50564559979838e-07	6.3840683017525e-07	1.00105552298714	2.50564559979838e-07	0.000527761493572448	1.25282279989919e-07	1.25282279989919e-07	4.69260149181098e-07	5.13124550185331e-07	1.25282279989919e-07	5.13124550185331e-07
"Rhynchium_brunneum"	0.100458234045445	0.000115549257220179	0.000208438630603971	0.000114194953922967	2.38036331980846e-05	3.7839948680654e-05	5.77551818339754e-08	2.82823631751711e-05	1.88648705477164e-05	7.54257373545307e-08	4.74859460368773e-06	1.15317846395171e-08	0.00616372086724038	9.09150721536015e-06	0.00170505951580319	9.22542771161367e-07	2.34277826621717e-06	1.91607865537201e-06	0.000851761145603984	1.54741731370785e-06	6.42767050579898e-07	6.3026867574643e-07	9.6258636389959e-10	0.000340536386594728	0.000170478282855946	2.50564559979838e-07	1.00034053638659	1.25282279989919e-07	0.000170268193297364	0.000170268193297364	2.22587933415612e-07	2.10089558582143e-07	0.000170268193297364	2.10089558582143e-07
"Cratopus_aurostriatus"	7.39165451940522e-05	0.000282218502601932	0.000156390834070152	5.26396170989736e-05	0.100274683778765	7.97742253607867e-05	9.94180450629199e-08	1.23208612911176e-05	2.6262750382162e-05	2.89162688072896e-05	2.28583580147601e-05	1.98504696642297e-08	0.00267287537717036	0.00371076626400757	3.83887672352758e-06	1.58803757313837e-06	0.00105953533904626	0.00105906111363138	1.65266050032026e-06	2.36051973301926e-06	1.49550924955176e-06	1.53937365055599e-06	1.65696741771533e-09	2.50564559979838e-07	6.3840683017525e-07	0.0010555229871449	2.50564559979838e-07	1.00052776149357	1.25282279989919e-07	1.25282279989919e-07	4.69260149181098e-07	5.13124550185331e-07	1.25282279989919e-07	5.13124550185331e-07
"Eristalinus_vicarians"	0.100458234045445	0.000115549257220179	0.000208438630603971	0.000114194953922967	2.38036331980846e-05	3.7839948680654e-05	5.77551818339754e-08	2.82823631751712e-05	1.88648705477164e-05	7.54257373545307e-08	4.74859460368773e-06	1.15317846395171e-08	0.00616372086724038	9.09150721536015e-06	0.00170505951580319	9.22542771161367e-07	2.34277826621717e-06	1.91607865537201e-06	0.000851761145603985	1.54741731370785e-06	6.42767050579898e-07	6.3026867574643e-07	9.6258636389959e-10	0.000340536386594728	0.000170478282855946	2.50564559979838e-07	0.000340536386594728	1.25282279989919e-07	1.0001702681933	0.000170268193297364	2.22587933415612e-07	2.10089558582143e-07	0.000170268193297364	2.10089558582143e-07
"Hemipyrellia_sp1_M_PL_088"	0.100458234045445	0.000115549257220179	0.000208438630603971	0.000114194953922967	2.38036331980846e-05	3.7839948680654e-05	5.77551818339754e-08	2.82823631751711e-05	1.88648705477164e-05	7.54257373545307e-08	4.74859460368773e-06	1.15317846395171e-08	0.00616372086724038	9.09150721536015e-06	0.00170505951580319	9.22542771161368e-07	2.34277826621717e-06	1.91607865537201e-06	0.000851761145603985	1.54741731370785e-06	6.42767050579898e-07	6.3026867574643e-07	9.62586363899591e-10	0.000340536386594728	0.000170478282855946	2.50564559979838e-07	0.000340536386594728	1.25282279989919e-07	0.000170268193297364	1.0001702681933	2.22587933415612e-07	2.10089558582143e-07	0.000170268193297364	2.10089558582143e-07
"Lampides_boeticus"	0.000131326880715211	0.000282232812450164	0.000185794150540868	7.27156676519659e-05	8.91594283444086e-05	0.100178356889326	3.69118138014854e-08	2.18669848719234e-05	3.47233603691438e-05	1.01659355190991e-07	1.37788946030655e-05	7.37005882236326e-09	0.00475537473741798	0.00414164209347391	5.09023298180894e-06	5.8960470578906e-07	3.45727420018301e-06	4.25443229619495e-06	2.13924080326047e-06	2.59927689416292e-06	0.000590310753426338	1.53945170427362e-06	6.15196896691423e-10	4.45175866831224e-07	7.35738501506819e-07	9.38520298362196e-07	4.45175866831224e-07	4.69260149181098e-07	2.22587933415612e-07	2.22587933415612e-07	1.00058928445229	5.13150568091207e-07	2.22587933415612e-07	5.13150568091207e-07
"Lygistorrhina_sp1_M_PL_088"	0.000123952839563464	0.100447098282167	0.000117914076593092	4.78220558964984e-05	9.74936645352129e-05	8.72355965755053e-05	4.94167102056439e-08	3.37281992127244e-05	2.40974432350443e-05	1.00417097753814e-05	2.06578589666605e-05	9.86686980439356e-09	0.00204125961410264	0.00366224083756258	0.000550848391696643	7.89349584351485e-07	0.000367834239871156	0.00091506157155164	0.000366312623364429	0.000731367556123354	0.000365775326139609	0.000547893263357277	8.23611836760732e-10	4.20179117164286e-07	0.000182841177344341	1.02624910037066e-06	4.20179117164286e-07	5.13124550185331e-07	2.10089558582143e-07	2.10089558582143e-07	5.13150568091208e-07	1.00018263108779	2.10089558582143e-07	0.000182631087785759
"Scaptodrosophila_sp1_M_PL_088"	0.100458234045445	0.000115549257220179	0.000208438630603971	0.000114194953922967	2.38036331980846e-05	3.7839948680654e-05	5.77551818339754e-08	2.82823631751711e-05	1.88648705477164e-05	7.54257373545307e-08	4.74859460368773e-06	1.15317846395171e-08	0.00616372086724038	9.09150721536015e-06	0.00170505951580319	9.22542771161367e-07	2.34277826621717e-06	1.91607865537201e-06	0.000851761145603985	1.54741731370785e-06	6.42767050579898e-07	6.3026867574643e-07	9.6258636389959e-10	0.000340536386594728	0.000170478282855946	2.50564559979838e-07	0.000340536386594728	1.25282279989919e-07	0.000170268193297364	0.000170268193297364	2.22587933415612e-07	2.10089558582143e-07	1.0001702681933	2.10089558582143e-07
"Unidentified_sp1_M_PL_088"	0.000123952839563464	0.100447098282167	0.000117914076593092	4.78220558964984e-05	9.74936645352129e-05	8.72355965755053e-05	4.94167102056439e-08	3.37281992127244e-05	2.40974432350443e-05	1.00417097753814e-05	2.06578589666605e-05	9.86686980439356e-09	0.00204125961410264	0.00366224083756259	0.000550848391696643	7.89349584351485e-07	0.000367834239871156	0.00091506157155164	0.000366312623364429	0.000731367556123354	0.000365775326139609	0.000547893263357277	8.23611836760732e-10	4.20179117164286e-07	0.000182841177344341	1.02624910037066e-06	4.20179117164286e-07	5.13124550185331e-07	2.10089558582143e-07	2.10089558582143e-07	5.13150568091208e-07	0.000182631087785759	2.10089558582143e-07	1.00018263108779
