"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Canthium_bibracteatum"	"Euphorbia_pyrifolia"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Ceratina_tabescens"	"Unidentified_sp1_M_PL_113"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_113"	"Pachycerina_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	1.0047567903676	0.0026284197289953	0.000830598824787009	0.00053391102349875	0.000643589085339799	0.00061588535218663	9.18157186032053e-05	0.0208864028140123	0.0384320086918423	0.0160609929511844	0.00162270827551552	0.020733076626633	1.42388369963487e-05	0.00160640689096094	2.14564875836351e-05	9.49255799756582e-06	1.3101383291209e-05	0.00159959832720132	4.74627899878291e-06	5.87088788363457e-06
"Phoenicophorium_borsigianum"	0.00337939679442253	1.00480422815477	0.000566143443036908	0.000302974411925792	0.000619619755336353	0.000390496250134381	3.81512913795423e-05	0.0206565524619293	0.0595967442652742	0.0083169269198303	2.1171482518124e-05	6.97335846468141e-05	9.705316166347e-06	1.12235266204397e-05	0.00820248349514102	6.47021077756467e-06	0.0041028593002649	8.59922728469111e-06	3.23510538878233e-06	4.39611425857941e-06
"Deckenia_nobilis"	0.00149507788461662	0.000792600820251672	1.00582655601929	0.000128211671528483	0.000363274343549118	0.00147911487419838	1.61744875743051e-05	0.00874035447487394	0.000103864376122739	0.0489997613020035	9.0624441008775e-06	3.08508134920889e-05	0.0172427409603307	4.85419002847822e-06	6.47021077756467e-06	0.0114951606402205	0.0028770252654439	0.00574995345960963	0.00574758032011024	2.42255298685273e-06
"Canthium_bibracteatum"	0.00146245193393136	0.000645467225407122	0.000195104717543343	1.00601392180293	0.00102349538709981	0.000257439944639618	0.000503129089462644	0.0351464242961484	9.39135761296433e-05	6.33318273060665e-05	0.0524900042289505	3.01775795890598e-05	3.34465230074302e-06	0.0131493985259178	5.26912020740508e-06	2.22976820049535e-06	3.19200215382638e-06	3.43623637632919e-06	1.11488410024767e-06	1.82643127204539e-05
"Euphorbia_pyrifolia"	0.00225256179868929	0.00168674266730452	0.000706366779123284	0.0013077996612942	1.00288990459519	0.000814695354168119	0.000442939245245575	0.0893084600908777	0.000185639505293941	0.00571774433468948	7.18085207252084e-05	4.64814339412077e-05	1.21091447849706e-05	4.27807136324967e-05	1.37693278963634e-05	8.07276318998039e-06	8.9028547456768e-06	7.61187651354463e-06	4.0363815949902e-06	0.0055826840622155
"Chrysobalanus_icaco"	0.00228239865810339	0.00112554801509322	0.00304523650570254	0.000348301101571248	0.000862618610295656	1.00239304605614	4.38611541063278e-05	0.0237717768003275	0.000153562586508095	0.0768517063851043	2.17950863991885e-05	4.70971151672129e-05	5.22040543834721e-05	1.03589705647604e-05	9.18814706198544e-06	3.48027029223148e-05	1.32947492615714e-05	2.10242064740199e-05	1.74013514611574e-05	5.88885446541184e-06
"Memecylon_eleagni"	0.00144609756800048	0.000467353319399393	0.00014152676627517	0.0028929922644102	0.00199322660360509	0.000186409904951893	1.00297340367437	0.0253971137412196	8.27491174120913e-05	5.89715722235311e-05	0.000153234119803873	2.98401085460417e-05	2.42617313614577e-06	0.0501887002583932	3.81512913795423e-06	1.61744875743051e-06	2.31192675833474e-06	3.10411734379539e-06	8.08724378715257e-07	0.0250854085729903
"Lasioglossum_mahense"	0.023924425041505	0.0184031103751734	0.00556204375673796	0.014697595614753	0.0292282233024691	0.00734764010191941	0.00184706281754324	1.00424527418435	0.00200057034351317	0.0015243960410106	0.000804806353395988	0.000493678611967564	9.53493215440794e-05	0.000322036187608903	0.000150229472450395	6.35662143627196e-05	9.10062898158773e-05	6.97583850250185e-05	3.17831071813598e-05	0.000208555588785631
"Rhiparida_seychellensis"	0.0456833310865295	0.0550988767735554	6.85896823452048e-05	4.0754948131732e-05	6.30473791564328e-05	4.92559239742947e-05	6.24521640845972e-06	0.0020760635640231	1.00500127130622	0.00118236738019529	7.46395690667887e-05	0.000942671911309339	1.1758231259178e-06	7.33570710472743e-05	0.000449786749171881	7.83882083945198e-07	0.000225089345106927	7.29051649888448e-05	3.91941041972599e-07	5.06393627747231e-07
"Apis_mellifera"	0.0224853901316582	0.0090562093127041	0.0381109254571139	3.23696006231007e-05	0.00228709773387579	0.029032866856595	5.24191753098055e-06	0.00186315071679074	0.00139256602556335	1.00451480779259	3.73799441752383e-05	0.000463984240811995	0.00065333015069338	3.6375403505666e-05	7.39282392873804e-05	0.000435553433795587	0.000145852478092587	0.00025346781234487	0.000217776716897793	1.28371464598067e-05
"Ceratina_tabescens"	0.0078638939505752	7.98002033375444e-05	2.4398887963901e-05	0.0928669305589124	9.94271825425961e-05	2.85012668297081e-05	4.71489599396534e-05	0.00340494995667533	0.000304299781579985	0.000129392114452748	1.00485771353095	0.000162270827551552	4.18266650809731e-07	0.00122614760924596	6.51430231326893e-07	2.78844433873154e-07	3.95426224131735e-07	1.26217935670559e-05	1.39422216936577e-07	1.73109723483909e-06
"Unidentified_sp1_M_PL_113"	0.10047567903676	0.00026284197289953	8.30598824787009e-05	5.3391102349875e-05	6.43589085339798e-05	6.1588535218663e-05	9.18157186032053e-06	0.00208864028140123	0.00384320086918423	0.00160609929511844	0.000162270827551552	1.00207330766266	1.42388369963487e-06	0.000160640689096094	2.14564875836351e-06	9.49255799756582e-07	1.3101383291209e-06	0.000159959832720132	4.74627899878291e-07	5.87088788363457e-07
"Hemipyrellia_germana"	0.000149507788461662	7.92600820251672e-05	0.100582655601929	1.28211671528483e-05	3.63274343549118e-05	0.000147911487419838	1.61744875743051e-06	0.000874035447487394	1.03864376122739e-05	0.00489997613020035	9.0624441008775e-07	3.08508134920889e-06	1.00172427409603	4.85419002847822e-07	6.47021077756467e-07	0.00114951606402205	0.00028770252654439	0.000574995345960963	0.000574758032011024	2.42255298685273e-07
"Megachile_seychellensis"	0.0168672723550899	9.16588007335909e-05	2.83161084994563e-05	0.050406027682685	0.00012834214089749	2.93504166001545e-05	0.0334591335055955	0.00295199838641495	0.00064798746091759	0.000272815526292495	0.00265665315336625	0.000348054826374871	4.85419002847822e-07	1.00235720004976	7.48235108029313e-07	3.23612668565215e-07	4.5502072115596e-07	2.6935254516965e-05	1.61806334282607e-07	0.000837191349533761
"Cratopus_aurostriatus"	0.000337939679442253	0.100480422815477	5.66143443036908e-05	3.02974411925792e-05	6.19619755336353e-05	3.90496250134381e-05	3.81512913795423e-06	0.00206565524619293	0.00595967442652742	0.00083169269198303	2.1171482518124e-06	6.97335846468141e-06	9.705316166347e-07	1.12235266204397e-06	1.00082024834951	6.47021077756467e-07	0.00041028593002649	8.59922728469111e-07	3.23510538878233e-07	4.39611425857941e-07
"Ornidia_obesa"	0.000149507788461662	7.92600820251671e-05	0.100582655601929	1.28211671528483e-05	3.63274343549118e-05	0.000147911487419838	1.61744875743051e-06	0.000874035447487394	1.03864376122739e-05	0.00489997613020035	9.0624441008775e-07	3.08508134920889e-06	0.00172427409603307	4.85419002847822e-07	6.47021077756466e-07	1.00114951606402	0.00028770252654439	0.000574995345960963	0.000574758032011024	2.42255298685273e-07
"Neophyllomyza_approximatonervis"	0.000275129049115389	0.0670133685709934	0.0335652947635122	2.44720165126689e-05	5.34171284740608e-05	7.5336912482238e-05	3.08256901111299e-06	0.00166844864662442	0.00397657843022237	0.0021877871713888	1.71351363790418e-06	5.67726609285724e-06	0.00057540505308878	9.10041442311921e-07	0.000547047906701987	0.000383603368725853	1.00036942479553	0.0001922383971393	0.000191801684362927	3.73826050133718e-07
"Phelsuma_sp1_M_PL_113"	0.0335915648712278	0.000140454045649955	0.0670827903621123	2.63444788851905e-05	4.56712590812678e-05	0.000119137170019446	4.13882312506052e-06	0.00127890372545867	0.00128799124813626	0.00380201718517305	5.46944387905757e-05	0.000693159275120573	0.00114999069192193	5.387050903393e-05	1.14656363795881e-06	0.000766660461281284	0.0001922383971393	1.00043665017488	0.000383330230640642	3.57199795244667e-07
"Pachycerina_seychellensis"	0.000149507788461662	7.92600820251672e-05	0.100582655601929	1.28211671528483e-05	3.63274343549118e-05	0.000147911487419838	1.61744875743051e-06	0.000874035447487394	1.03864376122739e-05	0.00489997613020035	9.0624441008775e-07	3.08508134920889e-06	0.00172427409603307	4.85419002847822e-07	6.47021077756467e-07	0.00114951606402205	0.00028770252654439	0.000574995345960963	1.00057475803201	2.42255298685273e-07
"Simosyrphus_aegyptius"	0.000184932968334489	0.000107704799335196	4.23946772699227e-05	0.00021003959628522	0.0502441565599395	5.00552629560006e-05	0.0501708171459807	0.00573527869160486	1.34194311353016e-05	0.000288835795345651	1.12521320264541e-05	3.81607712436247e-06	7.26765896055818e-07	0.00251157404860128	8.79222851715882e-07	4.84510597370545e-07	5.60739075200577e-07	5.35799692867001e-07	2.42255298685273e-07	1.00153340463176
