"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Paragenipa_wrightii"	"Northea_hornei"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp6_M_PL_096"	"Forcipomyia_sp1_M_PL_096"	"Unidentified_sp4_M_PL_096"	"Unidentified_sp5_M_PL_096"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_096"	"Lygistorrhina_sp1_M_PL_096"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_096"	"Phelsuma_sp1_M_PL_096"	"Hemipyrellia_germana"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_096"	"Unidentified_sp2_M_PL_096"	"Unidentified_sp3_M_PL_096"
"Phoenicophorium_borsigianum"	1.00819410783678	0.00070521880111508	0.000366364576415505	0.000435540752447521	0.000248932999123099	0.00015053744177884	3.07693353402162e-07	0.0154063262550447	0.00274717515028966	0.026105026006488	0.0225043327642138	0.00182169211769811	0.0108020797268226	0.00180620845435975	0.0054010398634113	0.0027043072425965	4.79994962830679e-06	0.00270217948503314	0.0036006932422742	1.73543052404835e-06	0.0018003466211371	0.00090017331056855	1.46545830566202e-06	0.00090017331056855	0.00090017331056855	0.00090017331056855
"Nephrosperma_vanhoutteanum"	0.00192645135914363	1.00369985088578	0.00131919350933853	0.00131331179786814	0.000976059695613447	0.000701328982031473	0.000164813871232032	0.0785414439497612	0.0172702489160755	4.98813298349691e-05	4.30011464094561e-05	0.00251647227254596	2.06405502765389e-05	2.45471878621729e-05	1.03202751382695e-05	1.65802401592924e-05	2.65315968738017e-05	1.16672022065577e-05	6.88018342551297e-06	0.00245628911035619	3.44009171275648e-06	1.72004585637824e-06	5.2767740373541e-06	1.72004585637824e-06	1.72004585637824e-06	1.72004585637824e-06
"Dillenia_ferruginea"	0.00164131330234146	0.00216347735531518	1.00335800214091	0.00101233539698136	0.00110831085947334	0.000655225036202657	0.000162346009788962	0.0284162906280667	0.0442588907085235	4.24982908641986e-05	3.66364576415505e-05	0.00406995586591832	1.75854996679442e-05	0.0160566589508658	8.79274983397212e-06	1.31992914124761e-05	0.00403632678717939	1.17851139801417e-05	5.86183322264808e-06	1.33940745268022e-05	2.93091661132404e-06	1.46545830566202e-06	0.00401343200856363	1.46545830566202e-06	1.46545830566202e-06	1.46545830566202e-06
"Erythroxylum_sechellarum"	0.00212089409887489	0.00234112103098233	0.00110036456193626	1.00303171020102	0.000601605753122093	0.000904432164712582	8.82290366535028e-07	0.0439290948916961	0.0132242761631422	5.49160079172962e-05	4.73413861356001e-05	0.0349200469489806	2.27238653450881e-05	2.13931438818281e-05	1.1361932672544e-05	0.00872769583764945	1.24669828076997e-05	9.69167135708597e-06	7.57462178169602e-06	5.75416581340561e-06	3.78731089084801e-06	1.893655445424e-06	4.40145824774503e-06	1.893655445424e-06	1.89365544542401e-06	1.893655445424e-06
"Psychotria_pervillei"	0.00185869972678581	0.00266789650134342	0.0018471847657889	0.000922462154787209	1.00164959696314	0.000617359192659818	0.000537810796500032	0.0471027825165281	0.0335506770317529	4.81270464971325e-05	4.14888331871832e-05	6.16477343752612e-05	1.99146399298479e-05	3.28740629075971e-05	9.95731996492397e-06	1.30000700240899e-05	0.0133896072383968	0.00668264263973676	6.63821330994931e-06	3.33976044624246e-05	3.31910665497465e-06	1.65955332748733e-06	7.38873906315561e-06	1.65955332748733e-06	1.65955332748733e-06	1.65955332748733e-06
"Paragenipa_wrightii"	0.00168601934792301	0.00287544882632904	0.00163806259050664	0.00208019397883894	0.000926038788989727	1.00089401647792	1.23009050599521e-06	0.0504742415757399	0.0302105053248897	4.36558581158637e-05	3.76343604447101e-05	0.0201068111917533	1.80644930134608e-05	2.92197502836831e-05	9.03224650673042e-06	2.26047665476169e-05	1.89609387405227e-05	1.06897151799634e-05	6.02149767115361e-06	7.07479434561449e-06	3.01074883557681e-06	1.5053744177884e-06	6.55225036202657e-06	1.5053744177884e-06	1.5053744177884e-06	1.5053744177884e-06
"Northea_hornei"	8.61541389526052e-06	0.00168934218012833	0.00101466256118101	5.07316960757641e-06	0.00201679048687512	3.07522626498802e-06	1.00536345106306	0.000254883641666278	0.000140895435287019	2.23077681216567e-07	1.92308345876351e-07	8.43234429180173e-06	9.23080060206485e-08	1.62499856465663e-05	4.61540030103242e-08	6.71915198319135e-08	0.0502991217432226	1.3468346914006e-05	3.07693353402161e-08	0.0502722928999337	1.53846676701081e-08	7.69233383505403e-09	4.05865024472406e-06	7.69233383505403e-09	7.69233383505404e-09	7.69233383505403e-09
"Lasioglossum_mahense"	0.022121904366218	0.0412846051530796	0.00910778545771367	0.0129534510578078	0.00905822740702464	0.00647105661227435	1.30709559828861e-05	1.00512247361735	0.00182988744270147	0.000572799309482431	0.000493792508174509	0.000756604653042264	0.000237020403923764	0.000185227967977379	0.000118510201961882	0.000171893805831444	0.000157861055056994	0.000119643283694439	7.90068013079215e-05	0.000101347706709095	3.95034006539607e-05	1.97517003269804e-05	3.64311418308547e-05	1.97517003269804e-05	1.97517003269804e-05	1.97517003269804e-05
"Apis_mellifera"	0.00961511302601379	0.0221275064237217	0.034577258366034	0.00950494849225848	0.0157268798586342	0.00944078291402804	1.76119294108774e-05	0.00446035064158483	1.00285637123525	0.000248962747995	0.000214623058616379	0.000728870968375299	0.000103019068135862	0.000570405978545853	5.1509534067931e-05	0.000108406493053605	0.000348881361383135	0.000130600632758193	3.43396893786207e-05	5.48501243332797e-05	1.71698446893103e-05	8.58492234465517e-06	0.000138309033464136	8.58492234465517e-06	8.58492234465517e-06	8.58492234465517e-06
"Unidentified_sp6_M_PL_096"	0.100819410783678	7.05218801115079e-05	3.66364576415505e-05	4.35540752447521e-05	2.48932999123099e-05	1.5053744177884e-05	3.07693353402162e-08	0.00154063262550447	0.000274717515028965	1.00261050260065	0.00225043327642138	0.000182169211769811	0.00108020797268226	0.000180620845435975	0.00054010398634113	0.00027043072425965	4.79994962830679e-07	0.000270217948503314	0.00036006932422742	1.73543052404835e-07	0.00018003466211371	9.0017331056855e-05	1.46545830566202e-07	9.0017331056855e-05	9.0017331056855e-05	9.0017331056855e-05
