"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Oropsylla_silantiewi"	0.000708890415265535	0.00126303428788282	0.0990380854081602	7.46541224096727e-09	7.2234477728222e-08	0	1.11989025056754e-08	3.4947140483597e-05	9.10800311822522e-05	0.000161496213573841	1.00965630068421	5.42586826399974e-05	4.58030109152266e-06	2.20853092463357e-06	2.35001913569662e-06	1.65964200219583e-05	1.55184347348152e-05	7.17828100093006e-10	5.61735039526364e-07	4.82873541659483e-06	1.50087968962834e-05	4.07212530885125e-05	2.90887675698484e-07	2.32710140558787e-07	1.92046167359441e-08	9.60230836797203e-09	0
"Frontopsylla_hetera"	0.0949520038008634	0.00511681739537357	0.000731960162359789	3.86298659930343e-07	2.40736677022226e-06	0	0.000206525986074072	0.00462804126387757	0.00291258267287081	0.000373735513810506	8.20319608540725e-05	1.00061840252888	0.000613506343555866	0.000295820668800523	0.000284544746698302	0.000114632068493417	6.84811824820103e-05	3.71441019163791e-08	7.52413440210025e-05	1.95622221932753e-05	6.46293061698469e-06	1.9477744738171e-06	1.17844712007682e-06	9.42757696061459e-07	2.57235364174368e-06	1.28617682087184e-06	0
"Rhadinopsylla_dahurica"	0.100989172301671	1.59842042052387e-05	1.85322265874045e-06	4.10126441242667e-07	2.55253744296061e-06	0	1.28617682087184e-07	0.00492054836804777	0.00308774305057581	5.09507978475018e-05	7.03369087953951e-06	0.000623152669712406	1.00065251385287	0.000314629321088849	0.000301636707214237	5.21876521930845e-05	6.35163621994504e-06	3.94352347348719e-08	8.00252838421637e-05	6.11095784907789e-08	2.01304744152549e-08	5.9081845913352e-09	3.68129990908307e-09	2.94503992726646e-09	2.73590713990303e-06	1.36795356995152e-06	0
"Amalaraeus_penicilliger"	0.100989172301671	1.59842042052387e-05	1.85322265874045e-06	4.10126441242667e-07	2.55253744296061e-06	0	1.28617682087184e-07	0.00492054836804777	0.00308774305057581	5.09507978475018e-05	7.03369087953951e-06	0.000623152669712406	0.000652513852866873	1.00031462932109	0.000301636707214237	5.21876521930845e-05	6.35163621994505e-06	3.94352347348719e-08	8.00252838421638e-05	6.1109578490779e-08	2.01304744152549e-08	5.90818459133521e-09	3.68129990908307e-09	2.94503992726646e-09	2.73590713990303e-06	1.36795356995152e-06	0
"Neopsylla_pleskei"	0.100082381618387	0.000922672031267381	1.98204627288007e-06	4.06560685169932e-07	2.53086820951846e-06	0	1.27885279414967e-07	0.00487665872866323	0.00306160541894239	0.000108303401040274	7.73657985122595e-06	0.000619604178765515	0.000646654873443555	0.000311804236670896	1.00029909536548	6.33729444285711e-05	1.74054812998421e-05	3.90923735740319e-08	7.93067297619454e-05	3.52748865017009e-06	1.14776524225204e-06	2.98305845881581e-07	2.12499316275306e-07	1.69999453020245e-07	2.71134118844258e-06	1.35567059422129e-06	0
"Rhadinopsylla_li"	0.0217056530881942	0.0792905103794871	1.31166704147291e-05	9.83613389818002e-08	6.57929219010112e-07	0	6.45814470385445e-08	0.00108314120059189	0.000802448927021738	0.00506546660728318	6.84894516399125e-05	0.000312897110901748	0.000140245127301979	6.76234366445602e-05	7.9439324706237e-05	1.00103015241099	0.000972823562906296	9.45782105594232e-09	1.71998741030729e-05	0.000303137372708311	9.86127323059476e-05	2.55711417321198e-05	1.82612875125489e-05	1.46090300100391e-05	5.88029883865741e-07	2.9401494193287e-07	0
"Oropsylla_alaskensis"	0.00341025122863595	0.0975838370127013	1.57158146639279e-05	2.64186718520686e-08	2.20730931554347e-07	0	4.98044963505529e-08	0.000197624173549771	0.0002750962719872	0.00622261228869156	8.26709341327428e-05	0.000241302784818429	2.20344034684639e-05	1.06245551315444e-05	2.81652333761081e-05	0.00125582678120631	1.00119584585632	2.54025690885275e-09	2.70233250084935e-06	0.0003730750102282	0.000121363882718815	3.1470554699979e-05	2.24743982065181e-05	1.79795185652144e-05	9.23874359264734e-08	4.61937179632367e-08	0
"Amphipsylla_dumalis"	3.88174160573589e-05	1.86985420933121e-07	4.33557093564361e-08	0.100970894891196	1.58312191416468e-07	0	4.95254692218389e-11	0.000196067005237724	0.000195376890231448	3.1147323532495e-08	7.01078777757503e-09	2.39950898379809e-07	2.50808092913785e-07	1.20934719853607e-07	1.15974041602961e-07	2.23835098323968e-08	4.65713766623005e-09	1.00970873989338	3.07594830932e-08	7.1486826059185e-10	2.38430234999847e-10	7.79382798935543e-11	4.30643530477018e-11	3.44514824381614e-11	1.05160625959658e-09	5.25803129798292e-10	0
"Rhadinopsylla_rothschildi"	0.100989172301671	1.59842042052387e-05	1.85322265874045e-06	4.10126441242668e-07	2.55253744296061e-06	0	1.28617682087184e-07	0.00492054836804777	0.00308774305057581	5.09507978475018e-05	7.03369087953951e-06	0.000623152669712406	0.000652513852866874	0.000314629321088849	0.000301636707214237	5.21876521930845e-05	6.35163621994505e-06	3.94352347348719e-08	1.00008002528384	6.11095784907789e-08	2.01304744152549e-08	5.90818459133521e-09	3.68129990908307e-09	2.94503992726646e-09	2.73590713990303e-06	1.36795356995152e-06	0
"Frontopsylla_elatoides"	0.000108708786315223	0.100885004964869	1.61848497317726e-05	1.3436078150883e-08	1.41835222521805e-07	0	4.71378848030729e-08	3.78259865178837e-05	0.000179931531358263	0.00643142790304343	8.52300889796557e-05	0.000228383051870888	7.02392022653049e-07	3.38679591635642e-07	1.89124391485023e-05	0.00129655141339097	0.00123609190135849	1.29193059143105e-09	8.61424178725438e-08	1.0003856957813	0.000125469498396257	3.25351480031312e-05	2.32346856206514e-05	1.85877484965211e-05	2.94503992726645e-09	1.47251996363323e-09	0
"Paradoxopsyllus_scorodumovi"	0.000102491880945255	0.0939290624200948	0.00697835352654258	1.28259022965435e-08	1.35784680764456e-07	0	4.45719352895496e-08	3.52802262771749e-05	0.000172288906015713	0.00599365547705917	0.000758203015622591	0.000215951026477868	6.62223192832867e-07	3.19310973483353e-07	1.76122597517985e-05	0.0012071558609866	0.00115086440509221	1.2332598362061e-09	8.12160519512007e-08	0.000359102357478944	1.00011776328891	3.31263190898429e-05	2.16326721372858e-05	1.73061377098286e-05	2.77661716072481e-09	1.3883085803624e-09	0
"Ctenophyllus_hirticrus"	6.71033426854341e-05	0.0543336971652291	0.0466091598406964	9.35259358722652e-09	1.01343135376474e-07	0	2.99657611356477e-08	2.07889756762171e-05	0.000128784730988893	0.00350172012914878	0.00458897198266699	0.000145184112702213	4.33569853856445e-07	2.09058839385707e-07	1.02112385705618e-05	0.000698288870377119	0.000665723272499555	8.99287844925627e-10	5.31736613220168e-08	0.00020772440648153	7.3897173354265e-05	1.00003649144681	1.25135184627428e-05	1.00108147701942e-05	1.81790295118006e-09	9.08951475590032e-10	0
"Paramonopsyllus_scalonae"	0.000108708786315223	0.100885004964869	1.61848497317726e-05	1.3436078150883e-08	1.41835222521805e-07	0	4.71378848030729e-08	3.78259865178837e-05	0.000179931531358263	0.00643142790304343	8.52300889796557e-05	0.000228383051870888	7.02392022653049e-07	3.38679591635642e-07	1.89124391485023e-05	0.00129655141339097	0.00123609190135849	1.29193059143105e-09	8.61424178725438e-08	0.000385695781302814	0.000125469498396258	3.25351480031312e-05	1.00002323468562	1.85877484965212e-05	2.94503992726645e-09	1.47251996363323e-09	0
"Frontopsylla_elata"	0.000108708786315223	0.100885004964869	1.61848497317726e-05	1.3436078150883e-08	1.41835222521805e-07	0	4.71378848030729e-08	3.78259865178837e-05	0.000179931531358263	0.00643142790304343	8.52300889796557e-05	0.000228383051870888	7.02392022653049e-07	3.38679591635642e-07	1.89124391485023e-05	0.00129655141339097	0.00123609190135849	1.29193059143105e-09	8.61424178725438e-08	0.000385695781302814	0.000125469498396258	3.25351480031312e-05	2.32346856206514e-05	1.0000185877485	2.94503992726645e-09	1.47251996363323e-09	0
"Pectinoctenus_pavlovskii"	0.100989172301671	1.59842042052387e-05	1.85322265874045e-06	4.10126441242667e-07	2.55253744296061e-06	0	1.28617682087184e-07	0.00492054836804777	0.00308774305057581	5.09507978475018e-05	7.03369087953951e-06	0.000623152669712406	0.000652513852866874	0.000314629321088849	0.000301636707214237	5.21876521930845e-05	6.35163621994504e-06	3.94352347348719e-08	8.00252838421637e-05	6.11095784907789e-08	2.01304744152549e-08	5.9081845913352e-09	3.68129990908307e-09	2.94503992726645e-09	1.00000273590714	1.36795356995152e-06	0
"Frontopsylla_luculenta"	0.100989172301671	1.59842042052387e-05	1.85322265874045e-06	4.10126441242667e-07	2.55253744296061e-06	0	1.28617682087184e-07	0.00492054836804777	0.00308774305057581	5.09507978475018e-05	7.03369087953951e-06	0.000623152669712406	0.000652513852866874	0.000314629321088849	0.000301636707214237	5.21876521930845e-05	6.35163621994505e-06	3.94352347348719e-08	8.00252838421637e-05	6.11095784907789e-08	2.01304744152549e-08	5.9081845913352e-09	3.68129990908307e-09	2.94503992726645e-09	2.73590713990303e-06	1.00000136795357	0
"Ophthalmopsylla_praefecta"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
