"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Lasiopodomys_brandtii"	1.00989172301671	0.000159842042052387	1.85322265874045e-05	4.10126441242667e-06	2.55253744296061e-05	0	1.28617682087184e-06	0.0492054836804777	0.0308774305057581	0.000509507978475018	7.03369087953951e-05	0.00623152669712405	0.00652513852866873	0.00314629321088849	0.00301636707214237	0.000521876521930845	6.35163621994504e-05	3.94352347348718e-07	0.000800252838421637	6.11095784907789e-07	2.01304744152549e-07	5.9081845913352e-08	3.68129990908307e-08	2.94503992726645e-08	2.73590713990303e-05	1.36795356995152e-05	0
"Spermophilus_undulatus"	0.00108708786315223	1.00885004964869	0.000161848497317726	1.3436078150883e-07	1.41835222521805e-06	0	4.71378848030729e-07	0.000378259865178837	0.00179931531358263	0.0643142790304343	0.000852300889796557	0.00228383051870888	7.02392022653049e-06	3.38679591635642e-06	0.000189124391485023	0.0129655141339097	0.0123609190135849	1.29193059143105e-08	8.61424178725438e-07	0.00385695781302814	0.00125469498396257	0.000325351480031312	0.000232346856206514	0.000185877484965211	2.94503992726645e-08	1.47251996363323e-08	0
"Marmota_sibirica"	0.000185636584506803	0.000238380656497139	1.00967630663488	4.58852826296067e-08	5.41023670402551e-07	0	9.93161685698493e-08	9.12463027606134e-06	0.000691134638912962	0.000837277262716908	0.0984333752530221	0.00048118683672092	1.19943990260406e-06	5.78346284274497e-07	5.98378962979396e-07	3.15903527627464e-06	2.93205497461341e-06	4.41204640669295e-09	1.47101120130687e-07	9.11358566985837e-07	0.000137294608052737	0.000411071287604514	5.49011184931227e-08	4.39208947944981e-08	5.02909812412606e-09	2.51454906206303e-09	0
"Ellobius_tancrei"	0.000388174160573589	1.86985420933121e-06	4.33557093564361e-07	1.00970894891196	1.58312191416468e-06	0	4.95254692218389e-10	0.00196067005237724	0.00195376890231448	3.1147323532495e-07	7.01078777757503e-08	2.39950898379809e-06	2.50808092913785e-06	1.20934719853607e-06	1.15974041602961e-06	2.23835098323968e-07	4.65713766623005e-08	0.0970873989338427	3.07594830932e-07	7.1486826059185e-09	2.38430234999847e-09	7.79382798935543e-10	4.30643530477018e-10	3.44514824381614e-10	1.05160625959658e-08	5.25803129798291e-09	0
"Alticola_argentatus"	0.00991795140666141	8.10327021302205e-05	2.09860234256148e-05	6.49913206867607e-06	1.00007452816637	0	1.26703514222224e-08	0.00574682441529118	0.0950472858188201	1.00864318344943e-05	2.78482920715382e-06	6.13878526406676e-05	6.40821242259057e-05	3.08991374674179e-05	2.96377987693609e-05	6.14644401969973e-06	1.59739489940646e-06	6.24916545065007e-07	7.85912844279976e-06	3.09797986034468e-07	1.03625151109717e-07	3.46700199972148e-08	1.86625292791848e-08	1.49300234233478e-08	2.6868815189059e-07	1.34344075945295e-07	0
"Allactaga_sibirica"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Phodopus_sungorus"	0.00949520038008634	0.000511681739537357	7.31960162359789e-05	3.86298659930343e-08	2.40736677022226e-07	0	1.00002065259861	0.000462804126387757	0.000291258267287081	3.73735513810506e-05	8.20319608540725e-06	0.100061840252888	6.13506343555866e-05	2.95820668800523e-05	2.84544746698302e-05	1.14632068493417e-05	6.84811824820103e-06	3.71441019163791e-09	7.52413440210025e-06	1.95622221932753e-06	6.46293061698469e-07	1.9477744738171e-07	1.17844712007682e-07	9.42757696061459e-08	2.57235364174368e-07	1.28617682087184e-07	0
"Amphipsylla_primaris"	0.100821394191265	0.000113960889162261	1.86645920440111e-06	4.24458129573758e-05	3.0305207851938e-05	0	1.28449660390718e-07	1.00491263215481	0.00308549522819822	5.71138142887274e-05	7.10485162482232e-06	0.000622338604593029	0.000651429800599163	0.000314106612448234	0.000301153640612703	5.33604116306023e-05	7.54186063366458e-06	4.08132816897844e-06	7.98923340357464e-05	4.35686494724445e-07	1.41982592567038e-07	3.75043968624511e-08	2.62461743809906e-08	2.09969395047925e-08	2.73136184737595e-06	1.36568092368797e-06	0
"Neopsylla_mana"	0.0990882985041335	0.000849014028643312	0.000221415443981245	6.62438488939488e-05	0.000785002577942875	0	1.26606506101752e-07	0.00483244481947323	1.00310548946376	0.000103294901903622	2.90007054296891e-05	0.00061340852206299	0.000640231877906829	0.000308707194797842	0.000296112673642548	6.19146640062414e-05	1.64423983474202e-05	6.36960085518738e-06	7.85190038942338e-05	3.24588504732358e-06	1.08593311768217e-06	3.63877744589354e-07	1.95535243814674e-07	1.56428195051739e-07	2.68441038954645e-06	1.34220519477323e-06	0
"Citellophilus_tesquorum"	0.00512109278569343	0.095048536266217	0.000840127083216285	3.30768037513222e-08	2.60915187005299e-07	0	5.08829835004092e-08	0.000280164837144023	0.000323526101877852	1.00606250534974	0.000161056468948725	0.000246528055059483	3.30885371998071e-05	1.59546405785234e-05	3.28080418399741e-05	0.00122412569474849	0.00116488657548685	3.18046189916559e-09	4.05802814714616e-06	0.000363382243670936	0.000118322674496063	3.09886737092812e-05	2.18904966066829e-05	1.75123972853463e-05	1.38736005030638e-07	6.9368002515319e-08	0
