"Rhombomys_opimus"	"Cricetulus_migratorius"	"Meriones_tamariscinus"	"Allactaga_elater"	"Meriones_meridianus"	"Ellobius_talpinus"	"Pygeretmus_pumilio"	"Allactaga_major"	"Allactaga_sibirica"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Microtus_gregalis"	"Microtus_socialis"	"Microtus_arvalis"	"Pygeretmus_shitkovi"	"Dipus_sagitta"	"Stylodipus_telum"	"Spermophilus_pygmaeus"	"Xenopsylla_skrjabini"	"Xenopsylla_hirtipes"	"Xenopsylla_gerbilli"	"Xenopsylla_conformis"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_laeviceps"	"Mesopsylla_lenis"	"Coptopsylla_lamellifer"	"Echidnophaga_oschanini"	"Mesopsylla_eucta"	"Mesopsylla_tuschkan"	"Xenopsylla_magdalinae"	"Mesopsylla_hebes"	"Ophthalmopsylla_volgensis"	"Ctenophthalmus_arvalis"	"Ctenophthalmus_dolichus"	"Nosopsyllus_consimilis"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Amphipsylla_rossica"	"Nosopsyllus_fidus"	"Pectinoctenus_nemorosa"	"Citellophilus_ullus"	"Rhadinopsylla_socia"	"Ctenophthalmus_dux"	"Rhadinopsylla_cedestis"	"Rhadinopsylla_bivirgis"	"Amphipsylla_dumalis"	"Citellophilus_trispinus"	"Ctenophthalmus_breviatus"	"Paradoxopsyllus_repandus"
"Rhombomys_opimus"	1.0098505459635	5.25685185085715e-09	0.000159823453475496	7.00900241695446e-06	6.36924173451833e-05	1.37650285543156e-09	2.10205957466783e-07	2.36504059126996e-09	4.63487980406275e-07	2.09149397893615e-08	1.13085474608963e-06	4.36073430936673e-09	7.23737321683001e-09	2.83112725943922e-09	1.00777528542503e-08	7.29629685068679e-07	1.51663001798897e-05	2.18436540284165e-06	0.0477660738026842	0.0283592632339652	0.0134516407451766	0.000187380806227116	5.47473935169957e-10	0.00359328108767452	7.32436446757526e-07	0.00262947957954774	0.00219533285188942	4.37642435931396e-05	2.99584416257915e-07	1.11840857003814e-10	2.23553913872784e-08	3.68179985388804e-07	2.24946376006056e-07	0.00126041169928734	6.12863610901351e-09	7.03606794086949e-09	0.000565012141059844	3.39083344428037e-10	3.6426475713153e-07	9.72787897179606e-10	0.000239303051798943	0.00034769977911375	1.72062856928945e-11	0.000260774834335313	6.51937085838281e-05	2.86771428214908e-12	2.74509235031705e-12	4.66927304311613e-11	4.34624723892188e-05
"Cricetulus_migratorius"	6.37822207596166e-08	1.0093540267378	7.46887389240128e-06	5.58609251777749e-05	1.45894749759218e-05	1.46371693665465e-05	1.04519653994788e-05	1.72673611752375e-05	1.14584085808734e-05	0.000134223988960836	4.97315264539909e-05	0.00013724875758239	0.000150723337375959	0.000132908513141656	8.27135252606417e-06	1.03535617237715e-08	2.06722544575357e-06	3.47367941816317e-10	1.14328995879729e-07	1.79117275858187e-09	4.50084402150515e-08	1.58028529325069e-06	0.0864413869007562	5.71420264287842e-07	3.77672234594421e-06	1.66078087194181e-10	4.34006828544703e-08	5.223185252173e-06	1.36058919046906e-06	1.1892700110319e-06	2.02148778115903e-06	0.000793014550535408	0.00239198792141932	7.96076781591944e-11	0.00212189312020403	0.0073809875999533	3.56862005541216e-11	0.00132690909241365	3.47520450006041e-06	6.24297623073657e-06	1.2139893287799e-08	2.19607388025364e-11	1.82964617081831e-07	1.64705541019023e-11	4.11763852547557e-12	3.04941028469718e-08	0.000527077820750812	9.72408628231994e-07	2.74509235031705e-12
"Meriones_tamariscinus"	0.00241136229967736	9.28759318438212e-06	1.0040606944142	0.000104366921233203	0.00307236547922129	4.04100050908926e-06	2.33328564383016e-05	2.04018776488069e-06	2.18640076030709e-06	0.000128326914888246	1.5640464609659e-07	1.21108484127346e-05	2.10617731150726e-05	8.10942761398536e-06	5.64026107906036e-06	0.000211445193222332	8.56782562234538e-07	2.36253424858005e-05	0.000114101962607717	6.77174048004941e-05	3.22028663850888e-05	0.0543667988007737	1.39225594193285e-06	0.0388636883891419	0.000658195246235323	6.27877852939448e-06	0.00229273288122132	5.25928107992311e-06	6.0636127663514e-06	3.28331291363502e-07	3.79604182360094e-07	2.07141282169528e-06	0.000660375251944731	3.00966243557752e-06	2.35426471285993e-06	8.01598539280576e-07	1.34915902284509e-06	1.28623036194041e-06	0.00228529380605096	5.96869371573236e-06	0.00163053945781143	8.30251706366211e-07	5.05125063636158e-08	6.22688779774658e-07	1.55672194943665e-07	8.41875106060262e-09	4.84991811194889e-09	1.35882407194017e-07	1.03781463295776e-07
"Allactaga_elater"	0.000128738475223665	8.45641673639834e-05	0.000127055382370855	1.00678430708367	0.000106204124996852	4.90304492779626e-06	0.000540075247881642	9.6702472982245e-05	0.000684169400200723	1.00641633276116e-05	0.000670719177271449	4.99241823891352e-05	2.92891527734755e-05	2.09658423977081e-05	0.000632954572882124	1.59764059034818e-05	0.000114392691601143	4.51284195643013e-09	1.22488504678529e-05	3.61531547593896e-06	0.00079759177338476	0.0012100859494662	7.28885885973995e-06	7.42362501832757e-06	0.0561574458473932	3.35213159071735e-07	7.59927041780015e-07	0.0215541346915874	0.0036441335390007	3.98372400383446e-07	0.00122325656890166	0.0147803177134639	0.000801249473294305	1.60680687819509e-07	0.000800162334915307	4.91896072653965e-06	7.20292738501249e-08	1.58342381912168e-06	1.81698286273321e-06	4.68100619888914e-07	2.36732661167001e-07	4.43257069846922e-08	6.12880615974532e-08	3.32442802385192e-08	8.31107005962979e-09	1.02146769329089e-08	4.41588341326284e-08	1.88962275957906e-07	5.54071337308653e-09
"Meriones_meridianus"	0.00133323722253634	2.51701302512525e-05	0.00426256111531603	0.000121034430739655	1.00387526490106	1.11226051257102e-05	4.32556158095333e-06	5.59284475786503e-06	9.54709776061429e-06	6.12836231788755e-06	2.34511875816459e-05	3.31853073328261e-05	5.79208584386023e-05	2.21827750136547e-05	1.07507900290946e-07	0.000298203092897361	5.1059693055342e-08	1.19240407099516e-05	6.30639805954357e-05	3.74408128988577e-05	1.78549615255235e-05	0.0766758014105711	2.18406607929544e-06	0.0196150469678704	9.60466737346605e-06	3.47152364809332e-06	0.00182136961806785	0.000908997308325564	6.27937426184819e-06	9.03711666463956e-07	9.50867175151975e-07	2.45599559462211e-06	0.00181764222638716	1.66403612883812e-06	3.10656562187534e-06	7.28326774127714e-07	7.45947230168813e-07	1.91786785467411e-06	9.85458874969551e-06	2.85040107808723e-07	7.23533512923581e-06	4.59044449334654e-07	1.39032564071378e-07	3.4428333700099e-07	8.60708342502476e-08	2.31720940118963e-08	1.31436711494791e-08	3.73682957668402e-07	5.73805561668318e-08
"Ellobius_talpinus"	6.66313413457339e-08	5.83962069519511e-05	1.2964876633328e-05	1.29215663201297e-05	2.57210243532049e-05	1.00970189138013	1.13387396046091e-08	1.2913845047792e-05	3.63977776153521e-08	1.29827053446881e-05	1.75697065636402e-08	7.70536004868277e-05	0.000134501753525841	5.15097694728325e-05	8.68112289463187e-09	1.05434265534117e-08	1.60307980294685e-09	6.07545927284275e-10	3.23793767777898e-09	1.87118356910227e-09	1.1102234503234e-08	2.6730000504785e-06	5.06141754292519e-06	9.99413050382632e-07	7.29449851441183e-07	1.73496714070019e-10	7.59546363071503e-08	3.00994193567385e-07	4.79911887977331e-08	0.0820382786746359	1.22311111679894e-06	2.36208276890638e-07	0.00422096197714219	8.31637141823233e-11	6.98947496874041e-06	1.3551618475033e-06	3.7280285667938e-11	4.44761490388848e-06	3.61608026219342e-07	6.0384676021805e-07	2.10626500800584e-08	2.29417142571926e-11	0.0126212736422517	1.72062856928945e-11	4.30157142322362e-12	0.00210354560704194	3.04941028469719e-08	8.67753248553809e-07	2.86771428214908e-12
"Pygeretmus_pumilio"	1.14920833452722e-05	4.70953264470634e-05	8.45472915646693e-05	0.00160751809075359	1.12973490702546e-05	1.28061059063821e-08	1.0060105574862	3.27360937159013e-06	0.00140021074758898	0.000131046269201321	0.00021667670522496	1.5342476243958e-07	1.02975179220511e-07	9.9730487408162e-08	0.000124574631307974	0.000252827066594002	0.000199522364069627	2.14373342711404e-09	1.12870797873379e-05	3.22727969993119e-07	1.42384468639438e-06	2.81459719162635e-05	4.64274653237959e-06	3.52644148760259e-06	0.000112923455509642	2.99234362982126e-08	2.37485933054199e-07	0.00480946866729352	0.081712027245151	1.04049610489354e-09	4.39727139992182e-05	0.0118975251193076	2.09275781958858e-06	1.43434653330275e-08	2.61110982705547e-06	2.26767407673117e-06	6.42982928721923e-09	6.77314916937984e-07	0.00237062816403022	6.09517531168936e-06	1.39972409086638e-07	3.95681802290414e-09	1.60076323829776e-10	2.96761351717811e-09	7.41903379294527e-10	2.66793873049627e-11	2.45928597634796e-08	6.64355994971036e-10	4.94602252863018e-10
"Allactaga_major"	1.80169567666091e-07	0.000108416382460917	1.03012759275943e-05	0.000401077469909967	2.03542874794432e-05	2.0323428271935e-05	4.56158682926493e-06	1.00699569731501	0.00208084609516927	4.12462603737598e-05	1.5361653694622e-06	0.00020699014946638	0.00012129609579548	8.6903019589591e-05	8.27416492999628e-07	1.73738339832815e-07	2.78762925326381e-07	4.82031296243588e-10	2.35322117237469e-08	5.05963601902837e-09	3.19457223099158e-07	2.59461650642928e-06	9.47658809687947e-06	7.92941482320703e-07	4.06692063368467e-05	4.69131002530599e-10	6.04779712874479e-08	4.52228060391405e-05	5.29129065313777e-05	1.65127854709472e-06	0.0941588551653735	4.62231328543234e-05	0.00332122924391427	2.24872711956816e-10	0.0033178836937768	1.77630880649202e-06	1.00805008808228e-10	6.24364071181349e-06	1.08928202950739e-06	1.9184307150586e-06	1.67654988047663e-08	6.20338515742941e-11	2.54042853399187e-07	4.65253886807206e-11	1.16313471701802e-11	4.23404755665312e-08	5.66142989352049e-08	7.82555456745031e-07	7.75423144678677e-12
"Allactaga_sibirica"	3.77864674552274e-05	7.69924646749912e-05	1.18142356872734e-05	0.00303675189913654	3.71834333834451e-05	6.13015201942773e-08	0.00208803357096603	0.00222687038254957	1.0015089672138	4.26800568642498e-07	0.000607298243298176	6.20151720230275e-07	3.92030161751542e-07	2.66516286404915e-07	0.000278365057855305	7.66969782662132e-05	0.000112482556767468	7.96915517660641e-10	7.84402776010103e-06	1.06114353408805e-06	2.90392607065426e-06	1.3390990427641e-05	6.59559567072473e-06	1.31092602655175e-06	0.00897386059582887	9.83895537353672e-08	1.75974530501124e-07	0.0176910174144472	0.0247818517088527	4.98074851578503e-09	0.0300812511899295	0.0194192970912076	1.00178178032486e-05	4.71619348483578e-08	9.91284835220012e-06	4.24797895314868e-06	2.1141557000988e-08	1.20881742916758e-07	4.95078885671334e-06	1.98511892391859e-08	2.81234589228149e-08	1.30101889236849e-08	7.66269002428466e-10	9.75764169276369e-09	2.43941042319092e-09	1.27711500404744e-10	4.02049423890293e-08	2.52922685000995e-09	1.62627361546062e-09
"Apodemus_uralensis"	2.26027267909681e-06	0.00119552994818605	0.000919178832222783	5.92147284159475e-05	3.16394519667683e-05	2.89846444904664e-05	0.000259044950746798	5.85121368092872e-05	5.65758893316799e-07	1.00626625840803	2.77559420149844e-05	0.000501722002704668	0.000297578709863956	0.000452322477531974	8.91560044882561e-08	2.68131566068264e-07	6.25812368479594e-08	2.19676511280613e-08	1.10279148807236e-07	6.34744102909692e-08	7.69178474066001e-08	5.20414323827924e-05	0.00478269298882606	3.61367861056608e-05	3.90857789128105e-06	5.88536677793661e-09	2.15096340094883e-06	4.62415650015118e-06	2.12585904585238e-05	2.3550023648504e-06	5.55461614175365e-06	5.36979670729878e-06	0.00473663437182641	2.82108490182085e-09	0.00940571539146415	0.00469113642583969	1.26462426633349e-09	0.00470832477186483	0.0257443935428626	0.0468030817864198	1.49270846227654e-06	7.78230317743684e-10	3.6230805613083e-07	5.83672738307763e-10	1.45918184576941e-10	6.0384676021805e-08	6.24297623073657e-07	1.91986264428359e-06	9.72787897179605e-11
