"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Chrysobalanus_icaco"	"Nepenthes_pervillei"	"Roscheria_melanochaetes"	"Cinnamomum_verum"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_126"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_126"	"Unidentified_sp2_M_PL_126"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_126"	"Unidentified_sp4_M_PL_126"	"Chalcidoma_disjunctum"	"Hemipyrellia_sp1_M_PL_126"	"Neavella_albipectus"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp5_M_PL_126"
"Unidentified_sp2_M_PL_126"	0.100623543389157	0.000149628251946175	0	4.6807621613864e-05	3.51526803792414e-05	3.12375115931766e-05	4.09259129655137e-05	6.52878900573428e-05	1.75177523889886e-05	0.00420426057335727	0.0030982886136019	0.00217204830611221	0	0.000156670819655286	1.0004644163541	7.81170675094253e-07	6.94166924292813e-07	6.94166924292813e-07	6.2345104977573e-07	5.11573912068921e-07	3.47083462146407e-07	4.6807621613864e-07	3.90585337547126e-07	4.6807621613864e-07	3.47083462146407e-07
"Hemipyrellia_germana"	0.000253880469405632	0.000196601828634862	0	7.49833821789876e-05	0.100390760931332	7.88203618753249e-08	6.556118997527e-05	1.71857431817926e-07	2.80625307804861e-05	0.00673500738731667	9.45251042906854e-06	5.48064249573092e-06	0	3.95495549884781e-07	1.17175601264138e-06	1.00223090579847	1.75156359722944e-09	1.75156359722944e-09	8.19174285978592e-07	8.19514874690875e-07	8.75781798614721e-10	7.49833821789876e-07	0.00111545289923702	7.49833821789876e-07	8.75781798614721e-10
"Unidentified_sp3_M_PL_126"	0.000225604250395164	3.43468526844198e-07	0	1.04953409934189e-07	7.88203618753249e-08	0.10071954723674	9.1765271814799e-08	6.42912365818881e-05	3.92788136678702e-08	9.42691528028886e-06	7.86297771753595e-06	0.00336585119464225	0	2.18397593591464e-06	1.04125038643922e-06	1.75156359722944e-09	1.00223821216082	0.00223821216081644	1.43111886185082e-09	1.14706589768499e-09	0.00111910608040822	1.04953409934189e-09	8.75781798614721e-10	1.04953409934189e-09	0.00111910608040822
"Unidentified_sp4_M_PL_126"	0.000225604250395164	3.43468526844198e-07	0	1.04953409934189e-07	7.88203618753248e-08	0.10071954723674	9.1765271814799e-08	6.42912365818881e-05	3.92788136678702e-08	9.42691528028886e-06	7.86297771753595e-06	0.00336585119464225	0	2.18397593591464e-06	1.04125038643922e-06	1.75156359722944e-09	0.00223821216081644	1.00223821216082	1.43111886185083e-09	1.14706589768499e-09	0.00111910608040822	1.04953409934189e-09	8.75781798614721e-10	1.04953409934189e-09	0.00111910608040822
"Chalcidoma_disjunctum"	0.000405243182354225	0.100306351568215	0	9.81695837705807e-05	7.37256857380733e-05	1.28800697566574e-07	8.58338813793839e-05	3.90834122029203e-06	3.67399667261399e-05	0.00881759201427357	0.000848411117509975	8.95594183746246e-06	0	7.35117941784074e-07	1.87035314932719e-06	1.63834857195718e-06	2.86223772370165e-09	2.86223772370165e-09	1.00041794313153	1.0729235172423e-06	1.43111886185083e-09	9.81695837705808e-07	8.19174285978592e-07	9.81695837705808e-07	1.43111886185083e-09
"Hemipyrellia_sp1_M_PL_126"	0.000332523042844798	0.000257501644138152	0	9.8210399812654e-05	7.37563387221788e-05	1.03235930791649e-07	0.100211026014154	2.25092368457396e-07	3.67552421298858e-05	0.00882125811117258	1.23805408811267e-05	7.17833838771265e-06	0	5.18005122596275e-07	1.53472173620676e-06	1.63902974938175e-06	2.29413179536998e-09	2.29413179536998e-09	1.0729235172423e-06	1.00125263782518	1.14706589768499e-09	9.8210399812654e-07	8.19514874690875e-07	9.8210399812654e-07	1.14706589768499e-09
"Neavella_albipectus"	0.000225604250395164	3.43468526844198e-07	0	1.04953409934189e-07	7.88203618753249e-08	0.10071954723674	9.1765271814799e-08	6.42912365818881e-05	3.92788136678702e-08	9.42691528028886e-06	7.86297771753595e-06	0.00336585119464225	0	2.18397593591464e-06	1.04125038643922e-06	1.75156359722944e-09	0.00223821216081644	0.00223821216081644	1.43111886185083e-09	1.14706589768499e-09	1.00111910608041	1.04953409934189e-09	8.75781798614721e-10	1.04953409934189e-09	0.00111910608040822
"Nectarinia_dussumieri"	0.000304249540490116	0.000235607001049394	0	0.100290260646379	6.74850439610888e-05	9.44580689407701e-08	7.85683198501232e-05	2.05953395244729e-07	3.36300469072759e-05	0.00807121125774623	1.13278581895451e-05	6.56798439368155e-06	0	4.73960598859918e-07	1.40422864841592e-06	1.49966764357975e-06	2.09906819868378e-09	2.09906819868378e-09	9.81695837705808e-07	9.8210399812654e-07	1.04953409934189e-09	1.00100290260646	7.49833821789876e-07	0.00100290260646379	1.04953409934189e-09
"Parasarcophaga_hirticeps"	0.000253880469405632	0.000196601828634862	0	7.49833821789876e-05	0.100390760931332	7.88203618753249e-08	6.556118997527e-05	1.71857431817926e-07	2.80625307804861e-05	0.00673500738731667	9.45251042906853e-06	5.48064249573092e-06	0	3.95495549884781e-07	1.17175601264138e-06	0.00223090579847405	1.75156359722944e-09	1.75156359722944e-09	8.19174285978592e-07	8.19514874690875e-07	8.75781798614721e-10	7.49833821789876e-07	1.00111545289924	7.49833821789876e-07	8.75781798614721e-10
"Polistes_olivaceus"	0.000304249540490116	0.000235607001049394	0	0.100290260646379	6.74850439610888e-05	9.44580689407701e-08	7.85683198501232e-05	2.05953395244729e-07	3.36300469072759e-05	0.00807121125774623	1.13278581895451e-05	6.56798439368155e-06	0	4.73960598859918e-07	1.40422864841592e-06	1.49966764357975e-06	2.09906819868378e-09	2.09906819868378e-09	9.81695837705808e-07	9.8210399812654e-07	1.04953409934189e-09	0.00100290260646379	7.49833821789876e-07	1.00100290260646	1.04953409934189e-09
"Unidentified_sp5_M_PL_126"	0.000225604250395164	3.43468526844198e-07	0	1.04953409934189e-07	7.88203618753249e-08	0.10071954723674	9.1765271814799e-08	6.42912365818881e-05	3.92788136678702e-08	9.42691528028885e-06	7.86297771753595e-06	0.00336585119464225	0	2.18397593591464e-06	1.04125038643922e-06	1.75156359722944e-09	0.00223821216081644	0.00223821216081644	1.43111886185083e-09	1.14706589768499e-09	0.00111910608040822	1.04953409934189e-09	8.75781798614721e-10	1.04953409934189e-09	1.00111910608041
