"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Syzygium_venosum"	"Roussea_simplex"	"Stillingia_lineata"	"Dracaena_reflexa"	"Bertiera_zaluzania"	"Coffea_mauritiana"	"Chassalia_coriacea"	"Claoxylon_linostachys"	"Psiadia_terebinthina"	"Antidesma_madagascariense"	"Antirhea_borbonica"	"Toddalia_asiatica"	"Erythroxylum_macrocarpum"	"Pandanus_wiehii"	"Agauria_salicifolia"	"Flagellaria_indica"	"Polyscias_mauritiana"	"Stomorhina_lunata"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_063"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Musca_domestica"	"Fannia_pusio"	"Chaetocnema_sp1_M_PL_063"	"Ophyra_capensis"	"Panara_naso"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_063"	"Stomoxys_calcitrans"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_063"	"Chrysomya_megacephala"	"Dioxyna_sororcula"	"Eristalinus_flaveolus"	"Melanostoma_bituberculatum"	"Phelsuma_cepediana"	"Phorinia_sp1_M_PL_063"	"Sarcophaga_arno"	"Cephonodes_trochilus"	"Ornidia_obesa"	"Graphomya_maculata"	"Lecithoceridae_sp1_M_PL_063"	"Nacoleia_sp2_M_PL_063"	"Psilopa_iceryae"	"Syritta_nigrofemorata"	"Syritta_sp1_M_PL_063"	"Cryptinae_sp1_M_PL_063"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_063"	"Homoneura_sp1_M_PL_063"	"Hydrillodes_sp1_M_PL_063"	"Leptotes_pirithous"	"Macroglossum_milvus"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Remigia_frugalis"	"Scatopsidae_sp1_M_PL_063"	"Stomoxys_niger"	"Tarundia_servillei"	"Trichoplusia_indicator"	"Zosterops_mauritianus"
"Sideroxylon_cinereum"	1.00502796252648	0.00113357538245756	0.00135401607587625	0.000576984591206337	0.000258497445788452	0.000500676292326235	9.87806428809167e-07	0.000383341384087938	0.000379179147800675	9.99532903470993e-07	7.53352001603924e-05	8.38868955740166e-05	0.000112808546443747	3.14862129612859e-05	3.76576458941504e-05	8.53733977649739e-07	4.38497172106818e-05	3.28570538397468e-07	6.76616721171616e-05	3.0829590749765e-05	9.21300281126471e-08	0.0310448353288689	7.01191496598904e-05	3.29580953836315e-05	0.0155142495435843	3.50094106828059e-05	0.00335218205477378	0.0165732100327381	2.87948204682222e-06	0.00663951314190817	1.05741054231741e-05	1.20112583827044e-05	1.14680729949223e-05	0.00773456058635765	0.00332317902559583	0.00332097191595997	6.74106250523994e-06	0.00773098432712676	8.28617100598006e-06	8.23351084832474e-06	9.71636042106484e-06	4.16915909140847e-06	7.68215195221041e-06	0.00331397805480316	4.27866365931696e-06	0.00110827268712524	2.19248586053409e-06	2.11167346197157e-06	3.64031291974401e-06	6.62814758589558e-07	2.52449262544032e-06	1.98124544357533e-06	1.06716747206217e-08	1.6193934035108e-06	1.6193934035108e-06	3.95122571523667e-09	7.68871464208456e-09	1.28218798045853e-06	6.27793334669937e-07	2.86238299648054e-07	0.00110442633244668	3.76576458941505e-07	2.86238299648054e-07	2.0209195162332e-06	3.95122571523667e-09	1.82543516232351e-06	2.52786098533784e-06
"Molinaea_alternifolia"	0.00147364799719483	1.00369492392711	0.00120294233986834	0.000801877432735389	8.61853338067998e-05	0.000583755745200922	0.000255129413882234	0.000212191968183346	9.26412787486962e-05	0.000187329399345702	6.56740201169606e-05	9.7853446590385e-07	0.000180290557855254	0.000337589609046232	0.000399388398587599	0.000216775623437284	4.6530081557469e-05	7.20725167241637e-05	6.6547864331849e-05	7.15679000084941e-05	5.2970158801499e-05	0.018783718619065	0.0129817012099107	3.76154955380112e-05	5.25275465723498e-05	0.0201286603445696	0.00720191938509853	0.00289616036759585	1.98150287793154e-05	0.0114805154910166	9.38743292136211e-06	1.08900009277977e-05	6.77413097612019e-06	1.55054377188679e-05	0.00431551108123686	1.30099040339936e-05	0.00432151909390271	1.13357538245756e-05	0.0014437030048224	0.00144304569899287	0.00860309934794667	0.00143927233429771	0.00143923620030893	4.86633466441495e-06	2.56815938843511e-06	4.42526767540273e-06	2.32650407787345e-06	4.07943438960505e-06	0.00143564532765261	7.06288043175082e-06	1.01859239761275e-06	1.79010430440562e-06	2.70969529296605e-06	0.00143384989132444	0.00143384989132444	1.02051765552894e-06	1.44099537958232e-06	1.78194985052309e-06	5.47283500974672e-07	3.06899644587484e-06	1.6193934035108e-06	3.99388398587599e-06	3.06899644587484e-06	1.79543632816171e-06	1.02051765552894e-06	1.01043794373022e-06	6.17608524991308e-07
"Aphloia_theiformis"	0.00183903675977222	0.00125680542971319	1.00326134961	0.000884489732908738	0.000720080606705726	0.000218692963740855	0.000116429778111075	0.000519893576104191	0.000234126296090376	7.19481394499682e-05	0.00033715559059854	4.08065004220926e-05	0.000212552257285579	6.78300389443896e-05	1.11414042170017e-05	4.07702935401327e-05	0.000112927262053031	6.03945637477914e-05	4.33141809462313e-05	4.72024725607204e-05	4.06264409629422e-06	0.0435712267490704	0.00304813917358274	0.00306011894663321	0.00904690636065083	0.0015438047565918	0.0179979272923683	3.54667579979705e-05	1.2299593118804e-05	2.64890077226929e-05	0.0030159147308722	0.00600254346201939	1.42730672772056e-05	1.57085292117814e-05	1.56917233624635e-05	0.00151184003988174	5.94337919533521e-06	1.41464366136324e-05	1.30058409796928e-05	0.00300146793886847	1.07726179689702e-05	7.38258255195031e-06	0.0044940104345819	6.40281271888372e-06	7.76099731312299e-06	0.00150190160262988	5.64636310265154e-06	3.09232041341051e-06	0.00149920043574608	7.28050759846286e-07	2.81573786591835e-06	2.3055869099813e-06	5.09628669251658e-07	1.79543632816171e-06	1.79543632816171e-06	4.65719112444299e-07	5.53447226538217e-07	1.9655327397972e-06	2.8096299216545e-06	6.16636717676269e-07	2.0209195162332e-06	1.11414042170017e-07	6.16636717676269e-07	0.00149740499941791	4.65719112444299e-07	2.47568369573425e-06	1.56084197393584e-06
"Croton_fothergillifolius"	0.00116679106221726	0.00124736489536616	0.00131690693566412	1.00210365873966	0.000778982905277908	0.000763219663496668	0.000269009875393184	0.000412766789449747	0.000127628181803994	0.00036448547278739	0.000117200671459594	0.000465717322873386	0.000371636011156017	0.000135795724237137	8.15006096053105e-05	0.000222269830657977	3.7743189407598e-05	3.29497399438209e-07	5.36980954462498e-05	4.65591985285375e-05	1.77454291243185e-05	0.0291019070982612	0.0179060944008815	0.0156900674798767	6.56258077425334e-05	0.00674326306724105	0.00227258305464866	2.82482884329003e-05	2.54314928024915e-05	2.19487266869359e-05	1.48536219524444e-05	1.96758854979262e-05	0.00447119561100276	1.44268848881859e-05	0.00223958934378277	0.00668846871108579	9.42088003183479e-06	8.97531586320969e-06	0.00669176390839382	0.00446165913317619	1.06916991031385e-05	2.65477088917893e-06	7.67854806991467e-06	7.72754163198712e-06	4.90778454263706e-06	5.21327686049261e-06	1.8871594703799e-06	3.20006272421086e-06	3.74748259032028e-06	2.04951268002708e-06	5.84653383084844e-06	0.00223077799711207	2.77837288322471e-06	1.78194985052309e-06	1.78194985052309e-06	1.07603950157274e-06	2.80373440605685e-06	0.00222689701942146	9.76672262163283e-07	1.23450658397397e-06	1.28218798045853e-06	8.15006096053106e-07	1.23450658397397e-06	1.9655327397972e-06	1.07603950157274e-06	1.96555614023689e-06	8.50854545359961e-07
"Syzygium_venosum"	0.000712826289901489	0.000182817374741696	0.00146198183785708	0.00106224941628806	1.00356951474162	0.000121681215832587	0.000267513178940185	0.000137176963387886	0.000298903745541544	0.0010613413343828	3.09610161004132e-05	0.000797009170621258	6.07984156464404e-05	9.96415877547429e-06	3.58609694373199e-07	0.000133372111523633	2.10921195207717e-05	0.000152816288938377	9.22492220635019e-06	9.28295103591062e-06	1.24238454895778e-07	0.00925029970682498	5.31123225345535e-05	0.0609522538657652	0.0122120162197255	4.72106128603958e-05	0.00307526604895977	1.31413707975413e-05	1.75707511275721e-05	6.78929498540943e-06	7.07205279304702e-06	0.0152194208342825	2.82034851571752e-05	6.35243069474971e-06	5.95886628018143e-06	1.22669256348919e-05	8.01433519325931e-07	5.48327915308837e-06	8.86279084461716e-06	1.14865065156853e-05	1.56700606921454e-06	1.24416119110379e-05	6.80735501189084e-06	8.99171986840549e-06	1.56445573786426e-06	3.61861167304156e-06	1.05460597603858e-06	7.4380689677563e-07	2.44323012276523e-06	9.41693585389527e-08	7.29496672369089e-06	9.00229734692839e-06	1.66715139404541e-06	2.61167678202424e-07	2.61167678202424e-07	1.07005271576074e-06	8.16416411063689e-06	2.3605542584179e-06	2.58008467503444e-07	9.05832615952207e-08	7.83325593298339e-07	3.58609694373199e-09	9.05832615952207e-08	2.18206244456281e-06	1.07005271576074e-06	6.53223635180409e-07	1.99269163694362e-06
"Roussea_simplex"	0.00162719795006026	0.00145938936300231	0.000523301020379903	0.00122660303061965	0.000143410004374121	1.00342944108582	1.16896417368846e-06	7.21862362670418e-05	0.000657557764768393	0.000154072045322526	6.63374503651975e-07	1.24785711935206e-06	3.62100239692138e-05	1.17197493958627e-06	0.000154113012283975	0.000611882380523678	2.50957292369655e-07	3.77783866963484e-07	3.14929717373084e-07	2.94293774605272e-07	1.56048232887605e-07	0.000139627997134844	0.0717577513079443	4.65357305633145e-05	0.0144109911192021	5.92983284972899e-05	2.89788106894363e-05	0.00719834477873905	9.75388449651654e-07	2.74075132698742e-05	2.24075550529902e-06	5.30965684601673e-06	1.05594999700611e-05	0.00717987005792114	1.59015758089875e-05	1.46665326651153e-05	1.39601764556372e-05	1.25169073081559e-05	1.11674460838408e-05	9.10785528366082e-06	1.25090516828769e-05	6.49374597006634e-06	4.4279808443696e-06	5.37478765568045e-06	6.93016085311784e-07	2.91291989674933e-06	1.25478646184828e-08	3.54398299856611e-07	2.86588824622063e-06	1.55178444047236e-06	3.54142791551942e-07	2.73618332181603e-06	7.64852975654598e-06	2.08484194714615e-06	2.08484194714615e-06	4.67585669475383e-09	1.18516957940404e-06	2.7257845124881e-06	5.52812086376646e-09	1.06543176326024e-08	1.78812961545084e-06	1.54113012283975e-06	1.06543176326024e-08	7.81046299074483e-07	4.67585669475383e-09	3.43743982224009e-07	4.38371843178929e-06
"Stillingia_lineata"	3.59561540086537e-06	0.000714362358870256	0.00031203180533768	0.000484217775707732	0.000353117396201044	1.30923987453107e-06	1.00627400497883	4.36673676484828e-05	5.96053988813888e-07	0.000268742304767477	8.87108320946085e-07	0.000106043014607405	0.00105089501330146	0.000255905355785101	4.31325487085945e-05	0.000103005894532329	1.5156687494587e-07	1.23809937496012e-07	1.17826794973059e-07	4.25849646976925e-05	4.25181008246321e-05	6.75325117909974e-05	2.64747463695573e-05	0.00810318452127945	1.63616211931578e-05	0.0161568783133602	2.18257435527943e-05	2.10965541017593e-06	0.0604027126740622	8.18784859852292e-06	9.94119193105985e-06	7.21726702649742e-06	5.23040032282088e-06	3.70102933961643e-08	4.58666297213986e-06	3.91363114025338e-06	5.21818040201654e-06	2.76585800066567e-08	3.05210114927836e-05	0.00805429607471418	6.12310593317363e-06	1.03274534462076e-06	2.41767499286183e-06	8.95545465540747e-07	4.23272261231529e-07	6.77610184104692e-07	7.57834374729351e-09	2.53435217126425e-06	1.48623676797324e-06	2.75773781240504e-06	1.09163163434019e-06	1.95973128996777e-06	1.28757368165412e-06	1.02051765552894e-06	1.02051765552894e-06	0.00402509601991531	2.06724849821136e-06	1.07603950157274e-06	7.39256934121738e-09	2.3264123253191e-06	3.95122571523667e-09	4.31325487085945e-07	2.3264123253191e-06	4.65719112444299e-07	0.00402509601991531	2.07939845945156e-07	3.97369325875926e-09
"Dracaena_reflexa"	0.0016611459977144	0.000707306560611152	0.00165870807614194	0.0008845002631066	0.000215563799609535	9.62483150227224e-05	5.1984961486289e-05	1.0023829785338	0.000341377690294198	3.92864041034628e-05	0.00079974866461775	0.000559413040275355	0.000170034889464203	0.000349031198246878	1.33277869943362e-05	2.59150710455924e-05	5.2088268561368e-05	2.97092328745032e-07	3.34046521693365e-05	4.59585399813162e-05	1.26902954334998e-05	0.0336009269932946	4.29275747193829e-05	6.29028280383683e-05	0.00961507809247981	0.00482231226472992	0.00482549149439362	3.00898912867612e-05	7.36996992578242e-06	1.90361145237828e-05	0.00481960803676694	1.31787560364639e-05	0.00957336141922592	1.34655341007126e-05	1.22766859368083e-05	0.0047871009363358	3.69770318090746e-06	1.27780461362646e-05	1.1157978601046e-05	1.03087973075628e-05	6.06262766238131e-06	3.30609536760787e-06	8.43748903093295e-06	1.01380808225985e-05	0.00955316912966992	0.00477755339759045	2.6044134280684e-06	0.00477642528962554	3.48612163946446e-06	3.3062887630968e-06	0.00477791405406802	6.62733147586485e-06	3.23938388069905e-07	1.01043794373022e-06	1.01043794373022e-06	2.07939845945156e-07	3.02203108488176e-07	1.96555614023689e-06	6.66457220514792e-06	3.17301089315344e-06	1.82543516232351e-06	1.33277869943362e-07	3.17301089315344e-06	2.47568369573425e-06	2.07939845945156e-07	0.00477325227873239	2.27585126862799e-06
"Bertiera_zaluzania"	0.00230035349665743	0.000432325967493916	0.00104576412253701	0.000382884545411983	0.000657588240191396	0.001227441160901	9.93423314689814e-07	0.000477928766411877	1.00259993296569	2.99624700154935e-05	7.57340474750662e-05	0.000224624214190742	0.000164209892122288	6.10476630923239e-07	2.90972379599652e-05	0.000115090386372324	3.01485878803013e-07	0.00033562354601099	2.7717532099327e-07	2.12982906368706e-07	5.34975211753994e-08	0.00016108023904524	0.0134774364441174	6.34531307386183e-05	0.0669161763952639	2.03290580466518e-05	3.65281966960797e-05	4.79205686936288e-05	4.16485270193859e-06	2.01080341119575e-05	1.05526533579387e-05	2.73942776141611e-05	0.00669649968714962	2.64624637609434e-05	1.05920942219967e-05	1.39728398346572e-05	3.30768747297219e-06	1.76950268973649e-05	7.27541946412839e-06	5.44894895010042e-06	3.70565114994785e-06	0.00670699206469696	5.30013444679882e-06	9.45545140760302e-06	5.18281959954819e-06	6.36455422790166e-06	1.50742939401507e-08	2.28140105618183e-06	2.17845049892715e-06	2.965221671535e-07	4.1477197202175e-06	2.72272299694948e-06	1.43862982965405e-06	6.17608524991308e-07	6.17608524991308e-07	3.97369325875926e-09	2.30480538580719e-07	8.50854545359961e-07	6.31117062292219e-07	5.54978755384764e-09	2.52786098533784e-06	2.90972379599653e-07	5.54978755384763e-09	1.56084197393584e-06	3.97369325875926e-09	2.27585126862799e-06	0.00668399955310457
"Coffea_mauritiana"	6.99673032429695e-06	0.00100869676570762	0.000370809641780605	0.00126168048272558	0.00269417415651017	0.000331847482233132	0.00051681212455284	6.34626527825169e-05	3.45720807871078e-05	1.00204700330158	7.43141515402141e-07	0.000809241442069781	6.25212587661484e-05	0.000367484261235323	7.85077276439366e-05	0.000323331845366777	2.0423666601793e-07	5.15811198228362e-07	1.92749949477777e-07	6.1158342661288e-05	6.1053864950284e-05	0.000105522488114002	0.00778567562187844	0.0618970855070803	4.42558822168836e-05	0.0232004686811079	2.56718206378084e-05	5.367660637604e-06	3.25717589423241e-05	1.15740953245111e-05	1.96726512705262e-06	4.30518031659449e-05	2.6679584465377e-05	2.42416016130268e-06	7.94450146264332e-06	9.28991969712319e-06	8.24837252094379e-06	5.38210024945919e-08	1.14152300669066e-05	1.22898556411952e-05	8.64597227749393e-06	1.70586333137826e-06	3.10133705919697e-06	6.76674482784109e-06	6.10599062938036e-07	8.63339049668478e-07	1.02118333008965e-08	3.64296911971839e-06	1.99444260612054e-06	4.12584328766958e-06	7.04588179240302e-06	9.54741308997169e-06	4.04164806708472e-06	1.44099537958232e-06	1.44099537958232e-06	2.06724849821136e-06	0.00770805387155064	2.80373440605685e-06	6.19284596168451e-09	3.34076601123022e-06	7.68871464208456e-09	7.85077276439367e-07	3.34076601123021e-06	5.53447226538217e-07	2.06724849821136e-06	3.02203108488176e-07	2.30480538580719e-07
