"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Cordemoya_integrifolia"	0.00112462244021175	7.15032201342334e-06	2.81585485573986e-06	1.70211750217394e-06	2.44607319293976e-06	0.00224183768976657	2.0534235298405e-06	0.00280223438071286	1.12849465815695e-06	0.000562142091636414	1.00279215169381	0.000560725519123467	0.000150065780572321	4.92920169546109e-05	2.10738357412012e-05	5.96318012037035e-06	0.100517460977044	1.166227489109e-05	3.03085979463529e-06	0.000121458410089121	8.66317221374737e-06	8.65094184778267e-06	5.45995472610968e-08	5.78440642793712e-06	5.76729456518845e-06	3.12630432839834e-05	9.3900652194699e-06	3.81422216116806e-08	2.10303588630098e-08	1.72449053058967e-05	1.72449053058967e-05	2.10303588630098e-08	2.88364728259422e-06	2.88364728259422e-06	2.88364728259422e-06	1.22303659646988e-08	2.10303588630098e-08	1.72449053058967e-05	2.10303588630098e-08
"Erythroxylum_macrocarpum"	0.0012692519643588	0.00209476260276902	0.000741596826787326	1.58532770066288e-06	3.86164208313552e-06	0.00218714995577569	0.000247628578980793	0.000826770659777554	1.93908005890108e-06	0.000387081908089625	0.000700906898904334	1.00163847465572	0.0503078140759698	6.68335550685539e-05	1.96278667701118e-05	5.80983289047711e-05	0.025232648360556	2.86802851146874e-05	4.63819575674314e-05	3.95221915259293e-05	9.78278485932951e-06	9.76347664891383e-06	1.23436782914526e-05	8.57255592411584e-06	6.50898443260923e-06	0.0250577860968222	1.26124316135595e-05	8.22463797023901e-06	6.1610664787324e-06	1.68242304290438e-05	1.68242304290438e-05	6.16106647873241e-06	3.25449221630461e-06	3.25449221630461e-06	3.25449221630461e-06	1.93082104156776e-08	6.16106647873241e-06	1.68242304290438e-05	6.16106647873241e-06
"Musca_domestica"	0.0197045193035266	0.0417828536764617	0.0147907215662732	2.31251393423158e-05	5.1525909855109e-05	0.00738782897731438	0.00492437100899128	0.00248051178530306	2.41974450270107e-05	0.00491406607101268	1.83007049478441e-05	0.00490807942204583	1.0035657553645	0.00069981478888933	0.0002863112490001	0.00112996857807321	0.000658825378122386	0.000513732388463211	0.000910759631221263	0.000181121572595667	0.000151830854961019	0.000151573225411743	0.000246050352714781	0.000142085242016089	0.000101048816941162	0.000179531439222795	0.000204791847290785	0.000163927171182167	0.00012289074610724	5.68294536716491e-05	5.68294536716491e-05	0.00012289074610724	5.0524408470581e-05	5.0524408470581e-05	5.0524408470581e-05	2.57629549275545e-07	0.00012289074610724	5.68294536716491e-05	0.00012289074610724
"Apis_mellifera"	0.014498162609328	8.24298874970658e-05	2.79039759404876e-05	1.21162656218471e-05	0.0345680974129139	0.00577534863407514	0.0230151052341708	9.07825213615207e-06	0.023001168254043	6.0106470875583e-06	7.04171670780155e-06	7.6381205792633e-06	0.000819783038413215	1.00592769988002	0.000150010907699059	7.62906979950894e-05	0.000253501801480856	0.00118634822939851	3.8871861840411e-05	4.63307536905388e-07	0.000284364814828631	0.000111524327764061	0.000256053417847193	0.000266142095460797	7.43495518427076e-05	4.46167117381365e-05	3.4261829703891e-07	0.000192034984463669	2.42440845579605e-07	4.44257587236549e-05	4.44257587236549e-05	2.42440845579605e-07	3.71747759213538e-05	3.71747759213538e-05	3.71747759213538e-05	0.00017284048706457	2.42440845579605e-07	4.44257587236549e-05	2.42440845579605e-07
"Technomyrmex_albipes"	0.0155793150076142	2.80338832313482e-05	1.50367558269635e-05	0.0814451943012379	1.73399010946591e-05	7.72422053754328e-06	9.49195949893205e-06	1.03682381679227e-05	4.62292927277037e-06	0.00388590148108856	4.05266071946176e-06	3.01967181078643e-06	0.000451490815730927	0.000201937760364118	1.00836907230104	8.09399583039328e-05	0.000145895785900623	0.000160538325659506	4.05241297421599e-05	6.51797542115263e-05	0.000119927584179428	0.000119840884673955	2.16271076287078e-07	7.99730227784612e-05	7.98939231159702e-05	1.34908876327686e-07	6.48474772825486e-05	1.6155226023036e-07	8.24525977392593e-08	5.94170810580252e-08	5.94170810580252e-08	8.24525977392593e-08	3.99469615579851e-05	3.99469615579851e-05	3.99469615579851e-05	8.66995054732957e-08	8.24525977392593e-08	5.94170810580252e-08	8.24525977392593e-08
"Brachymyrmex_sp1_M_PL_082"	0.0112852398583208	0.000117494230476552	0.0894889561234531	9.44299513545883e-06	3.06495531017835e-05	2.10785234902122e-05	1.79047173369779e-05	7.9774037268251e-06	3.41500058811044e-06	1.33754257922337e-05	1.6564389223251e-06	1.29107397566158e-05	0.00257381731672231	0.00014834302387934	0.000116913273105681	1.00628319171176	5.96318012037035e-05	0.000506439096882256	3.13555113199853e-05	5.42019912276898e-07	8.69627851372071e-05	8.68095373716982e-05	7.29086983194013e-07	5.80222308922736e-05	5.78730249144655e-05	4.84910982301643e-07	5.68495029311399e-07	4.94777243915653e-07	3.45571266107504e-07	1.62142488386248e-07	1.62142488386248e-07	3.45571266107504e-07	2.89365124572327e-05	2.89365124572327e-05	2.89365124572327e-05	1.53247765508917e-07	3.45571266107504e-07	1.62142488386248e-07	3.45571266107504e-07
"Chaetocnema_sp1_M_PL_082"	0.0112462244021175	7.15032201342334e-05	2.81585485573986e-05	1.70211750217394e-05	2.44607319293975e-05	0.0224183768976657	2.0534235298405e-05	0.0280223438071286	1.12849465815695e-05	0.00562142091636414	0.0279215169380677	0.00560725519123467	0.00150065780572321	0.000492920169546108	0.000210738357412012	5.96318012037035e-05	1.00517460977044	0.0001166227489109	3.03085979463529e-05	0.00121458410089121	8.66317221374737e-05	8.65094184778267e-05	5.45995472610968e-07	5.78440642793712e-05	5.76729456518845e-05	0.000312630432839834	9.3900652194699e-05	3.81422216116806e-07	2.10303588630098e-07	0.000172449053058967	0.000172449053058967	2.10303588630098e-07	2.88364728259422e-05	2.88364728259422e-05	2.88364728259422e-05	1.22303659646988e-07	2.10303588630098e-07	0.000172449053058967	2.10303588630098e-07
"Eristalinus_flaveolus"	0.0310320688219087	0.015544050451652	0.0077924654126119	2.59331141449972e-05	0.0463830084804945	3.37972898888237e-05	8.85616381521404e-05	8.48087361881908e-06	7.60820764626361e-05	1.23426577115795e-05	4.48549034272691e-06	8.82470311221152e-06	0.0016202329174609	0.00319401446376523	0.000321076651319012	0.000701223364913894	0.000161477652338169	1.00183508375865	0.000399593975357911	5.44945906612422e-07	0.000470623264109462	0.00023870822170699	9.2280947297211e-05	0.000159876828122594	0.000159138814471327	4.8059673079624e-07	4.5923506407895e-05	4.64558090973031e-05	4.57177954460353e-05	2.59979152990952e-07	2.59979152990952e-07	4.57177954460353e-05	7.95694072356633e-05	7.95694072356633e-05	7.95694072356633e-05	0.000231915042402473	4.57177954460353e-05	2.59979152990952e-07	4.57177954460353e-05
"Chrysomya_megacephala"	0.0126778055576939	0.0880289914929275	7.95729992975657e-05	1.0637584057317e-05	3.82622808837831e-05	3.67686939752305e-05	4.17977893818079e-05	1.33704392319014e-05	2.11556081617121e-05	3.66532983348447e-05	1.89428737164706e-06	2.31909787837157e-05	0.00466764311000897	0.000170064395551798	0.00013170342166202	7.05499004699669e-05	6.81943453792941e-05	0.000649340209956605	1.0018448687833	1.1457058748568e-06	9.77128926174493e-05	9.75215812130304e-05	0.000518052659330129	6.53627023868686e-05	6.50143874753536e-05	8.62610577094667e-07	0.000259519686814191	0.000259257113420125	0.00025890879850861	2.82836107501773e-07	2.82836107501774e-07	0.00025890879850861	3.25071937376768e-05	3.25071937376768e-05	3.25071937376768e-05	1.91311404418916e-07	0.000258908798508611	2.82836107501773e-07	0.000258908798508611
"Dysauxes_florida"	8.31628737018276e-05	7.86804327293031e-05	2.19189340015409e-05	2.7375496768841e-05	1.92700615862972e-07	0.000108383879673005	7.34988272267404e-06	0.0804092178763191	8.95899231871695e-08	0.0201206531803359	0.000121458410089121	3.16177532207434e-05	0.00148519689528447	3.24315275833771e-06	0.000338934721899937	1.95127168419683e-06	0.00437250276320836	1.4168593571923e-06	1.83312939977088e-06	1.00355171293473	6.40677916170297e-07	6.39714413090982e-07	4.63821518469222e-07	4.87725298082938e-07	4.26476275393988e-07	1.62416598184939e-06	0.000335575632709704	2.92662060128077e-07	2.31413037439127e-07	8.33722151330807e-07	8.33722151330808e-07	2.31413037439127e-07	2.13238137696994e-07	2.13238137696994e-07	2.13238137696994e-07	9.63503079314863e-10	2.31413037439127e-07	8.33722151330807e-07	2.31413037439127e-07
"Villa_unifasciata"	0.0753694308684491	0.00010544052266478	6.93253239017722e-05	6.29619816942e-05	0.0251861383918808	3.43734995957025e-05	7.74174371784603e-05	1.46888044328267e-05	5.69147171028663e-05	1.27977130739881e-05	1.08289652671842e-05	9.78278485932951e-06	0.00155626626335044	0.00248819212975052	0.000779529297166285	0.000391332533117432	0.000389842749618632	0.00152952560835575	0.000195425785234899	8.00847395212871e-07	1.00070569554479	0.000579764852834224	1.25262411420376e-06	0.000387155047199303	0.000386509901889483	5.08981156834796e-07	5.23414402207979e-07	9.55264494128678e-07	3.10119184308176e-07	2.64411535351558e-07	2.64411535351558e-07	3.10119184308177e-07	0.000193254950944741	0.000193254950944741	0.000193254950944741	0.000125930691959404	3.10119184308177e-07	2.64411535351558e-07	3.10119184308177e-07
"Panara_naso"	0.100419948212274	0.000124853012730539	8.45700057374873e-05	8.38886192717687e-05	0.000111732736909952	3.42353113088889e-05	5.70684971823958e-05	1.9555972515108e-05	2.97753296198306e-05	1.70371072728389e-05	1.44182364129711e-05	1.30179688652184e-05	0.00207150074729382	0.00130111715724738	0.00103862100050761	0.000520857224230189	0.00051905651086696	0.00103440229406362	0.000260057549901414	1.06619068848497e-06	0.000773019803778966	1.00077246114009	1.06526648242612e-06	0.00051544966420613	0.000514974093396277	5.88797770160376e-07	6.51166531205762e-07	8.42785553178412e-07	3.67214743325113e-07	2.63348548529915e-07	2.63348548529915e-07	3.67214743325113e-07	0.000257487046698138	0.000257487046698139	0.000257487046698139	5.58663684549759e-07	3.67214743325113e-07	2.63348548529915e-07	3.67214743325113e-07
"Paragus_borbonicus"	0.000138484642715396	0.0670829067987584	5.26749485105666e-05	1.51389753400955e-07	0.000120979800635777	4.18813929177753e-05	9.46387956006609e-05	8.35452053839042e-06	0.0334271481811485	2.63313025547852e-05	9.09992454351614e-08	1.64582377219368e-05	0.00336268815376867	0.00298728987488392	1.87434932782134e-06	4.37452189916408e-06	3.27597283566581e-06	0.000399884104954581	0.00138147375821368	7.7303586411537e-07	1.67016548560501e-06	1.06526648242612e-06	1.00076601809168	1.49883428495625e-06	7.10177654950748e-07	7.33620503954384e-07	0.000197741522097751	0.000198091323685177	0.000197302667055172	3.22164560905963e-07	3.22164560905963e-07	0.000197302667055172	3.55088827475374e-07	3.55088827475374e-07	3.55088827475374e-07	6.04899003178887e-07	0.000197302667055172	3.22164560905963e-07	0.000197302667055172
"Stomorhina_lunata"	0.0670084563467969	0.000120650698199924	6.46914658165169e-05	5.59811159449228e-05	0.000151413078588109	3.97852742627232e-05	0.0334484771971541	1.44418821535092e-05	7.10211865990445e-05	1.41120126398716e-05	9.6406773798952e-06	1.14300745654878e-05	0.00194183164088655	0.0031049911137093	0.000693099530746664	0.000348133385353642	0.000347064385676227	0.000692799588531242	0.000174300539698316	8.12875496804897e-07	0.000516206729599071	0.000515449664206131	1.49883428495625e-06	1.00062237041945	0.000343633109470754	5.91792435388912e-07	5.90055205370185e-07	0.000279092164970989	3.54854994705658e-07	3.06040571251717e-07	3.06040571251717e-07	3.54854994705658e-07	0.000171816554735377	0.000171816554735377	0.000171816554735377	7.57065392940543e-07	3.54854994705658e-07	3.06040571251717e-07	3.54854994705658e-07
"Melanostoma_annulipes"	0.100419948212274	0.000124853012730538	8.45700057374873e-05	8.38886192717686e-05	0.000111732736909952	3.4235311308889e-05	5.70684971823958e-05	1.9555972515108e-05	2.97753296198306e-05	1.70371072728389e-05	1.44182364129711e-05	1.30179688652184e-05	0.00207150074729382	0.00130111715724738	0.00103862100050761	0.000520857224230189	0.000519056510866961	0.00103440229406362	0.000260057549901415	1.06619068848497e-06	0.000773019803778965	0.000772461140094416	1.06526648242612e-06	0.00051544966420613	1.0005149740934	5.88797770160376e-07	6.51166531205762e-07	8.42785553178411e-07	3.67214743325113e-07	2.63348548529915e-07	2.63348548529915e-07	3.67214743325113e-07	0.000257487046698139	0.000257487046698139	0.000257487046698139	5.58663684549758e-07	3.67214743325113e-07	2.63348548529915e-07	3.67214743325113e-07
"Nacoleia_sp1_M_PL_082"	0.000114815565181273	0.000153293537703069	5.42713903892196e-05	1.4165432014407e-07	2.69531316858054e-05	0.0502919633787331	3.58669059507589e-05	8.74590133674681e-05	1.78833657204523e-05	3.37232651954855e-05	7.81576082099585e-05	0.0501155721936443	0.00368039450406729	0.000780792455417388	1.75381539225992e-06	4.36419884071479e-06	0.00281367389555851	3.12387875017556e-06	3.45044230837867e-06	4.06041495462348e-06	1.01796231366959e-06	8.83196655240565e-07	1.10043075593158e-06	8.87688653083367e-07	5.88797770160376e-07	1.0016397505616	1.01291776611026e-06	7.49754229108488e-07	4.50863346185497e-07	0.000386861256759485	0.000386861256759485	4.50863346185497e-07	2.94398885080188e-07	2.94398885080188e-07	2.94398885080188e-07	1.34765658429027e-07	4.50863346185497e-07	0.000386861256759486	4.50863346185497e-07
"Phorinia_sp1_M_PL_082"	0.000126977473585124	0.0504051536795707	6.41885255310793e-05	6.8089851146676e-05	1.4015801521463e-05	4.96985041061966e-05	2.80699532219419e-05	0.000100829881955155	1.00241234237031e-05	0.0500943531897632	2.34751630486747e-05	2.5224863227119e-05	0.00419823286946109	5.99582019818093e-06	0.000843017204673132	5.11645526380259e-06	0.000845105869752291	0.000298502791651317	0.00103807874725676	0.000838939081774259	1.04682880441596e-06	9.76749796808643e-07	0.000296612283146627	8.85082808055278e-07	6.51166531205762e-07	1.01291776611026e-06	1.00098315633849	0.000148484368275587	0.000148250451998737	3.82296185432282e-07	3.82296185432282e-07	0.000148250451998737	3.25583265602881e-07	3.25583265602881e-07	3.25583265602881e-07	7.00790076073149e-08	0.000148250451998737	3.82296185432282e-07	0.000148250451998737
"Sarcophaga_arno"	0.00016434318286979	0.0503494858153329	5.1896763604648e-05	1.69629873241878e-07	0.000129270131697948	4.40079029775498e-05	0.0501354554283967	8.3502465251632e-06	8.67185599697267e-05	2.38587173588199e-05	9.53555540292016e-08	1.6449275940478e-05	0.00336050700923444	0.00336061222811422	2.10017938299468e-06	4.45299519524088e-06	3.43279994505126e-06	0.000301962759132471	0.0010370284536805	7.31655150320193e-07	1.91052898825736e-06	1.26417832976762e-06	0.000297136985527766	0.000418638247456484	8.42785553178412e-07	7.49754229108488e-07	0.000148484368275587	1.00056588218489	0.000148086722986273	3.38522330596537e-07	3.38522330596537e-07	0.000148086722986273	4.21392776589206e-07	4.21392776589206e-07	4.21392776589206e-07	6.46350658489741e-07	0.000148086722986273	3.38522330596537e-07	0.000148086722986273
"Allograpta_nasuta"	0.000143213749896794	0.100586725561527	7.88591412347197e-05	1.73150455252444e-07	2.77665014514733e-05	3.7130605784708e-05	3.96162596960096e-05	1.24867916200147e-05	1.99242193819808e-05	3.94556113437027e-05	1.05151794315049e-07	2.46442659149296e-05	0.00503852059039685	8.48542959528618e-06	2.14376754122074e-06	6.22028278993507e-06	3.78546459534177e-06	0.00059433134079846	0.00207127038806888	1.15706518719563e-06	1.24047673723271e-06	1.10164422997534e-06	0.000591908001165515	1.06456498411697e-06	7.34429486650227e-07	9.01726692370994e-07	0.000296500903997475	0.000296173445972546	1.00029584331047	2.85620044497753e-07	2.85620044497753e-07	0.00029584331047508	3.67214743325113e-07	3.67214743325113e-07	3.67214743325113e-07	1.38832507257366e-07	0.00029584331047508	2.85620044497753e-07	0.00029584331047508
"Episyrphus_sp1_M_PL_082"	0.000102705933926667	9.71108151292361e-05	3.43830980997066e-05	1.24775870221853e-07	5.35200991632972e-05	0.100365211761889	4.69709540034386e-05	9.22409607571806e-05	3.55728234350145e-05	2.87383395820086e-05	8.62245265294834e-05	6.7296921716175e-05	0.00233000760053761	0.00155490155532792	1.54484410750866e-06	2.91856479095246e-06	0.0031040829550614	3.37972898888237e-06	2.26268886001419e-06	4.16861075665404e-06	1.05764614140623e-06	7.90045645589745e-07	9.6649368271789e-07	9.18121713755152e-07	5.2669709705983e-07	0.000773722513518971	7.64592370864563e-07	6.77044661193075e-07	2.85620044497753e-07	1.00077204009048	0.000772040090476067	2.85620044497753e-07	2.63348548529915e-07	2.63348548529915e-07	2.63348548529915e-07	2.67600495816486e-07	2.85620044497753e-07	0.000772040090476066	2.85620044497753e-07
"Hippotion_eson"	0.000102705933926667	9.71108151292361e-05	3.43830980997066e-05	1.24775870221853e-07	5.35200991632972e-05	0.100365211761889	4.69709540034386e-05	9.22409607571806e-05	3.55728234350145e-05	2.87383395820086e-05	8.62245265294834e-05	6.7296921716175e-05	0.00233000760053761	0.00155490155532792	1.54484410750866e-06	2.91856479095246e-06	0.0031040829550614	3.37972898888237e-06	2.26268886001419e-06	4.16861075665404e-06	1.05764614140623e-06	7.90045645589745e-07	9.6649368271789e-07	9.18121713755151e-07	5.2669709705983e-07	0.000773722513518971	7.64592370864563e-07	6.77044661193074e-07	2.85620044497753e-07	0.000772040090476066	1.00077204009048	2.85620044497753e-07	2.63348548529915e-07	2.63348548529915e-07	2.63348548529915e-07	2.67600495816486e-07	2.85620044497753e-07	0.000772040090476066	2.85620044497753e-07
