"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Aphloia_theiformis"	1.00419948212274	0.00124853012730538	0.000845700057374873	0.000838886192717686	0.00111732736909952	0.000342353113088889	0.000570684971823958	0.00019555972515108	0.000297753296198306	0.000170371072728389	0.000144182364129711	0.000130179688652185	0.0207150074729382	0.0130111715724738	0.0103862100050761	0.00520857224230189	0.0051905651086696	0.0103440229406362	0.00260057549901414	1.06619068848497e-05	0.00773019803778965	0.00772461140094415	1.06526648242612e-05	0.0051544966420613	0.00514974093396277	5.88797770160376e-06	6.51166531205762e-06	8.42785553178411e-06	3.67214743325113e-06	2.63348548529915e-06	2.63348548529915e-06	3.67214743325113e-06	0.00257487046698138	0.00257487046698139	0.00257487046698139	5.58663684549758e-06	3.67214743325113e-06	2.63348548529915e-06	3.67214743325113e-06
"Stillingia_lineata"	0.00143213749896794	1.00586725561527	0.000788591412347198	1.73150455252445e-06	0.000277665014514733	0.000371306057847079	0.000396162596960096	0.000124867916200147	0.000199242193819808	0.000394556113437027	1.05151794315049e-06	0.000246442659149296	0.0503852059039685	8.48542959528619e-05	2.14376754122074e-05	6.22028278993508e-05	3.78546459534176e-05	0.00594331340798459	0.0207127038806888	1.15706518719563e-05	1.24047673723271e-05	1.10164422997534e-05	0.00591908001165515	1.06456498411697e-05	7.34429486650227e-06	9.01726692370994e-06	0.00296500903997475	0.00296173445972546	0.0029584331047508	2.85620044497753e-06	2.85620044497753e-06	0.0029584331047508	3.67214743325113e-06	3.67214743325113e-06	3.67214743325113e-06	1.38832507257366e-06	0.0029584331047508	2.85620044497753e-06	0.0029584331047508
"Syzygium_coriaceum"	0.00143401314076609	0.00116574382694803	1.00664504388168	1.37292118420101e-06	0.000205141551257625	0.000194339250128776	0.000130092448563006	6.53008262828973e-05	1.19959459145421e-06	0.00012917715607158	6.12142359943447e-07	0.000128973361180405	0.0263660688790088	4.24625720833507e-05	1.69980718043935e-05	0.0700348352270503	2.20371249579641e-05	0.00440443697234586	2.76775649730663e-05	4.76498565250889e-06	1.20565780698734e-05	1.10308703135853e-05	6.87064545789999e-06	8.43801728041526e-06	7.35391354239021e-06	4.71925133819301e-06	5.58161091574603e-06	4.51276205257808e-06	3.42865831455303e-06	1.49491730868289e-06	1.49491730868289e-06	3.42865831455303e-06	3.6769567711951e-06	3.6769567711951e-06	3.6769567711951e-06	1.02570775628812e-06	3.42865831455303e-06	1.49491730868289e-06	3.42865831455303e-06
"Molinaea_macrantha"	0.00155793150076142	2.80338832313482e-06	1.50367558269635e-06	1.00814451943012	1.73399010946591e-06	7.72422053754328e-07	9.49195949893205e-07	1.03682381679227e-06	4.62292927277037e-07	0.000388590148108856	4.05266071946176e-07	3.01967181078643e-07	4.51490815730928e-05	2.01937760364118e-05	0.100836907230104	8.09399583039329e-06	1.45895785900623e-05	1.60538325659506e-05	4.05241297421599e-06	6.51797542115263e-06	1.19927584179428e-05	1.19840884673955e-05	2.16271076287078e-08	7.99730227784612e-06	7.98939231159702e-06	1.34908876327686e-08	6.48474772825486e-06	1.6155226023036e-08	8.24525977392593e-09	5.94170810580252e-09	5.94170810580252e-09	8.24525977392593e-09	3.99469615579851e-06	3.99469615579851e-06	3.99469615579851e-06	8.66995054732958e-09	8.24525977392593e-09	5.94170810580252e-09	8.24525977392593e-09
"Casearia_coriacea"	0.00217878836974406	0.000472030524675046	0.000235912783946268	1.82068961493921e-06	1.00409355356793	0.000347880644561432	0.00138464257166654	8.73001859827744e-07	0.00138332879551973	7.95304774358003e-07	6.11518298234939e-07	7.72328416627105e-07	0.000105628115202973	0.0604941704725994	2.25418714230569e-05	2.75845977916051e-05	2.20146587364578e-05	0.0301489555123214	1.53049123535132e-05	4.81751539657432e-08	0.00503722767837616	1.67599105364927e-05	1.81469700953666e-05	2.27119617882163e-05	1.11732736909952e-05	2.69531316858054e-06	1.4015801521463e-06	1.29270131697948e-05	1.38832507257366e-06	2.67600495816486e-06	2.67600495816486e-06	1.38832507257366e-06	5.58663684549758e-06	5.58663684549758e-06	5.58663684549758e-06	0.00502046776783967	1.38832507257366e-06	2.67600495816486e-06	1.38832507257366e-06
"Gaertnera_sp1_M_PL_082"	0.00102705933926667	0.000971108151292361	0.000343830980997066	1.24775870221853e-06	0.000535200991632972	1.00365211761889	0.000469709540034385	0.000922409607571806	0.000355728234350145	0.000287383395820086	0.000862245265294834	0.00067296921716175	0.0233000760053762	0.0155490155532792	1.54484410750866e-05	2.91856479095246e-05	0.031040829550614	3.37972898888237e-05	2.26268886001419e-05	4.16861075665404e-05	1.05764614140623e-05	7.90045645589745e-06	9.66493682717889e-06	9.18121713755151e-06	5.2669709705983e-06	0.00773722513518971	7.64592370864564e-06	6.77044661193074e-06	2.85620044497753e-06	0.00772040090476066	0.00772040090476066	2.85620044497753e-06	2.63348548529915e-06	2.63348548529915e-06	2.63348548529915e-06	2.67600495816486e-06	2.85620044497753e-06	0.00772040090476066	2.85620044497753e-06
"Syzygium_petrinese"	0.00185472615842786	0.00112246069138694	0.000249343859745762	1.66109291231311e-06	0.00230773761944423	0.000508852001703918	1.00231294597097	4.21370143031167e-05	0.00153512900557472	8.2618233739371e-05	8.55593137433541e-07	8.25428596602645e-05	0.0168249342807202	0.0671273902663315	2.05659122476861e-05	2.68570760054668e-05	3.08013529476075e-05	9.59417746648188e-05	2.78651929212053e-05	3.06245113444752e-06	2.58058123928201e-05	1.4267124295599e-05	2.36596989001652e-05	0.00836211929928852	9.51141619706598e-06	5.97781765845983e-06	4.67832553699032e-06	0.00835590923806611	3.30135497466747e-06	3.91424616695321e-06	3.91424616695321e-06	3.30135497466747e-06	4.75570809853299e-06	4.75570809853299e-06	4.75570809853299e-06	1.15386880972211e-05	3.30135497466747e-06	3.91424616695321e-06	3.30135497466747e-06
"Croton_grangeroides"	0.000762682928089213	0.000424550915080501	0.000150191900450664	2.17733001526377e-06	1.74600371965549e-06	0.00119913248984335	5.056441716374e-05	1.00464229102326	8.09805376276069e-07	0.00113503783374177	0.00140111719035643	0.000330708263911022	0.0101700983197425	3.17738824765322e-05	2.69574192365991e-05	1.43593267082852e-05	0.0504402188528314	1.10251357044648e-05	1.06963513855211e-05	0.0402046089381595	5.87552177313068e-06	5.86679175453241e-06	2.50635616151712e-06	4.33256464605277e-06	3.91119450302161e-06	1.74918026734936e-05	2.01659763910309e-05	1.67004930503264e-06	1.24867916200147e-06	9.22409607571807e-06	9.22409607571807e-06	1.24867916200147e-06	1.9555972515108e-06	1.9555972515108e-06	1.9555972515108e-06	8.73001859827744e-09	1.24867916200147e-06	9.22409607571807e-06	1.24867916200147e-06
"Labourdonnaisia_callophylloides"	0.00129026428352599	0.000752692732208166	3.06563062260519e-06	1.07868349697975e-06	0.00307406399004386	0.000513829671839098	0.00204683867409963	8.99783751417855e-07	1.00241596104682	8.26849769502795e-07	6.26941476753862e-07	8.61813359511592e-07	0.000110232805123049	0.0894489876546118	1.33551290102255e-05	6.83000117622088e-06	2.2569893163139e-05	0.000109896332668252	1.88049850326329e-05	4.97721795484275e-08	2.52954298234961e-05	9.92510987327686e-06	0.0111423827270495	2.36737288663482e-05	6.61673991551791e-06	3.97408127121163e-06	2.22758298304514e-06	1.92707911043837e-05	2.21380215355343e-06	3.95253593722384e-06	3.95253593722384e-06	2.21380215355343e-06	3.30836995775895e-06	3.30836995775895e-06	3.30836995775895e-06	1.53703199502193e-05	2.21380215355343e-06	3.95253593722384e-06	2.21380215355343e-06
"Phyllanthus_phillyreifolius"	0.00110741197273453	0.00223581797614315	0.00049517909827439	0.001360065518381	2.65101591452668e-06	0.000622664024276853	0.000165236467478742	0.00189172972290295	1.24027465425419e-06	1.00149250768183	0.000468451743030344	0.000258054605393083	0.0335794514852533	3.50621080107568e-05	0.0168389064180504	4.0126277376701e-05	0.0168642627490924	2.67424250417556e-05	4.88710644464596e-05	0.0167672109836132	8.53180871599209e-06	8.51855363641946e-06	1.31656512773926e-05	7.05600631993582e-06	5.67903575761298e-06	1.12410883984952e-05	0.0166981177299211	7.95290578627329e-06	6.57593522395044e-06	4.7897232636681e-06	4.78972326366811e-06	6.57593522395044e-06	2.83951787880649e-06	2.83951787880649e-06	2.83951787880649e-06	1.32550795726334e-08	6.57593522395044e-06	4.7897232636681e-06	6.57593522395044e-06
