"Nephrosperma_vanhoutteanum"	"Pittosporum_senacia"	"Chrysobalanus_icaco"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Northea_hornei"	"Phoenicophorium_borsigianum"	"Ixora_pudica"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp3_M_PL_123"	"Nectarinia_dussumieri"	"Ornidia_obesa"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_123"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_123"	"Rhynchium_brunneum"	"Unidentified_sp5_M_PL_123"	"Polistes_olivaceus"	"Tricimba_seychellensis"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_123"	"Lampides_boeticus"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_123"	"Unidentified_sp1_M_PL_123"	"Unidentified_sp4_M_PL_123"
"Nephrosperma_vanhoutteanum"	1.005012257816	0.00112412011971114	0.000808165972628704	0.000828953511728426	0.000659639567397674	0.000733850153129216	0.000356537815459145	0.000577485144953843	0	0.0240224883452738	0.0293012525378066	0.0226938251764904	2.72244421057054e-05	1.84426767443818e-05	1.45818256743863e-05	0.00434400769672198	0.00432957238003518	0.00217435000366895	0.00432548566947422	0.00324558430736887	7.25643502698129e-06	3.10833066395655e-06	0.00216492596563124	2.0722204426377e-06	0.00216131668347527	2.24041489656331e-06	0.00108065834173764	1.03611022131885e-06	1.38780261692733e-06	0.00108065834173764	1.38780261692733e-06	1.38780261692733e-06	0	2.24041489656332e-06	3.60928215596152e-06
"Pittosporum_senacia"	0.00129065643374242	1.00354477712357	0.00247339930712825	0.000778467967551826	0.000885232277561007	0.000608189500341457	0.000351937040193121	0.000168350450925118	0	0.0610460490966893	0.00757458782800091	2.9143854955474e-05	0.00127154315822293	0.0111620468217922	0.00621515474311891	0.00125235995569324	0.00620027205690948	1.27671285445661e-05	8.36670678925429e-06	5.21559816906398e-06	0.00248209627353645	9.51307425818558e-06	3.82779555213665e-06	6.34204950545705e-06	2.77560523385466e-06	2.1039674798698e-06	1.38780261692733e-06	3.17102475272853e-06	0.00123894416928835	1.38780261692733e-06	0.00123894416928835	0.00123894416928835	0	2.1039674798698e-06	1.05219031828199e-06
"Chrysobalanus_icaco"	0.000963582505826531	0.00256853004971011	1.00375269520792	0.000653495164992774	0.000848473254312101	0.000649509535866182	0.000572241463363036	9.24829190149878e-05	0	0.0775069274821502	0.00142644166692057	2.17583146476959e-05	0.00389569842629067	0.00260725510142507	0.00773931866813959	1.27010664287285e-05	1.9999564648918e-05	1.61247852533239e-05	8.72237259217969e-06	3.68634890780023e-06	9.87445580271529e-06	0.00386058728926125	2.65023868648138e-06	0.0025737248595075	2.0722204426377e-06	1.76620314862912e-06	1.03611022131885e-06	0.00128686242975375	3.17102475272852e-06	1.03611022131885e-06	3.17102475272853e-06	3.17102475272853e-06	0	1.76620314862912e-06	5.78018243843674e-07
"Erythroxylum_sechellarum"	0.00208358585380388	0.00170421365869454	0.00137763845593071	1.00220287225742	0.00104414435079278	0.0011917308116889	0.000156274696437672	0.000340550016241436	0	0.0410042509158046	0.0489309823279192	4.70487128278296e-05	2.72439079492183e-05	2.86101392089851e-05	2.17421550768744e-05	2.47788278701173e-05	1.94814969856023e-05	1.34589201099168e-05	1.02118571577546e-05	8.84968229119891e-06	0.00542152075797282	5.29860944588735e-06	6.6092673946356e-06	3.53240629725824e-06	4.48082979312663e-06	0.00270865641150654	2.24041489656331e-06	1.76620314862912e-06	2.1039674798698e-06	2.24041489656331e-06	2.1039674798698e-06	2.1039674798698e-06	0	0.00270865641150654	2.12843760150897e-06
"Dillenia_ferruginea"	0.00180430822847011	0.00210893572007181	0.00194649746577482	0.00113627473468626	1.00112993451331	0.00105485103756326	0.000531065116277466	0.000389143284856918	0	0.0534329362996906	0.0325768833794496	4.07424438686799e-05	0.00592692519148033	0.0059174232530391	3.01154396229853e-05	0.00296702462488843	2.07785872276345e-05	2.02300900976883e-05	1.20089864290159e-05	8.25249465445286e-06	1.1349274284434e-05	7.48652871451854e-06	6.31237827975382e-06	4.99101914301236e-06	3.88023274939808e-06	3.07101279644934e-06	1.94011637469904e-06	2.49550957150618e-06	2.60362434576767e-06	1.94011637469904e-06	2.60362434576767e-06	2.60362434576767e-06	0	3.07101279644934e-06	2.43214553035574e-06
"Paragenipa_wrightii"	0.00213275200753178	0.00153947967273931	0.00158317949367382	0.00137793875101529	0.00112077922741096	1.00128765625829	0.000691189662699512	0.0003680350276504	0	0.0442108507156046	0.0471255072213964	4.81589162991048e-05	0.00630027800119437	2.77575832810375e-05	2.44460233911242e-05	2.58712232091424e-05	1.86760878569505e-05	0.00314973450144101	1.47026442157113e-05	9.1800641084014e-06	1.12495019501897e-05	6.08915189874546e-06	6.8867823798726e-06	4.05943459916364e-06	4.5865634570576e-06	3.72415878652782e-06	2.2932817285288e-06	2.02971729958182e-06	1.90059218856705e-06	2.2932817285288e-06	1.90059218856705e-06	1.90059218856705e-06	0	3.72415878652782e-06	2.300218922815e-06
"Northea_hornei"	0.00132632067350802	0.00114027601022571	0.00178539336569267	0.000231286550727754	0.000722248558137354	0.000884722768255376	1.00375517539243	0.000255586782033107	0	0.0284323524758783	0.000133318648847901	2.99491764985682e-05	0.0401682596996502	2.14961860840764e-05	0.00403579323749429	1.72237006117633e-05	1.27433458512088e-05	0.0200823179864108	0.00803574600818678	5.87587117321666e-06	4.06569389304635e-06	6.86689756035643e-06	4.44971991138008e-06	4.57793170690429e-06	2.85230252367316e-06	6.25098785750687e-07	1.42615126183658e-06	2.28896585345214e-06	1.40774816077249e-06	1.42615126183658e-06	1.40774816077249e-06	1.40774816077249e-06	0	6.25098785750687e-07	1.59741738770692e-06
"Phoenicophorium_borsigianum"	0.00335663240504421	0.00085227415780841	0.000450854230198066	0.00078752191255832	0.00082692948032095	0.0007360700553008	0.000399354346926729	1.00269137351285	0	0.0128183749667706	0.0315380159621444	7.57949252751919e-05	2.82251478332237e-05	1.54900404129367e-05	1.03264784421789e-05	0.0313520268867491	1.9698080215256e-05	0.0062843269546286	1.76319633992599e-05	0.00627764893092321	6.36125583958192e-06	1.73405473153102e-06	0.00627403964876725	1.15603648768735e-06	7.21856431192304e-06	2.12843760150897e-06	3.60928215596152e-06	5.78018243843674e-07	1.05219031828199e-06	3.60928215596152e-06	1.05219031828199e-06	1.05219031828199e-06	0	2.12843760150897e-06	0.00626682108445533
"Ixora_pudica"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Apis_mellifera"	0.0119470129203768	0.0264424062932183	0.0323290927465653	0.00811314055553354	0.00971507932721646	0.00756549317058473	0.00380111664116019	0.00109675935544562	0	1.00566344307095	0.00168207692980411	0.00026977125949238	0.000413464133867654	0.000433847149429885	0.000427114525589425	0.000146877440433865	0.000214609732013124	0.000132211745856852	8.17939349373538e-05	4.53934973275893e-05	0.000109144705895715	0.000124342664409867	3.25472468755713e-05	8.28951096065778e-05	2.56925009040361e-05	2.19274069068474e-05	1.28462504520181e-05	4.14475548032889e-05	3.26449460410103e-05	1.28462504520181e-05	3.26449460410103e-05	3.26449460410103e-05	0	2.19274069068474e-05	6.8547459715351e-06
