"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Microtus_arvalis"	1.00757826269103	0.000912424254917904	0.000353044938545791	0.000155282344199671	0.000593122011150435	2.09661202198366e-05	0.000385519388712425	1.64009835790951e-05	8.59746412926592e-05	1.27273645804442e-08	0.000449341328862797	0.0481822336009106	0.00169448472322188	0.0217337878418296	0.00664826813152623	0.0193186374499457	2.99093067640439e-06	7.06353252808934e-06	7.14179289739568e-06	4.89422971986615e-06	0.00239190540520196	1.10128900781153e-05	3.07015579677577e-06	2.08755705193011e-06	6.99175674266593e-07	0.000551593939429395	3.63942994217979e-07	5.24381755699945e-07
"Apodemus_sylvaticus"	0.000957870673745233	1.0063800696563	6.84390848917222e-05	0.00149442103494721	0.000786846787702941	7.72166780695359e-05	0.00010203833627616	0.000197236912879778	3.35459060004332e-05	3.32503020082463e-06	0.0620073240851812	0.00159630489176809	0.000588240120605837	0.00776059604482965	0.00872658257976909	0.000794707141903902	0.000781382097193788	0.0058013062502751	0.00368140369503442	0.00539820727018703	0.000582164838217977	0.000388408570545618	0.000970905400045323	0.000578989275940826	0.000771172467169576	5.24381755699945e-07	3.50254930065753e-06	0.000578379350377182
"Prometheomys_schaposchnikowi"	0.000738429871462189	0.000136355734020912	1.00892253939294	3.85429329548748e-06	1.82655482411208e-05	7.74132778474608e-07	0.00016792160780998	4.22497248462012e-08	0.000112826478384975	7.92347615329739e-10	9.35452667464218e-06	0.00234958289654826	0.0958919470571935	0.000795368152480317	6.66355989317912e-06	0.00194535480795136	1.86201689602489e-07	8.28821143354839e-07	6.00217037593987e-07	7.31410067545123e-07	1.86524111376422e-06	4.69688379227395e-06	1.95342688646228e-07	2.12975588047029e-06	1.04487152506446e-07	4.04249929632585e-07	9.03349991129877e-09	7.83653643798346e-08
"Apodemus_mystacinus"	0.000664802536104841	0.00609443578314411	7.88925658920093e-06	1.00209989504929	0.000837796616382178	0.000143971877712278	2.22689530731458e-05	0.000219050454377553	4.15409318917953e-06	6.74548114601829e-06	0.0583457257941879	0.00239330152896874	5.64697523144109e-06	0.00243261232818906	0.0102659793153208	2.03891838530901e-05	0.0015851880693143	0.0117783836381155	0.00863993921067546	3.26904601394703e-05	6.69078294813194e-06	2.95098263295799e-06	0.00313981647520559	3.57807826773353e-06	4.67006573421005e-06	3.63942994217979e-07	0.00234867162902178	3.50254930065753e-06
"Microtus_majori"	0.00312529675106191	0.00394936560750899	4.60151311459005e-05	0.00103113429708576	1.00149998254968	2.55029064676201e-05	0.000228103715438042	0.000163220639055346	3.23581567724216e-05	3.03467973606111e-08	0.0263153180932894	0.00401244853695534	1.45995341468712e-05	0.0261089049091997	0.0328094558298188	0.00295738051769499	7.13149737974362e-06	3.47811085354047e-05	0.00387719966370479	2.11843365920022e-05	0.00193564528039175	7.82241860303415e-06	0.0028959474692818	2.85808047227804e-06	3.02633379885746e-06	1.71092887831856e-06	2.41672100879474e-06	2.2697503491431e-06
"Dryomys_nitedula"	0.000133598068377563	0.00046868727851509	2.35840451116683e-06	0.000214283724967112	3.08407241003778e-05	1.00881131348591	1.80368584469582e-05	1.45321099392602e-07	2.26665870167421e-06	0.000419479576382251	4.2069273762903e-05	7.92661131493541e-06	9.28234977778582e-07	0.00235450097531025	8.10535741154609e-06	3.43740366469755e-06	0.098577700449829	5.20474245089564e-06	3.66788530912232e-06	2.51403137900815e-06	6.45599313955493e-07	6.78465499313104e-07	1.20753444255774e-06	3.10572481287807e-07	3.59147339858306e-07	7.31376286738486e-08	5.02227480391668e-07	2.6936050489373e-07
"Cricetulus_migratorius"	0.00449499202158317	0.0011332768411948	0.000936073643536485	6.06473615609078e-05	0.000504740136288433	3.30036133284767e-05	1.00285620669174	3.88283015698388e-07	8.16636850826522e-05	1.78236765377338e-08	8.79672211941636e-05	0.00875730174037565	0.00863416995017495	0.0342607819272435	5.64231225212652e-05	0.021429088358663	4.18856398636743e-06	7.22379656251487e-06	6.59230403727881e-06	6.07887960794145e-06	1.22852648786513e-05	0.0277390101354579	2.73101838295215e-06	2.13610280365234e-06	8.68411372563064e-07	2.46076205561122e-06	1.42142253658378e-07	6.51308529422298e-07
"Sorex_araneus"	0.000561733687584008	0.00643485428270275	6.91839244356545e-07	0.00175240363502042	0.00106093415385975	7.81100909235234e-07	1.14058135861401e-06	1.00028813555139	3.02295988908638e-07	3.29729547845678e-08	0.0692945752059079	4.49229559815016e-05	4.70445008856544e-06	9.31023016972761e-05	0.0188670478798587	1.87855395611534e-05	7.74864437437343e-06	5.75179012628539e-05	0.0125461638125117	3.45164597539611e-05	7.07103002048914e-06	2.49700940602272e-06	1.47003018692196e-05	3.70368840720326e-06	4.93092282199444e-06	3.07518442108034e-07	4.10719601957912e-06	3.69819211649583e-06
"Chionomys_nivalis"	0.00428310031167066	0.00159190572111147	0.0026873215760785	4.83385389286345e-05	0.000305931664030168	1.77211498494529e-05	0.000348926654444059	4.39703256594383e-07	1.00081731189836	1.28832826858905e-08	0.000110223486304155	0.0184143077780063	0.0275613344822082	0.0183231309587017	5.23612753294875e-05	0.0182933998951774	3.02757143118428e-06	9.71535070773354e-06	7.39185871051554e-06	8.53895789101936e-06	1.16638578940974e-05	1.02610883461395e-05	2.55836702796499e-06	0.0181975932864974	1.21985112728848e-06	2.34476294434525e-06	1.13293450613987e-07	9.14888345466361e-07
"Myoxus_glis"	1.74364894752085e-06	0.000433916441207614	5.18987688040979e-08	0.000215855396672585	7.89016731375889e-07	0.00901881089221839	2.09428199318372e-07	1.31891819138271e-07	3.5429027386199e-08	1.00042946605742	3.91926955007647e-05	1.25986142778463e-06	2.5992189985309e-07	2.48707631717494e-05	5.97266272587141e-06	3.73387488628819e-07	0.100924523493222	5.02332808037533e-06	3.43907998802202e-06	2.32752114057724e-06	2.55030998418522e-07	1.72044204915995e-07	1.09245289950695e-06	2.50021429196142e-07	3.32503020082463e-07	9.54552343533314e-10	5.05911085951371e-07	2.49377265061847e-07
