"Fuchsia_regia"	"Justicia_brasiliana"	"Hippeastrum_aulicum"	"Heliconia_farinosa"	"Nematanthus_australis"	"Psychotria_suterella"	"Nidularium_inocentii"	"Ipomea_sp1_M_PL_069_01"	"Sinningia_douglasii"	"Vriesea_vagans"	"Aechmea_blumenavii"	"Billbergia_amoena"	"Justicia_carnea"	"Tillandsia_sp1_M_PL_069_01"	"Vriesea_carinata"	"Hedychium_coronarium"	"Vriesea_erythrodactylon"	"Vriesea_incurvata"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_fimbriata"	"Amazilia_versicolor"	"Ramphodon_naevius"
"Fuchsia_regia"	1.00818658464128	3.6585598807632e-07	3.99266922335789e-05	0.000437384946233948	0.000556667266817692	0.000424125860201414	8.75993210886964e-08	9.29510378993473e-05	2.93912993975103e-07	0.000194501001902246	1.32900034399778e-05	3.09174074430693e-08	5.30208854264172e-05	6.62696656564709e-05	1.54587037215347e-08	4.15888312748758e-08	3.53441675673406e-05	1.08599107706447e-07	0.077403726972476	0.0235920009737036	7.21406173671618e-06	4.36318756144738e-06	6.23832469123137e-07	2.17198215412893e-06
"Justicia_brasiliana"	1.39643623617863e-06	1.00512002543102	0.00230768304163798	7.28384398845958e-05	5.71865496592375e-07	7.03423655660547e-07	0.00122592158207483	5.94948483241197e-07	0.000145044959763123	8.81997206115154e-08	0.00050481322166711	0.000432678205438175	7.22009621966534e-05	1.0990994619696e-07	0.000216339102719088	2.66196189369663e-10	5.56293946967813e-11	4.92460751599751e-11	1.21828374385951e-07	3.91279408461179e-05	0.100958247935574	1.25983274420219e-05	3.99294284054494e-09	9.84921503199502e-10
"Hippeastrum_aulicum"	0.000309146674151425	0.00468129988446563	1.00212448092736	0.000226525983432913	0.000126601066166311	0.000155725752478309	0.00112087462022416	3.45317193938566e-05	0.000132720004620839	1.95258828020322e-05	0.000466403038092544	0.00039560280713794	8.53995202494454e-05	2.43321488247358e-05	0.00019780140356897	1.54504337332692e-08	1.23153796142017e-08	1.09022237867293e-08	2.69706813551017e-05	0.00866224498160595	0.0923073216655194	1.31138806388527e-05	2.31756505999038e-07	2.18044475734586e-07
"Heliconia_farinosa"	0.00348621530674706	0.000152103800935479	0.000233188512357411	1.00181312385948	0.00142766722602135	0.00175610332355918	3.64192199422979e-05	0.000384878972029916	5.48296771078675e-06	0.00022019137578964	6.98743782492295e-05	1.28538423325757e-05	0.000221655222500327	0.000274391144306122	6.42692116628786e-06	1.72205356612938e-07	1.3887927158615e-07	1.22943258397342e-07	0.000304145604773668	0.0976832473729795	0.002999229877601	1.84362092296643e-05	2.58308034919407e-06	2.45886516794684e-06
"Nematanthus_australis"	0.00471427591586233	1.26882657056433e-06	0.000138469916119403	0.00151689642764769	1.00124757077102	0.00147091253997665	3.03803545064699e-07	0.000322363854882761	1.01932079381992e-06	0.00021895587577861	4.60911124516498e-05	1.0722478061107e-07	0.00018388193829385	0.000229830084371351	5.36123903055351e-08	1.44234386972153e-07	8.74238871530436e-06	1.22253420311899e-07	0.0191458312865165	0.0818195100362011	2.50191154759164e-05	1.51319876966599e-05	2.16351580458229e-06	2.44506840623797e-06
"Psychotria_suterella"	0.00359181587858072	1.56072123599684e-06	0.000170325041773151	0.00186585978128163	0.00147091253997665	1.00180929725992	3.73693817069665e-07	0.000396523942440421	1.25381643647353e-06	0.000226861169003853	5.66944132971725e-05	1.31891935436353e-07	0.000226184139479226	0.000282702696862484	6.59459677181763e-08	1.77415634201531e-07	1.43086048622254e-07	1.26667319376802e-07	0.000313358446482737	0.100642160083044	3.07747849351489e-05	1.86131147383807e-05	2.66123451302296e-06	2.53334638753604e-06
"Nidularium_inocentii"	1.39643623617863e-06	0.0051200254310184	0.00230768304163798	7.28384398845958e-05	5.71865496592375e-07	7.03423655660547e-07	1.00122592158207	5.94948483241197e-07	0.000145044959763123	8.81997206115154e-08	0.00050481322166711	0.000432678205438175	7.22009621966534e-05	1.0990994619696e-07	0.000216339102719088	2.66196189369663e-10	5.56293946967813e-11	4.92460751599751e-11	1.21828374385951e-07	3.91279408461179e-05	0.100958247935574	1.25983274420219e-05	3.99294284054494e-09	9.84921503199502e-10
"Ipomea_sp1_M_PL_069_01"	0.00167931541804821	2.81608948734166e-06	8.05740119189988e-05	0.000872392336601143	0.000687709557083224	0.000845917743872899	6.74274947673356e-07	1.00205518054992	0.00305686705856241	0.000106066533403474	2.67125721215406e-05	2.37979393296479e-07	0.000105779381216328	0.00013217464748014	1.18989696648239e-07	0.000448346836935085	6.68983644155765e-08	5.92219616993154e-08	0.000146507418070113	0.04705417450293	5.55285251025117e-05	0.0470275035707381	0.00672520255402628	1.18443923398631e-06
"Sinningia_douglasii"	5.3100280911502e-06	0.000686546142878783	0.000309680010781957	1.242806014445e-05	2.17455102681582e-06	2.6748083978102e-06	0.000164384287731539	0.00305686705856241	1.00569402147904	3.35384446453763e-07	6.7771235651889e-05	5.80179839052492e-05	1.00040150339345e-05	4.17938812157843e-07	2.90089919526246e-05	1.36772575327177e-06	2.11533932506607e-10	1.87260997461621e-10	4.63259312189469e-07	0.000148786217128192	0.0135375295778915	0.0873028023242501	2.05158862990766e-05	3.74521994923241e-09
"Vriesea_vagans"	0.00585664127950095	6.95797795935288e-07	7.59339886745696e-05	0.000831834086316417	0.00077850978054617	0.000806617489791476	1.66599472266196e-07	0.000176777555672457	5.58974077422937e-07	1.00074167730515	2.52753963386815e-05	5.87998137410103e-08	0.000100836986192891	0.000126033982779918	2.93999068705051e-08	7.90951032091528e-08	2.05221783484326e-05	0.000558761405530513	0.0449435705830674	0.0448680978696509	1.37199565395691e-05	8.29806368475796e-06	1.18642654813729e-06	0.0111752281106103
"Aechmea_blumenavii"	0.000450198866529247	0.0044802173422956	0.00204051329165488	0.000296966107559225	0.000184364449806599	0.00022677765318869	0.00107272809604261	5.00860727278887e-05	0.000127071066847292	2.84348208810167e-05	1.00044879837062	0.000378609916250333	9.1448859356975e-05	3.54340083107328e-05	0.000189304958125166	2.24098759408898e-08	1.79344317981415e-08	1.58765052378653e-08	3.92764056379298e-05	0.0126145069586209	0.0883423137917443	1.33501758540668e-05	3.36148139113347e-07	3.17530104757305e-07
"Billbergia_amoena"	1.39643623617863e-06	0.0051200254310184	0.00230768304163798	7.28384398845958e-05	5.71865496592375e-07	7.03423655660547e-07	0.00122592158207483	5.94948483241197e-07	0.000145044959763123	8.81997206115154e-08	0.00050481322166711	1.00043267820544	7.22009621966534e-05	1.0990994619696e-07	0.000216339102719088	2.66196189369663e-10	5.56293946967813e-11	4.92460751599751e-11	1.21828374385951e-07	3.91279408461179e-05	0.100958247935574	1.25983274420219e-05	3.99294284054494e-09	9.84921503199502e-10
"Justicia_carnea"	0.00287373199011181	0.00102525366319248	0.000597796641746118	0.00150725551300222	0.00117684440508064	0.00144757849266705	0.000245483271468622	0.000317338143648985	3.00120451018034e-05	0.000181506575147205	0.00014631817497116	8.66411546359841e-05	1.00019538750402	0.000226184139479226	4.33205773179921e-05	1.41985746599099e-07	1.14479964776743e-07	1.01343704716474e-07	0.000250711122861067	0.0805215536546046	0.020216269415063	1.74101572791089e-05	2.12978619898648e-06	2.02687409432948e-06
"Tillandsia_sp1_M_PL_069_01"	0.00359181587858072	1.56072123599684e-06	0.000170325041773151	0.00186585978128163	0.00147091253997665	0.0018092972599199	3.73693817069665e-07	0.000396523942440421	1.25381643647353e-06	0.000226861169003853	5.66944132971725e-05	1.31891935436353e-07	0.000226184139479226	1.00028270269686	6.59459677181763e-08	1.77415634201531e-07	1.43086048622254e-07	1.26667319376802e-07	0.000313358446482737	0.100642160083044	3.07747849351489e-05	1.86131147383807e-05	2.66123451302296e-06	2.53334638753604e-06
"Vriesea_carinata"	1.39643623617863e-06	0.0051200254310184	0.00230768304163798	7.28384398845958e-05	5.71865496592375e-07	7.03423655660547e-07	0.00122592158207483	5.94948483241197e-07	0.000145044959763123	8.81997206115154e-08	0.00050481322166711	0.000432678205438175	7.22009621966534e-05	1.0990994619696e-07	1.00021633910272	2.66196189369663e-10	5.56293946967813e-11	4.92460751599751e-11	1.21828374385951e-07	3.91279408461179e-05	0.100958247935574	1.25983274420219e-05	3.99294284054494e-09	9.84921503199502e-10
"Hedychium_coronarium"	5.63528663774567e-06	9.44996472262303e-09	2.70382590332211e-07	2.92749106241994e-06	2.30775019155444e-06	2.83865014722449e-06	2.26266760964214e-09	0.00336260127701314	1.02579431495383e-05	3.55927964441188e-07	8.96395037635592e-08	7.98588568108989e-10	3.54964366497746e-07	4.43539085503827e-07	3.99294284054494e-10	1.00671291391556	2.24491155756968e-10	1.98731415098374e-10	4.9163563110776e-07	0.000157899914439362	1.86337332558764e-07	0.000157810414666907	0.100693708733403	3.97462830196748e-09
"Vriesea_erythrodactylon"	0.00957826941074931	3.94968702347147e-09	4.3103828649706e-07	4.72189523392909e-06	0.000279756438889739	4.57875355591214e-06	9.45699709845282e-10	1.00347546623365e-06	3.1730089875991e-09	0.000184699605135894	1.43475454385132e-07	3.33776368180688e-10	5.72399823883714e-07	7.15430243111271e-07	1.66888184090344e-10	4.48982311513936e-10	1.0000460060336	1.03126524363983e-07	0.10075321359333	0.000254693166547613	7.78811525754938e-08	4.71038492031621e-08	6.73473467270904e-09	2.06253048727966e-06
"Vriesea_incurvata"	2.9430358188447e-05	3.49647133635823e-09	3.81577832535526e-07	4.18007078550963e-06	3.91210944998075e-06	4.05335422005767e-06	8.37183277719577e-10	8.88329425489732e-07	2.80891496192431e-09	0.00502885264977461	1.27012041902922e-07	2.95476450959851e-10	5.06718523582369e-07	6.33336596884011e-07	1.47738225479925e-10	3.97462830196748e-10	1.03126524363983e-07	1.0050279334744	0.000225847088357123	0.000225467828490708	6.89445052239652e-08	4.16988124862209e-08	5.96194245295122e-09	0.100558669487993
