"Dendropanax_arboreus"	"Dendropanax_sp1_M_PL_040"	"Unidentified_sp21_M_PL_040"	"Unidentified_sp14_M_PL_040"	"Portlandia_grandiflora"	"Unidentified_sp23_M_PL_040"	"Miconia_sp1_M_PL_040"	"Spermacoce_assurgens"	"Unidentified_sp13_M_PL_040"	"Unidentified_sp15_M_PL_040"	"Aechmea_paniculigera"	"Impatiens_walleriana"	"Petiveria_sp1_M_PL_040"	"Blakea_trinervia"	"Unidentified_sp19_M_PL_040"	"Byrsonima_sp1_M_PL_040"	"Pilea_sp1_M_PL_040"	"Unidentified_sp16_M_PL_040"	"Unidentified_sp18_M_PL_040"	"Unidentified_sp20_M_PL_040"	"Wallenia_laurifolia"	"Passiflora_sp1_M_PL_040"	"Unidentified_sp17_M_PL_040"	"Guarea_swartzii"	"Psidium_montanum"	"Unidentified_sp22_M_PL_040"	"Nectandra_coriacea"	"Pilea_sp2_M_PL_040"	"Tradescantia_zebrina"	"Wasmannia_auropunctata"	"Apis_mellifera"	"Crematogaster_steinheili"	"Unidentified_sp4_M_PL_040"	"Camponotus_hannani"	"Sphex_jamaicensis"	"Euglossa_jamaicensis"	"Dryas_iulia_delila"	"Heliconius_charitonius_simulator"	"Xylocopa_sp1_M_PL_040"	"Centris_sp2_M_PL_040"	"Unidentified_sp3_M_PL_040"	"Unidentified_sp1_M_PL_040"	"Trochilus_polytmus_polytmus"	"Centris_sp1_M_PL_040"	"Mellisuga_minima"	"Aguna_asander_jasper"	"Anolis_grahami"	"Camponotus_subdepilis"	"Papilio_thersites"	"Unidentified_sp7_M_PL_040"	"Eurytides_marcellinus"	"Conotelus_obscurus"	"Marpesia_chiron"	"Agapostemon_sp1_M_PL_040"	"Unidentified_sp2_M_PL_040"	"Coereba_flaveola"	"Adelpha_abyla"	"Paraphrissopoda_chrysostoma"	"Unidentified_sp11_M_PL_040"	"Nesopsar_nigerrimus"	"Unidentified_sp12_M_PL_040"	"Atlantea_pantoni"	"Dione_vanillae_insularis"	"Euneornis_campestris"	"Polistes_sp1_M_PL_040"	"Unidentified_sp5_M_PL_040"	"Unidentified_sp6_M_PL_040"	"Anolis_sagrei"	"Diptera_sp1_M_PL_040"	"Paragymnetis_lanius"	"Unidentified_sp8_M_PL_040"	"Unidentified_sp9_M_PL_040"
"Dendropanax_arboreus"	1.00811832452001	0.00128233735904241	4.25371975099759e-07	5.27322405093562e-07	2.85968329121684e-07	1.01085180553437e-07	9.55731663081114e-05	1.02335544155125e-07	0.000363448122014901	2.15786323641888e-05	2.11782013013488e-05	1.15491767504102e-07	5.77296875463457e-08	1.52482170369256e-05	3.21148083955488e-08	4.72152780777634e-05	1.10058627299234e-08	3.58607861294514e-05	6.30261196474758e-05	3.38806310156912e-08	9.20424491687226e-11	1.28605634816138e-08	2.0753003501778e-05	1.53599356089912e-07	1.37796090448516e-08	5.62161162252044e-08	1.45262595925381e-05	0	1.15821051197769e-08	5.2740094201793e-06	0.0165820745965627	6.26451116728364e-06	0.0214506993380527	2.83630212667938e-06	0.000798124870673697	7.72018898771867e-06	0.0161750328187912	0.0142942150491643	9.55673975828475e-06	6.04784731911772e-06	0.0037768274940599	3.32403357451733e-06	0.00414551425135288	1.30559452676425e-05	0.00451760253092266	0.00526720571021174	1.00755078210475e-05	2.0249338817119e-09	0.00413779909317915	0.00376255149451023	0.000758738794645966	4.01359058416399e-09	0.00150740208147088	3.1783452770815e-07	6.94926307186615e-07	0.000754087347305109	0.00112952908498189	2.74848614867671e-06	2.48151720044029e-09	3.81205425923141e-07	1.86113790033022e-09	0.000752327107850753	0.000752327107850753	2.54136950615427e-07	4.34423483218688e-07	1.4405694573229e-06	0.00037668816812624	0	6.20379300110073e-10	9.15955256458867e-07	1.83431045498724e-10	2.62398831166986e-10
"Dendropanax_sp1_M_PL_040"	0.00245476008730976	1.00703185386865	2.09816882841745e-07	5.44863149343844e-05	1.59659379263625e-07	3.39364193073731e-08	0.000131266882665341	4.10589685109172e-08	0.00012136557679946	2.04713466210322e-05	3.24817737568944e-07	4.80710545219668e-08	1.5541338158288e-08	1.4550638755315e-05	4.93489455203613e-08	3.61795210222189e-05	3.69489939472015e-09	1.4522776640239e-05	6.03368119281042e-05	2.03254931788601e-08	1.12452782051397e-10	6.55124714723736e-09	7.09699973736389e-08	0.000118617395435933	7.86373242038845e-10	6.43652984605646e-08	4.15497751377457e-05	0	4.86249962263875e-11	1.7705957899499e-06	0.0158717442791395	3.75605548515321e-06	0.00724559245393274	4.36094649967888e-06	0.0359672552629647	4.42269941101399e-06	3.93860760277313e-05	3.4806299745437e-05	1.0942100738296e-05	3.36852920097105e-06	0.0108029415358139	2.08107917588278e-06	1.24500418289135e-05	0.0100824786120543	1.24337341280979e-05	0.000732131840639459	0.00791239313753938	2.47396120513073e-09	1.00755078210475e-05	0.000728468019613623	0.00503699117985616	2.24083339317368e-09	0.00216158922217294	3.01329319189326e-07	2.91749977358325e-09	0.000721552088417718	3.0946245602322e-06	0.00215798950269409	2.56406187926515e-07	3.63765968882876e-07	1.92304640944886e-07	1.83191051291773e-06	1.83191051291773e-06	2.42510645921917e-07	5.96667648478821e-07	0.000719710461727059	1.31794993448352e-06	0	6.41015469816287e-08	0.000719308467049035	6.15816565786693e-11	1.05279406438249e-10
"Unidentified_sp21_M_PL_040"	1.05555267895125e-06	2.71984848128188e-07	1.00350230655772	0.000987682338821952	0.00100590976690864	0.00139729881748646	1.62108551856391e-07	0.00117676125541911	0.00037906532415017	7.0338341808385e-07	1.92079231055038e-07	0.00057692578076633	0.000638058938694754	1.48873645562388e-08	8.0749877000828e-07	8.02858684796825e-07	0.000152133862686338	4.00073777056564e-08	3.12430131685089e-08	0.000151091074509609	1.39519053528578e-07	9.8517915174137e-05	3.31451934447782e-07	3.63754653501557e-11	3.0537713700643e-05	6.46485358186364e-09	2.63668825389529e-11	0	1.61652450937454e-07	0.0729025469992933	6.52491535781658e-06	0.0279466865792972	2.47613650168572e-08	5.91639177453449e-05	1.05014704558211e-08	1.10904072574896e-06	1.69361064160089e-08	1.4966791716473e-08	1.09902510891682e-06	4.38049380965731e-06	6.85538946012775e-09	3.2933720360864e-05	6.51512973467899e-06	3.09191455476324e-09	3.26277835719079e-06	5.70835605022071e-09	2.13702380672148e-09	3.06941917762872e-06	4.33249233897902e-09	4.13290429059197e-09	2.14765012045531e-09	1.41180318162617e-05	2.15827643418914e-09	1.77509785082806e-06	9.69914705624725e-06	1.90620969674962e-09	1.08422537210592e-06	1.16256204681803e-06	4.6479168885739e-06	3.7218411390597e-10	3.48593766643042e-06	7.87725879814367e-10	7.87725879814367e-10	2.4812274260398e-10	7.36857053892684e-10	9.11492694481818e-09	9.31451499320523e-09	0	1.16197922214347e-06	1.94274891520134e-10	2.53556437810564e-06	3.01733655235669e-06
"Unidentified_sp14_M_PL_040"	1.662616524295e-06	8.97421657742802e-05	0.00125493755991495	1.00665580804651	7.65732742933568e-05	2.43779499964907e-06	5.44448404047885e-07	0.000126967790617644	0.000438478432159543	0.000189041046152351	9.4320380154195e-05	0.000177531392868606	1.14281503978969e-06	1.43184246701374e-07	0.000657080859162756	0.000118724699136252	2.65420084160093e-07	1.12136423698184e-07	5.02679012629487e-08	0.000167054397323582	1.40271493508005e-06	4.17994546710827e-05	5.04795528022597e-06	1.05849121375651e-08	8.29041703770522e-08	1.41272614727985e-08	3.72345901394972e-09	0	2.99086269064202e-08	0.000127189304329517	9.51703514473956e-06	0.0308531630522647	6.77614472659033e-07	0.0580743499173084	3.20631810768165e-06	1.05909060713414e-05	2.66763099047332e-08	2.35744134041828e-08	2.40163445037575e-06	1.78017276164259e-05	9.68099343626926e-07	0.00119469404035661	8.03096370006842e-06	8.99717531693031e-07	5.08499443670497e-06	7.27868571831697e-08	7.05117016797915e-07	3.08597285717611e-05	6.82417230121081e-09	7.03053399827294e-08	4.49951587471621e-07	1.07471262166115e-06	1.94786158145327e-07	2.91435446230104e-06	1.79451761438521e-06	6.87782361116573e-08	1.25465665835617e-06	0.0011844932552839	0.00473720380257183	3.57960616753434e-09	0.00355290285192887	1.24075860022015e-09	1.24075860022015e-09	2.38640411168956e-09	2.47476547294493e-09	1.38326487071777e-06	1.31978370303625e-06	0	0.00118430095064296	6.41015469816287e-08	4.42366806933489e-09	3.2555843748114e-07
"Portlandia_grandiflora"	1.34455284569494e-06	3.92145843805394e-07	0.00190593429519533	0.000114188216051497	1.0038970251751	0.00112217121575486	2.0105746480984e-07	0.000854357214353065	0.00012314584744028	0.000147913539233349	9.84167585187677e-08	0.00056284212705272	0.0005125018809938	1.07832469721814e-08	1.62121013208623e-07	0.000551888288511183	0.000122178763419633	3.43907068757696e-08	1.70537546932653e-08	4.16435577570171e-07	6.88755879836958e-10	4.88941273155054e-05	0.000110476730543713	5.15713453676403e-11	2.46013524047308e-05	7.26865619950809e-09	3.54696069349967e-11	0	2.06325975277369e-07	0.0585480634306883	2.57674260335605e-06	7.70150978829276e-05	3.18548234372943e-08	1.42982856491211e-05	1.50086063533765e-08	8.02281993711093e-07	2.15730493898815e-08	1.9064555274779e-08	1.23567155391638e-06	1.14142109004853e-05	9.22209780309914e-09	0.0264579368716107	5.80018734480924e-06	4.38356435624943e-09	7.19364831564735e-06	7.30388769643369e-09	3.08114591561381e-09	1.51526293564131e-08	5.51868705322549e-09	5.2970924043517e-09	2.96412686506797e-09	0.0140897828094751	2.84710781452212e-09	0.00176339805029076	1.23795585166422e-05	2.06117634913795e-09	3.53350374869861e-07	1.35179390230084e-07	5.37356310830574e-07	2.69581174304536e-10	4.0301723312293e-07	1.003397646041e-09	1.003397646041e-09	1.7972078286969e-10	9.13897567317455e-10	6.13237219874284e-06	6.13259379339172e-06	0	1.34339077707643e-07	2.8010417414671e-10	2.03631272366055e-06	2.19065952398222e-06
"Unidentified_sp23_M_PL_040"	5.88931051920022e-07	1.03284754413744e-07	0.0032806146149682	4.50462119500371e-06	0.00139051650647885	1.00193185786834	9.02422746783532e-08	0.00147075453497355	0.00021118325774722	4.11795338389553e-07	5.59962006665158e-08	0.000589337931135984	0.00088212692611119	8.23059657330698e-09	1.7333607395059e-08	8.90152150724224e-07	0.000210335109421825	2.228934280864e-08	1.74040337267226e-08	6.47540979091742e-07	6.24340329830851e-10	8.41556743902053e-05	3.85067158998399e-07	1.45811969723425e-11	4.2188722486701e-05	3.6023355939825e-09	1.27130676944725e-11	0	1.91812305476516e-07	0.100792584434939	3.6344471749549e-06	0.000119771980539768	1.34686166975527e-08	1.47996365434878e-06	4.12824201407723e-09	6.13181205413045e-07	9.44926687782124e-09	8.35051491528389e-09	6.12397050977024e-07	2.44178988131944e-06	3.30539760056284e-09	4.2017745223538e-05	3.63618301809509e-06	1.23940174264911e-09	1.82266979342447e-06	3.15028031968584e-09	8.11523070393703e-10	1.37354872562787e-08	2.41725431758218e-09	2.27127874965595e-09	9.55924557083662e-10	1.95160211435628e-05	1.10032604377362e-09	2.44555845674519e-06	1.15087383285909e-05	1.02765077054655e-09	6.04039987598151e-07	5.52087882080693e-09	2.11982173882528e-08	2.05764914332675e-10	1.58986630411896e-08	4.39500785014942e-10	4.39500785014942e-10	1.37176609555116e-10	4.10192157628878e-10	9.96435427707261e-09	1.01103298449988e-08	0	5.29955434706320e-09	7.37748245812457e-11	3.50558515703042e-06	3.77116547429116e-06
"Miconia_sp1_M_PL_040"	0.000582127467513042	0.000417667353935175	3.97902809102049e-07	1.0517753260016e-06	2.60460806685475e-07	9.4344196254642e-08	1.00576509146542	9.56009274060416e-08	0.000339551391322661	0.000781099025203435	0.00106368436040044	6.06743073471794e-08	4.31247411107536e-08	0.00024657737126768	1.17697417371541e-07	7.74476534960917e-08	1.02719238137449e-08	0.000122899785892158	0.00038960362416609	3.17743051370866e-08	2.52947267574853e-10	1.20328504971817e-08	7.24660409151018e-08	2.69729850043564e-05	2.10552534786582e-09	0.000363381708839734	2.55757013454583e-08	0	5.45645597214334e-11	4.92230589154654e-06	0.00690510436927378	5.86888740146074e-06	0.00230119416084463	1.04022244949227e-05	1.53511146951892e-05	0.018408379069876	9.34010488920179e-06	8.25404618115507e-06	0.0617748905027548	0.00462837914569535	6.64968234981915e-06	1.53613812172201e-08	1.44694941200617e-05	0.00229270372537029	5.5178419258468e-06	3.33929820677023e-06	3.28167206663352e-06	5.56483988664676e-09	2.38932915770278e-06	2.47045124033285e-06	2.52276025289456e-06	3.65559026926982e-09	1.76384843915561e-06	1.14872073194224e-05	3.273873583286e-09	5.24556445253192e-06	1.62178205717849e-06	8.96238855454704e-07	4.94953094588986e-09	6.164434281692e-06	3.71214820941740e-09	4.34423483218688e-07	4.34423483218688e-07	4.10962285446133e-06	0.00457165950666101	2.991943537227e-07	2.18072271092634e-07	0	1.23738273647247e-09	2.98333824239411e-07	1.71198730229081e-10	2.45130583092414e-10
"Spermacoce_assurgens"	7.03228867527523e-07	1.47391169013549e-07	0.00325872347654522	0.000276724671858968	0.00124867592866986	0.00173473611817394	1.07857456560662e-07	1.00160845203667	0.000252323419121473	4.821075691075e-07	9.22685907546459e-08	0.000570935885077587	0.000792123337474422	9.86549792257833e-09	2.35764576487177e-07	8.43370410246335e-07	0.000188873062151477	2.66311824471941e-08	2.07954413846307e-08	4.23030705138516e-05	3.90815038491932e-08	8.59971230390937e-05	3.60438769345794e-07	2.02478477412003e-11	3.7890242616189e-05	4.30376883407159e-09	1.61722947604602e-11	0	1.78587873277398e-07	0.0905079713829879	4.34280710498057e-06	0.00782462202942013	1.62546580239931e-08	1.74205007193643e-05	5.78876798424643e-09	7.34962006291963e-07	1.12831497401804e-08	9.97115558434547e-09	7.3164070179217e-07	2.91679963878399e-06	4.20479663771965e-09	3.84346460625177e-05	4.34130749491458e-06	1.72106705800202e-09	2.17529173220841e-06	3.77886304277606e-09	1.15807347082074e-09	8.59793084682251e-07	2.88638714283685e-09	2.72926771810811e-09	1.26175350740172e-09	1.75252761918577e-05	1.36543354398269e-09	2.19774934117497e-06	1.07152723966439e-05	1.24491320040426e-09	7.2171125112628e-07	3.25874275700454e-07	1.30223374992456e-06	2.46637448064458e-10	9.76675312443419e-07	5.24797662333972e-10	5.24797662333972e-10	1.64424965376305e-10	4.90261166184829e-10	9.47606174250863e-09	9.63318116723737e-09	0	3.2555843748114e-07	1.05279406438249e-10	3.14788436919129e-06	0.00256822680009403
"Unidentified_sp13_M_PL_040"	0.00278297419142838	0.00048546230719784	0.0011696872859491	0.00106487619238746	0.000200551808688456	0.000277555138753489	0.000426864606234202	0.000281160381306784	1.00124146304807	0.000978155524355409	0.000263040595337702	0.000177980491798631	0.000126799589471611	3.89798515590241e-05	6.56260780571481e-05	6.35082299106627e-05	3.02194024918512e-05	0.000105364661727251	8.24684688726073e-05	9.3248711805058e-05	2.10017997952009e-07	3.53692917797795e-05	8.60576269136256e-05	6.86074193678311e-08	6.12344218748482e-06	1.70449467550149e-05	5.9967733437486e-08	0	8.96348232785294e-08	0.0144811376740951	0.0172281941576326	0.0172432410180115	6.36278574690474e-05	0.00579399389095736	1.94147859542937e-05	0.00290402406751475	4.4652197847545e-05	3.94600818187607e-05	0.00289764094835254	0.0115108692156515	1.55916106937464e-05	1.45453017261888e-05	0.0171814773332976	5.83163064626565e-06	0.00859523640873724	1.48846836714516e-05	3.8143466994116e-06	4.6203959549442e-06	1.14226552633255e-05	1.07309908484242e-05	4.50415794750292e-06	2.8147622272064e-06	5.19396919559424e-06	1.47364853424509e-05	5.37808939671176e-06	4.85573053323954e-06	0.00286380516404032	2.29307189302264e-06	5.01118208182335e-06	9.74496288975602e-07	3.75838656136751e-06	2.07684641151372e-06	2.07684641151372e-06	6.49664192650401e-07	1.94029366470092e-06	1.05240578986296e-06	1.74407020476422e-06	0	1.25279552045584e-06	3.467587908556e-07	5.0365670819752e-07	7.2092405463278e-07
"Unidentified_sp15_M_PL_040"	0.000170090396282429	8.42937802042502e-05	2.23427673979576e-06	0.000472602615380876	0.000247972698126496	5.57134869585865e-07	0.00101083403261621	5.53005741035073e-07	0.00100692480448351	1.00670100951885	0.000183177353674833	4.05467506848406e-07	2.54505994986859e-07	4.02176581092487e-05	6.74127177555362e-05	9.84764784779142e-06	6.06592367263408e-08	2.01293946930153e-05	4.66092874797949e-05	1.97630454240975e-07	1.28439079858394e-07	6.72089147667096e-08	1.27084687016979e-07	3.6988078635692e-08	1.22734429930046e-08	3.52474419996586e-05	5.91694229632858e-09	0	1.61815393311926e-10	2.90679062392625e-05	0.00299195264310256	3.18093880798199e-05	6.51704275344858e-06	0.00595946468270289	3.13742528170585e-06	0.00300236902300552	2.72906232841211e-06	2.41172949952698e-06	0.00599206513994196	0.0681164648208278	1.53840499704543e-06	7.63661416761449e-06	1.90207291850546e-05	3.14398668403382e-06	9.5018011371743e-06	9.48741763881399e-07	6.62308273033395e-07	2.82565975688467e-06	6.98132223547285e-07	6.94875500773295e-07	5.48402032575303e-07	3.48031857019643e-06	4.34495792117211e-07	0.0148048616503926	9.70892359871559e-09	9.24878019327801e-07	3.0673277101411e-06	7.36632605927786e-07	2.22401230767471e-06	1.00544145273122e-06	1.66800923075604e-06	1.26933131554052e-07	1.26933131554052e-07	6.70294301820812e-07	4.59470014825549e-06	1.6962815242294e-07	1.7288487519693e-07	0	5.56003076918679e-07	6.02098430030359e-08	1.01098727877235e-09	1.41796343855147e-09
