"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Dracaena_reflexa"	"Paragenipa_wrightii"	"Northea_hornei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_120"	"Unidentified_sp2_M_PL_120"	"Unidentified_sp4_M_PL_120"	"Neophyllomyza_approximatonervis"	"Xylocopa_caffra"	"Dichaetomyia_fasciculifera"	"Ornidia_obesa"	"Lygistorrhina_sp1_M_PL_120"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_120"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Scaptodrosophila_sp1_M_PL_120"	"Unidentified_sp1_M_PL_120"
"Nephrosperma_vanhoutteanum"	1.00407556442865	0.00103771771282568	0.00148810557400437	0.000537368453775371	0.00098486577650037	0.000551828939264779	0.000128643763178894	0.000337698898533099	0.000430290502693512	0.000433534051184265	9.53920004031073e-05	0.04002801736735	0.0361563045944906	2.72705495265805e-05	0.00381568001612429	0.0151592345652668	3.01272884368747e-05	2.44739837124434e-05	1.34342113443843e-05	0.00380330741082682	1.19771929757954e-05	1.00424294789582e-05	4.47807044812809e-06	7.1633641065659e-06	6.75397797066198e-06	3.34747649298607e-06	0.00189448219703518	5.31466276430132e-06	5.31466276430132e-06	3.37698898533099e-06
"Phoenicophorium_borsigianum"	0.00177416254128262	1.0050741897685	0.0010328685102382	0.000319280097020989	0.000538521769294304	0.000271206690996782	0.000218669288096357	0.000110575739231714	0.00018221811489773	0.000416303026895361	0.00016301455455549	0.019654855285518	0.0325768357839178	2.4685287919462e-05	0.00652058218221959	2.78855693362057e-05	0.0291795732513436	9.39120934020907e-06	7.98200242552472e-06	1.27688901492298e-05	6.11633416694243e-06	0.00972652441711453	2.66066747517491e-06	4.02294258405897e-06	2.21151478463427e-06	0.00324217480570484	3.34747649298607e-06	3.68881610799357e-06	3.68881610799357e-06	1.10575739231714e-06
"Erythroxylum_sechellarum"	0.0028167712650797	0.00114353299347801	1.00253553849006	0.0006907229998282	0.00129515706354921	0.000744561490250769	2.13654084837208e-06	0.00021019054584621	0.000221705479484546	0.000440082579211063	6.10653377483667e-07	0.0540264955747426	0.0395891125276711	2.47938064698849e-05	2.44261350993467e-05	4.46192075728727e-05	3.31993449719422e-05	1.36958990248712e-05	1.7268074995705e-05	1.80195081780875e-05	1.60173329154742e-05	1.10664483239807e-05	5.75602499856834e-06	9.35379781703022e-06	4.2038109169242e-06	3.68881610799357e-06	5.31466276430133e-06	0.00358048406603592	0.00358048406603592	2.1019054584621e-06
"Syzygium_wrightii"	0.00118668866875394	0.000412403458652111	0.000805843499799567	1.00448022329787	0.000957807731412513	0.00111567147429769	0.000898400068358574	0.000100785250395464	4.76972506145098e-05	9.45260981026644e-05	9.63302749339019e-07	0.0337364659088877	0.00847844974675962	0.0168209187129898	3.85321099735608e-05	1.8920134296467e-05	1.19730036382871e-05	4.61346586568093e-06	0.0251120055824468	6.06797880194508e-06	0.00420502258387581	3.99100121276236e-06	0.00837066852748228	0.0041901233023982	2.01570500790929e-06	1.33033373758745e-06	2.23903522406404e-06	2.87801249928417e-06	2.87801249928417e-06	1.00785250395464e-06
"Dillenia_ferruginea"	0.00260989430772598	0.000834708742406171	0.0018132198889689	0.00114936927769502	1.0021058714283	0.0011785524348631	2.70696011833301e-06	0.000234358774024037	5.80240880585954e-05	0.000113879362876728	4.24835977518478e-07	0.0855149611707167	0.01023639757958	4.0134602780782e-05	1.69934391007391e-05	4.17382188002552e-05	2.42334796182437e-05	8.96489948934097e-06	2.87342319423754e-05	1.17827940336236e-05	2.55870228017055e-05	8.07782653941455e-06	9.57807731412512e-06	0.00501531839579854	4.68717548048075e-06	2.69260884647152e-06	4.92432888250185e-06	6.47578531774605e-06	6.47578531774605e-06	2.34358774024038e-06
"Chrysobalanus_icaco"	0.00172040786947254	0.000494553377700014	0.00122633657217774	0.00157506561077321	0.00138653227630953	1.002579439189	0.000949763665041371	0.000164309776263184	1.50075352036768e-06	2.06414236217731e-06	1.03686838855809e-06	0.0651898665748804	0.000154666760939215	0.0177821470098118	4.14747355423235e-05	2.76115184339155e-05	1.43580012880649e-05	4.9793184052411e-06	3.93766402693301e-05	6.54213028516652e-06	0.0176991411120077	4.78600042935498e-06	1.31255467564434e-05	1.34954347597693e-05	3.28619552526367e-06	1.59533347645166e-06	3.24605258391046e-06	4.37977347206335e-06	4.37977347206335e-06	1.64309776263184e-06
"Mimusops_sechellarum"	0.000568176620706782	0.00056489566091559	4.98526197953486e-06	0.00179680013671715	4.51160019722169e-06	0.00134549852547528	1.00469456339981	6.96354859082935e-07	5.64500186127473e-07	0.000280728623125403	0.000839589417036343	0.000181065610867147	7.78935701959478e-05	0.0670333283205588	0.0335835766814537	8.58321442718376e-06	1.64001966072268e-05	3.97073186434038e-08	4.49200034179287e-05	2.16287939251915e-06	3.12307588623557e-05	5.46673220240894e-06	1.49733344726429e-05	7.50922523730756e-06	1.39270971816587e-08	1.82224406746964e-06	1.07203135982412e-06	1.78045070697674e-08	1.78045070697674e-08	6.96354859082935e-09
"Roscheria_melanochaetes"	0.00178980416222542	0.000342784791618312	0.000588533528369388	0.000241884600949115	0.000468717548048075	0.000279326619647412	8.35625830899522e-07	1.00470531264608	0.00156996510681533	0.000113579408521127	2.66062905477013e-07	0.0202691640348491	0.0102141648797371	9.01641169244072e-06	1.06425162190805e-05	0.0100740690383434	9.95181653085422e-06	0.0301934915496096	6.04711502372787e-06	5.90861481978398e-05	5.93714579185015e-06	3.31727217695141e-06	2.01570500790929e-06	3.35144024419502e-06	0.0200941062529216	1.10575739231714e-06	3.37698898533099e-06	2.1019054584621e-06	2.1019054584621e-06	0.0100470531264608
"Dracaena_reflexa"	0.00253393296030624	0.000627640173536625	0.000689750380618588	0.000127192668305359	0.00012894241790799	2.8347566495834e-06	7.52666914836631e-07	0.00174440567423926	1.00387100850912	0.000374074196456906	4.75696957457179e-07	0.000199771304916503	0.0336524067723979	2.22008071675736e-06	1.90278782982872e-05	5.56921014262604e-05	1.8221811489773e-05	0.0335146991205311	3.17981670763398e-06	0.0334719289614749	5.79994568617921e-07	6.07393716325766e-06	1.05993890254466e-06	1.17468154081228e-06	3.48881134847852e-05	2.02464572108589e-06	4.78100558548347e-06	2.46339421649496e-06	2.46339421649496e-06	1.74440567423926e-05
"Paragenipa_wrightii"	0.00328247210182372	0.0018436276905366	0.00176033031684425	0.000324089479209135	0.000325369608219223	5.01291716528774e-06	0.000481249068214976	0.000162256297887325	0.000480952538301737	1.00107621621068	0.000359433872130089	0.00030207563230228	0.0860764427970956	3.75732257785773e-05	0.0143773548852036	5.11693116856464e-05	5.35246748865464e-05	2.08994402133443e-05	8.10223698022837e-06	2.84184384534179e-05	1.43883607413138e-06	1.78415582955155e-05	2.70074566007612e-06	2.97722087113418e-06	3.24512595774649e-06	5.94718609850515e-06	6.19334358834664e-06	6.28689398872947e-06	6.28689398872947e-06	1.62256297887325e-06
