"Nephrosperma_vanhoutteanum"	"Northea_hornei"	"Dillenia_ferruginea"	"Craterispermum_microdon"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Paragenipa_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_107"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Tricimba_seychellensis"	"Phelsuma_sp1_M_PL_107"	"Unidentified_sp3_M_PL_107"	"Lygistorrhina_sp1_M_PL_107"	"Hemipyrellia_sp1_M_PL_107"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_107"	"Dichaetomyia_fasciculifera"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_107"	"Unidentified_sp4_M_PL_107"
"Excoecaria_benthiamiana"	0.00318472750434341	0.00208149429016287	0.00120728483211407	0.0016414711079894	0.000332073663624367	3.155987333401e-06	0.000550730110203984	0.000113339121278528	0.000548583533446875	1.15185431315853e-06	1.0004369980962	0.100509562126009	0.000284202772280305	1.91506077836404e-05	1.81600568947135e-05	1.79984183779692e-05	3.15433008033315e-05	2.65393958695284e-05	1.84243371739396e-05	1.2667716698968e-05	9.57787188409677e-06	2.12510852397239e-06	9.65827865691255e-06	1.2615116910078e-05	1.2615116910078e-05	6.307558455039e-06	6.30755845503899e-06	4.82913932845628e-06	7.81652908566383e-06
"Apis_mellifera"	0.0318472750434341	0.0208149429016287	0.0120728483211407	0.016414711079894	0.00332073663624367	3.155987333401e-05	0.00550730110203984	0.00113339121278528	0.00548583533446875	1.15185431315853e-05	0.0043699809620004	1.00509562126009	0.00284202772280305	0.000191506077836404	0.000181600568947135	0.000179984183779692	0.000315433008033315	0.000265393958695284	0.000184243371739396	0.00012667716698968	9.57787188409676e-05	2.12510852397239e-05	9.65827865691255e-05	0.00012615116910078	0.00012615116910078	6.307558455039e-05	6.30755845503899e-05	4.82913932845628e-05	7.81652908566383e-05
"Lasioglossum_mahense"	0.0414519257751732	8.44647356801444e-05	0.00832022792390122	0.00694068823538142	0.00968846068752224	0.00138778780859368	0.0151590088480446	0.00967016004988601	0.00827424832229678	1.75558689762139e-05	1.55727546454961e-05	0.00358173356846411	1.00433185611044	0.000100996980743	0.000249186630209631	0.000519768893061382	0.000165636693977935	0.00034543271479311	0.000291078094220052	2.36417042988653e-05	0.000175933855955682	0.000181315500935363	6.65618233912097e-05	5.11907488970573e-07	5.11907488970573e-07	2.55953744485286e-07	2.55953744485286e-07	3.32809116956049e-05	3.30508963589592e-05
"Nectarinia_dussumieri"	6.18893266558041e-05	0.0189974582984573	4.2743591076136e-05	2.11199075442122e-05	8.0479134074787e-06	0.0818418144790304	1.29329269260363e-05	7.58235557910559e-06	9.77195171025011e-06	1.95260776841101e-06	4.7876519459101e-06	0.00110115994755932	0.000460798724639936	1.00608350187872	5.81693298116926e-05	4.33761081073777e-07	0.000570411738496512	5.15744388798367e-07	4.30271470269875e-07	0.00147916635221691	2.58356674003753e-07	1.4216916710823e-07	3.41948728609088e-07	0.000115136110899741	0.000115136110899741	5.75680554498706e-05	5.75680554498706e-05	1.70974364304544e-07	1.00570988305772e-07
"Rhiparida_seychellensis"	0.000249272347450295	0.0112158012744412	0.0223656344416307	4.41314781591015e-05	2.55567074367087e-05	2.00812447357803e-05	4.05603357879554e-05	0.0335492972902094	2.67013625110384e-05	0.0334649933913412	8.07113639765043e-06	0.0018563613714596	0.00202118044503367	0.000103412141887453	1.00284986127979	1.37444387437111e-06	0.000336819940542436	2.07726956208579e-06	0.000880367822265356	6.83092405906944e-05	0.000879675399077994	0.000629049324191426	0.000178925075533046	6.79745531784314e-05	6.79745531784314e-05	3.39872765892157e-05	3.39872765892157e-05	8.9462537766523e-05	2.10149895995721e-07
"Unidentified_sp1_M_PL_107"	0.000231611546782209	3.81451144065975e-05	5.68023382808755e-05	5.89014618929903e-05	0.0892939526808297	5.87571290951706e-06	0.0112294672727951	4.26006871507798e-05	4.46503808585194e-05	9.45171378235597e-08	7.99929705687519e-06	0.00183983832308129	0.0042159032437201	7.71130810797826e-07	1.37444387437111e-06	1.00403467580899	1.26713612428714e-06	1.93009622318508e-06	1.55487545290556e-06	3.29111060047087e-07	9.11510045177204e-07	7.9876288407712e-07	4.54418706247004e-07	2.31182511555136e-07	2.31182511555136e-07	1.15591255777568e-07	1.15591255777568e-07	2.27209353123502e-07	2.80483151871382e-07
"Hemipyrellia_germana"	0.0145182388908681	0.0287778220881797	0.0430160482597641	7.94618188240506e-05	3.0227042441997e-05	0.0144302080843745	4.85776544292593e-05	3.79525420443327e-05	3.67283600576313e-05	1.68115258011587e-05	1.80247433161895e-05	0.00414569096272357	0.00172735409434132	0.0013037982594206	0.000433054209268846	1.62917501694061e-06	1.00079093566545	0.000120985324090567	8.12303166308452e-05	0.000414914511031573	4.09018752673227e-05	7.11610163331238e-07	0.000344128386078112	0.000174411042958665	0.000174411042958665	8.72055214793326e-05	8.72055214793326e-05	0.000172064193039056	3.7838961344786e-07
"Neophyllomyza_approximatonervis"	0.100437936700742	8.83219531346433e-05	8.94246486751211e-05	9.51798729889559e-05	5.3827527490385e-05	7.92542109392867e-06	8.54776625403969e-05	6.12467058813999e-05	5.6659434703918e-05	1.64081522704213e-05	1.76929305796856e-05	0.00406937403332769	0.0042027646966495	1.37531837012898e-06	3.11590434312869e-06	2.89514433477762e-06	0.000141149544772329	1.00083698280584	0.000558699492183512	6.67374916017861e-07	0.00027970522357034	1.14837573527625e-06	7.15397189400969e-07	5.35284564452384e-07	5.35284564452384e-07	2.67642282226192e-07	2.67642282226192e-07	3.57698594700484e-07	4.53237490423599e-07
"Tricimba_seychellensis"	0.0670439390620215	7.59063568489196e-05	9.64085610879206e-05	7.03508511918494e-05	4.33785963063632e-05	6.33230027793278e-06	6.87438461761742e-05	0.0168084213724677	4.44614237336215e-05	0.0167398757485397	1.2282891449293e-05	0.0028250650333374	0.00354145014634396	1.14739058738633e-06	0.00132055173339803	2.33231317935834e-06	9.47687027359861e-05	0.000558699492183512	1.00081231647667	5.65576864322635e-07	0.000626083312609888	0.00031515790073377	7.71268488703365e-07	4.60038526357088e-07	4.60038526357089e-07	2.30019263178544e-07	2.30019263178544e-07	3.85634244351683e-07	3.35004053294521e-07
"Phelsuma_sp1_M_PL_107"	9.61019879065721e-05	0.0402781598030082	5.84033055057225e-05	4.03865522183231e-05	1.09631263908295e-05	0.0604684694488966	1.78754738659193e-05	9.98225820526724e-06	1.55047212148318e-05	4.12015952949762e-06	1.01341733591744e-05	0.00233085987261011	0.000345168882763433	0.00473333232709412	0.00012295663306325	5.92399908084757e-07	0.000580880315444202	8.00849899221434e-07	6.78692237187162e-07	1.00125191788356	4.11742270780017e-07	1.87167341348761e-07	4.6722644404578e-07	0.000244110059412171	0.000244110059412171	0.000122055029706086	0.000122055029706086	2.3361322202289e-07	1.92316915325348e-07
"Unidentified_sp3_M_PL_107"	0.0503469402426612	6.96985587060577e-05	9.99005172943205e-05	5.79363402932961e-05	3.81541307143523e-05	5.53573986993484e-06	6.03769379940629e-05	0.0251820087057609	3.83624182484732e-05	0.0251016095466743	9.57787188409677e-06	0.00220291053334226	0.00321079287119119	1.03342669601501e-06	0.00197926964792549	2.05089760164871e-06	7.15782817178148e-05	0.00041955783535551	0.000939124968914833	5.14677838475021e-07	1.00079927235713	0.000472162663233017	7.99204138354564e-07	4.22415507309441e-07	4.22415507309441e-07	2.11207753654721e-07	2.11207753654721e-07	3.99602069177282e-07	2.75887334729981e-07
"Lygistorrhina_sp1_M_PL_107"	0.000275610176466299	3.45643110771874e-05	8.61663470204907e-05	4.08642519433478e-05	4.46450621779776e-05	6.14789374317158e-06	7.00508233123896e-05	0.100320264767383	3.98049477270265e-05	8.91489512180355e-05	2.83347803196319e-06	0.000651699947351534	0.00441201052276049	7.5823555791056e-07	0.00188714797257428	2.39628865223136e-06	1.66042371443956e-06	2.29675147055249e-06	0.00063031580146754	3.11945568914601e-07	0.000629550217644023	1.00188100496439	6.89330776163926e-07	2.09480673195075e-07	2.09480673195075e-07	1.04740336597537e-07	1.04740336597537e-07	3.44665388081963e-07	1.94591675920704e-07
"Hemipyrellia_sp1_M_PL_107"	0.000257542988184349	0.000135457040106295	0.100262916344709	8.91199838622e-05	3.79658236547911e-05	2.08268611136689e-05	6.07774204427591e-05	5.51464620931141e-05	4.41142436596443e-05	2.69172849613098e-05	1.93165573138251e-05	0.00444280818217978	0.00242950655377916	2.73558982887271e-06	0.000805162839898707	2.04488417811152e-06	0.00120444935127339	2.14619156820291e-06	2.3138054661101e-06	1.16806611011445e-06	1.59840827670913e-06	1.03399616424589e-06	1.00080210333076	8.20951758219968e-07	8.20951758219968e-07	4.10475879109984e-07	4.10475879109984e-07	0.000401051665378836	4.24380875534286e-07
"Mabuya_sechellensis"	0.000192702443202858	0.100364846404093	0.000102618969777496	9.47864901216951e-05	1.91943159908788e-05	0.000120201128519039	3.18309005197066e-05	1.6758453855606e-05	3.16913645218862e-05	1.0240305678448e-05	2.5230233820156e-05	0.00580295377863588	1.86846233474259e-05	0.00092108888719793	0.000305885489302941	1.04032130199811e-06	0.000610438650355328	1.60585369335715e-06	1.38011557907127e-06	0.000610275148530428	8.44831014618882e-07	3.14221009792613e-07	8.20951758219968e-07	1.00060827179639	0.000608271796388444	0.000304135898194222	0.000304135898194222	4.10475879109984e-07	4.51364238674739e-07
"Scaptodrosophila_sp1_M_PL_107"	0.000192702443202858	0.100364846404093	0.000102618969777496	9.47864901216951e-05	1.91943159908788e-05	0.000120201128519039	3.18309005197066e-05	1.6758453855606e-05	3.16913645218862e-05	1.0240305678448e-05	2.5230233820156e-05	0.00580295377863588	1.86846233474259e-05	0.00092108888719793	0.000305885489302941	1.04032130199811e-06	0.000610438650355328	1.60585369335715e-06	1.38011557907127e-06	0.000610275148530428	8.44831014618882e-07	3.14221009792613e-07	8.20951758219969e-07	0.000608271796388444	1.00060827179639	0.000304135898194222	0.000304135898194222	4.10475879109984e-07	4.51364238674739e-07
"Dichaetomyia_fasciculifera"	0.000192702443202858	0.100364846404093	0.000102618969777496	9.47864901216951e-05	1.91943159908788e-05	0.000120201128519039	3.18309005197066e-05	1.6758453855606e-05	3.16913645218861e-05	1.0240305678448e-05	2.5230233820156e-05	0.00580295377863588	1.86846233474259e-05	0.00092108888719793	0.000305885489302941	1.04032130199811e-06	0.000610438650355328	1.60585369335715e-06	1.38011557907127e-06	0.000610275148530428	8.44831014618882e-07	3.14221009792612e-07	8.20951758219968e-07	0.000608271796388444	0.000608271796388444	1.00030413589819	0.000304135898194222	4.10475879109984e-07	4.51364238674738e-07
"Melanostoma_annulipes"	0.000192702443202858	0.100364846404093	0.000102618969777496	9.47864901216951e-05	1.91943159908788e-05	0.000120201128519039	3.18309005197066e-05	1.6758453855606e-05	3.16913645218861e-05	1.0240305678448e-05	2.5230233820156e-05	0.00580295377863588	1.86846233474259e-05	0.00092108888719793	0.000305885489302941	1.04032130199811e-06	0.000610438650355328	1.60585369335715e-06	1.38011557907127e-06	0.000610275148530428	8.44831014618882e-07	3.14221009792612e-07	8.20951758219968e-07	0.000608271796388444	0.000608271796388444	0.000304135898194222	1.00030413589819	4.10475879109984e-07	4.51364238674738e-07
"Unidentified_sp2_M_PL_107"	0.000257542988184349	0.000135457040106295	0.100262916344709	8.91199838622e-05	3.79658236547911e-05	2.08268611136689e-05	6.07774204427591e-05	5.51464620931141e-05	4.41142436596443e-05	2.69172849613098e-05	1.93165573138251e-05	0.00444280818217978	0.00242950655377916	2.73558982887271e-06	0.000805162839898707	2.04488417811152e-06	0.00120444935127339	2.14619156820291e-06	2.3138054661101e-06	1.16806611011445e-06	1.59840827670913e-06	1.03399616424589e-06	0.000802103330757672	8.20951758219968e-07	8.20951758219968e-07	4.10475879109984e-07	4.10475879109984e-07	1.00040105166538	4.24380875534286e-07
"Unidentified_sp4_M_PL_107"	0.000326330993104992	0.000148950198762664	0.000106095218883571	0.100181478850584	4.680960122976e-05	3.53136595663581e-06	7.54666797383614e-05	3.11346681473126e-05	5.89131832436947e-05	1.24134107601167e-07	3.12661163426553e-05	0.00719120675881073	0.00241271543420402	1.60913581289236e-06	1.89134906396149e-06	2.52434836684244e-06	2.64872729413502e-06	2.7194249425416e-06	2.01002431976712e-06	9.6158457662674e-07	1.10354933891993e-06	5.83775027762112e-07	8.48761751068572e-07	9.02728477349477e-07	9.02728477349477e-07	4.51364238674738e-07	4.51364238674738e-07	4.24380875534286e-07	1.00047705466119
