"Microtus_oeconomus"	"Sorex_arcticus"	"Clethrionomys_rutilus"	"Sorex_caecutiens"	"Sorex_roboratus"	"Neomys_fodiens"	"Lemmus_sibiricus"	"Clethrionomys_rufocanus"	"Arvicola_terrestris"	"Microtus_middendorffi"	"Sorex_minutus"	"Corrodopsylla_birulai"	"Peromyscopsylla_bidentata"	"Megabothris_rectangulatus"	"Amphipsylla_sibirica"	"Amalaraeus_penicilliger"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Catallagia_ioffi"	"Rhadinopsylla_integella"	"Amphalius_runatus"
"Microtus_oeconomus"	1.00570767907775	0.00138338471449235	0.00122261303393738	0.000521875441229568	0.00035546976325921	0.000203526668001307	3.25278195671848e-05	0.000479066902511604	0.000150929482371023	4.06485283632526e-05	3.28866952702417e-06	0.017545051926674	0.039525727668448	0.0274289311123366	0.010934454129715	0.00036285472885079	0.00236785398561555	0.00283683620113471	4.93915416036358e-06	1.36467685807909e-06	2.08742630799409e-06
"Sorex_arcticus"	0.00176092197721237	1.00341901929041	0.00058360687083236	0.00172084951183065	0.00136415879432353	0.000838400825695783	8.64928242829035e-05	0.000225800439898369	5.99853115026856e-05	2.62632817895128e-05	1.55109732366417e-05	0.0827510422174834	0.00507436392017225	0.00466865266034707	0.00706482280137893	2.97133859422243e-05	0.000409465132916846	6.80137473605375e-06	2.33494439331096e-06	0.000402657560674285	0.000600247012056695
"Clethrionomys_rutilus"	0.00246451018512929	0.00092419763141276	1.00374105719971	0.000427928534533133	0.000273151337509818	0.00012597755992211	0.00145099924584635	0.000392894084731532	0.000181814788553652	0.000116776603971185	1.70292968668657e-06	0.00908512987847285	0.00390916768463877	0.0162368562551002	0.0314129064682487	0.0362256530748251	1.14535055741743e-05	0.00317331785697414	0.000953014467834527	1.01557728915159e-06	1.58624114340681e-06
"Sorex_caecutiens"	0.00137800994605659	0.0035696960947892	0.000560551014243814	1.00184436334132	0.00147013048876356	0.000893028218119424	9.22062077285852e-05	0.000193979054339894	5.45078244862635e-05	2.79842915672953e-05	1.65536195942501e-05	0.0883135605353242	0.000905826816050469	0.00255592323415499	0.00752777443160244	2.91813836155254e-05	0.000836505408878885	5.65001788738163e-06	2.06190350573662e-06	0.000830973523366956	2.64375571442962e-06
"Sorex_roboratus"	0.00122121063829374	0.00368176190726028	0.000465532118229099	0.00191275042086442	1.00153219065747	0.00092875075512482	9.60135459669706e-05	0.000183185400559885	4.20426069665448e-05	2.03033163812122e-05	1.72687338945672e-05	0.0921286953275162	7.32633279202779e-05	0.0011460881698144	0.00546159210654608	2.60204963054825e-05	0.00108499994936062	4.90858554503438e-06	1.88676720413887e-06	0.00107996395692533	2.6823229634553e-06
"Neomys_fodiens"	0.00117165352119671	0.00379168661711066	0.000359773752209991	0.00194696242148559	0.00155628504912808	1.00097689231526	0.000101044533810786	0.000139012873902665	3.24948365508062e-05	6.99543916982119e-06	1.82087411882165e-05	0.0971436342391351	7.06202530401371e-05	0.00186905913305521	0.0018817731366819	2.25263623098383e-05	9.18968221893239e-06	4.43536542634651e-06	1.43794994880769e-06	4.7931167548469e-06	2.63177152993161e-06
"Lemmus_sibiricus"	0.000233542434870012	0.000487858402135029	0.00516816585318306	0.000250718003037277	0.000200657523032096	0.00012602183430334	1.00352035616609	0.000107330306813046	3.3646882454101e-06	6.43001490981214e-07	2.35188780997055e-06	0.0125473214661929	3.34927508513182e-05	9.48030021247733e-05	0.000172967401073947	0.0881351889095473	2.43657010521239e-06	1.69612283265986e-05	5.73835322133551e-06	6.1733163590665e-07	5.73997021721232e-07
"Clethrionomys_rufocanus"	0.00402794408822256	0.00149147132669712	0.00163878190605126	0.000617670146713871	0.00044832216452814	0.000203031960568366	0.000125689438241593	1.00131647751427	0.000149513279192778	7.88370785843334e-05	3.27119794057904e-06	0.0174518410129892	0.0199351850702202	0.0172801915930345	0.0212071741391857	0.00270625365582155	0.0118687371459943	1.65159803849002e-05	0.00790668098334186	1.58674972315302e-06	0.00263593467940557
"Arvicola_terrestris"	0.00419321474935145	0.00130924462497166	0.00250588208571773	0.00057351710981199	0.000339996734599015	0.000156822906832152	1.30198806018043e-05	0.000494043879071787	1.00035127820302	0.000162301887485793	1.68803954238335e-06	0.00900569095861516	0.000190940978966095	0.0480139034826525	0.0436592077336784	9.38705091364606e-05	1.70549271052666e-05	1.97168633400649e-05	6.2718436557288e-06	1.36118037352603e-06	2.08253257779831e-06
"Microtus_middendorffi"	0.00259744096241184	0.00131841674583354	0.00370181834588656	0.000677219855928547	0.000377641684690547	7.76493747850152e-05	5.7227132697328e-06	0.000599161797240934	0.000373294341217324	1.00037258795093	5.6328815028665e-08	0.000300514228177928	0.00013499206673468	0.000166652122633411	0.100226158800447	0.000136016581829068	1.46836341218383e-05	1.8994395502504e-05	8.23352283419555e-06	1.49101779476041e-06	2.36464002537205e-06
