"Microtus_oeconomus"	"Sorex_arcticus"	"Clethrionomys_rutilus"	"Sorex_caecutiens"	"Sorex_roboratus"	"Neomys_fodiens"	"Lemmus_sibiricus"	"Clethrionomys_rufocanus"	"Arvicola_terrestris"	"Microtus_middendorffi"	"Sorex_minutus"	"Corrodopsylla_birulai"	"Peromyscopsylla_bidentata"	"Megabothris_rectangulatus"	"Amphipsylla_sibirica"	"Amalaraeus_penicilliger"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Catallagia_ioffi"	"Rhadinopsylla_integella"	"Amphalius_runatus"
"Sorex_minutus"	0.00105072991388422	0.00389325428239706	0.000269914355339821	0.00200298797090426	0.00160599225219475	0.00101058513594602	0.000104659007543689	0.000124305521742004	1.94124547374085e-05	2.81644075143325e-07	1.00001888756225	0.10076514458093	6.57920373368267e-05	6.23600486045396e-05	7.57622562135544e-05	1.95350484197589e-05	8.8718738910746e-06	3.81126741766504e-06	1.2367988351767e-06	4.9333326725459e-06	2.65376577955416e-06
"Corrodopsylla_birulai"	0.0105072991388422	0.0389325428239706	0.00269914355339821	0.0200298797090426	0.0160599225219475	0.0101058513594602	0.00104659007543689	0.00124305521742004	0.000194124547374085	2.81644075143325e-06	0.000188875622457227	1.0076514458093	0.000657920373368267	0.000623600486045396	0.000757622562135544	0.000195350484197589	8.8718738910746e-05	3.81126741766504e-05	1.2367988351767e-05	4.9333326725459e-05	2.65376577955416e-05
"Peromyscopsylla_bidentata"	0.0828096392791418	0.00835190389484088	0.00406297100337866	0.000718721604866274	4.46786196497432e-05	2.5701141270345e-05	9.77329451071252e-06	0.00496745595192373	1.43988279220334e-05	4.42596940113706e-06	4.31423195651322e-07	0.00230164274879981	1.00340838235563	0.00244607705610826	0.00119058576890587	0.000185960451177888	0.000257183438946553	0.000246083532747033	4.30618404836845e-05	3.96947807484787e-06	1.80634301314614e-05
"Megabothris_rectangulatus"	0.0621527907119968	0.00831086395565329	0.018252068910875	0.00219338093143797	0.000755930494983962	0.000735693488543007	2.99200964152653e-05	0.00465707291159796	0.00391602758901067	5.90964973877343e-06	4.42269848259146e-07	0.00235950964046254	0.00264557979472702	1.00229867161588	0.00158969577973005	0.000690714359098544	0.000206984758564182	0.000232655788146476	5.40396164267758e-05	5.93664118036628e-06	1.72221067968476e-05
"Amphipsylla_sibirica"	0.0259744096241184	0.0131841674583354	0.0370181834588656	0.00677219855928547	0.00377641684690547	0.000776493747850152	5.7227132697328e-05	0.00599161797240934	0.00373294341217324	0.00372587950931031	5.6328815028665e-07	0.00300514228177928	0.0013499206673468	0.00166652122633411	1.00226158800447	0.00136016581829068	0.000146836341218383	0.000189943955025039	8.23352283419555e-05	1.49101779476041e-05	2.36464002537205e-05
"Amalaraeus_penicilliger"	0.00118298046803905	7.61026517499826e-05	0.0585894491057121	3.60300756885569e-05	2.4692919963366e-05	1.27572766142451e-05	0.0400205704742332	0.00104936366246142	1.10154168884622e-05	6.93962152189121e-06	1.9933722877305e-07	0.00106346411550422	0.000289377232700285	0.000993782904417294	0.00186675818938874	1.00561755479706	1.52902726361644e-05	0.000188157099932431	6.37318781425534e-05	8.66482304726859e-08	2.80696299462743e-06
"Catallagia_dacenkoi"	0.0504352898936113	0.00685171655747523	0.000121025375567108	0.00674781029828967	0.00672699968603584	3.40018242100498e-05	7.2284913121301e-06	0.030067467436519	1.30754441140378e-05	4.89454470727944e-06	5.91458259404973e-07	0.00315542981392553	0.00261469829595663	0.00194565673050331	0.00131663252625817	9.98964478896074e-05	1.00048999461693	0.000142453022656072	0.000237489277975629	1.55398032743757e-05	8.32195656357974e-05
"Megabothris_calcarifer"	0.0647406547330386	0.000121938932767821	0.0359264914521715	4.8832297455227e-05	3.2607032549157e-05	1.75830557973022e-05	5.39124757524029e-05	4.48290896161578e-05	1.61959948864819e-05	6.7837126794657e-06	2.72233386976074e-07	0.00145236511951736	0.00268055276742304	0.00234317615204665	0.00182481871077627	0.00131709969952702	0.000152628238560077	1.00029570082211	3.43537480472565e-05	1.23999844060498e-07	1.90843160635578e-07
"Catallagia_ioffi"	0.000350679945385814	0.000130238009493567	0.0335672873670605	5.54422942653625e-05	3.89931888855366e-05	1.77347160352948e-05	5.67459374109844e-05	0.0667675283037757	1.60280448979736e-05	9.14835870466172e-06	2.74844185594822e-07	0.00146629373014837	0.00145931792750264	0.00169324131470564	0.002460908491554	0.00138793867954894	0.000791630926585428	0.000106878327258131	1.00055887921448	1.39635891181921e-07	0.000175781853331818
"Rhadinopsylla_integella"	0.000145338085385423	0.0336890159097485	5.36563334435091e-05	0.0335159321091339	0.0334788826646852	8.86726599646676e-05	9.15708593261531e-06	2.00988298266049e-05	5.21785809851646e-06	2.48502965793401e-06	1.64444422418197e-06	0.00877310993601079	0.0002017818021381	0.000279022135477215	0.000668472977984249	2.83050886210774e-06	7.76990163718784e-05	5.78665938948992e-07	2.09453836772882e-07	1.0000771198347	2.01857696911527e-05
"Amphalius_runatus"	0.000266773082161645	0.0602648000104922	0.000100567688491992	0.000127957776578394	9.97824142405373e-05	5.84253279644817e-05	1.02171469866379e-05	0.0400662071269647	9.57964985787224e-06	4.7292800507441e-06	1.06150631182166e-06	0.00566313617356857	0.00110186923801914	0.000971326823342206	0.00127217633365016	0.000110032949389395	0.000499317393814784	1.06872169955924e-06	0.000316407335997273	2.42229236293832e-05	1.0001414522079
