"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sciurus_vulgaris"	"Apodemus_peninsulae"	"Microtus_oeconomus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Microtus_agrestis"	"Sicista_betulina"	"Talpa_altaica"	"Arvicola_terrestris"	"Myopus_schisticolor"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_sibirica"	"Palaeopsylla_soricis"	"Catallagia_dacenkoi"	"Neopsylla_mana"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Catallagia_fetisovi"	"Rhadinopsylla_integella"	"Rhadinopsylla_altaica"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Leptopsylla_sicistae"	"Rhadinopsylla_pseudodahurica"	"Ceratophyllus_sciurorum"	"Ctenophyllus_subarmatus"	"Neopsylla_acanthina"	"Frontopsylla_elata"	"Megabothris_calcarifer"	"Amphipsylla_vinogradovi"	"Hystrichopsylla_microti"	"Neopsylla_pleskei"
"Clethrionomys_rutilus"	1.00554768555516	0.00269883178140579	0.0002162808440067	2.34499986689202e-05	0.000460227020759307	0.000432891329700779	0.000362351057994581	8.82669020980611e-05	0.000214199803589368	2.74178903701017e-05	6.92329823762124e-06	1.19058478842955e-05	1.05787711315887e-05	0.0316763283703102	0.0005479203885327	0.0156083099858989	0.0172433969444897	1.98477398372487e-06	0.0074350478930869	0.00282470568094947	0.00654854509601387	0.0048006693284346	0.00324662040091443	0.00557796979748982	0.00174276200218696	0.000874660456314668	0.000871367395233673	0.000524065922090038	2.73354166641146e-06	2.66597083209721e-06	0.000262237379041475	4.23795156667232e-08	6.22094327553265e-07	0.000174560483142358	0.00034733944233339	0.000174536119812411	0.000173669721166695	0.000173669721166695	0.000173669721166695
"Clethrionomys_rufocanus"	0.00501644815869647	1.00306057885543	0.000211184513639627	2.26098081278078e-05	0.000545008416209356	0.000421609481326554	0.000431084330339482	0.00011555833741649	0.000218699002227543	3.3775153072887e-05	9.6009763262728e-06	6.98722072436612e-06	7.86584747454808e-06	0.0185326358814511	0.00067202227970109	0.0157203439938609	0.0128213313835134	1.91366147105843e-06	0.0148653751887972	0.0039171983411193	0.0114698593459753	0.00390403219114508	0.00647503127579532	0.00615060701457599	0.00226273270298621	0.00177707964203067	0.000649854092815495	0.000808678592553783	3.0003087713183e-06	3.18508161140135e-06	0.00064531923126259	4.08610990261587e-08	7.30477398760694e-07	1.92125364483103e-06	1.73279729143229e-06	0.000322876215292724	8.66398645716143e-07	8.66398645716143e-07	8.66398645716143e-07
"Tamias_sibiricus"	0.000569211857635816	0.000299018072721563	1.00792904815749	0.000731055651219611	0.000227664494804729	6.41975005774776e-05	0.000130540206607668	1.95139669446583e-05	0.000118501745419549	9.88709966869271e-06	1.71231490031627e-06	3.66932403498582e-07	2.92100613636171e-07	0.000946189995977995	0.0907245772518527	0.00231355895841863	0.000476124000226958	6.18754933712983e-05	1.42942456019671e-05	0.00069862447932904	9.11120929684348e-06	0.0041332726659053	0.000698042201215255	0.000464705838349369	1.655045470702e-06	1.55741855479705e-06	0.000459420621915464	9.75551783195287e-07	8.16018310340526e-07	1.24002865607399e-06	3.39450133313321e-07	1.32118491184267e-06	1.17455057968616e-06	5.38950432235073e-07	1.96618949097e-07	1.94302435293785e-07	9.83094745485002e-08	9.83094745485002e-08	9.83094745485002e-08
"Sciurus_vulgaris"	8.17924652367759e-05	4.24274411554948e-05	0.000968868935351291	1.00889162526121	7.37989869003972e-05	8.32954172607665e-06	1.71312813830702e-05	7.69541960730217e-08	1.52947594473903e-05	1.65183586419996e-06	5.77486816567504e-09	4.90076100449582e-09	1.96290786366709e-09	5.2178656269666e-06	0.0110275303393925	0.000613770289761728	3.19953981777736e-06	0.0853911285236147	2.14092856449123e-06	2.35614621159542e-06	1.27699563150131e-06	0.000917614795064278	3.23211134069854e-06	1.35848202693702e-06	2.36607616616781e-07	3.01001807598757e-07	7.28717227862172e-07	2.19267180361334e-07	1.91522773999034e-07	3.68682230096401e-07	4.84304905174674e-08	0.00182329811794195	0.00121562730312719	1.5696325406172e-07	2.82530104444822e-08	2.7746871564294e-08	1.41265052222411e-08	1.41265052222411e-08	1.41265052222411e-08
"Apodemus_peninsulae"	0.00343834122605985	0.00219058221482857	0.000646273404606973	0.000158072668715689	1.00193044776043	0.000627565527009926	0.000251275906762707	0.000394140941916484	0.000168118216195042	0.000229005445202884	2.24056422672994e-05	4.11488060236413e-05	3.63234099073949e-06	0.00339884405157525	0.00329803763413748	0.0162662062340271	0.00592071581490537	1.33790421412978e-05	0.00394594248691977	0.00914150204505818	5.08940121680379e-05	0.0168434089432303	0.0252434048653162	3.54898584619269e-05	1.08610698336239e-05	0.00194700808657987	0.00259029640251856	0.00194275983708832	0.00259192899702268	0.00452975444297426	2.29723530781635e-06	2.85673497678957e-07	0.00129300392997965	0.00193981406278891	1.18768263421757e-06	1.29707798318537e-06	5.93841317108783e-07	5.93841317108783e-07	5.93841317108783e-07
"Microtus_oeconomus"	0.0037976375741932	0.00198986899141245	0.000213991668591592	2.09500594928594e-05	0.00073691406580711	1.00144336438624	0.000279603490414448	0.00116186225667101	0.000211126498045045	0.000126534534625404	0.000102622687288963	4.83488877723325e-06	1.1698999446561e-05	0.0123071370066026	2.86000118882185e-05	0.0107338482422513	0.0190693690978944	1.77318274623298e-06	0.0031040628452752	0.0418700564138969	5.14353503602291e-05	0.0068707998076085	0.00535779359626154	3.64631847712086e-05	1.10305752519601e-05	0.00152555760829176	6.5560669178096e-06	4.99097876202063e-06	1.46558209212229e-05	6.03945332027233e-06	2.26144842000648e-06	3.78615533003484e-08	9.76097894639514e-07	2.08218124275101e-06	1.31179190818418e-06	1.29469819852626e-06	6.5589595409209e-07	6.5589595409209e-07	6.5589595409209e-07
"Clethrionomys_glareolus"	0.004611016759975	0.0029512696461703	0.000631183416564547	6.25009386723002e-05	0.000427997423606808	0.000405578689392386	1.00052741625818	0.000184515834180651	0.000237792458931678	3.64345645375445e-05	1.63303505564102e-05	7.54463570951371e-06	1.42912453306907e-06	0.0200016882815011	0.00556275403745623	0.01552799722545	0.00232947298890258	5.28998908642058e-06	0.022073450315954	0.00666278302701536	0.0121586663124193	0.00444517672274735	0.00334687507093105	0.00884049838615505	1.45958261369718e-05	1.06356845217551e-05	7.26816696875813e-06	5.58610518676156e-06	3.46883486461986e-06	2.71363225914403e-06	3.08944010477107e-06	1.12953503624639e-07	6.27557075887576e-07	1.62475806184317e-06	1.59275190327288e-06	1.74381404029464e-06	7.96375951636442e-07	7.96375951636441e-07	7.96375951636441e-07
"Neomys_fodiens"	0.00157250880968546	0.00110758221862266	0.000132094545471533	3.93058355326818e-07	0.000939874553800847	0.00235947412123959	0.000258322167852911	1.00296018053745	0.000177488859663751	0.000212612005992264	0.00021214756368309	0.000166380596876645	1.95106231984661e-06	0.000118492458311064	1.95132921424621e-05	9.2663666029478e-05	0.00318023158134997	3.32678909177217e-08	4.69935647144545e-05	0.0865562059827008	2.65871104390759e-05	4.89593730067924e-05	5.29328817629958e-05	1.84349863983444e-05	5.20485348583397e-06	8.7076278025438e-06	4.55460626492588e-06	3.5227937314158e-06	0.0108118541491204	8.80056631607769e-06	1.11851393224637e-06	7.10346425289431e-10	1.21321492402655e-06	2.09070250760858e-06	5.43180935988068e-07	6.27154583121695e-07	2.71590467994034e-07	2.71590467994034e-07	2.71590467994034e-07
"Microtus_agrestis"	0.00459339578808311	0.00252313848866221	0.000965569777492618	9.40344469728444e-05	0.000482561546485769	0.00051608699522122	0.00040072432894042	0.000213643997743404	1.00023680288838	4.09112480231932e-05	1.83393107992723e-05	7.76942904123308e-06	8.03185516383674e-06	0.0205827553840906	0.00935713123180413	0.0205077396827085	0.0130919239170539	7.95893963836424e-06	0.0149015384797872	0.00748243880610311	0.00376792951343031	0.00375411161059058	0.0037528998855293	0.00374931907121004	1.36033001906907e-05	1.01375827871701e-05	7.27087111189466e-06	5.33897866899824e-06	3.93457308618467e-06	3.05597981043273e-06	2.80999151792273e-06	1.69941771637671e-07	7.35954574406751e-07	1.727322695859e-06	1.5866652117731e-06	1.603328910433e-06	7.93332605886548e-07	7.93332605886548e-07	7.93332605886548e-07
"Sicista_betulina"	0.00226785121775556	0.00150299431174347	0.000310737418158914	3.91721076367419e-05	0.00253541742903193	0.00119303989789666	0.000236824669494039	0.00098712717067837	0.000157800528089459	1.00078162226051	8.80481866900021e-05	3.1299927574531e-07	6.19040512347761e-08	0.00012962603291845	4.14722985945984e-05	0.0144164724190026	0.000100903603512685	3.31547055600135e-06	5.98141917772829e-05	0.0359236601695209	3.5264145370657e-05	0.0143670376329132	0.0143854746727256	2.45091000867168e-05	7.2943567887318e-06	1.13270785168731e-05	9.60768211529632e-06	7.28856745138355e-06	1.71892629834829e-05	0.021456770749271	1.55253059572752e-06	7.07929656085697e-08	3.31870167044691e-06	5.2989436882061e-06	7.83368296288621e-07	8.74186334899839e-07	3.9168414814431e-07	3.9168414814431e-07	3.9168414814431e-07
