"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	1.00589408080465	1.57915443608324e-06	0.000436482455384777	0.000353732536760941	0.000811355028731847	0.000817125280885684	0.000732317213337853	0.000273435069630325	0.000303009192329463	0.000153864382059985	0.000153864382059985	7.69321910299927e-05	9.32324097085841e-05	0.031157537367147	2.39595845474698e-05	0.021953562708037	0.0167818337475451	3.01577263698849e-05	0.00518367734391379	1.51090080710115e-05	2.11963621297365e-05	1.45668527062844e-05	0.00644803897951701	0.00129620490540507	0.00258496279944435	0.002580924560992	2.7210195135457e-06	0.00129313542646311	0.00257921559180681	3.3667688036607e-06	0.0012896077959034	1.36050975677285e-06	0.0012896077959034	3.52763055970369e-06	1.67877867455684e-06	0.0012896077959034	1.70896918518953e-06	0.0012896077959034	0.0012896077959034	1.36050975677285e-06	0.0012896077959034	1.67877867455684e-06	0.0012896077959034	1.36050975677285e-06
"Labourdonnaisia_callophylloides"	4.24738089705147e-06	1.00664129681869	0.000691270117125945	0.00115148152735357	2.26347938877945e-06	1.8312138349119e-06	1.62747967950078e-06	0.00160579897045678	5.61457748693982e-07	2.22941474548229e-07	2.22941474548229e-07	1.11470737274115e-07	7.43021468147272e-08	4.51456485960164e-05	0.100764503456012	1.07819020087958e-05	1.33743864266509e-05	4.87542916942839e-05	2.7241815962224e-06	2.39285809774365e-05	1.59811113015337e-05	2.00961656819008e-05	2.72268006221248e-08	1.44803052454191e-05	2.67866349373903e-06	1.00471342856037e-05	8.85755021041204e-06	1.52865748582487e-08	1.08907202488499e-08	6.23841942993313e-09	5.44536012442496e-09	4.42877510520602e-06	5.44536012442496e-09	9.8412147338237e-09	2.65873121971517e-06	5.44536012442496e-09	1.00362435653549e-05	5.44536012442496e-09	5.44536012442496e-09	4.42877510520602e-06	5.44536012442496e-09	2.65873121971517e-06	5.44536012442496e-09	4.42877510520602e-06
"Aphloia_theiformis"	0.00130944736615433	0.0007710320537174	1.00624486872419	0.00013514498633649	0.000576779713320539	0.00011778903411406	0.000529361825290462	0.000187371503583098	0.000227556903913705	6.05628116928955e-07	6.05628116928955e-07	3.02814058464478e-07	1.43920099389665e-07	0.000122639693678114	0.0116984173667468	0.015521681760829	2.59056178901397e-05	1.66149463256391e-05	0.00389458655701873	0.034831553148145	0.0232289918068941	5.99235416317014e-06	8.39389337278418e-06	5.87737686494004e-06	0.00387647102839461	4.52862924650804e-06	1.039576817973e-06	4.18651655855918e-06	3.35755734911367e-06	2.52841004348561e-06	1.67877867455684e-06	5.19788408986501e-07	1.67877867455684e-06	2.50773788400235e-06	0.00387017257201611	1.67877867455684e-06	1.17107189739436e-06	1.67877867455684e-06	1.67877867455684e-06	5.197884089865e-07	1.67877867455684e-06	0.00387017257201611	1.67877867455684e-06	5.197884089865e-07
"Gaertnera_sp1_M_PL_081"	0.00106119761028282	0.00128434478050975	0.00013514498633649	1.00557176521918	0.000799257264553882	8.46899425390216e-05	0.000622640302349345	0.000427384176484892	4.73530528435843e-07	1.979963948745e-05	1.979963948745e-05	9.89981974372499e-06	6.4613189525111e-05	0.00400942699620862	0.0194866104629065	3.98667603399144e-05	0.01163037411452	0.0425572891249479	5.99865758828957e-06	4.6780956808785e-06	1.35279064147825e-05	6.15413453770113e-06	6.80254878386425e-06	0.00387509040482629	6.69992071336189e-06	5.39217061657628e-06	0.00773516742476293	4.83554134178972e-06	2.7210195135457e-06	5.26145031595381e-09	1.36050975677285e-06	0.00386758371238147	1.36050975677285e-06	3.47503158501688e-06	5.197884089865e-07	1.36050975677285e-06	2.67115110303058e-06	1.36050975677285e-06	1.36050975677285e-06	0.00386758371238147	1.36050975677285e-06	5.197884089865e-07	1.36050975677285e-06	0.00386758371238147
"Ochna_mauritiana"	0.00275155183656888	2.85395227280887e-06	0.00065201184984061	0.000903508212104389	1.00217535339051	0.00132133145734321	0.00109700739333765	0.00041411606913033	1.33243157362838e-06	0.000302964021594141	0.000302964021594141	0.00015148201079707	2.45334543480117e-05	0.0613502143728134	4.33013448288243e-05	0.00445815238190027	0.0044160217826421	0.00876498260882449	1.67218936896548e-05	2.25696409560211e-05	0.00873570920317478	1.77753647769461e-05	1.76381527985184e-05	0.00436687503275289	1.56574845219522e-05	9.64348655147195e-06	6.95006317003375e-06	0.00436081177573581	7.05526111940737e-06	1.48047952625375e-08	3.52763055970369e-06	3.47503158501688e-06	3.52763055970369e-06	0.00435728414517611	2.50773788400234e-06	3.52763055970369e-06	2.58822543206456e-06	3.52763055970369e-06	3.52763055970369e-06	3.47503158501687e-06	3.52763055970369e-06	2.50773788400234e-06	3.52763055970369e-06	3.47503158501688e-06
"Croton_grangeroides"	0.0030350367575754	2.52881910535453e-06	0.000145834042236455	0.000104854214572122	0.00144717254851876	1.00216423636457	0.00121498481590525	0.000786657834814979	0.000193159645246016	0.000402488871953724	0.000402488871953724	0.000201244435976862	3.2287858165844e-07	0.0815039965706289	3.83682898743446e-05	0.0096393549378746	5.8118144698519e-05	3.05200802526726e-05	3.11487191905161e-05	5.04810146203113e-06	2.26994257361599e-05	0.00955640073992589	1.94553638306115e-05	1.55030242331551e-05	1.50929613386106e-05	1.26987569998382e-05	8.06570881324015e-07	1.01831273248995e-05	7.78214553224462e-06	2.14621828051128e-06	3.89107276612231e-06	4.03285440662008e-07	3.89107276612231e-06	6.29205455877721e-06	5.60900162447904e-07	3.89107276612231e-06	4.91661146759362e-06	3.89107276612231e-06	3.89107276612231e-06	4.03285440662008e-07	3.89107276612231e-06	5.60900162447904e-07	3.89107276612231e-06	4.03285440662008e-07
"Syzygium_coriaceum"	0.0031733745911307	2.62205059475125e-06	0.000764633747641778	0.000899369325615721	0.00140173166926477	0.00141748228522279	1.00137334927655	0.000306339897330765	1.47609938492747e-06	0.00030409824118609	0.00030409824118609	0.000152049120593045	3.85555310783082e-07	0.0615798938401831	3.97828366100189e-05	0.0167900770265705	6.93999559409547e-05	0.0111766097592534	1.93294226112825e-05	2.64680912645231e-05	0.00559301963897204	1.73454811087476e-05	2.03421448149403e-05	1.55366516306775e-05	0.00557426303071397	1.00514822842934e-05	6.91822558165938e-06	1.01629144815306e-05	8.13685792597614e-06	1.64011042769718e-08	4.06842896298807e-06	3.45911279082969e-06	4.06842896298807e-06	6.0944855185425e-06	2.94089902939146e-06	4.06842896298807e-06	1.91462435831728e-06	4.06842896298807e-06	4.06842896298807e-06	3.45911279082969e-06	4.06842896298807e-06	2.94089902939145e-06	4.06842896298807e-06	3.45911279082969e-06
"Grangeria_borbonica"	0.00133299596444784	0.00291051063395291	0.000304478693322534	0.00069449928678795	0.00059529184937485	0.00103248840819466	0.000344632384497111	1.00232118063906	0.000252727636451157	0.000124808871923182	0.000124808871923182	6.2404435961591e-05	1.82425114778323e-07	0.0252737965644443	0.0441594716875615	5.19020851800032e-05	3.2836520660098e-05	3.83883617141001e-05	2.76635425843536e-05	1.05396470765492e-05	1.41175066068126e-05	0.0125416560657729	8.54484592594766e-06	0.0062714757247144	6.50363462609071e-06	0.0062679253173645	5.34230220606115e-06	4.2971946172541e-06	3.41793837037907e-06	2.8080848494573e-06	1.70896918518953e-06	2.67115110303058e-06	1.70896918518953e-06	2.58822543206457e-06	1.17107189739436e-06	1.70896918518953e-06	0.00626450737899411	1.70896918518953e-06	1.70896918518953e-06	2.67115110303058e-06	1.70896918518953e-06	1.17107189739436e-06	1.70896918518953e-06	2.67115110303058e-06
"Phyllanthus_phillyreifolius"	0.00262607966685535	1.80914163468061e-06	0.000657386611306258	1.36797708214799e-06	3.40510291038363e-06	0.00045070583890737	2.95219876985493e-06	0.000449293575913169	1.00590617303566	6.3739650029872e-07	6.3739650029872e-07	3.1869825014936e-07	2.43460720365756e-07	0.000129072791310491	2.74490454917058e-05	7.17051545052904e-05	4.38229296658361e-05	1.20287752554511e-07	0.0782531422769205	2.27556903913705e-05	1.52164709557157e-05	0.0111866438622117	1.68338440183035e-05	6.19491989869649e-06	9.27834875508398e-06	9.54162245677871e-06	1.05229006319076e-08	3.38157359892324e-06	6.7335376073214e-06	0.0111767352559518	3.3667688036607e-06	5.26145031595381e-09	3.3667688036607e-06	1.48047952625375e-08	2.52841004348561e-06	3.3667688036607e-06	2.8080848494573e-06	3.3667688036607e-06	3.3667688036607e-06	5.26145031595381e-09	3.3667688036607e-06	2.52841004348561e-06	3.3667688036607e-06	5.26145031595381e-09
"Croton_fothergillifolius"	0.00300035545016971	1.61632569047466e-06	3.93658276003821e-06	0.000128697656668425	0.00174204312416631	0.00211306657775705	0.0013684420853374	0.000499235487692727	1.43414212567212e-06	1.00049674173895	0.000496741738946255	0.000248370869473127	3.28321276658741e-07	0.100590202136616	2.45235622003052e-05	0.000115958837413683	5.90978297985733e-05	3.57980139980603e-05	1.5513123296474e-05	1.36266326309015e-07	2.28415013268986e-05	2.63808221063527e-05	1.92330477574981e-05	1.50359228766189e-05	1.53108158355747e-05	1.08134409010788e-05	9.89981974372498e-07	1.14207100913531e-05	7.69321910299926e-06	1.5934912507468e-08	3.84660955149963e-06	4.94990987186249e-07	3.84660955149963e-06	7.57410053985351e-06	1.51407029232239e-08	3.84660955149963e-06	3.12022179807955e-06	3.84660955149963e-06	3.84660955149963e-06	4.94990987186249e-07	3.84660955149963e-06	1.51407029232239e-08	3.84660955149963e-06	4.94990987186249e-07
