"Marmota_caudata"	"Apodemus_uralensis"	"Spermophilus_fulvus"	"Ellobius_tancrei"	"Cricetulus_migratorius"	"Alticola_argentatus"	"Dryomys_nitedula"	"Microtus_juldaschi"	"Citellophilus_lebedewi"	"Oropsylla_silantiewi"	"Pectinoctenus_nemorosa"	"Citellophilus_transcaucasicus"	"Amphipsylla_dumalis"	"Leptopsylla_taschenbergi"	"Amphipsylla_kuznetzovi"	"Ctenophthalmus_dux"	"Callopsylla_caspia"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Leptopsylla_nana"	"Frontopsylla_elata"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Frontopsylla_protera"	"Amphipsylla_phaiomydis"	"Ophthalmopsylla_praefecta"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_dilatatus"	"Neopsylla_pleskei"	"Ctenophthalmus_golovi"	"Amphipsylla_primaris"	"Rhadinopsylla_li"
"Marmota_caudata"	1.01010101010101	0	0	0	0	0	0	0	0.0597617970752299	0.0411276948590381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120609075832956
"Apodemus_uralensis"	0	1.00932093476399	0	0.000290147802785097	0.000143369364532669	0.000190229645577093	0.00011271007800973	4.36184461132058e-05	0	0	0.0681340437587299	0	0.00490000534721981	0.00956609783432024	0.00528443817969076	9.67159342616991e-06	0.0025403221939608	0.00156603851924295	0.000592723839119705	0.0007880511762071	5.27713125797803e-06	0.000979040328481041	0.00175703837773229	0.00156181189131759	0.00136658540490289	0.000587591050771198	1.91159152710225e-06	0.000391408768592949	0.000391408768592949	0.000585679459244096	9.55795763551127e-07	0
"Spermophilus_fulvus"	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0	0.00277789655629436	0	1.00732176514505	3.94587341147875e-07	5.23558225290617e-07	3.10205532035367e-07	1.20048566392926e-07	0	0	0.000187521450318517	0	0.0671682171116508	2.63282265490181e-05	1.4544058401747e-05	0.0335773921715017	6.9915841744944e-06	4.31011867463796e-06	1.6313200834472e-06	2.16890839491138e-06	1.45239479770409e-08	2.69455696725117e-06	4.83579671308496e-06	4.29848596718663e-06	3.7611752212883e-06	1.61719340224362e-06	5.26116454863834e-09	1.07725207407098e-06	1.07725207407098e-06	1.61193223769499e-06	2.63058227431917e-09	0
"Cricetulus_migratorius"	0	0.00247073204877966	0	7.10257214066176e-07	1.00632049591269	0.000770029992616902	2.75904712136197e-07	0.000538765984998639	0	0	0.000166786360739672	0	1.19947975253268e-05	2.34169962070026e-05	0.0101242350764734	2.36752404688725e-08	1.58380473707936e-05	3.83352948090962e-06	1.4509376898352e-06	0.016793170606554	0.026853172090505	3.83072217421204e-05	4.30108093598007e-06	3.82318305420451e-06	3.34528517242894e-06	0.0134190403058145	0.0134176066121692	0.00670975910184814	0.00670975910184814	1.43369364532669e-06	0.00670880330608459	0
"Alticola_argentatus"	0	0.00614679542270982	0	1.76700901035583e-06	0.00144380623615669	1.0025069170199	6.86407829007801e-07	1.038005408884e-06	0	0	0.000414938414415034	0	2.98411827221112e-05	5.82578289579847e-05	0.0627032216287962	5.89003003451945e-08	0.0125467926214518	9.53722257244244e-06	3.60970634388348e-06	0.0250914921039061	3.85360998111412e-05	6.01387678487642e-06	1.07004175637115e-05	9.51148227885465e-06	8.32254699399782e-06	2.2817555669993e-05	1.92507498154225e-05	1.20032454774249e-05	1.20032454774249e-05	3.56680585457049e-06	9.62537490771127e-06	0
"Dryomys_nitedula"	0	0.00364194439568941	0	1.04694367061936e-06	5.17321335255369e-07	6.86407829007801e-07	1.00645665764354	1.5738894329762e-07	0	0	0.000245848857658724	0	1.76807459337283e-05	3.45174613904799e-05	1.90678993668075e-05	3.48981223539788e-08	9.16627393615318e-06	0.0377477601655333	0.0629056544166841	2.84353416822271e-06	1.90415337167305e-08	3.53268253402391e-06	6.33994188804732e-06	5.63550390048651e-06	4.9310659129257e-06	2.12021158048585e-06	6.89761780340492e-09	1.41232478402333e-06	1.41232478402333e-06	2.11331396268244e-06	3.44880890170246e-09	0
"Microtus_juldaschi"	0	0.00375845610675457	0	1.08043709753634e-06	0.00269382992499319	2.76801442369066e-06	4.19703848793652e-07	1.00364445591389	0	0	0.00025371396155848	0	1.82463816870048e-05	3.56217309924514e-05	4.67396009023552e-05	3.60145699178779e-08	9.48526350482406e-06	5.83153170942387e-06	2.20715379620989e-06	4.78742621846925e-05	0.0335266506617962	0.0669132652647689	6.54276691698087e-06	5.81579281509411e-06	5.08881871320735e-06	3.80986546389029e-05	3.59177323332426e-05	1.94128143703948e-05	1.94128143703948e-05	2.18092230566029e-06	1.79588661666213e-05	0
"Citellophilus_lebedewi"	0.101010101010101	0	0	0	0	0	0	0	1.00597617970752	0.00411276948590381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20609075832956e-05
"Oropsylla_silantiewi"	0.101010101010101	0	0	0	0	0	0	0	0.00597617970752299	1.0041127694859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20609075832956e-05
