"Guarea_guidonia"	"Cecropia_schreberiana"	"Schefflera_morototoni"	"Miconia_prasina"	"Cupania_americana"	"Alchornea_latifolia"	"Myrcia_sp1_M_SD_003"	"Byrsonima_coriacea"	"Clusia_rosea"	"Henriettea_fascicularis"	"Casearia_arborea"	"Ocotea_leucoxylon"	"Miconia_affinis"	"Phoradendron_sp1_M_SD_003"	"Psychotria_berteroana"	"Inga_vera"	"Ficus_sp1_M_SD_003"	"Myrcine_coriacea"	"Anthurium_scandens"	"Dendropanax_arboreus"	"Inga_laurina"	"Miconia_serrulata"	"Tournefortia_hisutissima"	"Unidentified_sp2_M_SD_003"	"Unidentified_sp3_M_SD_003"	"Loxigilla_portoricensis"	"Spindalis_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Columba_squamosa"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Euphonia_musica"	"Margarops_fuscatus"	"Icterus_dominicensis"	"Zenaida_zenaida"	"Molothrus_bonariensis"	"Nesospingus_sp1_M_SD_003"	"Tiaris_bicolor"	"Todus_mexicanus"	"Unidentified_sp1_M_SD_003"
"Guarea_guidonia"	1.00388704245916	0.00115419413716902	6.36335290566414e-05	0.000747336887026716	0.00118838544951448	0.000557639627462279	0.000247003857591896	0.00021760258636673	0.000411136732197549	0.000398751670494699	0.000310711175459735	6.97745863908957e-07	0.000398009367606608	0.000100023441070039	0.000100144219429663	9.99302602536596e-05	3.47399445591152e-07	5.89477780613681e-05	9.95023419016519e-05	2.13959176003869e-07	3.79780293199327e-07	2.13959176003869e-07	2.13959176003869e-07	5.87338188853642e-05	2.13959176003869e-07	0.0796018735213215	0.000124096322082244	0.0140961165324874	2.22845128331647e-05	1.81413924616329e-05	3.74950491587142e-05	0.00470837444752668	1.04219833677346e-05	0.00234646889542863	1.13934087959798e-05	1.3940990686557e-05	5.65897833102133e-06	2.88548534292255e-06	2.88548534292255e-06	2.88548534292255e-06	5.17851959099558e-06
"Cecropia_schreberiana"	0.0012407586974567	1.0032396974326	0.00130648084927188	0.00142591492213525	0.000625670622434334	0.000169265299808358	0.000425318276317673	0.000163876168395981	7.46391710768708e-05	0.000229556505248001	9.39131333543693e-05	9.77098739741283e-05	0.000126543518266856	0.000158054944671994	0.000188502540549479	0.000136213653555224	8.42793767368533e-05	6.29516257195224e-05	3.16358795667139e-05	5.22888869942551e-05	2.09323162633912e-07	5.22888869942551e-05	5.22888869942551e-05	1.06627387252673e-05	5.22888869942551e-05	0.0253087036533712	0.030327554456668	0.00255905729406414	0.00757721652363843	0.00254045672332734	0.0175740607922804	2.52124930732084e-05	0.0025283813021056	0.00503010411064846	6.27969487901737e-06	4.23163249520895e-06	2.97938391635397e-06	0.00250809924358151	0.00250809924358151	0.00250809924358151	1.56521888923949e-06
"Schefflera_morototoni"	9.77229196226993e-05	0.00186640121324554	1.00387372316142	0.00130695689517561	0.000287654945767143	1.6094938567329e-05	0.00043558074430088	0.000367036636853308	0.000105727015865078	0.000327073064656321	9.89904128836303e-05	0.000416132659298938	7.60673449290988e-07	4.25851064477412e-07	0.00026106763064141	0.000174108476548381	1.57121801436443e-07	0.000102063013502326	1.90168362322747e-07	8.6959154093029e-05	2.02082200945391e-07	8.6959154093029e-05	8.6959154093029e-05	1.51038594092969e-05	8.6959154093029e-05	0.000152134689858198	0.0504363093739568	0.00362492625823126	0.0358726732369584	0.0108194491417724	4.58572473052698e-05	1.03230781584787e-05	4.7136540430933e-06	2.02318555544648e-05	6.06246602836171e-06	4.02373464183224e-07	1.36978545603401e-06	4.66600303311385e-06	4.66600303311385e-06	4.66600303311385e-06	1.64984021472717e-06
"Miconia_prasina"	0.00128541944568595	0.00228146387541641	0.00146379172259668	1.00203696735999	0.000396958839747116	0.000177583215586997	0.000672090432337387	0.000140584501899754	1.38079420548696e-06	0.000246372138115489	7.15198313389142e-05	1.10440886876634e-06	0.000141553600986368	3.58092708990655e-05	0.000347805231351881	0.000243666287650118	2.80580434982305e-07	0.000104336200016833	3.5388400246592e-05	0.000104138943701763	1.80932513790983e-07	0.000104138943701763	0.000104138943701763	1.97256315069566e-07	0.000104138943701763	0.0283107201972736	0.0604005873470226	4.73415156166959e-05	7.47991370349977e-05	2.87146305879249e-05	0.00806000191707825	1.85123734208275e-05	8.41741304946916e-06	0.00403094566676936	5.42797541372949e-06	4.43958038967493e-06	1.89028018927198e-06	5.70365968854102e-06	5.70365968854102e-06	5.70365968854102e-06	1.1919971889819e-06
"Cupania_americana"	0.00243336068233917	0.00119175356654159	0.000383539927689524	0.000472570047317995	1.00323192031965	0.000271826152568992	8.5595680549777e-05	0.000163194696023025	0.000421082819320585	0.000360957114247442	0.000464191630077173	8.42445013644622e-07	0.00016879351897056	4.25077844793778e-05	4.27427967130197e-05	4.25613243895598e-05	2.06269824491883e-07	6.03361607978292e-05	4.219837974264e-05	1.81472323459915e-07	0.00015994820698557	1.81472323459915e-07	1.81472323459915e-07	6.01546884743693e-05	1.81472323459915e-07	0.033758703794112	0.000105253947606751	0.0144371252338486	0.00480508739517794	2.19035703547602e-05	0.00957922596512302	0.02868282363582	6.18809473475649e-06	1.45779723598735e-05	0.00479844620956709	6.79565381422479e-06	0.004777294858665	2.97938391635397e-06	2.97938391635397e-06	2.97938391635397e-06	7.73652716795289e-06
"Alchornea_latifolia"	0.00299731299760975	0.000846326499041789	5.63322849856514e-05	0.000554947548709366	0.000713543650493603	1.00295419626969	0.000158755153108188	0.000184685932154556	0.000368808118371527	0.000315831615621012	0.000211218306160925	5.4651710133644e-07	0.000315299123971697	7.92290281514005e-05	7.93032593769616e-05	7.91437665822825e-05	2.6949810565082e-07	5.28463668477545e-05	7.88247809929242e-05	1.59492794679112e-07	2.6453870000902e-07	1.59492794679112e-07	1.59492794679112e-07	5.26868740530754e-05	1.59492794679112e-07	0.0630598247943394	9.2505820913885e-05	0.0126448497727381	1.62690231939992e-05	1.42094446347474e-05	2.6045947937131e-05	3.78482572319134e-05	8.08494316952459e-06	1.54063574471772e-05	7.93616100027061e-06	0.0250738549067423	3.39782690711239e-06	2.11581624760447e-06	2.11581624760447e-06	2.11581624760447e-06	3.52030510268209e-06
"Myrcia_sp1_M_SD_003"	0.00132764573455644	0.00212659138158836	0.00152453260505308	0.00210028260105433	0.000224688661443165	0.000158755153108188	1.00085631352025	0.000141154562747824	1.31726135312381e-06	0.000235661132518279	6.39366875045202e-05	1.11065054379473e-06	0.000126536068025691	3.20212111178513e-05	0.000357067402091975	0.000248589607063458	2.58129407619055e-07	0.000108665975221821	3.16340170064227e-05	0.000108477795028518	1.48379050644689e-07	0.000108477795028518	0.000108477795028518	1.88180193303401e-07	0.000108477795028518	0.0253072136051382	0.0629171211165402	4.51632463928162e-05	7.48335620137989e-05	2.88769141386631e-05	5.61575019999754e-05	1.36603839394393e-05	7.74388222857166e-06	0.0125328255545351	4.45137151934066e-06	3.96887882770469e-06	1.06994600687221e-06	5.31647845397091e-06	5.31647845397091e-06	5.31647845397091e-06	1.06561145840867e-06
"Byrsonima_coriacea"	0.00133670160196705	0.000936435247977031	0.00146814654741323	0.000502087506784836	0.000489584088069076	0.000211069636748064	0.000161319500283227	1.00127743461727	0.000838688392694278	9.80878597385616e-05	0.00048880245650477	0.00165784200742601	7.25834681027518e-05	1.83322889214598e-05	9.3020739224032e-05	6.80624484912507e-05	1.24281263847895e-07	0.000144770918260535	1.81458670256879e-05	2.49582907327814e-05	1.24836385934824e-07	2.49582907327814e-05	2.49582907327814e-05	0.000119812627527754	2.49582907327814e-05	0.0145166936205504	0.0144758086250132	0.028755030606661	6.31896775640373e-05	0.0431038921930762	2.50670224945346e-05	2.83520411637215e-05	3.72843791543685e-06	1.18156283972324e-05	3.74509157804472e-06	5.2767409187016e-06	2.33135280032893e-06	2.34108811994258e-06	2.34108811994258e-06	2.34108811994258e-06	8.14670760841283e-06
"Clusia_rosea"	0.00252555421207066	0.00042650954901069	0.000422908063460314	4.93140787673916e-06	0.00126324845796176	0.000421494992424603	1.50544154642721e-06	0.000838688392694278	1.00292972953074	2.00746266652989e-06	0.000420982285815847	1.87481047814309e-06	1.52677187056942e-06	4.36828553631439e-07	7.30392654914727e-07	6.14159425823936e-07	3.67570573260563e-08	0.00041864902333442	3.81692967642355e-07	1.16233229090791e-07	2.02145380786964e-07	1.16233229090791e-07	1.16233229090791e-07	0.00041853279010533	1.16233229090791e-07	0.000305354374113884	6.74152728726587e-05	0.100447869625279	2.43468279124073e-05	4.87450724317204e-05	1.95343060655749e-05	5.48559482919585e-05	1.10271171978169e-06	8.04447328442717e-06	6.06436142360891e-06	1.05373748106151e-05	6.01546884743693e-06	1.06627387252673e-06	1.06627387252673e-06	1.06627387252673e-06	7.01637143026411e-06
"Henriettea_fascicularis"	0.00244947454732458	0.00131175145856001	0.00130829225862528	0.000879900493269603	0.00108287134274233	0.000360950417852585	0.000269327008592318	9.80878597385616e-05	2.00746266652989e-06	1.0008869302777	0.000145115076915873	9.23519140375713e-07	0.000287809009141616	7.23891367621715e-05	0.000146976057906603	0.000121968122699537	2.91256317844912e-07	2.52947155879992e-05	7.19522522854041e-05	2.50079352070663e-05	0.000478379305968443	2.50079352070663e-05	2.50079352070663e-05	2.86780380932841e-07	2.50079352070663e-05	0.0575618018283233	0.0145046024200985	6.88272914238819e-05	0.014360104107918	2.40114976497685e-05	4.03079148780267e-05	4.4750670707751e-05	8.73768953534737e-06	1.9141399308921e-05	0.0143513791790533	9.02376044631462e-06	5.15653020353489e-06	3.27937864640001e-06	3.27937864640001e-06	3.27937864640001e-06	2.41858461526455e-06
