"Pittosporum_senacia"	"Aphloia_theiformis"	"Embelia_angustifolia"	"Stillingia_lineata"	"Memecylon_ovatifolium"	"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Gaertnera_sp1_M_PL_068"	"Casearia_coriacea"	"Calophyllum_eputamen"	"Olea_lancea"	"Labourdonnaisia_callophylloides"	"Tabernaemontana_persicarifolia"	"Antidesma_madagascariense"	"Euodia_chapelieri"	"Turraea_rigida"	"Warneckea_trinervis"	"Xylopia_lamarckii"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_068"	"Apis_mellifera"	"Paragus_borbonicus"	"Nacoleia_sp1_M_PL_068"	"Stomorhina_lunata"	"Chrysomya_megacephala"	"Chaetocnema_sp1_M_PL_068"	"Episyrphus_sp1_M_PL_068"	"Graphomya_maculata"	"Melanostoma_annulipes"	"Villa_unifasciata"	"Allograpta_nasuta"	"Musca_domestica"	"Pachycerina_crinicornis"	"Ahasverus_advena"	"Cheloninae_sp1_M_PL_068"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Orthellia_albigena"	"Phorinia_sp1_M_PL_068"	"Siphona_sp1_M_PL_068"	"Unidentified_sp1_M_PL_068"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_068"	"Drosophila_sp1_M_PL_068"	"Henotesia_narcissus"	"Hyadina_sp1_M_PL_068"	"Hyperaspis_hottentota"	"Macroglossum_milvus"	"Nacoleia_sp2_M_PL_068"	"Panara_naso"	"Papillio_manlius"	"Pelecophora_intemipta"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_068"	"Sarcophaga_arno"	"Scolia_oryctophaga"	"Zosterops_mauritianus"
"Pittosporum_senacia"	1.00493360340382	0.00224048360376316	9.49140974929224e-08	0.000600987898564085	0.000247237780498204	0.000135080891875214	0.00030051713812145	0.000100111202672873	0.000840686480616099	0.000226309173600141	1.54857130346262e-05	0.000123494072584756	4.59215343678926e-05	9.46200940933574e-08	0.000107237814802269	0.000107237814802269	0	7.64260436923726e-05	0.0741332623816014	9.24804026854116e-09	0.00893541362187001	0.00298208629588953	0.00149244986695651	2.57521804896495e-05	0.00149377973168997	1.04732502345945e-05	0.00148402447892984	9.31342729038727e-06	2.11430745030084e-05	0.00591460712586384	6.22855217100757e-06	7.51234873205107e-06	3.75957173864273e-06	5.16190434487538e-07	9.33534834901315e-06	2.77862646218086e-06	0	5.11107537730049e-06	0.0014797216216004	3.75617436602553e-06	0.00295568706883477	8.34260022273938e-07	4.66767417450658e-06	4.66767417450658e-06	8.34260022273937e-07	3.15400313644524e-09	1.87808718301277e-06	8.34260022273938e-07	9.00539279168095e-07	8.34260022273938e-07	8.34260022273938e-07	3.15400313644524e-09	2.50430948434542e-06	4.66767417450658e-06	1.87808718301277e-06	9.00539279168095e-07	4.66767417450658e-06	2.46988145169512e-06
"Aphloia_theiformis"	0.00317401843866447	1.003914586544	7.83638284508416e-08	0.000496193019036183	0.000844117496201658	0.000275065997366083	0.000262364562350705	2.97204459123818e-05	0.000644028669654876	8.8439885696795e-05	2.14604901495838e-05	0.000116670443182543	3.24890098023788e-07	7.81210907271942e-08	8.76573364517604e-05	8.76573364517604e-05	0	5.8548060877716e-05	0.0567916190513845	7.63544995162047e-09	0.0084416899164729	0.00422915798325313	1.05589281857731e-05	0.00838889159858745	0.00210546001524809	4.86330532305612e-06	2.5770611579548e-05	9.86995936950008e-06	0.00837439606282865	1.9934123636552e-05	1.15423813309927e-05	6.20241273795229e-06	3.10401133822718e-06	7.15349671652791e-07	0.00418297744393332	3.38437650026196e-06	0	2.81403012301372e-06	6.21827735899465e-06	3.10120636897615e-06	9.33534834901315e-06	2.47670382603181e-07	0.00209148872196666	0.00209148872196666	2.47670382603181e-07	2.60403635757314e-09	1.55060318448807e-06	2.47670382603181e-07	1.83377331577389e-06	2.47670382603182e-07	2.47670382603182e-07	2.60403635757314e-09	2.18637135292254e-06	0.00209148872196666	1.55060318448807e-06	1.83377331577389e-06	0.00209148872196666	2.33340886365086e-06
"Embelia_angustifolia"	1.65491246910737e-07	9.64477888625743e-08	1.00990491137271	0.000130363255878996	5.759850980557e-08	1.12015741608954e-07	1.09044969620294e-10	2.31851259301302e-11	2.33336220357481e-08	2.26031660119372e-08	4.19089080308211e-09	4.682808311979e-11	7.60327633357802e-12	6.52472177103221e-05	2.13292197362458e-09	2.13292197362458e-09	0	2.12123836688619e-09	2.05760121587961e-06	0.0984009913645206	3.3882459541324e-09	8.23601716864853e-07	2.47106480841286e-10	2.9904659297204e-09	2.44475535010539e-06	1.17825165495142e-09	1.68333222589034e-09	1.6310342417089e-06	1.37971667191049e-09	1.29638029460344e-09	8.15346334341779e-07	1.62954069848745e-06	0.0025924894503568	1.39696360102737e-10	4.01865786927393e-10	4.08131946232588e-07	0	4.07708076993461e-07	4.07628544102613e-07	8.14770349243724e-07	4.86738961502166e-10	1.93209382751085e-13	2.00932893463696e-10	2.00932893463697e-10	1.93209382751085e-13	2.17490725701073e-06	4.07385174621862e-07	1.93209382751085e-13	7.46771610726357e-10	1.93209382751085e-13	1.93209382751085e-13	2.17490725701073e-06	9.08708080169119e-13	2.00932893463697e-10	4.07385174621862e-07	7.46771610726357e-10	2.00932893463697e-10	9.36561662395799e-13
"Stillingia_lineata"	0.00127709928444868	0.000744289528554275	0.000158880218102526	1.00601587038175	0.000444488859871123	0.000864427733346797	8.41502226096112e-07	1.78920083617431e-07	0.000180066031054339	0.000174429087211422	3.23411887077364e-05	3.6137326028273e-07	5.86746365523222e-08	0.000158388074938553	1.64598018151986e-05	1.64598018151986e-05	0	1.63696391867581e-05	0.0158785500111553	1.54806366356307e-05	2.61471622477569e-05	0.00635575103163097	1.90692568795047e-06	2.30774857903757e-05	0.0188662262600253	9.09259174444777e-06	1.29903086797909e-05	0.0125867240828832	1.06473013366635e-05	1.00041928350714e-05	0.00629204407848465	0.0125751983797719	0.00629328617755852	1.07803962359121e-06	3.10120636897614e-06	0.00314956244649862	0	0.00314629143904599	0.00314567768212598	0.00628759918988594	3.75617436602553e-06	1.49100069681192e-09	1.55060318448807e-06	1.55060318448807e-06	1.49100069681192e-09	5.27960249795178e-06	0.00314379959494297	1.49100069681192e-09	5.76285155564531e-06	1.49100069681192e-09	1.49100069681192e-09	5.27960249795178e-06	7.01251855080093e-09	1.55060318448807e-06	0.00314379959494297	5.76285155564531e-06	1.55060318448807e-06	7.2274652056546e-09
"Memecylon_ovatifolium"	0.000840608453693893	0.00202588199088398	1.12317094120862e-07	0.000711182175793798	1.00466153368079	0.00116237414471377	0.000314146472191019	3.5390958182294e-05	2.16744165030012e-06	3.5634919764766e-05	0.000101568968088532	0.0001397272320851	2.54367634201318e-07	1.11969183658949e-07	3.50589845552597e-05	3.50589845552597e-05	0	1.97040150027284e-07	0.000191128945526465	1.09437168630583e-08	0.0101099638775174	0.0201800243797991	8.26694811154283e-06	0.0251411698529085	1.8791442179633e-05	6.60565925148799e-06	0.0251177745309222	2.43880991269394e-05	0.0100634976867319	5.45382589231788e-06	0.0100510602254066	8.88977719742247e-06	4.44890889738223e-06	3.38563226961773e-06	8.44117496201658e-06	9.97160526411408e-06	0	2.73151458170942e-06	3.45863320184664e-06	4.44488859871123e-06	2.47237780498204e-06	2.94924651519117e-07	4.22058748100829e-06	4.22058748100829e-06	2.94924651519117e-07	3.73230612196496e-09	2.22244429935562e-06	2.94924651519117e-07	7.74916096475846e-06	2.94924651519117e-07	2.94924651519117e-07	3.73230612196496e-09	2.61788726825849e-06	4.22058748100829e-06	2.22244429935562e-06	7.74916096475846e-06	4.22058748100829e-06	2.794544641702e-06
"Syzygium_coriaceum"	0.000612366709834306	0.000880211191571466	2.91240928183279e-07	0.0018441124978065	0.00154983219295169	1.00490561081544	8.95684596316376e-07	1.41153374848064e-07	1.40105672591191e-06	1.34842390309017e-06	0.000303510296841537	3.92207390422713e-07	2.84729945838201e-08	2.90338787982402e-07	2.25224537175186e-07	2.25224537175186e-07	0	1.27368793264719e-07	0.000123547729466777	2.83773212076016e-08	2.83781657340354e-05	0.0603473861260337	9.25372323974154e-07	0.00674545163685646	3.73114219288139e-05	1.52333044379235e-05	3.96463441029604e-05	0.0134217928837617	2.28334151926125e-05	3.62142031528796e-06	2.70240250408075e-05	2.30514062225813e-05	1.15361278425008e-05	1.01170098947179e-05	3.66754663154778e-06	0.00670513359032522	0	5.78211475426089e-06	6.66339083481341e-06	1.15257031112906e-05	1.80107855833619e-06	1.17627812373387e-09	1.83377331577389e-06	1.83377331577389e-06	1.17627812373387e-09	9.67795959941339e-09	5.76285155564531e-06	1.17627812373387e-09	0.00669937073876957	1.17627812373387e-09	1.17627812373387e-09	9.6779595994134e-09	7.46403830263647e-09	1.83377331577389e-06	5.76285155564531e-06	0.00669937073876957	1.83377331577389e-06	7.84414780845427e-09
"Diospyros_revaughanii"	0.00170293044935488	0.00104945824940282	3.54396151265956e-10	2.2440059362563e-06	0.000523577453651698	1.11960574539547e-06	1.00343538628158	0.00104114903783732	2.43026490614755e-06	0.000261273643047551	6.63468172914807e-07	0.0010422012428211	0.000517854471174974	3.53298383115417e-10	0.000260250143257151	0.000260250143257151	0	2.20933173286141e-07	0.000214305178087557	3.45309070464265e-11	0.0754084709243209	1.99451699322771e-05	0.0168302703131867	2.18423857912852e-05	4.73275594857276e-06	1.12306152535408e-05	1.55937458256379e-05	4.29781508084767e-08	1.39812599482071e-05	1.37497185523467e-05	5.24979957361858e-06	2.80500742032037e-08	1.40377224224526e-08	2.21156057638269e-08	4.37274270584508e-06	1.44765568534374e-08	0	3.73949313351582e-06	2.51132200289622e-06	1.40250371016019e-08	5.00861896869083e-06	8.67624198197763e-06	2.18637135292254e-06	2.18637135292254e-06	8.67624198197762e-06	1.17766127705139e-11	7.01251855080093e-09	8.67624198197763e-06	7.46403830263647e-09	8.67624198197763e-06	8.67624198197763e-06	1.17766127705139e-11	0.00836196155234647	2.18637135292254e-06	7.01251855080093e-09	7.46403830263647e-09	2.18637135292254e-06	2.0844024856422e-05
"Gaertnera_sp1_M_PL_068"	0.000567296815146277	0.000118881783649527	7.5351659272923e-11	4.77120222979815e-07	5.89849303038233e-05	1.7644171856008e-07	0.00104114903783732	1.00655406335263	5.87695279950498e-07	2.9472924440766e-05	8.04177110508583e-08	0.000117273955951664	0.00155388549109931	7.51182519649016e-11	2.93132788535721e-05	2.93132788535721e-05	0	5.34268436318634e-08	5.18240383229075e-05	7.34195654454122e-12	0.00848535708288268	3.35846821552211e-06	0.0505012784607276	2.46648106613204e-06	1.09087640905799e-06	1.26714621872823e-06	2.30888327986952e-06	8.31655903471542e-09	1.58053083345096e-06	3.75808186682098e-06	5.92831304431857e-07	5.96400278724768e-09	2.98469854473876e-09	2.68059036836194e-09	4.95340765206363e-07	2.66727882054579e-09	0	4.22532778422042e-07	8.35751022970749e-07	2.98200139362384e-09	1.66852004454787e-06	0.00838795052793857	2.47670382603181e-07	2.47670382603181e-07	0.00838795052793856	2.50394173216339e-12	1.49100069681192e-09	0.00838795052793857	1.17627812373387e-09	0.00838795052793857	0.00838795052793857	2.50394173216339e-12	8.67624198197762e-06	2.47670382603181e-07	1.49100069681192e-09	1.17627812373387e-09	2.47670382603181e-07	2.34547911903329e-06
"Casearia_coriacea"	0.00519697097108134	0.00281030692213037	8.27282963085615e-08	0.000523828453976258	3.94080300054568e-06	1.91053189897078e-06	2.65119807943369e-06	6.41122123582361e-07	1.00114178710483	0.00010510445875937	3.79781866535577e-07	1.12664027465727e-06	2.38236021915852e-07	8.24720393246424e-08	0.000104079924460272	0.000104079924460272	0	0.000103798827711746	0.100684862880393	8.06070579416754e-09	8.1518057072827e-05	3.04685264230941e-05	7.7426707122652e-06	2.35304813054265e-05	2.33191939690637e-05	4.52346589729976e-06	7.7411244442509e-06	6.57332943335618e-06	2.34586323810919e-05	3.20719097449401e-05	3.31333586735707e-06	6.54785567470323e-06	3.27688902916579e-06	1.26593955511859e-08	1.17096121755432e-05	1.64970079800228e-06	0	3.1384561866668e-06	9.27956828791306e-06	3.27392783735161e-06	1.52852087384745e-05	5.34268436318634e-09	5.8548060877716e-06	5.8548060877716e-06	5.34268436318634e-09	2.74906797748808e-09	1.63696391867581e-06	5.34268436318634e-09	1.27368793264719e-08	5.34268436318634e-09	5.34268436318634e-09	2.74906797748808e-09	2.20933173286141e-08	5.8548060877716e-06	1.63696391867581e-06	1.27368793264719e-08	5.8548060877716e-06	2.25328054931454e-08
"Calophyllum_eputamen"	0.00219843197211565	0.000606444930492309	1.2593192492365e-07	0.0007973901129665	0.00010181405647076	2.88947979233607e-06	0.000447897673795802	5.05250133270275e-05	0.00016516414947901	1.00322349514547	0.00216264119033936	0.000199207458727417	4.08154323782998e-07	1.25541841521719e-07	6.47171836324004e-05	6.47171836324004e-05	0	1.501492267991e-05	0.0145644749995127	1.22702901207659e-08	0.0144136556762222	5.22301882276121e-05	1.32650155229474e-05	7.61832236448714e-06	1.94474797509353e-05	0.0431034247086085	5.77833960605672e-06	1.00059028093124e-05	6.07184831881017e-06	0.014344696169141	6.00182877074823e-06	9.96737641208126e-06	4.98819583646295e-06	7.20880396779787e-05	2.52685387705129e-06	2.51110730163589e-06	0	0.0143342560604669	5.72483229730804e-06	4.98368820604063e-06	6.46597638857544e-06	4.2104177772523e-07	1.26342693852564e-06	1.26342693852564e-06	4.21041777725229e-07	4.18472805072395e-09	2.49184410302031e-06	4.2104177772523e-07	1.92631986155738e-08	4.2104177772523e-07	4.2104177772523e-07	4.18472805072395e-09	3.73248061496502e-06	1.26342693852564e-06	2.49184410302031e-06	1.92631986155738e-08	1.26342693852564e-06	3.98414917454833e-06
