"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Phoenicophorium_borsigianum"	"Syzygium_wrightii"	"Dillenia_suffruticosa"	"Nepenthes_pervillei"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Soulamea_terminaloides"	"Pittosporum_senacia"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_129"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_129"	"Hemipyrellia_germana"	"Unidentified_sp1_M_PL_129"	"Pachycerina_seychellensis"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Hemipyrellia_sp1_M_PL_129"	"Mabuya_sechellensis"	"Rhynchium_brunneum"	"Phelsuma_sp1_M_PL_129"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Simosyrphus_aegyptius"	"Tricimba_seychellensis"
"Nephrosperma_vanhoutteanum"	1.00328957699756	0.00212834490496506	0.00134615588104798	0.00120596055836255	0.000116125924993982	0.000307836239000494	0.000323380154716954	0.000116820410162345	0.000677805586873425	0.000508115634727083	5.25513068944248e-07	9.47214176989619e-08	8.02675741172439e-05	0.0634113835526227	0.0345068186119617	3.61974224342908e-05	5.80629624969909e-06	2.30985824797824e-05	5.22566662472918e-06	4.44648588315103e-05	2.52590447197232e-06	3.89545489100816e-05	9.45661637303834e-06	9.28135037221307e-06	6.13859710848532e-06	2.50329450347881e-06	5.43240421765578e-06	2.20173610858454e-05	0.00286835244997033	6.77805586873425e-06	6.5689133618031e-09	6.5689133618031e-09	5.64572927474537e-06	6.5689133618031e-09
"Erythroxylum_sechellarum"	0.00256869212668197	1.00329262816494	0.00110117108141389	0.000993718632306496	9.3632523612689e-05	0.000135156667130887	0.000266516277339377	9.42058509109637e-05	0.000556561215454986	0.000932068881808333	4.29142085956566e-07	7.63899130759291e-08	6.61531474110239e-05	0.0522609864547089	0.0278229043915105	2.28561716687673e-05	4.68162618063445e-06	1.90368769528126e-05	4.21346356257101e-06	3.57588410281612e-05	2.03706434869145e-06	0.0104099582196056	7.69691883764911e-06	7.58430895978479e-06	5.02141592555923e-06	2.01869680523494e-06	2.38511765525095e-06	0.0103788892568787	8.13415958036546e-06	5.56561215454986e-06	5.36427607445707e-09	5.36427607445707e-09	1.03563209089815e-05	5.36427607445707e-09
"Dillenia_ferruginea"	0.00214161162893997	0.0014515436982274	1.00257905349677	0.00153032840824414	6.17906428201803e-05	0.000417753061202873	0.00025761084753942	0.000429422508085031	0.000509669614102947	0.000313116847654526	0.000344496103587108	6.70551322856239e-07	6.39426925142488e-05	0.0505147270862565	0.0183610895140166	4.7528635606184e-05	3.08953214100902e-06	1.84007748242443e-05	2.78057892690811e-06	0.0228036482345027	1.78813686094997e-05	2.54531975471585e-05	0.00456944673041113	1.42986070285658e-05	0.00457009611977892	9.20191088753637e-06	7.37211284475659e-06	1.50159692920076e-05	8.57626131665211e-06	5.09669614102947e-06	4.30620129483886e-06	4.30620129483886e-06	3.47907608505029e-06	4.30620129483886e-06
"Chrysobalanus_icaco"	0.00211043097713445	0.00144089201684442	0.00168336124906855	1.00203473031675	5.24659701974508e-07	0.00148332621054482	0.000385198162603958	1.64659861776342e-06	0.000670640665897958	0.000194066763199261	5.78920936025196e-07	1.87292143647027e-09	9.56116867891968e-05	0.0755332325634654	0.000155902630441725	0.0151177754377245	2.62329850987254e-08	2.75141544717113e-05	2.36096865888529e-08	0.0100673309616709	4.99445716392073e-08	2.13746715912395e-05	7.69868771601392e-06	6.74169091507451e-06	7.67335157632162e-06	3.52842560949303e-08	2.61763448919674e-05	1.49057794845974e-05	1.47552510891352e-05	6.70640665897958e-06	7.23651170031495e-09	7.23651170031495e-09	2.15629736888068e-06	7.23651170031496e-09
"Phoenicophorium_borsigianum"	0.000203220368739468	0.000135767159238399	6.79697071021983e-05	5.24659701974508e-07	1.00960815069456	1.14515101531203e-07	1.30412983038743e-07	1.70273641646401e-05	1.713039030963e-05	5.08961321528906e-05	3.25617429363831e-08	1.37648481611932e-08	3.2370365432831e-08	2.55725886919365e-05	0.00506197888844462	1.46060779726296e-08	0.050480407534728	9.31521307419597e-09	0.0454323667812552	1.55068628576855e-06	3.67062617631818e-07	3.10102559262002e-06	7.95449333090621e-07	5.36175992338589e-07	3.10174279461016e-07	3.64872089242289e-07	2.02085473290358e-09	1.40448785419034e-06	5.8130324321421e-07	1.713039030963e-07	4.07021786704788e-10	4.07021786704788e-10	5.65512579476562e-07	4.07021786704788e-10
"Syzygium_wrightii"	0.00063378049205984	0.000230561373340925	0.000540621608615483	0.00174508965946449	1.34723648860238e-07	1.00673509735596	6.15285933439703e-05	4.1341725257941e-07	0.000107173563136794	3.11506685359295e-05	1.8586144468514e-07	5.08361753218198e-10	1.52722758478783e-05	0.0120650979198239	4.00331322588199e-05	0.0592458879540659	6.73618244301192e-09	4.39489952456931e-06	6.06256419871073e-09	0.0059517089122533	1.3556313419152e-08	3.42347327311526e-06	2.46918286975447e-06	1.08059457249464e-06	2.46434075242789e-06	8.85894112670163e-09	0.0177659134827522	2.38511765525095e-06	0.00592378196232328	1.07173563136794e-06	2.32326805856425e-09	2.32326805856425e-09	3.46118539288105e-07	2.32326805856425e-09
"Dillenia_suffruticosa"	0.000808450386792385	0.000552069431631567	0.000404817046133374	0.000550283089434226	1.86304261483919e-07	7.47132919176783e-05	1.00734186238191	5.28229919250964e-07	0.000256991945852382	7.43273034473047e-05	1.39291340871727e-07	5.57145398136925e-10	3.66408412241075e-05	0.0289462645670449	5.53603112999466e-05	1.26491458660827e-05	9.31521307419596e-09	0.0719529901701364	8.38369176677637e-09	1.51427082589213e-05	1.48572106169847e-08	8.18863986742062e-06	1.8551697658316e-06	2.58123867107919e-06	1.84530090770712e-06	1.13192125553778e-08	1.31846985737079e-06	5.71106308584379e-06	2.74934820043517e-06	2.56991945852382e-06	1.74114176089659e-09	1.74114176089659e-09	8.25858927192275e-07	1.74114176089659e-09
"Nepenthes_pervillei"	0.000292051025405862	0.000195140691172711	0.000674806798419334	2.35228373966202e-06	2.43248059494859e-05	5.02006663846426e-07	5.28229919250964e-07	1.0069149007317	0.000565136637394964	7.28466760211954e-05	0.000545601976609118	0.000812687123798148	1.31114212099793e-07	0.000103580227558836	0.00722811608788974	6.48140598506025e-08	1.2162402974743e-06	3.7730708517926e-08	1.09461626772687e-06	1.53629939636661e-05	0.0216716566346173	4.44691933927478e-06	0.0287720644673922	0.0215823992391962	2.35273777520207e-05	0.0215767478728222	8.85894112670164e-09	2.01869680523494e-06	8.37384481535172e-07	5.65136637394964e-06	6.82002470761397e-06	6.82002470761397e-06	8.09407511346616e-07	6.82002470761397e-06
"Memecylon_eleagni"	0.00237231955405699	0.00161402752481946	0.00112127315102648	0.00134128133179592	3.426078061926e-05	0.000182195057332549	0.000359788724193334	0.00079119129235295	1.00191188191636	0.000282033580412977	8.13549418657612e-07	6.38937435030691e-07	8.93047011837026e-05	0.0705507139351251	0.0101805909610131	3.08365762906181e-05	1.713039030963e-06	2.56991945852382e-05	1.5417351278667e-06	3.99680296544745e-05	1.70383316008184e-05	2.60979558107488e-05	2.7702161636828e-05	0.0100360729182855	5.12720424422913e-06	1.69540991218489e-05	3.21520689410381e-06	1.66968364636496e-05	7.84979150010219e-06	0.0100191188191636	1.01693677332202e-08	1.01693677332201e-08	3.13370644903308e-06	1.01693677332202e-08
"Canthium_bibracteatum"	0.00197600524616088	0.00300333306360463	0.000765396738711064	0.000431259473776135	0.000113102515895312	5.88401516789779e-05	0.000115620249806918	0.000113317051588526	0.000313370644903308	1.0031816504653	3.24195691705526e-07	9.17061766499053e-08	2.86985977199315e-05	0.0226718921987459	0.0336084125982921	9.93007749952309e-06	5.65512579476562e-06	8.25858927192275e-06	5.08961321528906e-06	2.20540937023009e-05	2.44549804399748e-06	0.0334704573115701	6.71670613043676e-06	5.56192898307292e-06	3.49123342348925e-06	2.42822253403985e-06	1.03835561786432e-06	3.10689627269445e-05	5.99184781403347e-06	3.13370644903308e-06	4.05244614631908e-09	4.05244614631908e-09	0.0111464627829477	4.05244614631908e-09
