"Geissomeria_schottiana"	"Justicia_scheidweileri"	"Ruellia_brevifolia"	"Passiflora_speciosa"	"Mendoncia_velloziana"	"Fridericia_speciosa"	"Corymborkis_flava"	"Heliconia_simulans"	"Mutisia_speciosa"	"Lantana_camara"	"Rubus_rosaefolius"	"Passiflora_kermesina"	"Hyptis_asperrima"	"Ruellia_subsessilis"	"Thalurania_glucopis"	"Phaethornis_squalidus"	"Phaethornis_ruber"	"Calliphlox_amethystina"	"Chlorostilbon_aureoventris"	"Phaethornis_pretrei"	"Amazilia_fimbriata"	"Amazilia_lactea"
"Rubus_rosaefolius"	0.00104267509342984	0.00220866839491616	0.00164160495361374	0.00040531889823344	0.000174258631666523	0.000111258963234383	0.0002214038552442	0.000893929223472411	0.00119893193758508	0.000453093499867196	1.0007219511369	0.000685103964334333	2.59566344623858e-07	0.000342551982167167	0.000217649601223639	0.020265944911672	0.0804997158092842	4.95782112764821e-06	8.02049610354471e-06	1.01389045707165e-05	1.93087980264785e-06	1.74258631666523e-06
"Passiflora_kermesina"	0.00065994634302792	0.00257551616422454	0.00150274214210214	3.90680125524504e-06	0.000217056729573638	1.07240658927037e-06	2.13407483182774e-06	0.00107109452206658	0.00149804338541802	0.00042907788708515	0.000856379955417916	1.00085602479167	2.50191670167772e-09	0.00042801239583372	0.000219594306858373	0.000195340062762252	0.100582913020924	4.77876109137671e-08	7.7308224170119e-08	8.73583356796981e-06	1.22212285745911e-06	2.17056729573638e-06
"Hyptis_asperrima"	9.06470330010058e-06	2.61092819747961e-06	7.73847498945836e-06	7.0830323097192e-06	1.07999157462925e-08	0.00604288281540741	0.00201527638193689	6.52551359280411e-07	8.75670845587203e-09	1.93423800117055e-06	6.48915861559646e-07	5.00383340335545e-09	1.00201309099727	2.50191670167772e-09	7.39207204677317e-07	0.00035415161548596	5.87950424894265e-07	0.0503692271194373	0.0502853227441989	5.54788625400707e-08	1.67864875927789e-08	1.07999157462925e-10
"Ruellia_subsessilis"	0.00065994634302792	0.00257551616422454	0.00150274214210214	3.90680125524504e-06	0.000217056729573638	1.07240658927037e-06	2.13407483182774e-06	0.00107109452206658	0.00149804338541802	0.00042907788708515	0.000856379955417916	0.000856024791667439	2.50191670167772e-09	1.00042801239583	0.000219594306858373	0.000195340062762252	0.100582913020924	4.77876109137671e-08	7.7308224170119e-08	8.73583356796981e-06	1.22212285745911e-06	2.17056729573638e-06
"Thalurania_glucopis"	0.0568772735709199	0.0276462849199122	7.06971448319481e-05	3.72351381537377e-05	0.0130001856743999	1.02209467284397e-05	2.03395478812336e-05	0.00326700514212109	2.47929056130422e-05	1.72387249963041e-05	1.75523871954548e-05	1.41673746360241e-05	2.38453936992683e-08	7.08368731801204e-06	1.00623238249266	0.00186175690768688	0.00166466651973283	4.55456568726728e-07	7.36813116236687e-07	0.000105681770114752	0.000105328284390592	0.000130001856743999
"Phaethornis_squalidus"	0.0257359009503751	0.00741277317682653	0.0219705619966012	0.0201096728614622	3.06624003805944e-05	0.00552005189814833	0.0109848297689369	0.00185268029095745	2.48614625333776e-05	0.00549155950995378	0.00184235862833382	1.42065500190729e-05	1.28782405631258e-05	7.10327500953645e-06	0.00209870778684703	1.00548364307311	0.00166926962724107	0.00024597955194586	0.000397932476210431	0.000157511885817034	4.76590758340279e-05	3.06624003805944e-07
"Phaethornis_ruber"	0.0065994634302792	0.0257551616422454	0.0150274214210214	3.90680125524504e-05	0.00217056729573638	1.07240658927037e-05	2.13407483182774e-05	0.0107109452206658	0.0149804338541802	0.0042907788708515	0.00856379955417916	0.00856024791667439	2.50191670167772e-08	0.0042801239583372	0.00219594306858373	0.00195340062762252	1.00582913020924	4.77876109137671e-07	7.7308224170119e-07	8.73583356796981e-05	1.22212285745911e-05	2.17056729573638e-05
"Calliphlox_amethystina"	6.92557852247387e-05	1.99479096552289e-05	5.91231884921146e-05	5.41155014280891e-05	8.25130862652951e-08	0.0804935354689737	0.000141504241476284	4.98559691258003e-06	6.6902655279274e-08	1.47778881611171e-05	4.95782112764821e-06	3.82300887310137e-08	0.0201476908477749	1.91150443655069e-08	5.64766145221142e-06	0.00270577507140446	4.49203542589411e-06	1.00458487500768	0.00279966738106951	4.2386739658046e-07	1.28251454119886e-07	8.25130862652951e-10
"Chlorostilbon_aureoventris"	0.000112038280777273	3.22706542943632e-05	9.56463112970526e-05	8.75451447662948e-05	1.33485228660554e-07	0.0403641208391745	0.0401640233972616	8.0654302730282e-06	1.08231513838167e-07	2.39068718622939e-05	8.02049610354471e-06	6.18465793360952e-08	0.0201141290976796	3.09232896680476e-08	9.13648264133492e-06	0.00437725723831474	7.26697307199119e-06	0.00279966738106951	1.00290678750291	6.85709854220953e-07	2.07478297735691e-07	1.33485228660554e-09
"Phaethornis_pretrei"	0.0503348226329881	0.000173746883168765	0.050142278750391	8.66315371993687e-05	4.66873121420278e-05	2.37801273372933e-05	4.73221367305323e-05	4.02833552222514e-05	3.05754174878943e-05	3.23626164405249e-05	2.53472614267913e-05	1.74716671359396e-05	5.54788625400706e-08	8.73583356796981e-06	0.00327613487355732	0.00433157685996843	0.00205292088847291	1.05966849145115e-06	1.71427463555238e-06	1.00034392402826	9.32126345055336e-05	4.66873121420278e-07
"Amazilia_fimbriata"	0.100466964326951	0.000212787188087128	7.50670144536007e-05	5.24249834174307e-05	8.55703206906237e-05	1.43905189914035e-05	2.86369411599639e-05	3.19421787488168e-05	8.55486000221378e-06	1.67419684651266e-05	9.65439901323924e-06	4.88849142983645e-06	3.35729751855577e-08	2.44424571491822e-06	0.00653035363221673	0.00262124917087154	0.000574397743005783	6.41257270599432e-07	1.03739148867845e-06	0.000186425269011067	1.00018604993394	8.55703206906237e-07
"Amazilia_lactea"	0.000462079731729368	0.000247172613615158	1.56086071868638e-05	3.37286404186538e-07	0.100206378431122	9.25842239441655e-08	1.84241372740887e-07	3.68838702278624e-05	1.51939710701547e-05	4.43312179261455e-06	8.71293158332613e-06	8.68226918294553e-06	2.15998314925849e-10	4.34113459147277e-06	0.00806011511812797	1.68643202093269e-05	0.0010201666289961	4.12565431326476e-09	6.67426143302771e-09	9.33746242840557e-07	8.55703206906237e-07	1.00100206378431
